assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,selected_5,pts_bps,whh,whd,wha
0.0,0.0,11.0,0.0,1.8,274.0,0.02,0.29,0.27,2.65,4.0,2.0,0.0,2.7,7.2,2024-08-17,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,12.0,0.0,0.0,0.0,0.0,1.0,0.0,51791.0,1.0,2.0,0.0,18.0,1.0,0.0,0.0,0.0,5.5,True,1.0,274.0,0.0,3.0,0.1704888194799423,90.0,Ipswich,Liverpool,0.0,2.0,26603.0,2024.0,666241.0,0.0,0.0,0.0,0.0,0.1704888194799423,0.1704888194799423,0.083771601319313,10348.0,Ipswich,5.0,2.0,1.0,1.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.112,0.173,0.715
0.0,0.0,5.0,0.0,0.4,274.0,0.0,0.0,0.0,3.34,17.0,4.0,0.0,0.2,1.2,2024-08-24,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,13.0,0.0,0.0,0.0,0.0,2.0,0.0,52172.0,1.0,1.0,4.0,0.0,2.0,-3776.0,3013.0,6789.0,5.5,False,0.0,274.0,0.0,0.0,0.0,90.0,Manchester City,Ipswich,4.0,1.0,26615.0,2024.0,668092.0,0.0,0.0,0.0,0.0,0.0,0.4799985289573669,0.4799985289573669,10348.0,Ipswich,2.0,4.0,2.0,0.0,MID,0.0,0.02,0.29,0.27,2.65,2.0,0.0,2.7,7.2,1.8,18.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,3.0,0.17,0.0,0.0,0.0,0.0,0.17,0.17,0.08,1.0,51791.0,0.0,0.02,0.29,0.27,2.65,2.0,0.0,2.7,7.2,1.8,18.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,3.0,0.17,0.0,0.0,0.0,0.0,0.17,0.17,0.08,1.0,51791.0,2.0,0.875,0.088,0.037
0.0,0.0,18.0,0.0,6.0,274.0,0.02,0.07,0.05,0.95,25.0,1.0,0.0,3.5,8.0,2024-08-31,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,9.0,0.0,0.0,0.0,0.0,3.0,0.0,50708.0,1.0,1.0,1.0,21.0,2.0,-3039.0,5198.0,8237.0,5.5,True,0.0,274.0,0.0,2.0,0.0890741944313049,90.0,Ipswich,Fulham,1.0,1.0,26625.0,2024.0,671788.0,0.0,0.0,0.0,0.0,0.0890741944313049,0.1084260791540145,0.0548593811690807,10348.0,Ipswich,3.0,2.0,3.0,1.2,MID,0.0,0.02,0.29,0.27,5.99,6.0,0.0,2.9,8.4,2.2,18.0,178.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,4.0,3.0,0.0,3.0,0.17,0.0,0.0,0.0,0.0,0.17,0.65,0.56,1.0,103963.0,0.0,0.02,0.29,0.27,5.99,6.0,0.0,2.9,8.4,2.2,18.0,178.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,4.0,3.0,0.0,3.0,0.17,0.0,0.0,0.0,0.0,0.17,0.65,0.56,1.0,103963.0,2.0,0.309,0.274,0.417
0.0,0.0,0.0,1.0,3.5,274.0,0.0,0.04,0.04,1.41,33.0,0.0,0.0,1.5,4.4,2024-09-14,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,5.0,0.0,0.0,0.0,0.0,4.0,0.0,44439.0,1.0,0.0,0.0,7.0,2.0,-7115.0,2366.0,9481.0,5.4,False,1.0,274.0,0.0,1.0,0.0861005932092666,88.0,Brighton,Ipswich,0.0,0.0,26633.0,2024.0,673664.0,0.0,0.0,0.0,0.0,0.0861005932092666,0.0861005932092666,0.0,10348.0,Ipswich,2.0,3.0,4.0,1.3,MID,0.0,0.04,0.36,0.32,6.94,7.0,0.0,6.4,16.4,8.2,39.0,268.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,5.0,5.0,0.0,5.0,0.26,0.0,0.0,0.0,0.0,0.26,0.76,0.62,2.2,154671.0,0.0,0.04,0.36,0.32,6.94,7.0,0.0,6.4,16.4,8.2,39.0,268.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,5.0,5.0,0.0,5.0,0.26,0.0,0.0,0.0,0.0,0.26,0.76,0.62,2.2,154671.0,2.0,0.687,0.192,0.12
0.0,0.0,12.0,0.0,46.0,274.0,0.21,0.24,0.03,2.49,48.0,1.0,0.0,8.0,20.8,2024-09-21,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,17.0,0.0,0.0,0.0,0.0,5.0,0.0,43227.0,1.0,1.0,1.0,13.0,1.0,-1799.0,2207.0,4006.0,5.4,False,1.0,274.0,0.0,1.0,0.0257753450423479,90.0,Southampton,Ipswich,1.0,1.0,26643.0,2024.0,675648.0,0.1682973206043243,0.0,3.0,0.0,0.0257753450423479,0.402383953332901,0.2340866178274154,10348.0,Ipswich,2.0,2.0,5.0,1.8,MID,1.0,0.02,0.11,0.09,5.7,5.0,0.0,5.2,13.6,9.9,28.0,262.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,5.0,6.0,0.0,3.0,0.18,0.0,0.0,0.0,0.0,0.18,0.67,0.53,2.5,147319.0,1.0,0.04,0.4,0.36,8.35,7.0,0.0,7.9,20.8,11.7,46.0,352.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,4.0,5.0,7.0,0.0,6.0,0.35,0.0,0.0,0.0,0.0,0.35,0.85,0.62,3.5,199110.0,1.0,0.435,0.266,0.299
1.0,1.0,22.0,0.0,12.6,274.0,0.02,0.04,0.02,0.82,56.0,2.0,0.0,4.3,21.0,2024-09-29,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2.0,0.0,0.0,0.0,0.0,6.0,0.0,37535.0,1.0,2.0,2.0,9.0,6.0,-5717.0,694.0,6411.0,5.4,True,0.0,274.0,0.0,1.0,0.0330193787813186,90.0,Ipswich,Aston Villa,2.0,2.0,26659.0,2024.0,678367.0,0.5045092701911926,1.0,1.0,0.0,0.0330193787813186,1.1866401433944702,0.6821308732032776,10348.0,Ipswich,3.0,2.0,6.0,2.5,MID,1.0,0.23,0.35,0.12,4.85,2.0,0.0,13.0,33.2,55.5,41.0,264.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,2.0,5.0,0.0,4.0,0.2,0.17,0.0,3.0,0.0,0.2,0.6,0.29,4.3,138374.0,1.0,0.25,0.64,0.39,10.84,8.0,0.0,15.9,41.6,57.7,59.0,442.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,5.0,6.0,8.0,0.0,7.0,0.37,0.17,0.0,3.0,0.0,0.37,1.25,0.85,5.3,242337.0,5.0,0.24,0.259,0.502
0.0,0.0,4.0,0.0,1.8,274.0,0.02,0.02,0.0,3.71,70.0,4.0,0.0,1.3,7.2,2024-10-05,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,19.0,0.0,0.0,0.0,0.0,7.0,0.0,38624.0,1.0,1.0,4.0,4.0,2.0,463.0,3775.0,3312.0,5.3,False,0.0,274.0,0.0,0.0,0.0,86.0,West Ham,Ipswich,4.0,1.0,26665.0,2024.0,679506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10348.0,Ipswich,2.0,2.0,7.0,2.3,MID,1.0,0.23,0.32,0.09,4.72,3.0,0.0,13.8,46.2,62.1,29.0,264.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,3.0,9.0,0.0,3.0,0.14,0.67,1.0,4.0,0.0,0.14,1.68,0.92,5.6,125201.0,1.0,0.25,0.39,0.14,9.01,8.0,0.0,17.5,55.4,68.5,50.0,442.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,5.0,8.0,13.0,0.0,5.0,0.23,0.67,1.0,4.0,0.0,0.23,2.26,1.45,6.8,228081.0,2.0,0.533,0.246,0.221
0.0,0.0,9.0,0.0,37.7,274.0,0.13,0.21,0.08,1.74,73.0,2.0,0.0,6.6,9.2,2024-10-19,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,8.0,0.0,0.0,0.0,0.0,8.0,0.0,39008.0,1.0,2.0,0.0,19.0,2.0,2.0,3084.0,3082.0,5.3,True,0.0,274.0,0.0,2.0,0.1137515157461166,90.0,Ipswich,Everton,0.0,2.0,26674.0,2024.0,681420.0,0.2401101887226104,0.0,3.0,0.0,0.1137515157461166,0.7119663953781128,0.4206937253475189,10348.0,Ipswich,2.0,2.0,8.0,3.3,MID,0.0,0.25,0.3,0.05,7.02,7.0,0.0,13.6,49.0,60.4,26.0,262.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,7.0,9.0,0.0,2.0,0.06,0.67,1.0,4.0,0.0,0.06,1.59,0.92,6.6,119386.0,1.0,0.27,0.41,0.14,9.38,8.0,0.0,18.6,61.4,69.9,54.0,436.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,5.0,8.0,13.0,0.0,5.0,0.23,0.67,1.0,4.0,0.0,0.23,1.78,0.97,9.1,214533.0,2.0,0.399,0.282,0.319
0.0,0.0,2.0,1.0,23.3,274.0,0.51,0.63,0.12,0.39,93.0,0.0,0.0,6.1,2.2,2024-11-02,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,11.0,0.0,0.0,0.0,0.0,10.0,0.0,34130.0,1.0,1.0,1.0,35.0,3.0,-2564.0,1345.0,3909.0,5.3,True,0.0,274.0,0.0,3.0,0.138250470161438,83.0,Ipswich,Leicester,1.0,1.0,26695.0,2024.0,684998.0,0.5708277821540833,0.0,2.0,0.0,0.138250470161438,0.8067380785942078,0.0976598411798477,10348.0,Ipswich,2.0,2.0,10.0,1.7,MID,0.0,0.15,0.23,0.08,5.45,6.0,0.0,7.9,16.4,39.5,23.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,4.0,0.0,2.0,0.11,0.24,0.0,3.0,0.0,0.11,0.71,0.42,5.6,77632.0,0.0,0.38,0.51,0.13,8.76,9.0,0.0,20.2,58.2,98.1,45.0,352.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,6.0,7.0,11.0,0.0,4.0,0.17,0.91,1.0,7.0,0.0,0.17,2.3,1.34,9.9,158394.0,3.0,0.425,0.266,0.309
0.0,0.0,1.0,0.0,18.7,274.0,0.05,0.13,0.08,1.82,108.0,1.0,0.0,3.3,7.6,2024-11-10,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,18.0,0.0,0.0,0.0,0.0,11.0,0.0,31201.0,1.0,2.0,1.0,7.0,1.0,-2947.0,269.0,3216.0,5.2,False,1.0,274.0,0.0,1.0,0.0905154719948768,90.0,Tottenham,Ipswich,1.0,2.0,26709.0,2024.0,687304.0,0.0222970489412546,0.0,1.0,0.0,0.0905154719948768,0.1128125190734863,0.0,10348.0,Ipswich,2.0,3.0,11.0,0.8,MID,1.0,0.64,0.84,0.2,2.13,2.0,0.0,12.7,11.4,61.0,54.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,5.0,0.0,5.0,0.25,0.81,0.0,5.0,0.0,0.25,1.52,0.52,5.0,73138.0,1.0,0.68,0.9,0.22,6.66,8.0,0.0,18.3,39.6,75.4,67.0,342.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,7.0,13.0,0.0,6.0,0.29,1.32,1.0,6.0,0.0,0.29,2.71,1.2,9.8,149297.0,1.0,0.766,0.147,0.087
