assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,pts_bps,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,pts_bps_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,pts_bps_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,pts_bps_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,ownership_change,percenatge_net_transfers,whh,whd,wha
0,0,6,0,2.5,226,0.01,0.15,0.14,1.43,3,3,0,3.1,18.8,2024-08-17,90,0,0,0,0,0,0,0,False,5,0,0,0,0,1,0,14609,1,3,0,10.0,2,0,0,0,4.5,True,0,226,,,Tim Iroegbunam,0,2,0.1044696643948555,90,DMC,Everton,Brighton and Hove Albion,0,3,26605,2024,666331,0.0,0,0,0,0.1044696643948555,0.1401520073413849,0.0356823354959487,26605,Everton,Tim Iroegbunam,Tim Iroegbunam,3,3,1,1.0,MID,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.358,0.285,0.358
0,0,2,0,0.8,226,0.01,0.01,0.0,2.43,19,4,0,0.5,0.0,2024-08-24,90,0,0,0,0,0,0,0,False,18,0,0,0,0,2,0,33039,1,0,4,4.0,2,9665,14015,4350,4.5,False,0,226,,,Tim Iroegbunam,0,0,0.0,90,DMC,Tottenham Hotspur,Everton,4,0,26617,2024,667997,0.0,0,0,0,0.0,0.0,0.0,26617,Everton,Tim Iroegbunam,Tim Iroegbunam,3,3,2,2.0,MID,2,0.0,0.01,0.15,0.14,1.43,3.0,0.0,3.1,18.8,2.5,10.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,2.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.14,0.04,1.0,0.0,0.0,0.05,0.05,0.48,1.0,0.0,1.03,6.27,0.83,3.33,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.0,0.0,0.67,0.0,0.67,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.01,0.33,0.0,0.0,0.03,0.03,0.29,0.6,0.0,0.62,3.76,0.5,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.4,0.0,0.4,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.01,0.2,18430.0,0.5262728015246393,0.656,0.199,0.145
0,0,9,0,22.7,226,0.06,0.13,0.07,2.22,24,3,0,5.1,13.2,2024-08-31,90,0,0,0,0,0,0,0,False,3,0,0,0,0,3,0,78029,1,3,2,15.0,1,36075,52843,16768,4.5,True,1,226,,,Tim Iroegbunam,0,2,0.0894271880388259,90,DMC,Everton,Bournemouth,2,3,26624,2024,671757,0.0972806364297866,0,2,0,0.0894271880388259,1.340989351272583,1.1542816162109375,26624,Everton,Tim Iroegbunam,Tim Iroegbunam,3,3,3,1.7,MID,1,0.0,0.01,0.01,0.0,2.43,4.0,0.0,0.5,0.0,0.8,4.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.01,0.05,0.05,1.29,2.33,0.0,1.2,6.27,1.1,4.67,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,1.33,1.33,0.0,0.67,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.01,1.0,0.0,0.0,0.03,0.03,0.77,1.4,0.0,0.72,3.76,0.66,2.8,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.8,0.8,0.0,0.4,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.01,0.6,44990.0,0.518237060234733,0.346,0.28,0.374
0,0,7,0,0.6,226,0.0,0.0,0.0,1.81,31,3,0,0.8,7.4,2024-09-14,80,0,0,0,0,0,0,0,False,2,0,0,0,0,4,0,140834,1,2,3,0.0,1,57210,86097,28887,4.5,False,1,226,,,Tim Iroegbunam,0,0,0.0,88,DMC,Aston Villa,Everton,3,2,26638,2024,673943,0.0,0,0,0,0.0,0.0,0.0,26638,Everton,Tim Iroegbunam,Tim Iroegbunam,3,4,4,1.5,MID,1,0.0,0.06,0.13,0.07,2.22,3.0,0.0,5.1,13.2,22.7,15.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,2.0,0.09,0.1,0.0,0.0,2.0,0.0,0.09,1.34,1.15,1.7,0.0,0.03,0.1,0.07,2.03,3.33,0.0,2.9,10.67,8.67,9.67,90.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,2.0,2.0,1.67,0.0,1.33,0.06,0.03,0.0,0.0,0.67,0.0,0.06,0.49,0.4,1.57,0.0,0.02,0.06,0.04,1.22,2.0,0.0,1.74,6.4,5.2,5.8,54.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6,1.2,1.2,1.0,0.0,0.8,0.04,0.02,0.0,0.0,0.4,0.0,0.04,0.3,0.24,0.94,62805.0,0.4975474848674598,0.63,0.225,0.145
0,0,2,0,0.3,226,0.0,0.0,0.0,0.08,45,0,0,0.5,4.2,2024-09-21,9,0,0,0,0,0,0,0,False,11,0,0,0,0,5,0,147084,0,1,1,0.0,1,7607,18651,11044,4.5,False,0,226,,,Tim Iroegbunam,0,0,0.0,6,Sub,Leicester,Everton,1,1,26644,2024,675681,0.0,0,0,0,0.0,0.0,0.0,26644,Everton,Tim Iroegbunam,Tim Iroegbunam,3,1,5,1.7,MID,1,0.0,0.0,0.0,0.0,1.81,3.0,0.0,0.8,7.4,0.6,0.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.02,0.05,0.02,2.15,3.33,0.0,2.13,6.87,8.03,6.33,86.67,0.0,0.0,0.0,0.0,0.67,0.0,1.0,1.67,3.0,1.33,0.0,0.67,0.03,0.03,0.0,0.0,0.67,0.0,0.03,0.45,0.38,1.73,0.0,0.02,0.06,0.04,1.58,2.6,0.0,1.9,7.88,5.32,5.8,70.0,0.0,0.0,0.0,0.0,0.4,0.0,0.8,1.6,1.8,1.2,0.0,0.8,0.04,0.02,0.0,0.0,0.4,0.0,0.04,0.3,0.24,1.24,6250.0,0.2561710725711399,0.389,0.28,0.331
0,0,3,0,0.2,226,0.0,0.0,0.0,0.39,67,0,0,0.4,3.4,2024-10-05,22,0,0,0,0,0,0,0,False,15,0,0,0,0,7,0,126218,0,0,0,0.0,1,-11183,4860,16043,4.5,True,0,226,,,Tim Iroegbunam,0,0,0.0,16,Sub,Everton,Newcastle United,0,0,26669,2024,679740,0.0,0,0,0,0.0,0.023619532585144,0.023619532585144,26669,Everton,Tim Iroegbunam,Tim Iroegbunam,4,3,7,0.3,MID,1,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.5,4.2,0.3,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.02,0.04,0.02,1.37,2.0,0.0,2.13,8.27,7.87,5.0,59.67,0.0,0.0,0.0,0.0,0.67,0.0,0.67,2.0,2.0,1.0,0.0,0.67,0.03,0.03,0.0,0.0,0.67,0.0,0.03,0.45,0.38,1.63,0.0,0.02,0.06,0.04,1.59,2.6,0.0,2.0,8.72,5.38,5.8,71.8,0.0,0.0,0.0,0.0,0.4,0.0,0.8,1.8,2.0,1.4,0.0,0.8,0.04,0.02,0.0,0.0,0.4,0.0,0.04,0.3,0.24,1.58,-20866.0,-0.5349949767975889,0.299,0.266,0.435
1,0,13,0,10.5,226,0.05,0.07,0.02,0.07,144,0,0,3.1,17.6,2025-02-12,13,0,0,0,0,0,0,0,False,12,0,0,0,0,24,0,45869,0,2,2,3.0,4,3985,5848,1863,4.3,True,0,226,,,Tim Iroegbunam,0,1,0.0146276429295539,8,Sub,Everton,Liverpool,2,2,26748,2024,705760,0.0780888125300407,1,1,0,0.0146276429295539,0.0927164554595947,0.0,26748,Everton,Tim Iroegbunam,Tim Iroegbunam,5,3,24,0.8,MID,4,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.4,3.4,0.2,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.3,0.0,0.0,0.0,0.0,0.76,1.0,0.0,0.57,5.0,0.37,0.0,37.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,1.0,1.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,1.17,0.0,0.01,0.03,0.01,1.39,2.0,0.0,1.46,5.64,4.92,3.8,58.2,0.0,0.0,0.0,0.0,0.4,0.0,0.6,1.2,2.0,1.2,0.0,0.4,0.02,0.02,0.0,0.0,0.4,0.0,0.02,0.27,0.24,1.44,-80349.0,0.5167941901180132,0.127,0.212,0.661
0,0,7,0,0.1,226,0.0,0.0,0.0,0.14,243,0,0,1.0,10.2,2025-02-15,4,0,0,0,0,0,0,0,False,7,0,0,0,0,25,0,60382,0,2,1,0.0,1,12662,15772,3110,4.3,False,0,226,,,Tim Iroegbunam,0,0,0.0,1,Sub,Crystal Palace,Everton,1,2,26844,2024,706420,0.0,0,0,0,0.0,0.0,0.0,26844,Everton,Tim Iroegbunam,Tim Iroegbunam,3,3,25,1.5,MID,1,0.0,0.05,0.07,0.02,0.07,0.0,0.0,3.1,17.6,10.5,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,1.0,0.01,0.08,1.0,1.0,1.0,0.0,0.01,0.09,0.0,0.8,0.0,0.02,0.02,0.01,0.18,0.0,0.0,1.33,8.4,3.67,1.0,14.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.33,0.0,0.03,0.33,0.33,0.33,0.0,0.0,0.04,0.01,0.93,0.0,0.02,0.04,0.02,0.91,1.2,0.0,1.98,9.16,6.86,3.6,42.8,0.0,0.0,0.0,0.0,0.4,0.0,0.4,1.6,1.6,1.6,0.0,0.6,0.02,0.04,0.2,0.2,0.6,0.0,0.02,0.29,0.24,1.2,14513.0,0.6705857430356954,0.529,0.28,0.191
0,0,5,0,0.0,226,0.0,0.0,0.0,0.26,254,0,0,0.5,5.0,2025-02-22,9,0,0,0,0,0,0,0,False,14,0,0,0,0,26,0,67810,0,2,2,0.0,1,8015,11272,3257,4.3,True,0,226,,,Tim Iroegbunam,0,0,0.0,3,Sub,Everton,Manchester United,2,2,26855,2024,707526,0.0,0,0,0,0.0,0.0,0.0,26855,Everton,Tim Iroegbunam,Tim Iroegbunam,2,3,26,1.4,MID,1,0.0,0.0,0.0,0.0,0.14,0.0,0.0,1.0,10.2,0.1,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.02,0.02,0.01,0.2,0.0,0.0,1.5,10.4,3.6,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,1.0,2.0,0.0,0.33,0.0,0.03,0.33,0.33,0.33,0.0,0.0,0.04,0.01,0.87,0.0,0.01,0.01,0.0,0.5,0.6,0.0,1.16,8.56,2.34,0.6,25.6,0.0,0.0,0.0,0.0,0.2,0.0,0.2,1.4,1.4,1.6,0.0,0.2,0.0,0.02,0.2,0.2,0.2,0.0,0.0,0.02,0.0,1.16,7428.0,0.5516553100695162,0.378,0.296,0.326
0,0,0,0,0.3,226,0.0,0.0,0.0,0.22,261,0,0,0.0,0.0,2025-02-26,15,0,0,0,0,0,0,0,False,4,0,0,0,0,27,0,74490,0,1,1,0.0,1,6277,9919,3642,4.3,False,0,226,,,Tim Iroegbunam,0,0,0.0,10,Sub,Brentford,Everton,1,1,26862,2024,709141,0.0,0,0,0,0.0,0.0,0.0,26862,Everton,Tim Iroegbunam,Tim Iroegbunam,3,3,27,1.8,MID,1,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.5,5.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.02,0.02,0.01,0.16,0.0,0.0,1.53,10.93,3.53,1.0,8.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.67,2.0,0.0,0.33,0.0,0.03,0.33,0.33,0.33,0.0,0.0,0.03,0.0,1.23,0.0,0.01,0.01,0.0,0.19,0.0,0.0,1.1,8.08,2.22,0.6,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.2,1.6,0.0,0.2,0.0,0.02,0.2,0.2,0.2,0.0,0.0,0.02,0.0,1.14,6680.0,0.4628714696556301,0.473,0.256,0.271
