assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,selected_5,pts_bps,whh,whd,wha
0.0,0.0,8.0,0.0,0.8,162.0,0.01,0.01,0.0,0.77,9.0,2.0,0.0,2.1,20.4,2024-08-18,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,13.0,0.0,0.0,0.0,0.0,1.0,0.0,60767.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,4.5,True,0.0,162.0,0.0,0.0,0.0,90.0,Chelsea,Manchester City,0.0,2.0,26610.0,2024.0,667013.0,0.0,0.0,0.0,0.0,0.0,0.0202604681253433,0.0202604681253433,10805.0,Chelsea,4.0,4.0,1.0,0.9,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.239,0.239,0.522
0.0,0.0,10.0,0.0,0.4,162.0,0.0,0.0,0.0,1.92,20.0,2.0,0.0,2.2,21.2,2024-08-25,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,20.0,0.0,0.0,0.0,0.0,2.0,0.0,87669.0,1.0,6.0,2.0,0.0,1.0,14359.0,22761.0,8402.0,4.5,False,0.0,162.0,0.0,0.0,0.0,90.0,Wolverhampton Wanderers,Chelsea,2.0,6.0,26619.0,2024.0,668751.0,0.0,0.0,0.0,0.0,0.0,0.5814502239227295,0.5814502239227295,10805.0,Chelsea,4.0,2.0,2.0,1.0,DEF,0.0,0.01,0.01,0.0,0.77,2.0,0.0,2.1,20.4,0.8,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.9,60767.0,0.0,0.01,0.01,0.0,0.77,2.0,0.0,2.1,20.4,0.8,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.9,60767.0,1.0,0.217,0.238,0.545
0.0,0.0,12.0,0.0,2.5,162.0,0.01,0.19,0.18,0.44,23.0,1.0,0.0,4.7,20.0,2024-09-01,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,7.0,0.0,0.0,0.0,0.0,3.0,0.0,119482.0,1.0,1.0,1.0,24.0,2.0,24529.0,47095.0,22566.0,4.5,True,0.0,162.0,0.0,2.0,0.5072240829467773,90.0,Chelsea,Crystal Palace,1.0,1.0,26630.0,2024.0,672430.0,0.0,0.0,0.0,0.0,0.5072240829467773,1.3057769536972046,1.3057769536972046,10805.0,Chelsea,3.0,4.0,3.0,1.3,DEF,0.0,0.01,0.01,0.0,2.69,4.0,0.0,4.3,41.6,1.2,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.9,148436.0,0.0,0.01,0.01,0.0,2.69,4.0,0.0,4.3,41.6,1.2,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.9,148436.0,2.0,0.584,0.223,0.193
0.0,0.0,21.0,1.0,17.9,162.0,0.15,0.15,0.0,1.78,32.0,0.0,0.0,4.0,21.8,2024-09-14,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,3.0,0.0,0.0,0.0,0.0,4.0,0.0,143468.0,1.0,1.0,0.0,0.0,5.0,18439.0,40329.0,21890.0,4.5,False,1.0,162.0,0.0,0.0,0.0,90.0,Bournemouth,Chelsea,0.0,1.0,26639.0,2024.0,674165.0,0.0145688625052571,0.0,1.0,0.0,0.0,0.5395304560661316,0.5395304560661316,10805.0,Chelsea,4.0,3.0,4.0,2.2,DEF,0.0,0.02,0.2,0.18,3.13,5.0,0.0,9.0,61.6,3.7,24.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,3.0,4.0,0.0,2.0,0.51,0.0,0.0,0.0,0.0,0.51,1.91,1.91,3.2,267918.0,0.0,0.02,0.2,0.18,3.13,5.0,0.0,9.0,61.6,3.7,24.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,3.0,4.0,0.0,2.0,0.51,0.0,0.0,0.0,0.0,0.51,1.91,1.91,3.2,267918.0,5.0,0.283,0.247,0.47
0.0,1.0,29.0,1.0,13.6,162.0,0.31,0.31,0.0,0.85,50.0,0.0,0.0,4.4,26.0,2024-09-21,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,19.0,0.0,0.0,0.0,0.0,5.0,0.0,163296.0,1.0,3.0,0.0,4.0,7.0,17012.0,25670.0,8658.0,4.5,False,0.0,162.0,0.0,0.0,0.0,90.0,West Ham,Chelsea,0.0,3.0,26642.0,2024.0,675293.0,0.5893141031265259,0.0,1.0,0.0,0.0,1.2073758840560913,0.6180617809295654,10805.0,Chelsea,4.0,2.0,5.0,3.8,DEF,1.0,0.16,0.34,0.18,4.14,3.0,0.0,10.9,63.0,20.8,24.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,8.0,3.0,8.0,0.0,2.0,0.51,0.01,0.0,1.0,0.0,0.51,2.43,2.43,4.5,350619.0,1.0,0.17,0.35,0.18,4.91,5.0,0.0,13.0,83.4,21.6,24.0,360.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,10.0,3.0,9.0,0.0,2.0,0.51,0.01,0.0,1.0,0.0,0.51,2.45,2.45,5.4,411386.0,6.0,0.28,0.254,0.465
0.0,0.0,4.0,0.0,0.3,162.0,0.0,0.0,0.0,1.11,54.0,2.0,0.0,1.8,17.8,2024-09-28,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,5.0,0.0,0.0,0.0,0.0,6.0,0.0,330057.0,1.0,2.0,4.0,0.0,1.0,157358.0,216465.0,59107.0,4.5,True,0.0,162.0,0.0,0.0,0.0,90.0,Chelsea,Brighton,4.0,2.0,26657.0,2024.0,677895.0,0.0,0.0,0.0,0.0,0.0,1.0295333862304688,1.0295333862304688,10805.0,Chelsea,3.0,4.0,6.0,3.8,DEF,2.0,0.47,0.65,0.18,3.07,1.0,0.0,13.1,67.8,34.0,28.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,1.0,14.0,0.0,2.0,0.51,0.6,0.0,2.0,0.0,0.51,3.05,2.46,7.3,426246.0,2.0,0.48,0.66,0.18,5.76,5.0,0.0,17.4,109.4,35.2,28.0,450.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,13.0,3.0,16.0,0.0,2.0,0.51,0.6,0.0,2.0,0.0,0.51,3.65,3.07,9.2,574682.0,1.0,0.549,0.229,0.222
0.0,0.0,8.0,0.0,1.0,162.0,0.01,0.01,0.0,0.59,65.0,1.0,0.0,1.9,18.4,2024-10-06,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,16.0,0.0,0.0,0.0,0.0,7.0,0.0,373643.0,1.0,1.0,1.0,0.0,1.0,39343.0,67704.0,28361.0,4.5,True,1.0,162.0,0.0,0.0,0.0,90.0,Chelsea,Nottingham Forest,1.0,1.0,26668.0,2024.0,680138.0,0.0,0.0,0.0,0.0,0.0,0.3176470100879669,0.3176470100879669,10805.0,Chelsea,3.0,4.0,7.0,3.5,DEF,2.0,0.46,0.46,0.0,3.74,2.0,0.0,10.2,65.6,31.8,4.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,6.0,4.0,13.0,0.0,0.0,0.0,0.6,0.0,2.0,0.0,0.0,2.78,2.19,9.8,636821.0,2.0,0.47,0.65,0.18,6.1,5.0,0.0,17.1,106.8,34.7,28.0,450.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,13.0,7.0,16.0,0.0,2.0,0.51,0.6,0.0,2.0,0.0,0.51,4.66,4.07,12.1,843972.0,1.0,0.639,0.213,0.148
0.0,0.0,4.0,0.0,1.3,162.0,0.01,0.01,0.0,1.94,74.0,2.0,0.0,0.9,7.4,2024-10-20,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,12.0,0.0,0.0,0.0,0.0,8.0,0.0,345744.0,1.0,1.0,2.0,0.0,1.0,-26329.0,13970.0,40299.0,4.6,False,0.0,162.0,0.0,0.0,0.0,90.0,Liverpool,Chelsea,2.0,1.0,26679.0,2024.0,682201.0,0.0,0.0,0.0,0.0,0.0,0.5949532389640808,0.5949532389640808,10805.0,Chelsea,4.0,5.0,8.0,0.5,DEF,1.0,0.32,0.32,0.0,2.55,3.0,0.0,8.1,62.2,14.9,4.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,6.0,5.0,9.0,0.0,0.0,0.0,0.59,0.0,1.0,0.0,0.0,2.55,1.97,11.1,866996.0,2.0,0.48,0.66,0.18,4.77,4.0,0.0,16.8,104.0,35.3,28.0,450.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,8.0,6.0,16.0,0.0,2.0,0.51,0.6,0.0,2.0,0.0,0.51,4.4,3.81,14.6,1129946.0,1.0,0.58,0.221,0.199
0.0,0.0,12.0,0.0,0.9,162.0,0.01,0.01,0.0,1.92,85.0,1.0,0.0,2.1,14.4,2024-10-27,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,15.0,0.0,0.0,0.0,0.0,9.0,0.0,339061.0,1.0,1.0,2.0,6.0,2.0,-9077.0,8518.0,17595.0,4.6,True,0.0,162.0,0.0,0.0,0.0,90.0,Chelsea,Newcastle United,2.0,1.0,26688.0,2024.0,683510.0,0.0,0.0,0.0,0.0,0.0,0.946597456932068,0.946597456932068,10805.0,Chelsea,3.0,4.0,9.0,1.8,DEF,0.0,0.02,0.02,0.0,3.64,5.0,0.0,4.6,43.6,2.6,0.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,1.94,7.8,1049444.0,2.0,0.48,0.48,0.0,6.27,5.0,0.0,13.0,91.4,34.1,4.0,450.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,8.0,7.0,15.0,0.0,0.0,0.0,0.6,0.0,2.0,0.0,0.0,3.69,3.1,13.8,1356208.0,2.0,0.532,0.228,0.24
0.0,0.0,8.0,0.0,1.0,162.0,0.27,0.28,0.01,1.98,95.0,1.0,0.0,2.1,14.2,2024-11-03,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,14.0,0.0,0.0,0.0,0.0,10.0,0.0,324857.0,1.0,1.0,1.0,6.0,2.0,-15750.0,10176.0,25926.0,4.6,False,0.0,162.0,0.0,1.0,0.0542182922363281,90.0,Manchester United,Chelsea,1.0,1.0,26697.0,2024.0,685872.0,0.0,0.0,0.0,0.0,0.0542182922363281,0.0514670312404632,0.0514670312404632,10805.0,Chelsea,4.0,3.0,10.0,2.2,DEF,0.0,0.03,0.03,0.0,4.45,4.0,0.0,4.9,40.2,3.2,6.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,1.86,5.8,1058448.0,1.0,0.34,0.34,0.0,6.41,6.0,0.0,11.1,84.0,17.1,10.0,450.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,8.0,9.0,12.0,0.0,0.0,0.0,0.59,0.0,1.0,0.0,0.0,4.1,3.51,13.4,1551801.0,2.0,0.367,0.251,0.382
0.0,0.0,4.0,0.0,10.8,162.0,0.01,0.01,0.0,0.99,103.0,1.0,0.0,2.9,16.6,2024-11-10,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,11.0,0.0,312021.0,1.0,1.0,1.0,2.0,1.0,-13050.0,7594.0,20644.0,4.6,True,1.0,162.0,0.0,0.0,0.0,90.0,Chelsea,Arsenal,1.0,1.0,26705.0,2024.0,687557.0,0.0158520247787237,0.0,1.0,0.0,0.0,0.1779978424310684,0.1779978424310684,10805.0,Chelsea,4.0,4.0,11.0,1.2,DEF,0.0,0.29,0.3,0.01,5.84,4.0,0.0,5.1,36.0,3.2,12.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,5.0,0.0,1.0,0.05,0.0,0.0,0.0,0.0,0.05,1.59,1.59,4.5,1009662.0,0.0,0.3,0.31,0.01,7.54,7.0,0.0,8.8,72.2,4.5,12.0,450.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,6.0,10.0,7.0,0.0,1.0,0.05,0.0,0.0,0.0,0.0,0.05,2.94,2.94,11.8,1713362.0,1.0,0.347,0.272,0.381
