assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,fpl_id,understat_id,player_team,FPL_Name,Understat_Name
0,0,0,5,0,0.2,798,0.0,0.0,0.0,0.28,265,1,0,0.6,6.2,2024-03-02,37,2,0,0,0,0,27,0,575,0,3,2,0.0,1,35,69,34,40,True,0,0,0,0.0,29,DEF,Luton,Aston Villa,2,3,22159,2023,645157,0.0,0,0,0,0.0,0.0,0.0,798,12509,Luton,Daiki Hashioka,Daiki Hashioka
1,0,0,1,0,0.1,798,0.0,0.05,0.05,0.88,276,0,0,0.8,3.4,2024-03-09,28,8,0,0,0,0,28,0,784,0,1,1,4.0,1,140,195,55,40,False,0,0,1,0.0661032274365425,24,DEF,Crystal Palace,Luton,1,1,22170,2023,646680,0.0,0,0,0,0.0661032274365425,0.0,0.0,798,12509,Luton,Daiki Hashioka,Daiki Hashioka
2,0,0,9,0,0.2,798,0.0,0.0,0.0,2.03,162,3,0,1.2,11.4,2024-03-13,67,3,0,0,0,0,28,0,784,1,3,4,0.0,1,140,195,55,40,False,0,0,0,0.0,71,DEF,Bournemouth,Luton,4,3,25861,2023,647910,0.0,0,0,0,0.0,1.261220932006836,1.261220932006836,798,12509,Luton,Daiki Hashioka,Daiki Hashioka
3,0,0,7,0,0.5,798,0.01,0.01,0.0,1.72,300,2,0,1.5,12.2,2024-03-30,45,18,0,0,0,0,30,0,1060,0,1,2,2.0,0,-140,45,185,40,False,0,0,0,0.0,41,DEF,Tottenham,Luton,2,1,22194,2023,649880,0.0,0,0,0,0.0,0.0,0.0,798,12509,Luton,Daiki Hashioka,Daiki Hashioka
4,0,0,10,0,16.2,798,0.17,0.22,0.05,0.82,301,2,0,2.7,8.8,2024-04-03,90,1,1,0,0,0,31,0,1079,1,0,2,2.0,-1,-18,66,84,40,False,0,0,1,0.0341099016368389,90,DEF,Arsenal,Luton,2,0,22196,2023,651136,0.1291406154632568,0,1,0,0.0341099016368389,0.2357003837823867,0.0724498778581619,798,12509,Luton,Daiki Hashioka,Daiki Hashioka
5,0,0,7,0,2.6,798,0.01,0.01,0.0,0.22,316,1,0,0.6,3.2,2024-04-06,61,3,0,0,0,0,32,0,1140,1,1,2,0.0,2,15,80,65,40,True,0,0,0,0.0,65,DEF,Luton,Bournemouth,2,1,22210,2023,651774,0.0,0,0,0,0.0,0.0740530714392662,0.0740530714392662,798,12509,Luton,Daiki Hashioka,Daiki Hashioka
6,0,0,6,0,0.1,798,0.0,0.0,0.0,4.26,327,5,0,2.7,26.8,2024-04-13,90,13,1,0,0,0,33,0,1531,1,1,5,0.0,-2,298,385,87,40,False,0,0,0,0.0,90,DEF,Manchester City,Luton,5,1,22221,2023,653304,0.0,0,0,0,0.0,0.0,0.0,798,12509,Luton,Daiki Hashioka,Daiki Hashioka
7,0,0,4,0,0.0,798,0.0,0.0,0.0,0.74,336,1,0,0.4,4.4,2024-04-20,19,4,0,0,0,0,34,0,1606,0,5,1,0.0,1,-16,229,245,40,True,0,0,0,0.0,15,DEF,Luton,Brentford,1,5,22230,2023,654811,0.0,0,0,0,0.0,0.0,0.0,798,12509,Luton,Daiki Hashioka,Daiki Hashioka
8,0,0,8,0,17.9,798,0.05,0.05,0.0,0.82,350,2,0,2.9,11.4,2024-04-27,65,20,0,0,0,0,35,0,1488,1,1,2,0.0,1,-138,68,206,40,False,0,0,0,0.0,68,DEF,Wolverhampton Wanderers,Luton,2,1,22244,2023,658298,0.0229716319590806,0,1,0,0.0,0.0885136052966117,0.0655419752001762,798,12509,Luton,Daiki Hashioka,Daiki Hashioka
9,0,0,15,0,14.1,798,0.02,0.02,0.0,1.06,378,4,0,2.8,13.6,2024-05-19,90,10,0,0,0,0,38,0,1607,1,4,2,0.0,0,-19,71,90,40,True,0,0,0,0.0,90,DEF,Luton,Fulham,2,4,22272,2023,663017,0.3667365908622741,0,1,0,0.0,0.4053740501403808,0.0386374369263649,798,12509,Luton,Daiki Hashioka,Daiki Hashioka
