assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position
0,0,0,4,0,0.6,609,0.01,0.01,0.0,0.04,9,0,0,0.5,2.2,2023-08-13,9,11,0,0,0,0,1,0,9695,0,1,1,2.0,1,0,0,0,55,True,0,609,,,0,0,0.0,2,Sub,Chelsea,Liverpool,1,1,22283,2023,604418,0.0,0,0,0,0.0,0.0,0.0,11807,Chelsea,Ian Maatsen,Ian Maatsen,MID
1,0,0,-2,0,0.3,609,0.0,0.0,0.0,0.03,26,0,0,0.0,0.0,2023-08-25,4,12,0,0,0,0,3,0,7683,0,0,3,0.0,0,-1727,319,2046,54,True,1,609,,,0,0,0.0,2,Sub,Chelsea,Luton,3,0,22295,2023,606594,0.0,0,0,0,0.0,0.0,0.0,11807,Chelsea,Ian Maatsen,Ian Maatsen,MID
2,0,0,3,0,15.5,609,0.03,0.09,0.06,0.07,35,0,0,2.3,5.4,2023-09-02,13,16,0,0,0,0,4,0,6268,0,1,0,2.0,1,-1641,208,1849,53,True,0,609,,,0,1,0.0396006293594837,8,Sub,Chelsea,Nottingham Forest,0,1,21930,2023,608749,0.0136196641251444,0,1,0,0.0396006293594837,0.0532202944159507,0.0,11807,Chelsea,Ian Maatsen,Ian Maatsen,MID
3,0,0,3,0,2.3,609,0.02,0.22,0.2,0.09,42,0,0,0.8,0.2,2023-09-17,9,3,0,0,0,0,5,0,5771,0,0,0,5.0,1,-726,171,897,53,False,0,609,,,0,1,0.1508907675743103,8,Sub,Bournemouth,Chelsea,0,0,21942,2023,610984,0.0,0,0,0,0.1508907675743103,0.1508907675743103,0.0,11807,Chelsea,Ian Maatsen,Ian Maatsen,MID
4,0,0,2,0,14.8,609,0.08,0.22,0.14,1.06,64,0,0,2.4,3.0,2023-10-02,45,10,0,0,0,0,7,0,5575,0,2,0,6.0,1,-104,328,432,52,False,0,609,,,0,1,0.1198526918888092,42,Sub,Fulham,Chelsea,0,2,21964,2023,615834,0.0437047891318798,0,1,0,0.1198526918888092,0.5660454034805298,0.4461927115917206,11807,Chelsea,Ian Maatsen,Ian Maatsen,MID
5,0,0,2,0,3.0,609,0.0,0.0,0.0,0.18,73,0,0,0.2,0.0,2023-10-07,4,6,0,0,0,0,8,0,5738,0,4,1,0.0,1,44,422,378,52,False,0,609,,,0,0,0.0,1,Sub,Burnley,Chelsea,1,4,21967,2023,616397,0.0,0,0,0,0.0,0.0,0.0,11807,Chelsea,Ian Maatsen,Ian Maatsen,MID
6,0,0,5,0,4.5,609,0.04,0.04,0.0,1.64,95,1,0,1.7,8.2,2023-10-28,23,4,0,0,0,0,10,0,5480,0,2,0,4.0,1,-208,105,313,52,True,0,609,,,0,0,0.0,20,Sub,Chelsea,Brentford,0,2,21989,2023,619567,0.0,0,0,0,0.0,0.1140144243836402,0.1140144243836402,11807,Chelsea,Ian Maatsen,Ian Maatsen,MID
7,0,0,2,0,0.0,609,0.0,0.0,0.0,0.8,135,1,0,0.1,1.4,2023-12-03,18,5,0,0,0,0,14,0,5287,0,2,3,0.0,1,18,147,129,51,True,0,609,,,0,0,0.0,12,Sub,Chelsea,Brighton,3,2,22029,2023,627248,0.0,0,0,0,0.0,0.0,0.0,11807,Chelsea,Ian Maatsen,Ian Maatsen,MID
8,0,0,3,0,1.0,609,0.0,0.0,0.0,0.08,154,1,0,0.3,2.4,2023-12-10,6,9,0,0,0,0,16,0,5318,0,0,2,0.0,1,-35,102,137,51,False,0,609,,,0,0,0.0,2,Sub,Everton,Chelsea,2,0,22048,2023,629288,0.0,0,0,0,0.0,0.0,0.0,11807,Chelsea,Ian Maatsen,Ian Maatsen,MID
9,0,0,3,0,0.0,609,0.0,0.0,0.0,0.0,165,0,0,0.0,0.0,2023-12-16,1,17,0,0,0,0,17,0,5362,0,0,2,0.0,1,-15,105,120,51,True,0,609,,,0,0,0.0,1,Sub,Chelsea,Sheffield United,2,0,22059,2023,630282,0.0,0,0,0,0.0,0.0,0.0,11807,Chelsea,Ian Maatsen,Ian Maatsen,MID
10,0,0,3,0,1.0,609,0.01,0.01,0.0,0.33,180,1,0,0.3,1.6,2023-12-24,11,20,0,0,0,0,18,0,5363,0,1,2,0.0,1,-40,87,127,51,False,0,609,,,0,0,0.0,10,Sub,Wolverhampton Wanderers,Chelsea,2,1,22073,2023,632908,0.0,0,0,0,0.0,0.0208154153078794,0.0208154153078794,11807,Chelsea,Ian Maatsen,Ian Maatsen,MID
11,0,0,-4,0,1.8,609,0.01,0.35,0.34,0.75,186,1,0,1.7,5.0,2023-12-27,57,8,0,0,0,0,19,0,5446,1,1,2,10.0,1,38,126,88,51,True,0,609,,,0,2,0.3731448948383331,61,AMR,Chelsea,Crystal Palace,2,1,22080,2023,633072,0.0,0,0,0,0.3731448948383331,0.4451646506786346,0.0720197632908821,11807,Chelsea,Ian Maatsen,Ian Maatsen,MID
12,0,0,0,0,0.0,609,0.0,0.0,0.0,0.0,206,0,0,0.0,0.0,2024-01-13,0,10,0,0,0,0,21,0,5418,0,0,1,0.0,0,-148,132,280,51,True,0,609,,,0,0,0.0,90,DL,Darmstadt,Borussia Dortmund,0,3,23217,2023,634992,0.4789876937866211,0,2,0,0.0,1.5526529550552368,1.5526529550552368,11807,Chelsea,Ian Maatsen,Ian Maatsen,MID
13,0,0,0,0,0.0,609,0.0,0.0,0.0,0.0,246,0,0,0.0,0.0,2024-02-17,0,13,0,0,0,0,25,0,4823,0,1,1,0.0,0,-75,0,75,51,False,0,609,,,0,1,0.0170900020748376,90,DL,Wolfsburg,Borussia Dortmund,1,1,23256,2023,641626,0.0371666923165321,0,1,0,0.0170900020748376,0.4253826737403869,0.3882159888744354,11807,Chelsea,Ian Maatsen,Ian Maatsen,MID
