assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position
0,0,0,9,0,10.7,318,0.01,0.01,0.0,2.02,26,3,0,2.9,16.4,2023-08-25,76,7,0,0,0,0,3,0,2999,1,0,3,2.0,1,-220,153,373,40,False,0,318,,,0,0,0.0,79,DC,Chelsea,Luton,3,0,22295,2023,606599,0.0164469834417104,0,1,0,0.0,0.0900788530707359,0.0736318752169609,1771,Luton,Reece Burke,Reece Burke,DEF
1,0,0,13,0,11.7,318,0.01,0.27,0.26,1.06,38,2,0,3.9,14.4,2023-09-01,90,19,0,0,0,0,4,0,3762,1,2,1,13.0,1,206,485,279,40,True,0,318,,,0,3,0.4877365231513977,90,DC,Luton,West Ham,1,2,21925,2023,608277,0.4744294285774231,0,1,0,0.4877365231513977,0.5723549723625183,0.5723549723625183,1771,Luton,Reece Burke,Reece Burke,DEF
2,0,0,11,0,0.5,318,0.0,0.0,0.0,0.93,44,1,0,2.7,20.0,2023-09-16,81,10,0,0,0,0,5,0,6457,1,0,1,6.0,2,1804,2429,625,40,False,0,318,,,0,0,0.0,83,DC,Fulham,Luton,1,0,21939,2023,610416,0.0,0,0,0,0.0,0.0,0.0,1771,Luton,Reece Burke,Reece Burke,DEF
3,0,0,9,0,2.7,318,0.03,0.09,0.06,0.59,58,1,0,1.7,7.6,2023-09-23,90,20,0,0,0,0,6,0,9411,1,1,1,7.0,2,2603,3385,782,40,True,0,318,,,0,1,0.1040229648351669,90,DC,Luton,Wolverhampton Wanderers,1,1,21945,2023,612179,0.0,0,0,0,0.1040229648351669,0.3339499235153198,0.2299269586801529,1771,Luton,Reece Burke,Reece Burke,DEF
4,0,0,6,0,0.1,318,0.0,0.0,0.0,2.25,63,1,0,1.1,10.4,2023-09-30,45,9,0,0,0,0,7,0,12994,1,2,1,0.0,1,2807,3744,937,40,False,0,318,,,0,0,0.0,52,DC,Everton,Luton,1,2,21956,2023,614586,0.0,0,0,0,0.0,0.0,0.0,1771,Luton,Reece Burke,Reece Burke,DEF
5,1,0,16,0,12.2,318,0.08,0.13,0.05,1.01,15,2,0,5.7,24.0,2023-10-03,69,6,0,0,0,0,7,0,12994,0,2,1,21.0,3,2807,3744,937,40,True,1,318,,,0,1,0.0356993116438388,70,Sub,Luton,Burnley,1,2,22289,2023,615881,0.0999761372804641,1,1,0,0.0356993116438388,0.1252073794603347,0.1252073794603347,1771,Luton,Reece Burke,Reece Burke,DEF
6,0,0,9,0,21.6,318,0.04,0.04,0.0,1.99,77,1,0,5.1,27.6,2023-10-07,90,18,0,0,0,0,8,0,15381,1,1,0,2.0,2,2404,4415,2011,40,True,0,318,,,0,0,0.0,90,DR,Luton,Tottenham,0,1,21971,2023,616117,0.0728852003812789,0,2,0,0.0,0.0,0.0,1771,Luton,Reece Burke,Reece Burke,DEF
7,0,0,6,0,14.3,318,0.02,0.02,0.0,2.48,88,1,0,2.5,10.8,2023-10-21,54,16,0,0,0,0,9,0,22440,1,2,2,0.0,1,6430,8364,1934,40,False,0,318,,,0,0,0.0,58,DR,Nottingham Forest,Luton,2,2,21982,2023,618077,0.0193430930376052,0,1,0,0.0,0.0193430930376052,0.0,1771,Luton,Reece Burke,Reece Burke,DEF
8,0,0,25,1,0.3,318,0.0,0.02,0.02,0.88,214,0,0,1.7,15.0,2024-01-30,90,5,0,0,0,0,22,0,8934,1,0,4,2.0,6,-105,220,325,40,True,0,318,,,0,1,0.0198367703706026,90,DC,Luton,Brighton,4,0,22107,2023,637807,0.0,0,0,0,0.0198367703706026,1.101050615310669,1.0812138319015503,1771,Luton,Reece Burke,Reece Burke,DEF
9,0,0,4,0,0.5,318,0.0,0.0,0.0,0.19,229,0,0,0.5,4.2,2024-02-03,11,15,0,0,0,0,23,0,9642,0,4,4,0.0,1,624,803,179,40,False,0,318,,,0,0,0.0,7,Sub,Newcastle United,Luton,4,4,22123,2023,638628,0.0,0,0,0,0.0,0.0,0.0,1771,Luton,Reece Burke,Reece Burke,DEF
10,0,0,8,0,2.3,318,0.01,0.1,0.09,1.7,235,2,0,2.8,4.4,2024-02-10,67,17,0,0,0,0,24,0,10997,1,3,1,21.0,1,1210,1717,507,40,True,0,318,,,0,3,0.0810384601354599,73,DC,Luton,Sheffield United,1,3,22129,2023,640151,0.0,0,0,0,0.0810384601354599,0.0218598395586013,0.0,1771,Luton,Reece Burke,Reece Burke,DEF
11,1,0,18,0,11.4,318,0.01,1.32,1.31,1.83,265,3,0,8.7,32.6,2024-03-02,90,2,0,0,0,0,27,0,13885,1,3,2,43.0,3,52,650,598,40,True,1,318,,,0,2,1.350164532661438,90,DC,Luton,Aston Villa,2,3,22159,2023,645147,0.7891590595245361,1,1,0,1.350164532661438,0.0623849555850029,0.0623849555850029,1771,Luton,Reece Burke,Reece Burke,DEF
12,0,0,10,0,1.4,318,0.01,0.01,0.0,2.59,276,1,0,3.0,28.6,2024-03-09,90,8,0,0,0,0,28,0,17883,1,1,1,0.0,1,3619,4308,689,40,False,1,318,,,0,0,0.0,90,DC,Crystal Palace,Luton,1,1,22170,2023,646670,0.0,0,0,0,0.0,0.0,0.0,1771,Luton,Reece Burke,Reece Burke,DEF
13,0,0,12,0,0.1,318,0.0,0.04,0.04,2.66,162,4,0,3.5,31.2,2024-03-13,90,3,0,0,0,0,28,0,17883,1,3,4,4.0,0,3619,4308,689,40,False,0,318,,,0,1,0.0553521290421485,90,DC,Bournemouth,Luton,4,3,25861,2023,647911,0.0,0,0,0,0.0553521290421485,0.740435779094696,0.740435779094696,1771,Luton,Reece Burke,Reece Burke,DEF
14,1,2,31,0,12.8,318,0.21,0.21,0.0,1.71,287,1,0,5.8,43.0,2024-03-16,90,16,0,0,0,0,29,0,28942,1,1,1,2.0,7,2201,3028,827,40,True,0,318,,,0,0,0.0,90,DC,Luton,Nottingham Forest,1,1,22181,2023,648307,0.4640749096870422,1,1,0,0.0,0.0,0.0,1771,Luton,Reece Burke,Reece Burke,DEF
15,0,0,1,0,14.3,318,0.32,0.32,0.0,1.26,300,0,0,1.9,2.6,2024-03-30,45,18,0,0,0,0,30,0,21570,1,1,2,2.0,0,1438,3830,2392,40,False,1,318,,,0,0,0.0,49,DC,Tottenham,Luton,2,1,22194,2023,649871,0.1202625259757042,0,1,0,0.0,0.1202625259757042,0.1202625259757042,1771,Luton,Reece Burke,Reece Burke,DEF
16,0,0,12,0,0.8,318,0.01,0.01,0.0,0.34,316,1,0,1.9,18.0,2024-04-06,90,3,0,0,0,0,32,0,18351,1,1,2,0.0,2,-1524,138,1662,40,True,0,318,,,0,0,0.0,90,DC,Luton,Bournemouth,2,1,22210,2023,651772,0.0,0,0,0,0.0,0.6451944708824158,0.6451944708824158,1771,Luton,Reece Burke,Reece Burke,DEF
17,0,0,9,0,0.0,318,0.0,0.0,0.0,4.26,327,5,0,2.0,20.4,2024-04-13,90,13,0,0,0,0,33,0,19171,1,1,5,0.0,0,638,1782,1144,40,False,0,318,,,0,0,0.0,90,DC,Manchester City,Luton,5,1,22221,2023,653305,0.0,0,0,0,0.0,0.0,0.0,1771,Luton,Reece Burke,Reece Burke,DEF
18,0,0,5,0,0.8,318,0.0,0.0,0.0,1.51,336,2,0,0.3,2.4,2024-04-20,45,4,0,0,0,0,34,0,20332,1,5,1,0.0,0,1238,2462,1224,40,True,0,318,,,0,0,0.0,50,DC,Luton,Brentford,1,5,22230,2023,654800,0.0,0,0,0,0.0,0.0608872808516025,0.0608872808516025,1771,Luton,Reece Burke,Reece Burke,DEF
19,1,0,25,0,22.8,318,0.11,0.11,0.0,1.21,350,2,0,7.0,43.6,2024-04-27,90,20,0,0,0,0,35,0,19158,1,1,2,4.0,4,-1354,464,1818,40,False,0,318,,,0,0,0.0,90,DC,Wolverhampton Wanderers,Luton,2,1,22244,2023,658295,0.1499040722846985,1,2,0,0.0,0.0885136052966117,0.0615944527089595,1771,Luton,Reece Burke,Reece Burke,DEF
20,0,0,13,0,30.2,318,0.04,0.07,0.03,1.43,358,1,0,4.8,15.8,2024-05-03,90,9,0,0,0,0,36,0,20883,1,1,1,2.0,2,1524,2393,869,40,True,0,318,,,0,1,0.0306489318609237,90,DC,Luton,Everton,1,1,22252,2023,658557,0.1149590387940406,0,2,0,0.0306489318609237,0.0873216539621353,0.0194016825407743,1771,Luton,Reece Burke,Reece Burke,DEF
21,0,0,8,0,0.9,318,0.01,0.01,0.0,2.63,369,3,0,1.4,13.4,2024-05-11,86,19,0,0,0,0,37,0,22490,1,1,3,0.0,0,1360,3107,1747,40,False,1,318,,,0,0,0.0,90,DC,West Ham,Luton,3,1,22263,2023,660611,0.0,0,0,0,0.0,0.0755766779184341,0.0755766779184341,1771,Luton,Reece Burke,Reece Burke,DEF
