assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position
0,0,0,4,0,0.1,642,0.0,0.0,0.0,0.13,19,0,0,0.2,2.2,2023-08-20,9,7,0,0,0,0,2,0,8425,0,1,3,0.0,1,-2135,598,2733,50,True,0,642,,,Edson Álvarez Velázquez,0,0,0.0,1,Sub,West Ham,Chelsea,3,1,22293,2023,605908,0.0,0,0,0,0.0,0.0,0.0,22293,West Ham,Edson Álvarez Velázquez,Edson Álvarez,MID
1,0,0,7,0,0.5,642,0.0,0.0,0.0,1.16,24,1,0,1.6,15.8,2023-08-26,83,5,0,0,0,0,3,0,9894,1,3,1,0.0,1,187,1280,1093,50,False,1,642,,,Edson Álvarez Velázquez,0,0,0.0,88,DMC,Brighton,West Ham,1,3,22301,2023,607027,0.0,0,0,0,0.0,0.0,0.0,22301,West Ham,Edson Álvarez Velázquez,Edson Álvarez,MID
2,0,0,15,0,13.9,642,0.04,0.18,0.14,1.43,38,1,0,5.0,31.4,2023-09-01,90,12,0,0,0,0,4,0,11942,1,2,1,5.0,2,853,2129,1276,50,False,0,642,,,Edson Álvarez Velázquez,0,1,0.0643242746591568,90,DMC,Luton,West Ham,1,2,21925,2023,608295,0.0530355833470821,0,1,0,0.0643242746591568,0.6627934575080872,0.5454335808753967,21925,West Ham,Edson Álvarez Velázquez,Edson Álvarez,MID
3,0,0,3,0,0.2,642,0.0,0.0,0.0,2.84,49,1,0,0.8,7.6,2023-09-16,67,13,0,0,0,0,5,0,13924,1,3,1,0.0,1,337,1899,1562,50,True,1,642,,,Edson Álvarez Velázquez,0,0,0.0,70,DMC,West Ham,Manchester City,1,3,21937,2023,610343,0.0,0,0,0,0.0,0.0487433858215808,0.0487433858215808,21937,West Ham,Edson Álvarez Velázquez,Edson Álvarez,MID
4,0,0,19,0,2.1,642,0.01,0.01,0.0,3.06,57,3,0,2.3,19.0,2023-09-24,90,11,0,0,0,0,6,0,13277,1,1,3,2.0,1,-871,634,1505,50,False,1,642,,,Edson Álvarez Velázquez,0,0,0.0,90,DMC,Liverpool,West Ham,3,1,21953,2023,612815,0.0,0,0,0,0.0,0.6809147596359253,0.6809147596359253,21953,West Ham,Edson Álvarez Velázquez,Edson Álvarez,MID
5,0,0,8,1,1.1,642,0.01,0.03,0.02,0.75,69,0,0,1.8,9.8,2023-09-30,71,17,0,0,0,0,7,0,14319,1,0,2,7.0,2,567,1531,964,50,True,1,642,,,Edson Álvarez Velázquez,0,1,0.0149264270439744,75,DMC,West Ham,Sheffield United,2,0,21960,2023,614726,0.0,0,0,0,0.0149264270439744,0.7958748936653137,0.7809484601020813,21960,West Ham,Edson Álvarez Velázquez,Edson Álvarez,MID
6,0,0,10,0,1.1,642,0.01,0.12,0.11,1.95,79,2,0,1.2,6.8,2023-10-08,90,15,0,0,0,0,8,0,14849,1,2,2,4.0,2,153,1222,1069,50,True,0,642,,,Edson Álvarez Velázquez,0,1,0.0715178698301315,90,DMC,West Ham,Newcastle United,2,2,21973,2023,616954,0.0,0,0,0,0.0715178698301315,0.105613887310028,0.105613887310028,21973,West Ham,Edson Álvarez Velázquez,Edson Álvarez,MID
7,1,0,17,0,12.3,642,0.02,0.04,0.02,2.02,81,4,0,4.2,21.0,2023-10-22,90,2,0,0,0,0,9,0,15557,1,1,4,9.0,5,313,1235,922,50,False,0,642,,,Edson Álvarez Velázquez,0,2,0.0297875665128231,90,DMC,Aston Villa,West Ham,4,1,21976,2023,618983,0.0146173005923628,1,1,0,0.0297875665128231,0.0627085417509079,0.0627085417509079,21976,West Ham,Edson Álvarez Velázquez,Edson Álvarez,MID
8,0,0,7,0,3.3,642,0.02,0.07,0.05,0.82,99,1,0,2.1,15.8,2023-10-29,90,9,0,0,0,0,10,0,16615,1,1,0,2.0,1,777,1788,1011,50,True,1,642,,,Edson Álvarez Velázquez,0,2,0.0383851788938045,90,DMC,West Ham,Everton,0,1,21993,2023,620330,0.0,0,0,0,0.0383851788938045,0.0383851788938045,0.0,21993,West Ham,Edson Álvarez Velázquez,Edson Álvarez,MID
9,0,0,12,0,1.0,642,0.01,0.1,0.09,1.56,119,2,0,2.0,12.8,2023-11-12,78,16,0,0,0,0,12,0,14819,1,2,3,6.0,2,38,780,742,50,True,0,642,,,Edson Álvarez Velázquez,0,2,0.1015877574682235,82,DMC,West Ham,Nottingham Forest,3,2,22013,2023,623720,0.0,0,0,0,0.1015877574682235,0.0315111726522445,0.0189731810241937,22013,West Ham,Edson Álvarez Velázquez,Edson Álvarez,MID
