assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position
0,0,0,0,0,0.0,802,0.0,0.0,0.0,0.0,217,0,0,0.0,0.0,2024-02-01,0,19,0,0,0,0,22,0,0,0,1,1,0.0,0,0,0,0,40,False,0,802,,,Max Kinsey,1,2,0.9051631093025208,90,DC,Wolverhampton Wanderers,Manchester United,3,4,22111,2023,638113,0.0,0,0,1,0.9051631093025208,0.0637255236506462,0.0637255236506462,22111,Manchester United,Max Kinsey,Max Kilman,DEF
1,0,0,0,0,0.0,802,0.0,0.0,0.0,0.0,222,0,0,0.0,0.0,2024-02-04,0,16,0,0,0,0,23,0,28,0,1,1,0.0,0,14,17,3,40,True,0,802,,,Max Kinsey,0,0,0.0,90,DC,Chelsea,Wolverhampton Wanderers,2,4,22120,2023,639056,0.0,0,0,0,0.0,0.0,0.0,22120,Manchester United,Max Kinsey,Max Kilman,DEF
2,0,0,0,0,0.0,802,0.0,0.0,0.0,0.0,233,0,0,0.0,0.0,2024-02-10,0,10,0,0,0,0,24,0,246,0,1,3,0.0,0,133,145,12,40,False,0,802,,,Max Kinsey,0,1,0.0713371261954307,90,DC,Wolverhampton Wanderers,Brentford,0,2,22134,2023,640245,0.0675649121403694,0,1,0,0.0713371261954307,0.1952876448631286,0.1277227401733398,22134,Manchester United,Max Kinsey,Max Kilman,DEF
3,0,0,0,0,0.0,802,0.0,0.0,0.0,0.0,247,0,0,0.0,0.0,2024-02-17,0,15,0,0,0,0,25,0,563,0,2,2,0.0,0,160,227,67,40,False,0,802,,,Max Kinsey,0,0,0.0,90,DC,Tottenham,Wolverhampton Wanderers,1,2,22144,2023,641869,0.0,0,0,0,0.0,0.2888599038124084,0.2888599038124084,22144,Manchester United,Max Kinsey,Max Kilman,DEF
4,0,0,0,0,0.0,802,0.0,0.0,0.0,0.0,273,0,0,0.0,0.0,2024-03-09,0,17,0,0,0,0,28,0,996,0,2,2,0.0,0,185,284,99,40,True,0,802,,,Max Kinsey,0,1,0.0129833798855543,90,DC,Wolverhampton Wanderers,Fulham,2,1,22174,2023,646688,0.0,0,0,0,0.0129833798855543,0.5454118847846985,0.5454118847846985,22174,Manchester United,Max Kinsey,Max Kilman,DEF
5,0,0,0,0,0.0,802,0.0,0.0,0.0,0.0,292,0,0,0.0,0.0,2024-03-30,0,9,0,0,0,0,30,0,1248,0,1,2,0.0,0,77,152,75,40,True,0,802,,,Max Kinsey,0,1,0.0120659293606877,90,DC,Aston Villa,Wolverhampton Wanderers,2,0,22186,2023,650030,0.0,0,0,0,0.0120659293606877,0.3207409381866455,0.3207409381866455,22186,Manchester United,Max Kinsey,Max Kilman,DEF
6,0,0,0,0,0.0,802,0.0,0.0,0.0,0.0,302,0,0,0.0,0.0,2024-04-02,0,8,0,0,0,0,31,0,1311,0,0,1,0.0,0,18,88,70,40,True,0,802,,,Max Kinsey,0,1,0.1029160320758819,90,DC,Burnley,Wolverhampton Wanderers,1,1,22197,2023,651080,0.3885345160961151,0,2,0,0.1029160320758819,0.2890553474426269,0.2890553474426269,22197,Manchester United,Max Kinsey,Max Kilman,DEF
7,0,0,0,0,0.0,802,0.0,0.0,0.0,0.0,316,0,0,0.0,0.0,2024-04-06,0,12,0,0,0,0,32,0,1344,0,1,2,0.0,0,-9,67,76,40,False,0,802,,,Max Kinsey,0,0,0.0,90,DC,Wolverhampton Wanderers,West Ham,1,2,22214,2023,651803,0.0,0,0,0,0.0,0.7490047812461853,0.7490047812461853,22214,Manchester United,Max Kinsey,Max Kilman,DEF
8,0,0,0,0,0.0,802,0.0,0.0,0.0,0.0,322,0,0,0.0,0.0,2024-04-13,0,14,0,0,0,0,33,0,1431,0,2,2,0.0,0,14,93,79,40,True,0,802,,,Max Kinsey,0,1,0.0203494690358638,90,DC,Nottingham Forest,Wolverhampton Wanderers,2,2,22223,2023,653336,0.0640591084957122,0,1,0,0.0203494690358638,0.1452901065349578,0.1452901065349578,22223,Manchester United,Max Kinsey,Max Kilman,DEF
9,0,0,0,0,0.0,802,0.0,0.0,0.0,0.0,351,0,0,0.0,0.0,2024-05-04,0,1,0,0,0,0,36,0,1614,0,0,3,0.0,0,6,67,61,40,False,0,802,,,Max Kinsey,0,0,0.0,90,DC,Manchester City,Wolverhampton Wanderers,5,1,22253,2023,659067,0.0,0,0,0,0.0,0.1362167000770568,0.1362167000770568,22253,Manchester United,Max Kinsey,Max Kilman,DEF
