assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,fpl_id,understat_id,player_team,FPL_Name,Understat_Name
0,0,0,1,0,0.0,850,0.0,0.0,0.0,0.0,288,0,0,0.0,0.0,2024-04-24,1,17,0,0,0,0,34,0,64,0,2,4,0.0,1,25,31,6,45,True,0,0,0,0,1,FWD,Manchester United,Sheffield United,4,2,22182,2023,656290,0,0,0,0,0,0,0,850,12568,Manchester United,Ethan Wheatley,Ethan Wheatley
1,0,0,2,0,0.0,850,0.0,0.0,0.0,0.32,356,0,0,0.2,2.0,2024-05-06,10,8,0,0,0,0,36,0,260,0,0,4,0.0,1,42,73,31,45,False,0,0,0,0,7,FWD,Crystal Palace,Manchester United,4,0,22250,2023,660065,0,0,0,0,0,0,0,850,12568,Manchester United,Ethan Wheatley,Ethan Wheatley
2,0,0,3,0,0.0,850,0.0,0.0,0.0,0.0,365,0,0,0.0,0.0,2024-05-12,2,1,0,0,0,0,37,0,487,0,1,0,0.0,1,121,182,61,45,True,0,0,0,0,1,FWD,Manchester United,Arsenal,0,1,22259,2023,661290,0,0,0,0,0,0,0,850,12568,Manchester United,Ethan Wheatley,Ethan Wheatley
