assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position
0,0,0,2,0,1.5,72,0.01,0.01,0.0,0.23,3,0,0,0.5,1.4,2023-08-12,30,19,0,0,0,0,1,0,43879,0,1,1,2.0,1,0,0,0,50,True,0,72,,,0,0,0.0,29,Sub,Bournemouth,West Ham,1,1,22277,2023,603737,0.0,0,0,0,0.0,0.0,0.0,6963,Bournemouth,Justin Kluivert,Justin Kluivert,MID
1,0,0,2,0,11.5,72,0.01,0.23,0.22,0.2,14,0,0,4.0,9.0,2023-08-19,27,11,0,0,0,0,2,0,40292,0,1,3,19.0,1,-5390,685,6075,50,False,0,72,,,0,1,0.3383332788944244,23,Sub,Liverpool,Bournemouth,3,1,22288,2023,605144,0.0590460486710071,0,1,0,0.3383332788944244,0.3973793089389801,0.0,6963,Bournemouth,Justin Kluivert,Justin Kluivert,MID
2,0,0,0,0,12.3,72,0.02,0.05,0.03,1.34,22,1,0,2.3,3.4,2023-08-26,59,18,0,0,0,0,3,0,33348,1,2,0,7.0,1,-7414,764,8178,49,True,0,72,,,0,1,0.034033577889204,65,AML,Bournemouth,Tottenham,0,2,22296,2023,606650,0.0239357687532901,0,1,0,0.034033577889204,0.1315179616212844,0.0735486224293708,6963,Bournemouth,Justin Kluivert,Justin Kluivert,MID
3,0,0,-3,0,10.9,72,0.03,0.08,0.05,1.47,32,1,0,2.2,2.2,2023-09-02,70,4,0,0,0,0,4,0,28730,1,2,2,9.0,2,-4940,593,5533,49,False,0,72,,,0,1,0.0498747639358043,74,AML,Brentford,Bournemouth,2,2,21928,2023,608669,0.0714061111211776,0,1,0,0.0498747639358043,0.5349794626235962,0.4851047098636627,6963,Bournemouth,Justin Kluivert,Justin Kluivert,MID
4,0,0,5,0,15.2,72,0.55,0.6,0.05,1.04,42,0,0,3.4,5.8,2023-09-17,27,7,0,0,0,0,5,0,26094,0,0,0,13.0,1,-3175,1206,4381,48,True,0,72,,,0,1,0.0507891438901424,26,Sub,Bournemouth,Chelsea,0,0,21942,2023,610971,0.0410968288779258,0,1,0,0.0507891438901424,0.1850881576538086,0.0932021886110305,6963,Bournemouth,Justin Kluivert,Justin Kluivert,MID
5,0,0,8,0,1.2,72,0.02,0.02,0.0,1.17,53,2,0,1.1,3.6,2023-09-24,63,5,0,0,0,0,6,0,24301,1,1,3,6.0,2,-1966,797,2763,48,False,0,72,,,0,0,0.0,67,AML,Brighton,Bournemouth,3,1,21951,2023,612727,0.0,0,0,0,0.0,0.0,0.0,6963,Bournemouth,Justin Kluivert,Justin Kluivert,MID
6,0,0,2,0,0.8,72,0.03,0.03,0.0,2.71,62,3,0,0.1,0.2,2023-09-30,58,1,0,0,0,0,7,0,22557,1,4,0,0.0,1,-1779,726,2505,47,True,0,72,,,0,0,0.0,64,AML,Bournemouth,Arsenal,0,4,21959,2023,614697,0.0,0,0,0,0.0,0.0,0.0,6963,Bournemouth,Justin Kluivert,Justin Kluivert,MID
7,0,0,4,0,0.3,72,0.0,0.0,0.0,0.5,106,1,0,0.3,0.2,2023-11-04,5,13,0,0,0,0,11,0,19797,0,1,6,2.0,1,-677,848,1525,46,False,0,72,,,0,0,0.0,1,Sub,Manchester City,Bournemouth,6,1,22000,2023,621518,0.0,0,0,0,0.0,0.0,0.0,6963,Bournemouth,Justin Kluivert,Justin Kluivert,MID
8,0,0,6,1,1.8,72,0.01,0.04,0.03,0.3,113,0,0,1.3,4.4,2023-11-11,67,15,0,0,0,0,12,0,19038,1,0,2,7.0,3,-760,506,1266,46,True,0,72,,,0,1,0.0149354301393032,74,AMC,Bournemouth,Newcastle United,2,0,22005,2023,623476,0.0,0,0,0,0.0149354301393032,0.0799538642168045,0.0650184378027916,6963,Bournemouth,Justin Kluivert,Justin Kluivert,MID
9,0,2,31,1,21.3,72,0.01,0.27,0.26,0.4,129,0,1,12.5,43.6,2023-11-25,65,17,0,0,0,0,13,0,19863,1,3,1,60.0,10,619,1646,1027,46,False,0,72,,,1,4,0.4865828156471252,70,AMC,Sheffield United,Bournemouth,1,3,22023,2023,624982,0.0872182697057724,0,2,1,0.4865828156471252,0.7095955610275269,0.1357945054769516,6963,Bournemouth,Justin Kluivert,Justin Kluivert,MID
10,0,0,-2,0,21.5,72,0.02,0.06,0.04,0.57,132,1,0,4.7,4.8,2023-12-03,69,2,0,0,0,0,14,0,31830,1,2,2,21.0,1,11295,12425,1130,46,True,1,72,,,0,2,0.0855964496731758,79,AMC,Bournemouth,Aston Villa,2,2,22025,2023,627152,0.0698308795690536,0,2,0,0.0855964496731758,0.369316965341568,0.2730163335800171,6963,Bournemouth,Justin Kluivert,Justin Kluivert,MID
11,0,0,-1,1,2.4,72,0.02,0.08,0.06,0.59,143,0,0,0.8,0.0,2023-12-06,61,8,0,0,0,0,15,0,36432,1,2,0,6.0,3,4760,6375,1615,46,False,0,72,,,0,1,0.1046520620584487,65,AMC,Crystal Palace,Bournemouth,0,2,22043,2023,628046,0.0,0,0,0,0.1046520620584487,0.3402695655822754,0.2356174886226654,6963,Bournemouth,Justin Kluivert,Justin Kluivert,MID
