assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position
0,0,0,1,0,0.8,644,0.01,0.01,0.0,0.74,82,1,0,0.0,0.0,2023-10-21,56,20,0,0,0,0,9,0,659,1,2,1,0.0,0,24,68,44,49,True,1,644,,,0,0,0.0,61,DMC,Bournemouth,Wolverhampton Wanderers,1,2,21975,2023,618035,0.0,0,0,0,0.0,0.7734163999557495,0.7734163999557495,12149,Bournemouth,Alex Scott,Alex Scott,MID
1,0,0,16,0,16.4,644,0.07,0.1,0.03,0.88,93,1,0,2.9,8.0,2023-10-28,90,6,0,0,0,0,10,0,818,1,1,2,5.0,2,130,185,55,49,True,0,644,,,0,1,0.0363641418516635,90,DMC,Bournemouth,Burnley,2,1,21985,2023,619871,0.0895473062992096,0,1,0,0.0363641418516635,0.0929182916879654,0.0929182916879654,12149,Bournemouth,Alex Scott,Alex Scott,MID
2,0,0,4,0,0.6,644,0.01,0.05,0.04,0.73,106,3,0,1.4,8.4,2023-11-04,43,13,0,0,0,0,11,0,1051,1,1,6,5.0,1,207,263,56,49,False,0,644,,,0,1,0.0459392368793487,43,MC,Manchester City,Bournemouth,6,1,22000,2023,621513,0.0,0,0,0,0.0459392368793487,0.0459392368793487,0.0,12149,Bournemouth,Alex Scott,Alex Scott,MID
3,0,0,1,0,16.0,644,0.13,0.13,0.0,0.24,177,1,0,1.6,0.0,2023-12-23,41,16,0,0,0,0,18,0,708,0,3,2,0.0,0,19,37,18,49,False,1,644,,,0,0,0.0,48,Sub,Nottingham Forest,Bournemouth,2,3,22070,2023,632692,0.0642045885324478,0,1,0,0.0,0.3086917102336883,0.3086917102336883,12149,Bournemouth,Alex Scott,Alex Scott,MID
4,1,3,34,1,16.4,644,0.17,0.17,0.0,0.28,182,0,0,5.4,35.6,2023-12-26,90,10,0,0,0,0,19,0,790,1,0,3,2.0,9,70,94,24,49,True,0,644,,,0,0,0.0,90,DMC,Bournemouth,Fulham,3,0,22075,2023,632978,0.3015963435173034,1,1,0,0.0,0.573703408241272,0.2721070945262909,12149,Bournemouth,Alex Scott,Alex Scott,MID
5,0,0,23,0,22.3,644,0.02,0.17,0.15,1.44,198,2,1,8.5,45.8,2023-12-31,21,18,0,0,0,0,20,0,1618,0,1,3,17.0,6,770,856,86,49,False,0,644,,,1,1,0.0956472679972648,12,Sub,Tottenham,Bournemouth,3,1,22092,2023,633756,0.0648220852017402,0,2,1,0.0956472679972648,0.2084627002477646,0.04799335449934,12149,Bournemouth,Alex Scott,Alex Scott,MID
6,0,0,3,0,0.4,644,0.0,0.03,0.03,0.65,202,3,0,1.0,6.4,2024-01-21,35,11,0,0,0,0,21,0,2975,0,4,0,3.0,1,1238,1909,671,49,True,0,644,,,0,1,0.0143419411033391,33,Sub,Bournemouth,Liverpool,0,4,22102,2023,636287,0.0,0,0,0,0.0143419411033391,0.3253211975097656,0.310979276895523,12149,Bournemouth,Alex Scott,Alex Scott,MID
7,0,0,2,0,6.8,644,0.04,0.04,0.0,1.24,217,1,0,1.0,1.2,2024-02-01,67,19,0,0,0,0,22,0,3227,1,1,1,2.0,2,220,657,437,49,False,0,644,,,0,0,0.0,70,AMC,West Ham,Bournemouth,1,1,22110,2023,638072,0.0,0,0,0,0.0,0.2555185854434967,0.2555185854434967,12149,Bournemouth,Alex Scott,Alex Scott,MID
8,0,0,0,0,0.8,644,0.01,0.01,0.0,0.05,222,0,0,0.4,3.0,2024-02-04,34,16,0,0,0,0,23,0,3306,0,1,1,0.0,1,66,313,247,49,True,0,644,,,0,0,0.0,28,Sub,Bournemouth,Nottingham Forest,1,1,22115,2023,639021,0.0,0,0,0,0.0,0.0,0.0,12149,Bournemouth,Alex Scott,Alex Scott,MID
9,0,0,3,0,25.2,644,0.03,0.18,0.15,1.55,233,3,0,5.2,7.0,2024-02-10,62,10,0,0,0,0,24,0,3061,1,1,3,20.0,2,-256,263,519,49,False,0,644,,,0,3,0.1407635658979416,70,AMC,Fulham,Bournemouth,3,1,22127,2023,640140,0.0439904853701591,0,2,0,0.1407635658979416,0.150619626045227,0.0741185545921325,12149,Bournemouth,Alex Scott,Alex Scott,MID
