assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position
10,0,0,5,0,0.6,644,0.0,0.09,0.09,0.76,247,1,0,1.1,8.6,2024-02-17,19,15,0,0,0,0,25,0,2800,0,2,2,2.0,1,-244,192,436,49,False,0,644,,,0,1,0.0162781402468681,15,Sub,Newcastle United,Bournemouth,2,2,22141,2023,641849,0.0,0,0,0,0.0162781402468681,0.0486093088984489,0.0323311686515808,12149,Bournemouth,Alex Scott,Alex Scott,MID
11,0,0,10,0,1.7,644,0.02,0.02,0.0,0.16,253,0,0,2.1,17.4,2024-02-24,21,13,0,0,0,0,26,0,2692,0,1,0,2.0,1,-124,169,293,49,True,0,644,,,0,0,0.0,18,Sub,Bournemouth,Manchester City,0,1,22145,2023,643406,0.0,0,0,0,0.0,0.0,0.0,12149,Bournemouth,Alex Scott,Alex Scott,MID
12,0,0,0,0,0.2,644,0.0,0.0,0.0,0.3,262,0,0,0.3,0.4,2024-03-03,45,6,0,0,0,0,27,0,2764,0,2,0,2.0,1,-8,198,206,49,False,0,644,,,0,0,0.0,38,Sub,Burnley,Bournemouth,0,2,22156,2023,645485,0.0,0,0,0,0.0,0.0856482461094856,0.0856482461094856,12149,Bournemouth,Alex Scott,Alex Scott,MID
13,0,0,4,0,43.3,644,0.17,0.27,0.1,0.0,273,0,0,5.2,6.6,2024-03-09,16,17,0,0,0,0,28,0,2948,0,2,2,2.0,1,145,365,220,49,True,0,644,,,0,1,0.0434804074466228,12,Sub,Bournemouth,Sheffield United,2,2,22165,2023,646638,0.1538205295801162,0,3,0,0.0434804074466228,0.1355881094932556,0.0783707574009895,12149,Bournemouth,Alex Scott,Alex Scott,MID
14,0,0,6,0,23.2,644,0.02,0.02,0.0,1.44,162,3,0,3.1,5.6,2024-03-13,45,12,0,0,0,0,28,0,2948,1,3,4,2.0,1,145,365,220,49,True,0,644,,,0,0,0.0,49,AMC,Bournemouth,Luton,4,3,25861,2023,647901,0.0980726405978202,0,2,0,0.0,0.1414238363504409,0.0632238686084747,12149,Bournemouth,Alex Scott,Alex Scott,MID
15,0,0,5,0,11.7,644,0.02,0.02,0.0,0.1,302,0,0,1.6,2.2,2024-04-02,45,8,0,0,0,0,31,0,2548,1,0,1,2.0,1,-114,54,168,49,True,0,644,,,0,0,0.0,49,MC,Bournemouth,Crystal Palace,1,0,22195,2023,651040,0.0159824527800083,0,1,0,0.0,0.0770355314016342,0.0770355314016342,12149,Bournemouth,Alex Scott,Alex Scott,MID
16,0,0,4,0,1.3,644,0.0,0.0,0.0,0.51,316,1,0,0.8,3.0,2024-04-06,3,12,0,0,0,0,32,0,2381,0,1,2,4.0,1,-177,36,213,49,False,0,644,,,0,0,0.0,1,Sub,Luton,Bournemouth,2,1,22210,2023,651799,0.0,0,0,0,0.0,0.0,0.0,12149,Bournemouth,Alex Scott,Alex Scott,MID
17,0,0,10,0,15.8,644,0.11,0.15,0.04,1.07,331,1,0,2.6,7.2,2024-04-21,14,2,0,0,0,0,34,0,2233,0,1,3,3.0,1,-83,71,154,49,False,0,644,,,0,2,0.0312783606350421,9,Sub,Aston Villa,Bournemouth,3,1,22225,2023,655499,0.2352819740772247,0,1,0,0.0312783606350421,0.2665603458881378,0.0,12149,Bournemouth,Alex Scott,Alex Scott,MID
18,0,0,5,1,44.6,644,0.08,0.15,0.07,0.29,290,0,0,8.2,8.6,2024-04-24,80,20,0,0,0,0,34,0,2233,1,1,0,29.0,3,-83,71,154,49,False,0,644,,,0,2,0.0813368111848831,83,AMC,Wolverhampton Wanderers,Bournemouth,0,1,22184,2023,656390,0.2816017866134643,0,4,0,0.0813368111848831,0.4702818393707275,0.1525418162345886,12149,Bournemouth,Alex Scott,Alex Scott,MID
19,0,0,10,1,21.5,644,0.06,0.12,0.06,1.0,342,0,0,3.5,6.2,2024-04-28,76,5,0,0,0,0,35,0,2163,1,0,3,7.0,3,-92,35,127,49,True,0,644,,,0,1,0.0871105417609214,82,MC,Bournemouth,Brighton,3,0,22235,2023,657519,0.4128881990909576,0,2,0,0.0871105417609214,0.4999987483024597,0.0,12149,Bournemouth,Alex Scott,Alex Scott,MID
20,0,0,8,0,12.8,644,0.04,0.1,0.06,3.43,351,2,0,3.0,10.0,2024-05-04,70,1,0,0,0,0,36,0,2145,1,0,3,7.0,1,-34,29,63,49,False,1,644,,,0,1,0.0495360791683197,75,AMC,Arsenal,Bournemouth,3,0,22245,2023,658607,0.2556728422641754,0,1,0,0.0495360791683197,0.3052089214324951,0.0,12149,Bournemouth,Alex Scott,Alex Scott,MID
21,0,0,7,0,11.3,644,0.03,0.03,0.0,0.65,362,2,0,1.7,5.6,2024-05-11,10,4,0,0,0,0,37,0,2157,0,2,1,0.0,1,13,87,74,49,True,0,644,,,0,0,0.0,5,Sub,Bournemouth,Brentford,1,2,22255,2023,660700,0.0532876439392566,0,1,0,0.0,0.0532876439392566,0.0,12149,Bournemouth,Alex Scott,Alex Scott,MID
22,0,0,2,0,1.0,644,0.02,0.02,0.0,0.38,375,0,0,0.1,0.2,2024-05-19,20,7,0,0,0,0,38,0,2173,0,1,2,0.0,1,-9,83,92,49,False,0,644,,,0,0,0.0,16,Sub,Chelsea,Bournemouth,2,1,22269,2023,663294,0.0,0,0,0,0.0,0.0,0.0,12149,Bournemouth,Alex Scott,Alex Scott,MID
