assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position
0,0,0,6,0,0.0,27,0.0,0.0,0.0,0.55,48,2,0,0.5,5.0,2023-09-16,4,18,0,0,0,0,5,0,90335,0,1,2,0.0,0,-4654,1340,5994,40,False,0,27,,,0,0,0.0,1,Sub,Tottenham,Sheffield United,2,1,21936,2023,611547,0.0,0,0,0,0.0,0.0,0.0,11732,Sheffield United,Auston Trusty,Auston Trusty,DEF
1,0,0,3,0,0.1,27,0.0,0.0,0.0,0.47,69,0,0,0.2,1.8,2023-09-30,11,19,0,0,0,0,7,0,82570,0,0,2,0.0,1,-4057,473,4530,40,False,0,27,,,0,0,0.0,8,Sub,West Ham,Sheffield United,2,0,21960,2023,614747,0.0,0,0,0,0.0,0.0,0.0,11732,Sheffield United,Auston Trusty,Auston Trusty,DEF
2,0,0,11,0,10.2,27,0.0,0.0,0.0,2.14,76,3,0,5.1,38.8,2023-10-07,90,10,0,0,0,0,8,0,103919,1,1,3,2.0,1,12503,18516,6013,39,False,0,27,,,0,0,0.0,90,DC,Fulham,Sheffield United,3,1,21970,2023,616448,0.0227297097444534,0,1,0,0.0,0.0,0.0,11732,Sheffield United,Auston Trusty,Auston Trusty,DEF
3,0,0,9,0,0.3,27,0.0,0.0,0.0,1.05,89,2,0,1.9,16.4,2023-10-21,90,14,0,0,0,0,9,0,126919,1,2,1,2.0,0,23461,29420,5959,39,True,1,27,,,0,0,0.0,90,DC,Sheffield United,Manchester United,1,2,21983,2023,618464,0.0,0,0,0,0.0,0.0,0.0,11732,Sheffield United,Auston Trusty,Auston Trusty,DEF
4,0,0,13,0,0.2,27,0.0,0.0,0.0,2.78,91,5,0,1.6,16.2,2023-10-28,90,1,0,0,0,0,10,0,159850,1,0,5,0.0,0,29634,37418,7784,39,False,0,27,,,0,0,0.0,90,DC,Arsenal,Sheffield United,5,0,21986,2023,619914,0.0,0,0,0,0.0,0.0,0.0,11732,Sheffield United,Auston Trusty,Auston Trusty,DEF
5,0,0,8,0,4.2,27,0.02,0.02,0.0,1.33,109,1,0,2.3,17.2,2023-11-04,90,20,0,0,0,0,11,0,165040,1,1,2,2.0,2,6598,13460,6862,39,True,0,27,,,0,0,0.0,90,DC,Sheffield United,Wolverhampton Wanderers,2,1,22003,2023,621463,0.0,0,0,0,0.0,0.0,0.0,11732,Sheffield United,Auston Trusty,Auston Trusty,DEF
6,0,0,14,0,0.8,27,0.01,0.01,0.0,1.54,114,1,0,1.3,9.8,2023-11-12,90,5,0,0,0,0,12,0,169197,1,1,1,2.0,2,3427,10032,6605,39,False,0,27,,,0,0,0.0,90,DC,Brighton,Sheffield United,1,1,22008,2023,623883,0.0,0,0,0,0.0,0.0938717424869537,0.0938717424869537,11732,Sheffield United,Auston Trusty,Auston Trusty,DEF
7,0,0,16,0,0.8,27,0.01,0.01,0.0,2.71,129,3,0,1.7,14.6,2023-11-25,90,3,0,0,0,0,13,0,179953,1,3,1,2.0,1,8397,14919,6522,39,True,0,27,,,0,0,0.0,90,DC,Sheffield United,Bournemouth,1,3,22023,2023,624959,0.0,0,0,0,0.0,0.1538272351026535,0.1538272351026535,11732,Sheffield United,Auston Trusty,Auston Trusty,DEF
8,0,0,12,0,0.9,27,0.0,0.0,0.0,1.81,134,5,0,3.2,27.2,2023-12-02,90,6,0,0,0,0,14,0,190348,1,0,5,4.0,0,10807,16084,5277,39,False,0,27,,,0,0,0.0,90,DC,Burnley,Sheffield United,5,0,22028,2023,626485,0.0,0,0,0,0.0,0.0,0.0,11732,Sheffield United,Auston Trusty,Auston Trusty,DEF
9,0,0,9,0,0.8,27,0.0,0.0,0.0,1.31,147,1,0,1.7,16.4,2023-12-06,87,11,0,0,0,0,15,0,203735,1,2,0,0.0,2,12243,17838,5595,39,True,0,27,,,0,0,0.0,90,DC,Sheffield United,Liverpool,0,2,22040,2023,627964,0.0,0,0,0,0.0,0.098784826695919,0.098784826695919,11732,Sheffield United,Auston Trusty,Auston Trusty,DEF
