assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position
0,0,0,20,0,0.0,28,0.0,0.0,0.0,0.83,2,2,0,3.0,30.0,2023-08-12,90,1,0,0,0,0,1,5,1161059,1,1,2,0.0,2,0,0,0,40,False,0,28,,,0,0,0,90,GK,Arsenal,Nottingham Forest,2,1,22276,2023,603710,0,0,0,0,0,0.0,0.0,10700,Nottingham Forest,Matt Turner,Matt Turner,GK
1,0,0,13,0,0.0,28,0.0,0.0,0.0,0.51,17,1,0,1.6,16.4,2023-08-18,90,17,0,0,0,0,2,2,1351022,1,1,2,0.0,2,79630,94815,15185,40,True,0,28,,,0,0,0,90,GK,Nottingham Forest,Sheffield United,2,1,22285,2023,604773,0,0,0,0,0,0.0,0.0,10700,Nottingham Forest,Matt Turner,Matt Turner,GK
2,0,0,23,0,0.0,28,0.0,0.0,0.0,2.91,28,3,0,3.9,39.4,2023-08-26,90,14,0,0,0,0,3,7,1349751,1,2,3,0.0,3,-17058,52479,69537,40,False,0,28,,,0,0,0,90,GK,Manchester United,Nottingham Forest,3,2,22300,2023,606962,0,0,0,0,0,0.0,0.0,10700,Nottingham Forest,Matt Turner,Matt Turner,GK
3,0,0,22,1,0.0,28,0.0,0.0,0.0,2.13,35,0,0,1.4,13.6,2023-09-02,90,7,0,0,0,0,4,2,1338890,1,1,0,0.0,5,-24673,47615,72288,40,False,1,28,,,0,0,0,90,GK,Chelsea,Nottingham Forest,0,1,21930,2023,608753,0,0,0,0,0,0.0,0.0,10700,Nottingham Forest,Matt Turner,Matt Turner,GK
4,0,0,15,0,0.0,28,0.0,0.0,0.0,0.56,47,1,0,1.2,11.8,2023-09-18,90,6,0,0,0,0,5,2,1417044,1,1,1,0.0,2,53943,108675,54732,40,True,0,28,,,0,0,0,90,GK,Nottingham Forest,Burnley,1,1,21944,2023,611582,0,0,0,0,0,0.0,0.0,10700,Nottingham Forest,Matt Turner,Matt Turner,GK
5,0,0,11,0,0.0,28,0.0,0.0,0.0,1.33,59,2,0,0.9,9.2,2023-09-23,90,13,0,0,0,0,6,2,1393342,1,0,2,0.0,1,-23803,45980,69783,40,False,0,28,,,0,0,0,90,GK,Manchester City,Nottingham Forest,2,0,21946,2023,612161,0,0,0,0,0,0.0,0.0,10700,Nottingham Forest,Matt Turner,Matt Turner,GK
6,0,0,14,0,0.0,28,0.0,0.0,0.0,1.7,67,1,0,1.8,18.2,2023-10-01,90,4,0,0,0,0,7,3,1438335,1,1,1,0.0,3,36683,82432,45749,40,True,0,28,,,0,0,0,90,GK,Nottingham Forest,Brentford,1,1,21963,2023,615242,0,0,0,0,0,0.0830244496464729,0.0830244496464729,10700,Nottingham Forest,Matt Turner,Matt Turner,GK
7,0,0,25,1,0.0,28,0.0,0.0,0.0,0.81,74,0,0,1.7,16.8,2023-10-07,90,8,0,0,0,0,8,2,1556575,1,0,0,0.0,6,111846,183713,71867,40,False,0,28,,,0,0,0,90,GK,Crystal Palace,Nottingham Forest,0,0,21968,2023,616625,0,0,0,0,0,0.3202113807201385,0.3202113807201385,10700,Nottingham Forest,Matt Turner,Matt Turner,GK
8,0,0,16,0,0.0,28,0.0,0.0,0.0,1.71,88,2,0,1.7,17.2,2023-10-21,90,12,0,0,0,0,9,2,1680652,1,2,2,0.0,1,115021,133673,18652,41,True,0,28,,,0,0,0,90,GK,Nottingham Forest,Luton,2,2,21982,2023,618060,0,0,0,0,0,0.1651497185230255,0.1651497185230255,10700,Nottingham Forest,Matt Turner,Matt Turner,GK
9,0,0,17,0,0.0,28,0.0,0.0,0.0,2.95,97,3,0,3.0,29.8,2023-10-29,90,11,0,0,0,0,10,5,1692046,1,0,3,0.0,2,16017,79898,63881,41,False,0,28,,,0,0,0,90,GK,Liverpool,Nottingham Forest,3,0,21991,2023,620609,0,0,0,0,0,0.0278007220476865,0.0278007220476865,10700,Nottingham Forest,Matt Turner,Matt Turner,GK
