assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position
0,0,0,10,0,10.9,484,0.01,0.01,0.0,1.8,7,1,0,3.8,27.2,2023-08-12,79,8,0,0,0,0,1,0,6487,1,1,0,0.0,2,0,0,0,45,True,0,484,,,Max Lowe,0,0,0.0,81,DML,Sheffield United,Crystal Palace,0,1,22280,2023,603820,0.012994728051126,0,1,0,0.0,0.012994728051126,0.0,22280,Sheffield United,Max Lowe,Max Lowe,DEF
1,0,0,1,0,0.1,484,0.0,0.0,0.0,0.82,17,1,0,0.4,2.2,2023-08-18,45,16,0,0,0,0,2,0,8109,1,1,2,2.0,1,-92,616,708,45,False,0,484,,,Max Lowe,0,0,0.0,48,DML,Nottingham Forest,Sheffield United,2,1,22285,2023,604794,0.0,0,0,0,0.0,0.0,0.0,22285,Sheffield United,Max Lowe,Max Lowe,DEF
2,0,0,3,0,0.0,484,0.0,0.0,0.0,0.47,147,1,0,0.0,0.0,2023-12-06,2,11,0,0,0,0,15,0,3311,0,2,0,0.0,1,-23,8,31,43,True,0,484,,,Max Lowe,0,0,0.0,1,Sub,Sheffield United,Liverpool,0,2,22040,2023,627973,0.0,0,0,0,0.0,0.0,0.0,22040,Sheffield United,Max Lowe,Max Lowe,DEF
3,0,0,3,0,0.8,484,0.0,0.0,0.0,0.18,158,0,0,0.7,6.4,2023-12-09,17,4,0,0,0,0,16,0,3337,0,0,1,0.0,1,6,32,26,43,True,0,484,,,Max Lowe,0,0,0.0,14,Sub,Sheffield United,Brentford,1,0,22052,2023,628764,0.0,0,0,0,0.0,0.0,0.0,22052,Sheffield United,Max Lowe,Max Lowe,DEF
4,0,0,5,0,0.7,484,0.01,0.01,0.0,2.75,165,2,0,2.1,18.0,2023-12-16,90,7,0,0,0,0,17,0,3371,1,0,2,2.0,0,-3,42,45,43,False,1,484,,,Max Lowe,0,0,0.0,90,DL,Chelsea,Sheffield United,2,0,22059,2023,630287,0.0,0,0,0,0.0,0.0,0.0,22059,Sheffield United,Max Lowe,Max Lowe,DEF
5,0,0,4,0,4.8,484,0.01,0.01,0.0,0.45,171,1,0,1.0,5.4,2023-12-22,32,2,0,0,0,0,18,0,3408,0,1,1,0.0,1,-1,36,37,43,False,0,484,,,Max Lowe,0,0,0.0,30,Sub,Aston Villa,Sheffield United,1,1,22065,2023,632483,0.0,0,0,0,0.0,0.0157653391361236,0.0157653391361236,22065,Sheffield United,Max Lowe,Max Lowe,DEF
6,0,0,-3,0,0.8,484,0.01,0.59,0.58,0.14,190,2,0,1.7,2.4,2023-12-26,45,12,0,0,0,0,19,0,3509,0,3,2,14.0,0,66,106,40,43,True,0,484,,,Max Lowe,0,2,0.9397587776184082,43,Sub,Sheffield United,Luton,2,3,22084,2023,632956,0.0,0,0,0,0.9397587776184082,0.9562659859657288,0.0165072288364171,22084,Sheffield United,Max Lowe,Max Lowe,DEF
7,1,0,15,0,11.2,484,0.02,0.02,0.0,1.88,235,1,0,4.3,31.8,2024-02-10,85,12,0,0,0,0,24,0,3347,0,3,1,0.0,5,-38,11,49,43,False,0,484,,,Max Lowe,0,0,0.0,86,Sub,Luton,Sheffield United,1,3,22129,2023,640175,0.0,0,0,0,0.0,0.5986330509185791,0.5986330509185791,22129,Sheffield United,Max Lowe,Max Lowe,DEF
8,0,0,3,0,1.3,484,0.01,0.01,0.0,0.27,363,0,0,0.4,2.4,2024-05-11,35,9,0,0,0,0,37,0,3236,0,0,1,0.0,1,-20,13,33,43,False,0,484,,,Max Lowe,0,0,0.0,32,Sub,Everton,Sheffield United,1,0,22257,2023,660563,0.0,0,0,0,0.0,0.215052455663681,0.215052455663681,22257,Sheffield United,Max Lowe,Max Lowe,DEF
9,0,0,6,0,1.3,484,0.02,0.02,0.0,2.34,380,3,0,0.8,6.4,2024-05-19,68,18,0,0,0,0,38,0,3252,1,3,0,0.0,1,5,31,26,43,True,0,484,,,Max Lowe,0,0,0.0,74,DL,Sheffield United,Tottenham,0,3,22274,2023,663116,0.0,0,0,0,0.0,0.0420592948794364,0.0420592948794364,22274,Sheffield United,Max Lowe,Max Lowe,DEF
