assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position
0,0,0,8,0,17.1,121,0.11,0.11,0.0,0.12,8,0,0,2.7,9.8,2023-08-13,6,18,0,0,0,0,1,0,7179,0,2,2,0.0,1,0,0,0,45,True,0,121,,,Mathias Jorgensen,0,0,0.0,60,MC,Brentford,Tottenham,2,2,22282,2023,604189,0.0,0,0,0,0.0,0.0,0.0,22282,Brentford,Mathias Jorgensen,Mathias Jensen,DEF
1,0,0,0,0,0.0,121,0.0,0.0,0.0,0.0,13,0,0,0.0,0.0,2023-08-19,0,10,0,0,0,0,2,0,8353,0,3,0,0.0,0,-552,244,796,45,False,0,121,,,Mathias Jorgensen,0,2,0.1052291095256805,90,MC,Fulham,Brentford,0,3,22287,2023,605106,0.2193948626518249,0,4,0,0.1052291095256805,1.1890469789505005,0.958317220211029,22287,Brentford,Mathias Jorgensen,Mathias Jensen,DEF
2,0,0,0,0,0.0,121,0.0,0.0,0.0,0.0,23,0,0,0.0,0.0,2023-08-26,0,8,0,0,0,0,3,0,8172,0,1,1,0.0,0,-732,136,868,45,True,0,121,,,Mathias Jorgensen,0,0,0.0,73,MC,Brentford,Crystal Palace,1,1,22298,2023,606897,0.1114958599209785,0,2,0,0.0,0.1096884161233902,0.0260848570615053,22298,Brentford,Mathias Jorgensen,Mathias Jensen,DEF
3,0,0,0,0,0.0,121,0.0,0.0,0.0,0.0,32,0,0,0.0,0.0,2023-09-02,0,3,0,0,0,0,4,0,7959,0,2,2,0.0,0,-608,109,717,45,True,0,121,,,Mathias Jorgensen,1,1,0.0624647177755832,84,MC,Brentford,Bournemouth,2,2,21928,2023,608650,0.4460696280002594,0,2,1,0.0624647177755832,0.8181416988372803,0.8181416988372803,21928,Brentford,Mathias Jorgensen,Mathias Jensen,DEF
4,0,0,0,0,0.0,121,0.0,0.0,0.0,0.0,46,0,0,0.0,0.0,2023-09-16,0,15,0,0,0,0,5,0,7720,0,0,1,0.0,0,-455,145,600,44,False,0,121,,,Mathias Jorgensen,0,0,0.0,90,MC,Newcastle United,Brentford,1,0,21943,2023,610665,0.3540601730346679,0,3,0,0.0,0.2728391587734222,0.1955432444810867,21943,Brentford,Mathias Jorgensen,Mathias Jensen,DEF
5,0,0,0,0,0.0,121,0.0,0.0,0.0,0.0,52,0,0,0.0,0.0,2023-09-23,0,9,0,0,0,0,6,0,7506,0,3,1,0.0,0,-258,109,367,44,True,0,121,,,Mathias Jorgensen,1,1,0.0661335214972496,90,MC,Brentford,Everton,1,3,21949,2023,612336,0.0,0,0,1,0.0661335214972496,0.1169520393013954,0.0508185140788555,21949,Brentford,Mathias Jorgensen,Mathias Jensen,DEF
6,0,0,0,0,0.0,121,0.0,0.0,0.0,0.0,67,0,0,0.0,0.0,2023-10-01,0,16,0,0,0,0,7,0,7256,0,1,1,0.0,0,-280,97,377,44,False,0,121,,,Mathias Jorgensen,0,0,0.0,71,MC,Nottingham Forest,Brentford,1,1,21963,2023,615264,0.3918457627296448,1,2,0,0.0,0.069039300084114,0.069039300084114,21963,Brentford,Mathias Jorgensen,Mathias Jensen,DEF
7,0,0,0,0,0.0,121,0.0,0.0,0.0,0.0,78,0,0,0.0,0.0,2023-10-07,0,14,0,0,0,0,8,0,7108,0,1,2,0.0,0,-205,93,298,44,False,0,121,,,Mathias Jorgensen,1,1,0.0679973810911178,85,MC,Manchester United,Brentford,2,1,21972,2023,616483,0.042162749916315,0,2,1,0.0679973810911178,0.5709153413772583,0.4607551991939544,21972,Brentford,Mathias Jorgensen,Mathias Jensen,DEF
8,0,0,0,0,0.0,121,0.0,0.0,0.0,0.0,83,0,0,0.0,0.0,2023-10-21,0,6,0,0,0,0,9,0,7119,0,0,3,0.0,0,-104,167,271,44,True,0,121,,,Mathias Jorgensen,0,1,0.112608328461647,80,MC,Brentford,Burnley,3,0,21977,2023,618098,0.2146024107933044,0,2,0,0.112608328461647,0.3782276809215545,0.2656193673610687,21977,Brentford,Mathias Jorgensen,Mathias Jensen,DEF
9,0,0,0,0,0.0,121,0.0,0.0,0.0,0.0,95,0,0,0.0,0.0,2023-10-28,0,7,0,0,0,0,10,0,6990,0,2,0,0.0,0,-170,97,267,44,False,0,121,,,Mathias Jorgensen,0,0,0.0,67,MC,Chelsea,Brentford,0,2,21989,2023,619576,0.0,0,0,0,0.0,0.9770580530166626,0.9770580530166626,21989,Brentford,Mathias Jorgensen,Mathias Jensen,DEF
