PGM_names,PGM_odds,SMM_names,SMM_odds,contest
Nico O'Reilly PGM,4 - 7,Nico O'Reilly SMM,7 - 10,Fulham v Man City
Rayan Ait-Nouri PGM,3 - 6,Rayan Ait-Nouri SMM,6 - 9,Fulham v Man City
Bernardo Silva PGM,3 - 6,Bernardo Silva SMM,5 - 8,Fulham v Man City
Nico Gonzalez PGM,3 - 6,Nico Gonzalez SMM,5 - 8,Fulham v Man City
Josko Gvardiol PGM,2.5 - 5,Josko Gvardiol SMM,5 - 8,Fulham v Man City
Nathan Ake PGM,2.5 - 5,Nathan Ake SMM,5 - 8,Fulham v Man City
Matheus Nunes PGM,2 - 4,Matheus Nunes SMM,2.5 - 5,Fulham v Man City
John Stones PGM,2 - 4,John Stones SMM,2.5 - 5,Fulham v Man City
Rico Lewis PGM,2 - 4,Rico Lewis SMM,2.5 - 5,Fulham v Man City
Ruben Dias PGM,1 - 3,Ruben Dias SMM,2 - 4,Fulham v Man City
Abdukodir Khusanov PGM,1 - 3,Abdukodir Khusanov SMM,2 - 4,Fulham v Man City
Nick Woltemade PGM,25 - 28,Nick Woltemade SMM,39 - 45,Newcastle v Tottenham
Anthony Gordon PGM,21 - 24,Anthony Gordon SMM,32 - 38,Newcastle v Tottenham
Harvey Barnes PGM,15 - 18,Harvey Barnes SMM,22 - 27,Newcastle v Tottenham
Anthony Elanga PGM,12 - 15,Anthony Elanga SMM,17 - 21,Newcastle v Tottenham
Jacob Murphy PGM,10 - 13,Jacob Murphy SMM,14 - 18,Newcastle v Tottenham
Jacob Ramsey PGM,8 - 11,Jacob Ramsey SMM,12 - 16,Newcastle v Tottenham
Joelinton PGM,7 - 10,Joelinton SMM,10 - 14,Newcastle v Tottenham
Joe Willock PGM,7 - 10,Joe Willock SMM,10 - 14,Newcastle v Tottenham
Bruno Guimaraes PGM,5 - 8,Bruno Guimaraes SMM,8 - 11,Newcastle v Tottenham
Sandro Tonali PGM,5 - 8,Sandro Tonali SMM,7 - 10,Newcastle v Tottenham
Fabian Schar PGM,4 - 7,Fabian Schar SMM,6 - 9,Newcastle v Tottenham
Lewis Miley PGM,4 - 7,Lewis Miley SMM,6 - 9,Newcastle v Tottenham
Malick Thiaw PGM,2.5 - 5,Malick Thiaw SMM,4 - 7,Newcastle v Tottenham
Dan Burn PGM,2.5 - 5,Dan Burn SMM,4 - 7,Newcastle v Tottenham
Sven Botman PGM,2.5 - 5,Sven Botman SMM,4 - 7,Newcastle v Tottenham
Lewis Hall PGM,1 - 3,Lewis Hall SMM,2 - 4,Newcastle v Tottenham
Tino Livramento PGM,0.5 - 2,Tino Livramento SMM,1 - 3,Newcastle v Tottenham
Emil Krafth PGM,0.5 - 2,Emil Krafth SMM,1 - 3,Newcastle v Tottenham
Richarlison PGM,14 - 17,Richarlison SMM,20 - 24,Newcastle v Tottenham
Randal Kolo Muani PGM,13 - 16,Randal Kolo Muani SMM,18 - 22,Newcastle v Tottenham
Mathys Tel PGM,11 - 14,Mathys Tel SMM,17 - 21,Newcastle v Tottenham
Brennan Johnson PGM,9 - 12,Brennan Johnson SMM,13 - 17,Newcastle v Tottenham
Mohammed Kudus PGM,8 - 11,Mohammed Kudus SMM,12 - 16,Newcastle v Tottenham
Xavi Simons PGM,6 - 9,Xavi Simons SMM,8 - 11,Newcastle v Tottenham
Wilson Odobert PGM,6 - 9,Wilson Odobert SMM,8 - 11,Newcastle v Tottenham
Lucas Bergvall PGM,4 - 7,Lucas Bergvall SMM,6 - 9,Newcastle v Tottenham
Pape Sarr PGM,3 - 6,Pape Sarr SMM,5 - 8,Newcastle v Tottenham
Micky van de Ven PGM,3 - 6,Micky van de Ven SMM,5 - 8,Newcastle v Tottenham
Joao Palhinha PGM,2 - 4,Joao Palhinha SMM,4 - 7,Newcastle v Tottenham
Pedro Porro PGM,2 - 4,Pedro Porro SMM,2.5 - 5,Newcastle v Tottenham
Cristian Romero PGM,2 - 4,Cristian Romero SMM,2.5 - 5,Newcastle v Tottenham
Rodrigo Bentancur PGM,2 - 4,Rodrigo Bentancur SMM,2.5 - 5,Newcastle v Tottenham
Kevin Danso PGM,1 - 3,Kevin Danso SMM,2 - 4,Newcastle v Tottenham
Djed Spence PGM,1 - 3,Djed Spence SMM,2 - 4,Newcastle v Tottenham
Destiny Udogie PGM,1 - 3,Destiny Udogie SMM,2 - 4,Newcastle v Tottenham
Archie Gray PGM,1 - 3,Archie Gray SMM,2 - 4,Newcastle v Tottenham
Viktor Gyokeres PGM,23 - 26,Viktor Gyokeres SMM,35 - 41,Arsenal v Brentford
Bukayo Saka PGM,22 - 25,Bukayo Saka SMM,33 - 39,Arsenal v Brentford
Mikel Merino PGM,19 - 22,Mikel Merino SMM,30 - 36,Arsenal v Brentford
Gabriel Martinelli PGM,15 - 18,Gabriel Martinelli SMM,21 - 26,Arsenal v Brentford
Leandro Trossard PGM,14 - 17,Leandro Trossard SMM,20 - 24,Arsenal v Brentford
Eberechi Eze PGM,13 - 16,Eberechi Eze SMM,19 - 23,Arsenal v Brentford
Noni Madueke PGM,12 - 15,Noni Madueke SMM,18 - 22,Arsenal v Brentford
Martin Odegaard PGM,8 - 11,Martin Odegaard SMM,12 - 16,Arsenal v Brentford
Declan Rice PGM,7 - 10,Declan Rice SMM,10 - 14,Arsenal v Brentford
Riccardo Calafiori PGM,5 - 8,Riccardo Calafiori SMM,7 - 10,Arsenal v Brentford
Martin Zubimendi PGM,3 - 6,Martin Zubimendi SMM,5 - 8,Arsenal v Brentford
Jurrien Timber PGM,3 - 6,Jurrien Timber SMM,5 - 8,Arsenal v Brentford
William Saliba PGM,2.5 - 5,William Saliba SMM,4 - 7,Arsenal v Brentford
Piero Hincapie PGM,2 - 4,Piero Hincapie SMM,2.5 - 5,Arsenal v Brentford
Myles Lewis-Skelly PGM,2 - 4,Myles Lewis-Skelly SMM,2.5 - 5,Arsenal v Brentford
Cristhian Mosquera PGM,1 - 3,Cristhian Mosquera SMM,2 - 4,Arsenal v Brentford
Igor Thiago PGM,10 - 13,Igor Thiago SMM,14 - 18,Arsenal v Brentford
Kevin Schade PGM,5 - 8,Kevin Schade SMM,7 - 10,Arsenal v Brentford
Dango Ouattara PGM,5 - 8,Dango Ouattara SMM,7 - 10,Arsenal v Brentford
Mathias Jensen PGM,2 - 4,Mathias Jensen SMM,2.5 - 5,Arsenal v Brentford
Mikkel Damsgaard PGM,2 - 4,Mikkel Damsgaard SMM,2.5 - 5,Arsenal v Brentford
Keane Lewis-Potter PGM,2 - 4,Keane Lewis-Potter SMM,2.5 - 5,Arsenal v Brentford
Vitaly Janelt PGM,1 - 3,Vitaly Janelt SMM,2 - 4,Arsenal v Brentford
Nathan Collins PGM,0.5 - 2,Nathan Collins SMM,1 - 3,Arsenal v Brentford
Aaron Hickey PGM,0.5 - 2,Aaron Hickey SMM,1 - 3,Arsenal v Brentford
Sepp van den Berg PGM,0.5 - 2,Sepp van den Berg SMM,1 - 3,Arsenal v Brentford
Rico Henry PGM,0.5 - 2,Rico Henry SMM,1 - 3,Arsenal v Brentford
Kristoffer Ajer PGM,0.5 - 2,Kristoffer Ajer SMM,1 - 3,Arsenal v Brentford
Jordan Henderson PGM,0.5 - 2,Jordan Henderson SMM,1 - 3,Arsenal v Brentford
Michael Kayode PGM,0.25 - 1.5,Michael Kayode SMM,0.5 - 2,Arsenal v Brentford
Yehor Yarmolyuk PGM,0.5 - 2,Yehor Yarmolyuk SMM,2 - 4,Arsenal v Brentford
Danny Welbeck PGM,21 - 24,Danny Welbeck SMM,31 - 37,Brighton v Aston Villa
Stefanos Tzimas PGM,17 - 20,Stefanos Tzimas SMM,27 - 32,Brighton v Aston Villa
Charalampos Kostoulas PGM,13 - 16,Charalampos Kostoulas SMM,19 - 23,Brighton v Aston Villa
Yankuba Minteh PGM,9 - 12,Yankuba Minteh SMM,13 - 17,Brighton v Aston Villa
Georginio Rutter PGM,9 - 12,Georginio Rutter SMM,13 - 17,Brighton v Aston Villa
Brajan Gruda PGM,7 - 10,Brajan Gruda SMM,10 - 14,Brighton v Aston Villa
Diego Gomez PGM,6 - 9,Diego Gomez SMM,9 - 13,Brighton v Aston Villa
Jack Hinshelwood PGM,5 - 8,Jack Hinshelwood SMM,7 - 10,Brighton v Aston Villa
Ferdi Kadioglu PGM,4 - 7,Ferdi Kadioglu SMM,7 - 10,Brighton v Aston Villa
Yasin Ayari PGM,4 - 7,Yasin Ayari SMM,7 - 10,Brighton v Aston Villa
Maxim De Cuyper PGM,3 - 6,Maxim De Cuyper SMM,6 - 9,Brighton v Aston Villa
Carlos Baleba PGM,2.5 - 5,Carlos Baleba SMM,4 - 7,Brighton v Aston Villa
Lewis Dunk PGM,2.5 - 5,Lewis Dunk SMM,4 - 7,Brighton v Aston Villa
Mats Wieffer PGM,2.5 - 5,Mats Wieffer SMM,4 - 7,Brighton v Aston Villa
Jan Paul van Hecke PGM,1 - 3,Jan Paul van Hecke SMM,2.5 - 5,Brighton v Aston Villa
Olivier Boscagli PGM,1 - 3,Olivier Boscagli SMM,2.5 - 5,Brighton v Aston Villa
Diego Coppola PGM,1 - 3,Diego Coppola SMM,2.5 - 5,Brighton v Aston Villa
Joel Veltman PGM,1 - 3,Joel Veltman SMM,2 - 4,Brighton v Aston Villa
Donyell Malen PGM,14 - 17,Donyell Malen SMM,20 - 24,Brighton v Aston Villa
Ollie Watkins PGM,14 - 17,Ollie Watkins SMM,20 - 24,Brighton v Aston Villa
Evann Guessand PGM,9 - 12,Evann Guessand SMM,13 - 17,Brighton v Aston Villa
Morgan Rogers PGM,9 - 12,Morgan Rogers SMM,13 - 17,Brighton v Aston Villa
John McGinn PGM,6 - 9,John McGinn SMM,9 - 13,Brighton v Aston Villa
Emi Buendia PGM,6 - 9,Emi Buendia SMM,8 - 11,Brighton v Aston Villa
Jadon Sancho PGM,6 - 9,Jadon Sancho SMM,8 - 11,Brighton v Aston Villa
Youri Tielemans PGM,4 - 7,Youri Tielemans SMM,6 - 9,Brighton v Aston Villa
Ross Barkley PGM,4 - 7,Ross Barkley SMM,6 - 9,Brighton v Aston Villa
Amadou Onana PGM,2.5 - 5,Amadou Onana SMM,4 - 7,Brighton v Aston Villa
Matty Cash PGM,2 - 4,Matty Cash SMM,2.5 - 5,Brighton v Aston Villa
Ian Maatsen PGM,2 - 4,Ian Maatsen SMM,2.5 - 5,Brighton v Aston Villa
Pau Torres PGM,1 - 3,Pau Torres SMM,2 - 4,Brighton v Aston Villa
Ezri Konsa PGM,0.5 - 2,Ezri Konsa SMM,1 - 3,Brighton v Aston Villa
Lucas Digne PGM,0.5 - 2,Lucas Digne SMM,1 - 3,Brighton v Aston Villa
Boubacar Kamara PGM,0.5 - 2,Boubacar Kamara SMM,1 - 3,Brighton v Aston Villa
Victor Lindelof PGM,0.5 - 2,Victor Lindelof SMM,1 - 3,Brighton v Aston Villa
Lamare Bogarde PGM,0.5 - 2,Lamare Bogarde SMM,1 - 3,Brighton v Aston Villa
Zian Flemming PGM,12 - 15,Zian Flemming SMM,18 - 22,Burnley v Crystal Palace
Lyle Foster PGM,10 - 13,Lyle Foster SMM,14 - 18,Burnley v Crystal Palace
Armando Broja PGM,10 - 13,Armando Broja SMM,14 - 18,Burnley v Crystal Palace
Jaidon Anthony PGM,8 - 11,Jaidon Anthony SMM,12 - 16,Burnley v Crystal Palace
Jacob Bruun Larsen PGM,7 - 10,Jacob Bruun Larsen SMM,10 - 14,Burnley v Crystal Palace
Marcus Edwards PGM,5 - 8,Marcus Edwards SMM,8 - 11,Burnley v Crystal Palace
Loum Tchaouna PGM,5 - 8,Loum Tchaouna SMM,8 - 11,Burnley v Crystal Palace
Lesley Ugochukwu PGM,3 - 6,Lesley Ugochukwu SMM,5 - 8,Burnley v Crystal Palace
Josh Laurent PGM,2 - 4,Josh Laurent SMM,2.5 - 5,Burnley v Crystal Palace
Hannibal Mejbri PGM,2 - 4,Hannibal Mejbri SMM,2.5 - 5,Burnley v Crystal Palace
Josh Cullen PGM,1 - 3,Josh Cullen SMM,2 - 4,Burnley v Crystal Palace
Florentino Luis PGM,1 - 3,Florentino Luis SMM,2 - 4,Burnley v Crystal Palace
Hjalmar Ekdal PGM,0.5 - 2,Hjalmar Ekdal SMM,1 - 3,Burnley v Crystal Palace
Quilindschy Hartman PGM,0.5 - 2,Quilindschy Hartman SMM,1 - 3,Burnley v Crystal Palace
Lucas Pires PGM,0.5 - 2,Lucas Pires SMM,1 - 3,Burnley v Crystal Palace
Maxime Esteve PGM,0.25 - 1.5,Maxime Esteve SMM,0.5 - 2,Burnley v Crystal Palace
Kyle Walker PGM,0.25 - 1.5,Kyle Walker SMM,0.5 - 2,Burnley v Crystal Palace
Axel Tuanzebe PGM,0.1 - 1,Axel Tuanzebe SMM,0.25 - 1.5,Burnley v Crystal Palace
Jean-Philippe Mateta PGM,27 - 30,Jean-Philippe Mateta SMM,43 - 50,Burnley v Crystal Palace
Eddie Nketiah PGM,19 - 22,Eddie Nketiah SMM,30 - 36,Burnley v Crystal Palace
Ismaila Sarr PGM,13 - 16,Ismaila Sarr SMM,19 - 23,Burnley v Crystal Palace
Christantus Uche PGM,12 - 15,Christantus Uche SMM,17 - 21,Burnley v Crystal Palace
Yeremy Pino PGM,10 - 13,Yeremy Pino SMM,14 - 18,Burnley v Crystal Palace
Justin Devenny PGM,9 - 12,Justin Devenny SMM,12 - 16,Burnley v Crystal Palace
Daniel Munoz PGM,6 - 9,Daniel Munoz SMM,9 - 13,Burnley v Crystal Palace
Daichi Kamada PGM,5 - 8,Daichi Kamada SMM,8 - 11,Burnley v Crystal Palace
Jefferson Lerma PGM,2.5 - 5,Jefferson Lerma SMM,5 - 8,Burnley v Crystal Palace
Maxence Lacroix PGM,2.5 - 5,Maxence Lacroix SMM,4 - 7,Burnley v Crystal Palace
Will Hughes PGM,2 - 4,Will Hughes SMM,2.5 - 5,Burnley v Crystal Palace
Marc Guehi PGM,2 - 4,Marc Guehi SMM,2.5 - 5,Burnley v Crystal Palace
Chris Richards PGM,2 - 4,Chris Richards SMM,2.5 - 5,Burnley v Crystal Palace
Adam Wharton PGM,2 - 4,Adam Wharton SMM,2.5 - 5,Burnley v Crystal Palace
Borna Sosa PGM,2 - 4,Borna Sosa SMM,2.5 - 5,Burnley v Crystal Palace
Tyrick Mitchell PGM,1 - 3,Tyrick Mitchell SMM,2 - 4,Burnley v Crystal Palace
Jaydee Canvot PGM,1 - 3,Jaydee Canvot SMM,2 - 4,Burnley v Crystal Palace
Nathaniel Clyne PGM,0.5 - 2,Nathaniel Clyne SMM,1 - 3,Burnley v Crystal Palace
Jorgen Strand Larsen PGM,17 - 20,Jorgen Strand Larsen SMM,27 - 32,Wolves v Nottingham Forest
Tolu Arokodare PGM,12 - 15,Tolu Arokodare SMM,18 - 22,Wolves v Nottingham Forest
Hwang Hee-chan PGM,11 - 14,Hwang Hee-chan SMM,16 - 20,Wolves v Nottingham Forest
Jhon Arias PGM,7 - 10,Jhon Arias SMM,9 - 13,Wolves v Nottingham Forest
Marshall Munetsi PGM,5 - 8,Marshall Munetsi SMM,8 - 11,Wolves v Nottingham Forest
Jean-Ricner Bellegarde PGM,4 - 7,Jean-Ricner Bellegarde SMM,6 - 9,Wolves v Nottingham Forest
Ladislav Krejci PGM,3 - 6,Ladislav Krejci SMM,5 - 8,Wolves v Nottingham Forest
Joao Gomes PGM,2.5 - 5,Joao Gomes SMM,4 - 7,Wolves v Nottingham Forest
Emmanuel Agbadou PGM,2 - 4,Emmanuel Agbadou SMM,2.5 - 5,Wolves v Nottingham Forest
Yerson Mosquera PGM,2 - 4,Yerson Mosquera SMM,2.5 - 5,Wolves v Nottingham Forest
Jackson Tchatchoua PGM,1 - 3,Jackson Tchatchoua SMM,2 - 4,Wolves v Nottingham Forest
Toti Gomes PGM,1 - 3,Toti Gomes SMM,2 - 4,Wolves v Nottingham Forest
Santiago Bueno PGM,1 - 3,Santiago Bueno SMM,2 - 4,Wolves v Nottingham Forest
Hugo Bueno PGM,1 - 3,Hugo Bueno SMM,2 - 4,Wolves v Nottingham Forest
David Moller Wolfe PGM,1 - 3,David Moller Wolfe SMM,2 - 4,Wolves v Nottingham Forest
Andre PGM,0.5 - 2,Andre SMM,1 - 3,Wolves v Nottingham Forest
Igor Jesus PGM,16 - 19,Igor Jesus SMM,24 - 29,Wolves v Nottingham Forest
Arnaud Kalimuendo PGM,15 - 18,Arnaud Kalimuendo SMM,21 - 26,Wolves v Nottingham Forest
Morgan Gibbs-White PGM,11 - 14,Morgan Gibbs-White SMM,16 - 20,Wolves v Nottingham Forest
Dan Ndoye PGM,8 - 11,Dan Ndoye SMM,12 - 16,Wolves v Nottingham Forest
James McAtee PGM,8 - 11,James McAtee SMM,12 - 16,Wolves v Nottingham Forest
Callum Hudson-Odoi PGM,6 - 9,Callum Hudson-Odoi SMM,8 - 11,Wolves v Nottingham Forest
Omari Hutchinson PGM,6 - 9,Omari Hutchinson SMM,8 - 11,Wolves v Nottingham Forest
Ryan Yates PGM,5 - 8,Ryan Yates SMM,7 - 10,Wolves v Nottingham Forest
Elliot Anderson PGM,4 - 7,Elliot Anderson SMM,7 - 10,Wolves v Nottingham Forest
Nicolas Dominguez PGM,4 - 7,Nicolas Dominguez SMM,7 - 10,Wolves v Nottingham Forest
Ibrahim Sangare PGM,2.5 - 5,Ibrahim Sangare SMM,4 - 7,Wolves v Nottingham Forest
Nikola Milenkovic PGM,2 - 4,Nikola Milenkovic SMM,4 - 7,Wolves v Nottingham Forest
Neco Williams PGM,2 - 4,Neco Williams SMM,4 - 7,Wolves v Nottingham Forest
Nicolo Savona PGM,1 - 3,Nicolo Savona SMM,2 - 4,Wolves v Nottingham Forest
Murillo PGM,1 - 3,Murillo SMM,2 - 4,Wolves v Nottingham Forest
Jair Cunha PGM,1 - 3,Jair Cunha SMM,2 - 4,Wolves v Nottingham Forest
Morato PGM,0.5 - 2,Morato SMM,1 - 3,Wolves v Nottingham Forest
Zach Abbott PGM,0.5 - 2,Zach Abbott SMM,1 - 3,Wolves v Nottingham Forest
Lukas Nmecha PGM,14 - 17,Lukas Nmecha SMM,20 - 24,Leeds v Chelsea
Joel Piroe PGM,14 - 17,Joel Piroe SMM,20 - 24,Leeds v Chelsea
Dominic Calvert-Lewin PGM,13 - 16,Dominic Calvert-Lewin SMM,19 - 23,Leeds v Chelsea
Daniel James PGM,7 - 10,Daniel James SMM,10 - 14,Leeds v Chelsea
Wilfried Gnonto PGM,7 - 10,Wilfried Gnonto SMM,10 - 14,Leeds v Chelsea
Noah Okafor PGM,7 - 10,Noah Okafor SMM,9 - 13,Leeds v Chelsea
Brenden Aaronson PGM,6 - 9,Brenden Aaronson SMM,9 - 13,Leeds v Chelsea
Jack Harrison PGM,5 - 8,Jack Harrison SMM,8 - 11,Leeds v Chelsea
Ao Tanaka PGM,2 - 4,Ao Tanaka SMM,4 - 7,Leeds v Chelsea
Pascal Struijk PGM,2 - 4,Pascal Struijk SMM,2.5 - 5,Leeds v Chelsea
Jayden Bogle PGM,2 - 4,Jayden Bogle SMM,2.5 - 5,Leeds v Chelsea
James Justin PGM,1 - 3,James Justin SMM,2 - 4,Leeds v Chelsea
Jaka Bijol PGM,1 - 3,Jaka Bijol SMM,2 - 4,Leeds v Chelsea
Joe Rodon PGM,1 - 3,Joe Rodon SMM,2 - 4,Leeds v Chelsea
Ilia Gruev PGM,1 - 3,Ilia Gruev SMM,2 - 4,Leeds v Chelsea
Gabriel Gudmondsson PGM,1 - 3,Gabriel Gudmondsson SMM,2 - 4,Leeds v Chelsea
Ethan Ampadu PGM,0.5 - 2,Ethan Ampadu SMM,1 - 3,Leeds v Chelsea
Cole Palmer PGM,20 - 23,Cole Palmer SMM,31 - 37,Leeds v Chelsea
Liam Delap PGM,17 - 20,Liam Delap SMM,25 - 30,Leeds v Chelsea
Joao Pedro PGM,17 - 20,Joao Pedro SMM,25 - 30,Leeds v Chelsea
Estevao PGM,16 - 19,Estevao SMM,24 - 29,Leeds v Chelsea
Enzo Fernandez PGM,13 - 16,Enzo Fernandez SMM,19 - 23,Leeds v Chelsea
Alejandro Garnacho PGM,11 - 14,Alejandro Garnacho SMM,17 - 21,Leeds v Chelsea
Jamie Gittens PGM,9 - 12,Jamie Gittens SMM,13 - 17,Leeds v Chelsea
Pedro Neto PGM,7 - 10,Pedro Neto SMM,10 - 14,Leeds v Chelsea
Andrey Santos PGM,5 - 8,Andrey Santos SMM,7 - 10,Leeds v Chelsea
Marc Cucurella PGM,3 - 6,Marc Cucurella SMM,5 - 8,Leeds v Chelsea
Trevoh Chalobah PGM,3 - 6,Trevoh Chalobah SMM,5 - 8,Leeds v Chelsea
Reece James PGM,2.5 - 5,Reece James SMM,4 - 7,Leeds v Chelsea
Tosin Adarabioyo PGM,2 - 4,Tosin Adarabioyo SMM,2.5 - 5,Leeds v Chelsea
Benoit Badiashile PGM,2 - 4,Benoit Badiashile SMM,2.5 - 5,Leeds v Chelsea
Josh Acheampong PGM,2 - 4,Josh Acheampong SMM,2.5 - 5,Leeds v Chelsea
Malo Gusto PGM,1 - 3,Malo Gusto SMM,2 - 4,Leeds v Chelsea
Wesley Fofana PGM,1 - 3,Wesley Fofana SMM,2 - 4,Leeds v Chelsea
Mohamed Salah PGM,29 - 32,Mohamed Salah SMM,46 - 54,Liverpool v Sunderland
Alexander Isak PGM,26 - 29,Alexander Isak SMM,41 - 48,Liverpool v Sunderland
Hugo Ekitike PGM,23 - 26,Hugo Ekitike SMM,36 - 42,Liverpool v Sunderland
Cody Gakpo PGM,19 - 22,Cody Gakpo SMM,28 - 34,Liverpool v Sunderland
Federico Chiesa PGM,15 - 18,Federico Chiesa SMM,21 - 26,Liverpool v Sunderland
Florian Wirtz PGM,12 - 15,Florian Wirtz SMM,18 - 22,Liverpool v Sunderland
Rio Ngumoha PGM,11 - 14,Rio Ngumoha SMM,17 - 21,Liverpool v Sunderland
Dominik Szoboszlai PGM,7 - 10,Dominik Szoboszlai SMM,10 - 14,Liverpool v Sunderland
Alexis MacAllister PGM,5 - 8,Alexis MacAllister SMM,8 - 11,Liverpool v Sunderland
Curtis Jones PGM,5 - 8,Curtis Jones SMM,7 - 10,Liverpool v Sunderland
Virgil van Dijk PGM,3 - 6,Virgil van Dijk SMM,6 - 9,Liverpool v Sunderland
Ryan Gravenberch PGM,3 - 6,Ryan Gravenberch SMM,6 - 9,Liverpool v Sunderland
Ibrahima Konate PGM,2.5 - 5,Ibrahima Konate SMM,4 - 7,Liverpool v Sunderland
Milos Kerkez PGM,2 - 4,Milos Kerkez SMM,2.5 - 5,Liverpool v Sunderland
