PGM_names,PGM_odds,SMM_names,SMM_odds,contest
Alex Scott PGM,3 - 6,Alex Scott SMM,6 - 9,Bournemouth v Burnley
Marcos Senesi PGM,3 - 6,Marcos Senesi SMM,5 - 8,Bournemouth v Burnley
Adrien Truffert PGM,2 - 4,Adrien Truffert SMM,4 - 7,Bournemouth v Burnley
Tyler Adams PGM,2 - 4,Tyler Adams SMM,4 - 7,Bournemouth v Burnley
Julian Araujo PGM,1 - 3,Julian Araujo SMM,2 - 4,Bournemouth v Burnley
James Hill PGM,1 - 3,James Hill SMM,2 - 4,Bournemouth v Burnley
Julio Soler PGM,1 - 3,Julio Soler SMM,2 - 4,Bournemouth v Burnley
Adam Smith PGM,0.5 - 2,Adam Smith SMM,1 - 3,Bournemouth v Burnley
Zian Flemming PGM,11 - 14,Zian Flemming SMM,16 - 20,Bournemouth v Burnley
Armando Broja PGM,8 - 11,Armando Broja SMM,12 - 16,Bournemouth v Burnley
Jaidon Anthony PGM,7 - 10,Jaidon Anthony SMM,10 - 14,Bournemouth v Burnley
Jacob Bruun Larsen PGM,6 - 9,Jacob Bruun Larsen SMM,8 - 11,Bournemouth v Burnley
Marcus Edwards PGM,5 - 8,Marcus Edwards SMM,8 - 11,Bournemouth v Burnley
Josh Laurent PGM,2 - 4,Josh Laurent SMM,4 - 7,Bournemouth v Burnley
Oliver Sonne PGM,2 - 4,Oliver Sonne SMM,2.5 - 5,Bournemouth v Burnley
Lesley Ugochukwu PGM,2 - 4,Lesley Ugochukwu SMM,2.5 - 5,Bournemouth v Burnley
Josh Cullen PGM,1 - 3,Josh Cullen SMM,2 - 4,Bournemouth v Burnley
Florentino Luis PGM,1 - 3,Florentino Luis SMM,2 - 4,Bournemouth v Burnley
Hjalmar Ekdal PGM,0.5 - 2,Hjalmar Ekdal SMM,1 - 3,Bournemouth v Burnley
Joe Worrall PGM,0.5 - 2,Joe Worrall SMM,1 - 3,Bournemouth v Burnley
Maxime Esteve PGM,0.25 - 1.5,Maxime Esteve SMM,0.5 - 2,Bournemouth v Burnley
Quilindschy Hartman PGM,0.25 - 1.5,Quilindschy Hartman SMM,0.5 - 2,Bournemouth v Burnley
Danny Welbeck PGM,23 - 26,Danny Welbeck SMM,36 - 42,Brighton v Sunderland
Georginio Rutter PGM,19 - 22,Georginio Rutter SMM,28 - 33,Brighton v Sunderland
Charalampos Kostoulas PGM,19 - 22,Charalampos Kostoulas SMM,28 - 33,Brighton v Sunderland
Kaoru Mitoma PGM,13 - 16,Kaoru Mitoma SMM,19 - 23,Brighton v Sunderland
Yankuba Minteh PGM,12 - 15,Yankuba Minteh SMM,18 - 22,Brighton v Sunderland
Maxime De Cuyper PGM,9 - 12,Maxime De Cuyper SMM,13 - 17,Brighton v Sunderland
Brajan Gruda PGM,8 - 11,Brajan Gruda SMM,12 - 16,Brighton v Sunderland
Jan Paul van Hecke PGM,4 - 7,Jan Paul van Hecke SMM,7 - 10,Brighton v Sunderland
Ferdi Kadioglu PGM,4 - 7,Ferdi Kadioglu SMM,7 - 10,Brighton v Sunderland
Yasin Ayari PGM,4 - 7,Yasin Ayari SMM,6 - 9,Brighton v Sunderland
Jack Hinshelwood PGM,4 - 7,Jack Hinshelwood SMM,6 - 9,Brighton v Sunderland
Mats Wieffer PGM,3 - 6,Mats Wieffer SMM,6 - 9,Brighton v Sunderland
Olivier Boscagli PGM,2.5 - 5,Olivier Boscagli SMM,5 - 8,Brighton v Sunderland
Joel Veltman PGM,2.5 - 5,Joel Veltman SMM,5 - 8,Brighton v Sunderland
Wilson Isidor PGM,12 - 15,Wilson Isidor SMM,17 - 21,Brighton v Sunderland
Brian Brobbey PGM,11 - 14,Brian Brobbey SMM,16 - 20,Brighton v Sunderland
Eliezer Mayenda PGM,9 - 12,Eliezer Mayenda SMM,13 - 17,Brighton v Sunderland
Simon Adingra PGM,6 - 9,Simon Adingra SMM,8 - 11,Brighton v Sunderland
Romaine Mundle PGM,5 - 8,Romaine Mundle SMM,8 - 11,Brighton v Sunderland
Enzo Le Fee PGM,4 - 7,Enzo Le Fee SMM,7 - 10,Brighton v Sunderland
Chris Rigg PGM,4 - 7,Chris Rigg SMM,7 - 10,Brighton v Sunderland
Daniel Ballard PGM,3 - 6,Daniel Ballard SMM,5 - 8,Brighton v Sunderland
Lutsharel Geertruida PGM,2 - 4,Lutsharel Geertruida SMM,4 - 7,Brighton v Sunderland
Omar Alderete PGM,2 - 4,Omar Alderete SMM,4 - 7,Brighton v Sunderland
Nordi Mukiele PGM,1 - 3,Nordi Mukiele SMM,2.5 - 5,Brighton v Sunderland
Granit Xhaka PGM,1 - 3,Granit Xhaka SMM,2.5 - 5,Brighton v Sunderland
Trai Hume PGM,1 - 3,Trai Hume SMM,2 - 4,Brighton v Sunderland
Dan Neil PGM,1 - 3,Dan Neil SMM,2 - 4,Brighton v Sunderland
Erling Haaland PGM,58 - 62,Erling Haaland SMM,104 - 124,Man City v West Ham
Phil Foden PGM,16 - 19,Phil Foden SMM,25 - 30,Man City v West Ham
Rayan Cherki PGM,13 - 16,Rayan Cherki SMM,20 - 24,Man City v West Ham
Tijjani Reijnders PGM,10 - 13,Tijjani Reijnders SMM,16 - 20,Man City v West Ham
Savinho PGM,12 - 15,Savinho SMM,18 - 22,Man City v West Ham
Nico O'Reilly PGM,7 - 10,Nico O'Reilly SMM,10 - 14,Man City v West Ham
Josko Gvardiol PGM,4 - 7,Josko Gvardiol SMM,7 - 10,Man City v West Ham
Nico Gonzalez PGM,4 - 7,Nico Gonzalez SMM,7 - 10,Man City v West Ham
Bernardo Silva PGM,4 - 7,Bernardo Silva SMM,7 - 10,Man City v West Ham
Matheus Nunes PGM,3 - 6,Matheus Nunes SMM,5 - 8,Man City v West Ham
John Stones PGM,3 - 6,John Stones SMM,5 - 8,Man City v West Ham
Nathan Ake PGM,3 - 6,Nathan Ake SMM,5 - 8,Man City v West Ham
Rico Lewis PGM,3 - 6,Rico Lewis SMM,5 - 8,Man City v West Ham
Ruben Dias PGM,2 - 4,Ruben Dias SMM,2.5 - 5,Man City v West Ham
Abdukodir Khusanov PGM,2 - 4,Abdukodir Khusanov SMM,2.5 - 5,Man City v West Ham
Oscar Bobb PGM,13 - 16,Oscar Bobb SMM,20 - 24,Man City v West Ham
Callum Wilson PGM,10 - 13,Callum Wilson SMM,14 - 18,Man City v West Ham
Jarrod Bowen PGM,9 - 12,Jarrod Bowen SMM,13 - 17,Man City v West Ham
Niclas Fullkrug PGM,9 - 12,Niclas Fullkrug SMM,13 - 17,Man City v West Ham
Lucas Paqueta PGM,5 - 8,Lucas Paqueta SMM,8 - 11,Man City v West Ham
Crysencio Summerville PGM,5 - 8,Crysencio Summerville SMM,8 - 11,Man City v West Ham
Tomas Soucek PGM,4 - 7,Tomas Soucek SMM,7 - 10,Man City v West Ham
Mateus Fernandes PGM,2.5 - 5,Mateus Fernandes SMM,4 - 7,Man City v West Ham
Konstantinos Mavropanos PGM,1 - 3,Konstantinos Mavropanos SMM,2 - 4,Man City v West Ham
Max Kilman PGM,1 - 3,Max Kilman SMM,2 - 4,Man City v West Ham
Kyle Walker-Peters PGM,1 - 3,Kyle Walker-Peters SMM,2 - 4,Man City v West Ham
Soungoutou Magassa PGM,1 - 3,Soungoutou Magassa SMM,2 - 4,Man City v West Ham
Oliver Scarles PGM,1 - 3,Oliver Scarles SMM,2 - 4,Man City v West Ham
Freddie Potts PGM,1 - 3,Freddie Potts SMM,2 - 4,Man City v West Ham
Guido Rodriguez PGM,0.5 - 2,Guido Rodriguez SMM,1 - 3,Man City v West Ham
Jean-Clair Todibo PGM,0.25 - 1.5,Jean-Clair Todibo SMM,0.5 - 2,Man City v West Ham
Igor Julio PGM,0.25 - 1.5,Igor Julio SMM,0.5 - 2,Man City v West Ham
Jorgen Strand Larsen PGM,17 - 20,Jorgen Strand Larsen SMM,27 - 32,Wolves v Brentford
Tolu Arokodare PGM,12 - 15,Tolu Arokodare SMM,18 - 22,Wolves v Brentford
Hwang Hee-chan PGM,9 - 12,Hwang Hee-chan SMM,13 - 17,Wolves v Brentford
Mateus Mane PGM,8 - 11,Mateus Mane SMM,12 - 16,Wolves v Brentford
Jhon Arias PGM,7 - 10,Jhon Arias SMM,10 - 14,Wolves v Brentford
Ladislav Krejci PGM,4 - 7,Ladislav Krejci SMM,7 - 10,Wolves v Brentford
Fernando Lopez PGM,4 - 7,Fernando Lopez SMM,7 - 10,Wolves v Brentford
Joao Gomes PGM,3 - 6,Joao Gomes SMM,6 - 9,Wolves v Brentford
Jackson Tchatchoua PGM,3 - 6,Jackson Tchatchoua SMM,5 - 8,Wolves v Brentford
Matt Doherty PGM,2 - 4,Matt Doherty SMM,2.5 - 5,Wolves v Brentford
David Moller Wolfe PGM,2 - 4,David Moller Wolfe SMM,2.5 - 5,Wolves v Brentford
Ki-Jana Hoever PGM,1 - 3,Ki-Jana Hoever SMM,2 - 4,Wolves v Brentford
Toti Gomes PGM,1 - 3,Toti Gomes SMM,2 - 4,Wolves v Brentford
Andre PGM,1 - 3,Andre SMM,2 - 4,Wolves v Brentford
Santiago Bueno PGM,0.5 - 2,Santiago Bueno SMM,1 - 3,Wolves v Brentford
Igor Thiago PGM,22 - 25,Igor Thiago SMM,35 - 41,Wolves v Brentford
Kevin Schade PGM,13 - 16,Kevin Schade SMM,19 - 23,Wolves v Brentford
Keane Lewis-Potter PGM,9 - 12,Keane Lewis-Potter SMM,13 - 17,Wolves v Brentford
Mathias Jensen PGM,5 - 8,Mathias Jensen SMM,8 - 11,Wolves v Brentford
Mikkel Damsgaard PGM,4 - 7,Mikkel Damsgaard SMM,7 - 10,Wolves v Brentford
Sepp van den Berg PGM,2.5 - 5,Sepp van den Berg SMM,5 - 8,Wolves v Brentford
Nathan Collins PGM,2.5 - 5,Nathan Collins SMM,5 - 8,Wolves v Brentford
Yehor Yarmolyuk PGM,2.5 - 5,Yehor Yarmolyuk SMM,4 - 7,Wolves v Brentford
Vitaly Janelt PGM,2 - 4,Vitaly Janelt SMM,4 - 7,Wolves v Brentford
Ethan Pinnock PGM,2 - 4,Ethan Pinnock SMM,4 - 7,Wolves v Brentford
Jordan Henderson PGM,2 - 4,Jordan Henderson SMM,2.5 - 5,Wolves v Brentford
Aaron Hickey PGM,1 - 3,Aaron Hickey SMM,2 - 4,Wolves v Brentford
Kristoffer Ajer PGM,1 - 3,Kristoffer Ajer SMM,2 - 4,Wolves v Brentford
Michael Kayode PGM,1 - 3,Michael Kayode SMM,2 - 4,Wolves v Brentford
Rico Henry PGM,1 - 3,Rico Henry SMM,2 - 4,Wolves v Brentford
Richarlison PGM,13 - 16,Richarlison SMM,19 - 23,Tottenham v Liverpool
Mohammed Kudus PGM,12 - 15,Mohammed Kudus SMM,18 - 22,Tottenham v Liverpool
Randal Kolo Muani PGM,12 - 15,Randal Kolo Muani SMM,17 - 21,Tottenham v Liverpool
Mathys Tel PGM,12 - 15,Mathys Tel SMM,17 - 21,Tottenham v Liverpool
Brennan Johnson PGM,9 - 12,Brennan Johnson SMM,13 - 17,Tottenham v Liverpool
Xavi Simons PGM,7 - 10,Xavi Simons SMM,10 - 14,Tottenham v Liverpool
Wilson Odobert PGM,7 - 10,Wilson Odobert SMM,9 - 13,Tottenham v Liverpool
Lucas Bergvall PGM,4 - 7,Lucas Bergvall SMM,7 - 10,Tottenham v Liverpool
Pape Sarr PGM,4 - 7,Pape Sarr SMM,6 - 9,Tottenham v Liverpool
Micky van de Ven PGM,3 - 6,Micky van de Ven SMM,5 - 8,Tottenham v Liverpool
Joao Palhinha PGM,2.5 - 5,Joao Palhinha SMM,5 - 8,Tottenham v Liverpool
Cristian Romero PGM,2 - 4,Cristian Romero SMM,4 - 7,Tottenham v Liverpool
Pedro Porro PGM,2 - 4,Pedro Porro SMM,2.5 - 5,Tottenham v Liverpool
Rodrigo Bentancur PGM,2 - 4,Rodrigo Bentancur SMM,2.5 - 5,Tottenham v Liverpool
Kevin Danso PGM,1 - 3,Kevin Danso SMM,2 - 4,Tottenham v Liverpool
Djed Spence PGM,0.5 - 2,Djed Spence SMM,1 - 3,Tottenham v Liverpool
Archie Gray PGM,0.5 - 2,Archie Gray SMM,1 - 3,Tottenham v Liverpool
Hugo Ekitike PGM,21 - 24,Hugo Ekitike SMM,32 - 38,Tottenham v Liverpool
Alexander Isak PGM,21 - 24,Alexander Isak SMM,32 - 38,Tottenham v Liverpool
Dominik Szoboszlai PGM,16 - 19,Dominik Szoboszlai SMM,25 - 30,Tottenham v Liverpool
Florian Wirtz PGM,10 - 13,Florian Wirtz SMM,16 - 20,Tottenham v Liverpool
Alexis MacAllister PGM,6 - 9,Alexis MacAllister SMM,9 - 13,Tottenham v Liverpool
Curtis Jones PGM,5 - 8,Curtis Jones SMM,7 - 10,Tottenham v Liverpool
Virgil van Dijk PGM,2.5 - 5,Virgil van Dijk SMM,5 - 8,Tottenham v Liverpool
Ryan Gravenberch PGM,2.5 - 5,Ryan Gravenberch SMM,4 - 7,Tottenham v Liverpool
Conor Bradley PGM,2.5 - 5,Conor Bradley SMM,4 - 7,Tottenham v Liverpool
Ibrahima Konate PGM,2 - 4,Ibrahima Konate SMM,2.5 - 5,Tottenham v Liverpool
Milos Kerkez PGM,2 - 4,Milos Kerkez SMM,2.5 - 5,Tottenham v Liverpool
Andrew Robertson PGM,1 - 3,Andrew Robertson SMM,2.5 - 5,Tottenham v Liverpool
Joe Gomez PGM,0.5 - 2,Joe Gomez SMM,1 - 3,Tottenham v Liverpool
Federico Chiesa PGM,Suspended,Federico Chiesa SMM,Suspended,Tottenham v Liverpool
Thierno Barry PGM,9 - 12,Thierno Barry SMM,13 - 17,Everton v Arsenal
Beto PGM,9 - 12,Beto SMM,13 - 17,Everton v Arsenal
Carlos Alcaraz PGM,4 - 7,Carlos Alcaraz SMM,7 - 10,Everton v Arsenal
Tyler Dibling PGM,3 - 6,Tyler Dibling SMM,5 - 8,Everton v Arsenal
Jack Grealish PGM,3 - 6,Jack Grealish SMM,5 - 8,Everton v Arsenal
Kiernan Dewsbury-Hall PGM,3 - 6,Kiernan Dewsbury-Hall SMM,5 - 8,Everton v Arsenal
Dwight McNeil PGM,3 - 6,Dwight McNeil SMM,5 - 8,Everton v Arsenal
Michael Keane PGM,1 - 3,Michael Keane SMM,2 - 4,Everton v Arsenal
Jake O'Brien PGM,1 - 3,Jake O'Brien SMM,2 - 4,Everton v Arsenal
James Tarkowski PGM,1 - 3,James Tarkowski SMM,2 - 4,Everton v Arsenal
Tim Iroegbunam PGM,1 - 3,Tim Iroegbunam SMM,2 - 4,Everton v Arsenal
James Garner PGM,1 - 3,James Garner SMM,2 - 4,Everton v Arsenal
Adam Aznou PGM,0.5 - 2,Adam Aznou SMM,1 - 3,Everton v Arsenal
Elijah Campbell PGM,0.5 - 2,Elijah Campbell SMM,1 - 3,Everton v Arsenal
Vitaliy Mykolenko PGM,0.25 - 1.5,Vitaliy Mykolenko SMM,0.5 - 2,Everton v Arsenal
Nathan Patterson PGM,0.25 - 1.5,Nathan Patterson SMM,0.5 - 2,Everton v Arsenal
Viktor Gyokeres PGM,19 - 22,Viktor Gyokeres SMM,28 - 34,Everton v Arsenal
Bukayo Saka PGM,17 - 20,Bukayo Saka SMM,25 - 30,Everton v Arsenal
Gabriel Jesus PGM,17 - 20,Gabriel Jesus SMM,25 - 30,Everton v Arsenal
Leandro Trossard PGM,12 - 15,Leandro Trossard SMM,18 - 22,Everton v Arsenal
Noni Madueke PGM,12 - 15,Noni Madueke SMM,18 - 22,Everton v Arsenal
Gabriel Martinelli PGM,11 - 14,Gabriel Martinelli SMM,17 - 21,Everton v Arsenal
Eberechi Eze PGM,10 - 13,Eberechi Eze SMM,16 - 20,Everton v Arsenal
Ethan Nwaneri PGM,10 - 13,Ethan Nwaneri SMM,13 - 17,Everton v Arsenal
Mikel Merino PGM,9 - 12,Mikel Merino SMM,12 - 16,Everton v Arsenal
Martin Odegaard PGM,8 - 11,Martin Odegaard SMM,12 - 16,Everton v Arsenal
Declan Rice PGM,5 - 8,Declan Rice SMM,8 - 11,Everton v Arsenal
Riccardo Calafiori PGM,3 - 6,Riccardo Calafiori SMM,5 - 8,Everton v Arsenal
Christian Norgaard PGM,3 - 6,Christian Norgaard SMM,5 - 8,Everton v Arsenal
William Saliba PGM,2 - 4,William Saliba SMM,4 - 7,Everton v Arsenal
Martin Zubimendi PGM,2 - 4,Martin Zubimendi SMM,4 - 7,Everton v Arsenal
Jurrien Timber PGM,2 - 4,Jurrien Timber SMM,2.5 - 5,Everton v Arsenal
Piero Hincapie PGM,2 - 4,Piero Hincapie SMM,2.5 - 5,Everton v Arsenal
Myles Lewis-Skelly PGM,2 - 4,Myles Lewis-Skelly SMM,2.5 - 5,Everton v Arsenal
Ben White PGM,1 - 3,Ben White SMM,2 - 4,Everton v Arsenal
Dominic Calvert-Lewin PGM,21 - 24,Dominic Calvert-Lewin SMM,32 - 38,Leeds v Crystal Palace
Lukas Nmecha PGM,14 - 17,Lukas Nmecha SMM,21 - 26,Leeds v Crystal Palace
Noah Okafor PGM,12 - 15,Noah Okafor SMM,17 - 21,Leeds v Crystal Palace
Joel Piroe PGM,11 - 14,Joel Piroe SMM,16 - 20,Leeds v Crystal Palace
Wilfried Gnonto PGM,7 - 10,Wilfried Gnonto SMM,10 - 14,Leeds v Crystal Palace
Brenden Aaronson PGM,7 - 10,Brenden Aaronson SMM,10 - 14,Leeds v Crystal Palace
Anton Stach PGM,4 - 7,Anton Stach SMM,7 - 10,Leeds v Crystal Palace
Jack Harrison PGM,4 - 7,Jack Harrison SMM,7 - 10,Leeds v Crystal Palace
Ao Tanaka PGM,4 - 7,Ao Tanaka SMM,6 - 9,Leeds v Crystal Palace
Pascal Struijk PGM,2.5 - 5,Pascal Struijk SMM,5 - 8,Leeds v Crystal Palace
Jayden Bogle PGM,2.5 - 5,Jayden Bogle SMM,5 - 8,Leeds v Crystal Palace
Joe Rodon PGM,1 - 3,Joe Rodon SMM,2 - 4,Leeds v Crystal Palace
Jaka Bijol PGM,1 - 3,Jaka Bijol SMM,2 - 4,Leeds v Crystal Palace
Gabriel Gudmondsson PGM,1 - 3,Gabriel Gudmondsson SMM,2 - 4,Leeds v Crystal Palace
James Justin PGM,1 - 3,James Justin SMM,2 - 4,Leeds v Crystal Palace
Ethan Ampadu PGM,0.5 - 2,Ethan Ampadu SMM,1 - 3,Leeds v Crystal Palace
Ilia Gruev PGM,0.5 - 2,Ilia Gruev SMM,1 - 3,Leeds v Crystal Palace
Jean-Philippe Mateta PGM,19 - 22,Jean-Philippe Mateta SMM,28 - 34,Leeds v Crystal Palace
Eddie Nketiah PGM,12 - 15,Eddie Nketiah SMM,18 - 22,Leeds v Crystal Palace
Yeremy Pino PGM,9 - 12,Yeremy Pino SMM,12 - 16,Leeds v Crystal Palace
Christantus Uche PGM,8 - 11,Christantus Uche SMM,12 - 16,Leeds v Crystal Palace
Justin Devenny PGM,5 - 8,Justin Devenny SMM,7 - 10,Leeds v Crystal Palace
Romaine Esse PGM,4 - 7,Romaine Esse SMM,6 - 9,Leeds v Crystal Palace
Marc Guehi PGM,2 - 4,Marc Guehi SMM,4 - 7,Leeds v Crystal Palace
Jefferson Lerma PGM,2 - 4,Jefferson Lerma SMM,4 - 7,Leeds v Crystal Palace
Maxence Lacroix PGM,2 - 4,Maxence Lacroix SMM,2.5 - 5,Leeds v Crystal Palace
Nathaniel Clyne PGM,2 - 4,Nathaniel Clyne SMM,2.5 - 5,Leeds v Crystal Palace
Adam Wharton PGM,2 - 4,Adam Wharton SMM,2.5 - 5,Leeds v Crystal Palace
Tyrick Mitchell PGM,1 - 3,Tyrick Mitchell SMM,2 - 4,Leeds v Crystal Palace
Chris Richards PGM,1 - 3,Chris Richards SMM,2 - 4,Leeds v Crystal Palace
Will Hughes PGM,1 - 3,Will Hughes SMM,2 - 4,Leeds v Crystal Palace
Jaydee Canvot PGM,1 - 3,Jaydee Canvot SMM,2 - 4,Leeds v Crystal Palace
Borna Sosa PGM,1 - 3,Borna Sosa SMM,2 - 4,Leeds v Crystal Palace
Kaden Rodney PGM,1 - 3,Kaden Rodney SMM,2 - 4,Leeds v Crystal Palace
Joel Drakes-Thomas PGM,4 - 7,Joel Drakes-Thomas SMM,6 - 9,Leeds v Crystal Palace
George King PGM,1 - 3,George King SMM,2 - 4,Leeds v Crystal Palace
Dean Benamar PGM,1 - 3,Dean Benamar SMM,2 - 4,Leeds v Crystal Palace
Ollie Watkins PGM,23 - 26,Ollie Watkins SMM,36 - 42,Aston Villa v Man Utd
Donyell Malen PGM,21 - 24,Donyell Malen SMM,32 - 38,Aston Villa v Man Utd
Evann Guessand PGM,15 - 18,Evann Guessand SMM,22 - 27,Aston Villa v Man Utd
Morgan Rogers PGM,14 - 17,Morgan Rogers SMM,21 - 26,Aston Villa v Man Utd
Emiliano Buendia PGM,11 - 14,Emiliano Buendia SMM,16 - 20,Aston Villa v Man Utd
John McGinn PGM,10 - 13,John McGinn SMM,14 - 18,Aston Villa v Man Utd
Jadon Sancho PGM,9 - 12,Jadon Sancho SMM,13 - 17,Aston Villa v Man Utd
Youri Tielemans PGM,7 - 10,Youri Tielemans SMM,10 - 14,Aston Villa v Man Utd
Amadou Onana PGM,4 - 7,Amadou Onana SMM,6 - 9,Aston Villa v Man Utd
Matty Cash PGM,2.5 - 5,Matty Cash SMM,5 - 8,Aston Villa v Man Utd
Ian Maatsen PGM,2.5 - 5,Ian Maatsen SMM,5 - 8,Aston Villa v Man Utd
Ezri Konsa PGM,1 - 3,Ezri Konsa SMM,2 - 4,Aston Villa v Man Utd
Boubacar Kamara PGM,1 - 3,Boubacar Kamara SMM,2 - 4,Aston Villa v Man Utd
Andres Garcia PGM,1 - 3,Andres Garcia SMM,2 - 4,Aston Villa v Man Utd
Victor Lindelof PGM,1 - 3,Victor Lindelof SMM,2 - 4,Aston Villa v Man Utd
Lucas Digne PGM,1 - 3,Lucas Digne SMM,2 - 4,Aston Villa v Man Utd
Lamare Bogarde PGM,1 - 3,Lamare Bogarde SMM,2 - 4,Aston Villa v Man Utd
Pau Torres PGM,2 - 4,Pau Torres SMM,2.5 - 5,Aston Villa v Man Utd
Benjamin Sesko PGM,12 - 15,Benjamin Sesko SMM,18 - 22,Aston Villa v Man Utd
Bruno Fernandes PGM,11 - 14,Bruno Fernandes SMM,16 - 20,Aston Villa v Man Utd
Matheus Cunha PGM,11 - 14,Matheus Cunha SMM,16 - 20,Aston Villa v Man Utd
Joshua Zirkzee PGM,10 - 13,Joshua Zirkzee SMM,14 - 18,Aston Villa v Man Utd
Mason Mount PGM,7 - 10,Mason Mount SMM,10 - 14,Aston Villa v Man Utd
Shea Lacey PGM,5 - 8,Shea Lacey SMM,8 - 11,Aston Villa v Man Utd
Kobbie Mainoo PGM,3 - 6,Kobbie Mainoo SMM,5 - 8,Aston Villa v Man Utd
Patrick Dorgu PGM,2.5 - 5,Patrick Dorgu SMM,4 - 7,Aston Villa v Man Utd
Matthijs de Ligt PGM,2 - 4,Matthijs de Ligt SMM,2.5 - 5,Aston Villa v Man Utd
Diogo Dalot PGM,2 - 4,Diogo Dalot SMM,2.5 - 5,Aston Villa v Man Utd
Lisandro Martinez PGM,1 - 3,Lisandro Martinez SMM,2 - 4,Aston Villa v Man Utd
Tyrell Malacia PGM,1 - 3,Tyrell Malacia SMM,2 - 4,Aston Villa v Man Utd
