PGM_names,PGM_odds,SMM_names,SMM_odds,contest
Brajan Gruda PGM,8 - 11,Brajan Gruda SMM,10 - 14,Brighton v Tottenham
James Milner PGM,6 - 9,James Milner SMM,9 - 13,Brighton v Tottenham
Jack Hinshelwood PGM,5 - 8,Jack Hinshelwood SMM,8 - 11,Brighton v Tottenham
Yasin Ayari PGM,4 - 7,Yasin Ayari SMM,7 - 10,Brighton v Tottenham
Maxime De Cuyper PGM,3 - 6,Maxime De Cuyper SMM,5 - 8,Brighton v Tottenham
Ferdi Kadioglu PGM,3 - 6,Ferdi Kadioglu SMM,5 - 8,Brighton v Tottenham
Carlos Baleba PGM,2.5 - 5,Carlos Baleba SMM,4 - 7,Brighton v Tottenham
Lewis Dunk PGM,2 - 4,Lewis Dunk SMM,2.5 - 5,Brighton v Tottenham
Diego Coppola PGM,2 - 4,Diego Coppola SMM,2.5 - 5,Brighton v Tottenham
Jan Paul van Hecke PGM,1 - 3,Jan Paul van Hecke SMM,2 - 4,Brighton v Tottenham
Joel Veltman PGM,1 - 3,Joel Veltman SMM,2 - 4,Brighton v Tottenham
Richarlison PGM,18 - 21,Richarlison SMM,27 - 32,Brighton v Tottenham
Randal Kolo Muani PGM,15 - 18,Randal Kolo Muani SMM,21 - 26,Brighton v Tottenham
Brennan Johnson PGM,10 - 13,Brennan Johnson SMM,14 - 18,Brighton v Tottenham
Xavi Simons PGM,9 - 12,Xavi Simons SMM,13 - 17,Brighton v Tottenham
Mohammed Kudus PGM,9 - 12,Mohammed Kudus SMM,13 - 17,Brighton v Tottenham
Wilson Odobert PGM,8 - 11,Wilson Odobert SMM,12 - 16,Brighton v Tottenham
Pape Sarr PGM,5 - 8,Pape Sarr SMM,7 - 10,Brighton v Tottenham
Lucas Bergvall PGM,3 - 6,Lucas Bergvall SMM,5 - 8,Brighton v Tottenham
Joao Palhinha PGM,2.5 - 5,Joao Palhinha SMM,5 - 8,Brighton v Tottenham
Pedro Porro PGM,2 - 4,Pedro Porro SMM,4 - 7,Brighton v Tottenham
Cristian Romero PGM,2 - 4,Cristian Romero SMM,4 - 7,Brighton v Tottenham
Rodrigo Bentancur PGM,2 - 4,Rodrigo Bentancur SMM,4 - 7,Brighton v Tottenham
Micky van de Ven PGM,1 - 3,Micky van de Ven SMM,2.5 - 5,Brighton v Tottenham
Djed Spence PGM,1 - 3,Djed Spence SMM,2 - 4,Brighton v Tottenham
Destiny Udogie PGM,1 - 3,Destiny Udogie SMM,2 - 4,Brighton v Tottenham
Ben Davies PGM,1 - 3,Ben Davies SMM,2 - 4,Brighton v Tottenham
Kevin Danso PGM,1 - 3,Kevin Danso SMM,2 - 4,Brighton v Tottenham
Archie Gray PGM,1 - 3,Archie Gray SMM,2 - 4,Brighton v Tottenham
Zian Flemming PGM,13 - 16,Zian Flemming SMM,19 - 23,Burnley v Nottingham Forest
Lyle Foster PGM,13 - 16,Lyle Foster SMM,19 - 23,Burnley v Nottingham Forest
Jaidon Anthony PGM,12 - 15,Jaidon Anthony SMM,17 - 21,Burnley v Nottingham Forest
Marcus Edwards PGM,9 - 12,Marcus Edwards SMM,13 - 17,Burnley v Nottingham Forest
Armando Broja PGM,9 - 12,Armando Broja SMM,12 - 16,Burnley v Nottingham Forest
Loum Tchaouna PGM,7 - 10,Loum Tchaouna SMM,10 - 14,Burnley v Nottingham Forest
Hannibal Mejbri PGM,3 - 6,Hannibal Mejbri SMM,6 - 9,Burnley v Nottingham Forest
Josh Laurent PGM,3 - 6,Josh Laurent SMM,5 - 8,Burnley v Nottingham Forest
Josh Cullen PGM,2.5 - 5,Josh Cullen SMM,4 - 7,Burnley v Nottingham Forest
Florentino Luis PGM,2 - 4,Florentino Luis SMM,2.5 - 5,Burnley v Nottingham Forest
Joe Worrall PGM,1 - 3,Joe Worrall SMM,2 - 4,Burnley v Nottingham Forest
Bashir Humphreys PGM,1 - 3,Bashir Humphreys SMM,2 - 4,Burnley v Nottingham Forest
Hjalmar Ekdal PGM,0.5 - 2,Hjalmar Ekdal SMM,2 - 4,Burnley v Nottingham Forest
Lucas Pires PGM,0.5 - 2,Lucas Pires SMM,2 - 4,Burnley v Nottingham Forest
Maxime Esteve PGM,0.5 - 2,Maxime Esteve SMM,1 - 3,Burnley v Nottingham Forest
Quilindschy Hartman PGM,0.5 - 2,Quilindschy Hartman SMM,1 - 3,Burnley v Nottingham Forest
Kyle Walker PGM,0.1 - 1,Kyle Walker SMM,0.25 - 1.5,Burnley v Nottingham Forest
Chris Wood PGM,23 - 26,Chris Wood SMM,36 - 42,Burnley v Nottingham Forest
Arnaud Kalimuendo PGM,14 - 17,Arnaud Kalimuendo SMM,21 - 26,Burnley v Nottingham Forest
Dan Ndoye PGM,9 - 12,Dan Ndoye SMM,13 - 17,Burnley v Nottingham Forest
Morgan Gibbs-White PGM,9 - 12,Morgan Gibbs-White SMM,13 - 17,Burnley v Nottingham Forest
Callum Hudson-Odoi PGM,8 - 11,Callum Hudson-Odoi SMM,12 - 16,Burnley v Nottingham Forest
Omari Hutchinson PGM,8 - 11,Omari Hutchinson SMM,12 - 16,Burnley v Nottingham Forest
James McAtee PGM,8 - 11,James McAtee SMM,12 - 16,Burnley v Nottingham Forest
Douglas Luiz PGM,5 - 8,Douglas Luiz SMM,7 - 10,Burnley v Nottingham Forest
Dilane Bakwa PGM,4 - 7,Dilane Bakwa SMM,6 - 9,Burnley v Nottingham Forest
Nikola Milenkovic PGM,3 - 6,Nikola Milenkovic SMM,5 - 8,Burnley v Nottingham Forest
Ryan Yates PGM,3 - 6,Ryan Yates SMM,5 - 8,Burnley v Nottingham Forest
Elliot Anderson PGM,2.5 - 5,Elliot Anderson SMM,4 - 7,Burnley v Nottingham Forest
Ibrahim Sangare PGM,2 - 4,Ibrahim Sangare SMM,2.5 - 5,Burnley v Nottingham Forest
Willy Boly PGM,2 - 4,Willy Boly SMM,2.5 - 5,Burnley v Nottingham Forest
Nicolo Savona PGM,1 - 3,Nicolo Savona SMM,2 - 4,Burnley v Nottingham Forest
Neco Williams PGM,1 - 3,Neco Williams SMM,2 - 4,Burnley v Nottingham Forest
Morato PGM,1 - 3,Morato SMM,2 - 4,Burnley v Nottingham Forest
Niclas Fullkrug PGM,13 - 16,Niclas Fullkrug SMM,19 - 23,West Ham v Crystal Palace
Callum Wilson PGM,12 - 15,Callum Wilson SMM,18 - 22,West Ham v Crystal Palace
Jarrod Bowen PGM,11 - 14,Jarrod Bowen SMM,17 - 21,West Ham v Crystal Palace
Lucas Paqueta PGM,10 - 13,Lucas Paqueta SMM,14 - 18,West Ham v Crystal Palace
Crysencio Summerville PGM,5 - 8,Crysencio Summerville SMM,8 - 11,West Ham v Crystal Palace
Luis Guilherme PGM,4 - 7,Luis Guilherme SMM,6 - 9,West Ham v Crystal Palace
Andrew Irving PGM,4 - 7,Andrew Irving SMM,6 - 9,West Ham v Crystal Palace
Mateus Fernandes PGM,2.5 - 5,Mateus Fernandes SMM,4 - 7,West Ham v Crystal Palace
El Hadji Malick Diouf PGM,2.5 - 5,El Hadji Malick Diouf SMM,4 - 7,West Ham v Crystal Palace
James Ward-Prowse PGM,2 - 4,James Ward-Prowse SMM,2.5 - 5,West Ham v Crystal Palace
Konstantinos Mavropanos PGM,1 - 3,Konstantinos Mavropanos SMM,2 - 4,West Ham v Crystal Palace
Kyle Walker-Peters PGM,1 - 3,Kyle Walker-Peters SMM,2 - 4,West Ham v Crystal Palace
Maximilian Kilman PGM,1 - 3,Maximilian Kilman SMM,2 - 4,West Ham v Crystal Palace
Soungoutou Magassa PGM,0.5 - 2,Soungoutou Magassa SMM,1 - 3,West Ham v Crystal Palace
Igor Julio PGM,0.1 - 1,Igor Julio SMM,0.25 - 1.5,West Ham v Crystal Palace
Jean-Philippe Mateta PGM,23 - 26,Jean-Philippe Mateta SMM,36 - 42,West Ham v Crystal Palace
Christantus Uche PGM,12 - 15,Christantus Uche SMM,17 - 21,West Ham v Crystal Palace
Yeremy Pino PGM,9 - 12,Yeremy Pino SMM,12 - 16,West Ham v Crystal Palace
Daichi Kamada PGM,9 - 12,Daichi Kamada SMM,12 - 16,West Ham v Crystal Palace
Romain Esse PGM,9 - 12,Romain Esse SMM,12 - 16,West Ham v Crystal Palace
Justin Devenny PGM,8 - 11,Justin Devenny SMM,12 - 16,West Ham v Crystal Palace
Daniel Munoz PGM,5 - 8,Daniel Munoz SMM,8 - 11,West Ham v Crystal Palace
Maxence Lacroix PGM,2.5 - 5,Maxence Lacroix SMM,4 - 7,West Ham v Crystal Palace
Marc Guehi PGM,2 - 4,Marc Guehi SMM,2.5 - 5,West Ham v Crystal Palace
Jefferson Lerma PGM,2 - 4,Jefferson Lerma SMM,2.5 - 5,West Ham v Crystal Palace
Will Hughes PGM,2 - 4,Will Hughes SMM,2.5 - 5,West Ham v Crystal Palace
Chris Richards PGM,1 - 3,Chris Richards SMM,2 - 4,West Ham v Crystal Palace
Adam Wharton PGM,1 - 3,Adam Wharton SMM,2 - 4,West Ham v Crystal Palace
Borna Sosa PGM,1 - 3,Borna Sosa SMM,2 - 4,West Ham v Crystal Palace
Tyrick Mitchell PGM,1 - 3,Tyrick Mitchell SMM,2 - 4,West Ham v Crystal Palace
Nathaniel Clyne PGM,0.5 - 2,Nathaniel Clyne SMM,1 - 3,West Ham v Crystal Palace
Jorgen Strand Larsen PGM,23 - 26,Jorgen Strand Larsen SMM,35 - 41,Wolves v Leeds
Tolu Arokodare PGM,18 - 21,Tolu Arokodare SMM,28 - 33,Wolves v Leeds
Hwang Hee-chan PGM,11 - 14,Hwang Hee-chan SMM,16 - 20,Wolves v Leeds
Fernando Lopez PGM,11 - 14,Fernando Lopez SMM,16 - 20,Wolves v Leeds
Marshall Munetsi PGM,9 - 12,Marshall Munetsi SMM,13 - 17,Wolves v Leeds
Jhon Arias PGM,9 - 12,Jhon Arias SMM,13 - 17,Wolves v Leeds
Rodrigo Gomes PGM,4 - 7,Rodrigo Gomes SMM,7 - 10,Wolves v Leeds
Tawanda Chirewa PGM,4 - 7,Tawanda Chirewa SMM,6 - 9,Wolves v Leeds
Ladislav Krejci PGM,4 - 7,Ladislav Krejci SMM,6 - 9,Wolves v Leeds
Jean-Ricner Bellegarde PGM,3 - 6,Jean-Ricner Bellegarde SMM,5 - 8,Wolves v Leeds
Matt Doherty PGM,2.5 - 5,Matt Doherty SMM,4 - 7,Wolves v Leeds
Yerson Mosquera PGM,2.5 - 5,Yerson Mosquera SMM,4 - 7,Wolves v Leeds
Joao Gomes PGM,2.5 - 5,Joao Gomes SMM,4 - 7,Wolves v Leeds
Emmanuel Agbadou PGM,2 - 4,Emmanuel Agbadou SMM,2.5 - 5,Wolves v Leeds
David Moller Wolfe PGM,1 - 3,David Moller Wolfe SMM,2 - 4,Wolves v Leeds
Ki-Jana Hoever PGM,1 - 3,Ki-Jana Hoever SMM,2 - 4,Wolves v Leeds
Santiago Bueno PGM,1 - 3,Santiago Bueno SMM,2 - 4,Wolves v Leeds
Jackson Tchatchoua PGM,1 - 3,Jackson Tchatchoua SMM,2 - 4,Wolves v Leeds
Toti Gomes PGM,1 - 3,Toti Gomes SMM,2 - 4,Wolves v Leeds
Hugo Bueno PGM,1 - 3,Hugo Bueno SMM,2 - 4,Wolves v Leeds
Andre PGM,0.5 - 2,Andre SMM,1 - 3,Wolves v Leeds
Dominic Calvert-Lewin PGM,15 - 18,Dominic Calvert-Lewin SMM,22 - 27,Wolves v Leeds
Joel Piroe PGM,15 - 18,Joel Piroe SMM,21 - 26,Wolves v Leeds
Lukas Nmecha PGM,15 - 18,Lukas Nmecha SMM,21 - 26,Wolves v Leeds
Daniel James PGM,7 - 10,Daniel James SMM,10 - 14,Wolves v Leeds
Wilfried Gnonto PGM,6 - 9,Wilfried Gnonto SMM,9 - 13,Wolves v Leeds
Noah Okafor PGM,6 - 9,Noah Okafor SMM,8 - 11,Wolves v Leeds
Anton Stach PGM,5 - 8,Anton Stach SMM,7 - 10,Wolves v Leeds
Brenden Aaronson PGM,5 - 8,Brenden Aaronson SMM,7 - 10,Wolves v Leeds
Jack Harrison PGM,4 - 7,Jack Harrison SMM,6 - 9,Wolves v Leeds
Pascal Struijk PGM,3 - 6,Pascal Struijk SMM,5 - 8,Wolves v Leeds
Jayden Bogle PGM,2.5 - 5,Jayden Bogle SMM,4 - 7,Wolves v Leeds
Sean Longstaff PGM,2.5 - 5,Sean Longstaff SMM,4 - 7,Wolves v Leeds
Ao Tanaka PGM,2 - 4,Ao Tanaka SMM,2.5 - 5,Wolves v Leeds
Sebastiaan Bornauw PGM,2 - 4,Sebastiaan Bornauw SMM,2.5 - 5,Wolves v Leeds
Jaka Bijol PGM,1 - 3,Jaka Bijol SMM,2 - 4,Wolves v Leeds
James Justin PGM,1 - 3,James Justin SMM,2 - 4,Wolves v Leeds
Sam Byram PGM,1 - 3,Sam Byram SMM,2 - 4,Wolves v Leeds
Gabriel Gudmondsson PGM,1 - 3,Gabriel Gudmondsson SMM,2 - 4,Wolves v Leeds
Ilia Gruev PGM,0.5 - 2,Ilia Gruev SMM,1 - 3,Wolves v Leeds
Ethan Ampadu PGM,0.5 - 2,Ethan Ampadu SMM,1 - 3,Wolves v Leeds
Joe Rodon PGM,0.25 - 1.5,Joe Rodon SMM,0.5 - 2,Wolves v Leeds
Benjamin Sesko PGM,16 - 19,Benjamin Sesko SMM,25 - 30,Man Utd v Chelsea
Bruno Fernandes PGM,13 - 16,Bruno Fernandes SMM,19 - 23,Man Utd v Chelsea
Bryan Mbeumo PGM,13 - 16,Bryan Mbeumo SMM,19 - 23,Man Utd v Chelsea
Matheus Cunha PGM,13 - 16,Matheus Cunha SMM,19 - 23,Man Utd v Chelsea
Joshua Zirkzee PGM,13 - 16,Joshua Zirkzee SMM,19 - 23,Man Utd v Chelsea
Amad Diallo PGM,10 - 13,Amad Diallo SMM,14 - 18,Man Utd v Chelsea
Mason Mount PGM,8 - 11,Mason Mount SMM,12 - 16,Man Utd v Chelsea
Harry Maguire PGM,4 - 7,Harry Maguire SMM,6 - 9,Man Utd v Chelsea
Casemiro PGM,3 - 6,Casemiro SMM,6 - 9,Man Utd v Chelsea
Kobbie Mainoo PGM,3 - 6,Kobbie Mainoo SMM,6 - 9,Man Utd v Chelsea
Matthijs de Ligt PGM,3 - 6,Matthijs de Ligt SMM,5 - 8,Man Utd v Chelsea
Patrick Dorgu PGM,3 - 6,Patrick Dorgu SMM,5 - 8,Man Utd v Chelsea
Diogo Dalot PGM,2.5 - 5,Diogo Dalot SMM,4 - 7,Man Utd v Chelsea
Leny Yoro PGM,2 - 4,Leny Yoro SMM,4 - 7,Man Utd v Chelsea
Ayden Heaven PGM,2 - 4,Ayden Heaven SMM,2.5 - 5,Man Utd v Chelsea
Noussair Mazraoui PGM,1 - 3,Noussair Mazraoui SMM,2 - 4,Man Utd v Chelsea
Manuel Ugarte PGM,1 - 3,Manuel Ugarte SMM,2 - 4,Man Utd v Chelsea
Luke Shaw PGM,0.25 - 1.5,Luke Shaw SMM,0.5 - 2,Man Utd v Chelsea
Cole Palmer PGM,17 - 20,Cole Palmer SMM,27 - 32,Man Utd v Chelsea
Joao Pedro PGM,17 - 20,Joao Pedro SMM,25 - 30,Man Utd v Chelsea
Estevao PGM,10 - 13,Estevao SMM,14 - 18,Man Utd v Chelsea
Alejandro Garnacho PGM,10 - 13,Alejandro Garnacho SMM,14 - 18,Man Utd v Chelsea
Pedro Neto PGM,8 - 11,Pedro Neto SMM,12 - 16,Man Utd v Chelsea
Jamie Gittens PGM,8 - 11,Jamie Gittens SMM,12 - 16,Man Utd v Chelsea
Tyrique George PGM,8 - 11,Tyrique George SMM,12 - 16,Man Utd v Chelsea
Facundo Buonanotte PGM,7 - 10,Facundo Buonanotte SMM,10 - 14,Man Utd v Chelsea
Andrey Santos PGM,5 - 8,Andrey Santos SMM,8 - 11,Man Utd v Chelsea
Enzo Fernandez PGM,4 - 7,Enzo Fernandez SMM,7 - 10,Man Utd v Chelsea
Marc Cucurella PGM,3 - 6,Marc Cucurella SMM,5 - 8,Man Utd v Chelsea
Trevoh Chalobah PGM,2.5 - 5,Trevoh Chalobah SMM,4 - 7,Man Utd v Chelsea
Tosin Adarabioyo PGM,2.5 - 5,Tosin Adarabioyo SMM,4 - 7,Man Utd v Chelsea
Reece James PGM,2.5 - 5,Reece James SMM,4 - 7,Man Utd v Chelsea
Wesley Fofana PGM,1 - 3,Wesley Fofana SMM,2 - 4,Man Utd v Chelsea
Moises Caicedo PGM,1 - 3,Moises Caicedo SMM,2 - 4,Man Utd v Chelsea
Jorrel Hato PGM,1 - 3,Jorrel Hato SMM,2 - 4,Man Utd v Chelsea
Malo Gusto PGM,1 - 3,Malo Gusto SMM,2 - 4,Man Utd v Chelsea
Josh Acheampong PGM,1 - 3,Josh Acheampong SMM,2 - 4,Man Utd v Chelsea
Raul Jimenez PGM,22 - 25,Raul Jimenez SMM,33 - 39,Fulham v Brentford
Rodrigo Muniz PGM,21 - 24,Rodrigo Muniz SMM,32 - 38,Fulham v Brentford
Harry Wilson PGM,11 - 14,Harry Wilson SMM,17 - 21,Fulham v Brentford
Emile Smith Rowe PGM,10 - 13,Emile Smith Rowe SMM,14 - 18,Fulham v Brentford
Kevin PGM,10 - 13,Kevin SMM,14 - 18,Fulham v Brentford
Alex Iwobi PGM,8 - 11,Alex Iwobi SMM,12 - 16,Fulham v Brentford
Joshua King PGM,8 - 11,Joshua King SMM,12 - 16,Fulham v Brentford
Adama Traore PGM,7 - 10,Adama Traore SMM,10 - 14,Fulham v Brentford
Tom Cairney PGM,4 - 7,Tom Cairney SMM,7 - 10,Fulham v Brentford
Ryan Sessegnon PGM,3 - 6,Ryan Sessegnon SMM,5 - 8,Fulham v Brentford
Sasa Lukic PGM,2.5 - 5,Sasa Lukic SMM,5 - 8,Fulham v Brentford
Sander Berge PGM,2 - 4,Sander Berge SMM,2.5 - 5,Fulham v Brentford
Kenny Tete PGM,1 - 3,Kenny Tete SMM,2 - 4,Fulham v Brentford
Joachim Andersen PGM,1 - 3,Joachim Andersen SMM,2 - 4,Fulham v Brentford
Timothy Castagne PGM,1 - 3,Timothy Castagne SMM,2 - 4,Fulham v Brentford
Issa Diop PGM,1 - 3,Issa Diop SMM,2 - 4,Fulham v Brentford
Calvin Bassey PGM,1 - 3,Calvin Bassey SMM,2 - 4,Fulham v Brentford
Antonee Robinson PGM,1 - 3,Antonee Robinson SMM,2 - 4,Fulham v Brentford
Igor Thiago PGM,14 - 17,Igor Thiago SMM,20 - 24,Fulham v Brentford
Kevin Schade PGM,9 - 12,Kevin Schade SMM,13 - 17,Fulham v Brentford
Dango Ouattara PGM,7 - 10,Dango Ouattara SMM,10 - 14,Fulham v Brentford
Fabio Carvalho PGM,7 - 10,Fabio Carvalho SMM,10 - 14,Fulham v Brentford
Reiss Nelson PGM,5 - 8,Reiss Nelson SMM,8 - 11,Fulham v Brentford
Antoni Milambo PGM,5 - 8,Antoni Milambo SMM,7 - 10,Fulham v Brentford
Mikkel Damsgaard PGM,2.5 - 5,Mikkel Damsgaard SMM,5 - 8,Fulham v Brentford
Keane Lewis-Potter PGM,2 - 4,Keane Lewis-Potter SMM,2.5 - 5,Fulham v Brentford
Frank Onyeka PGM,2 - 4,Frank Onyeka SMM,2.5 - 5,Fulham v Brentford
Yehor Yarmolyuk PGM,2 - 4,Yehor Yarmolyuk SMM,2.5 - 5,Fulham v Brentford
Nathan Collins PGM,1 - 3,Nathan Collins SMM,2 - 4,Fulham v Brentford
Jordan Henderson PGM,1 - 3,Jordan Henderson SMM,2 - 4,Fulham v Brentford
Vitaly Janelt PGM,1 - 3,Vitaly Janelt SMM,2 - 4,Fulham v Brentford
Benjamin Arthur PGM,1 - 3,Benjamin Arthur SMM,2 - 4,Fulham v Brentford
Sepp van den Berg PGM,1 - 3,Sepp van den Berg SMM,2 - 4,Fulham v Brentford
Aaron Hickey PGM,1 - 3,Aaron Hickey SMM,2 - 4,Fulham v Brentford
Kristoffer Ajer PGM,1 - 3,Kristoffer Ajer SMM,2 - 4,Fulham v Brentford
Michael Kayode PGM,0.5 - 2,Michael Kayode SMM,1 - 3,Fulham v Brentford
Rico Henry PGM,0.5 - 2,Rico Henry SMM,1 - 3,Fulham v Brentford
Antoine Semenyo PGM,18 - 21,Antoine Semenyo SMM,27 - 32,Bournemouth v Newcastle
Evanilson PGM,18 - 21,Evanilson SMM,27 - 32,Bournemouth v Newcastle
Eli Junior Kroupi PGM,17 - 20,Eli Junior Kroupi SMM,25 - 30,Bournemouth v Newcastle
Justin Kluivert PGM,14 - 17,Justin Kluivert SMM,20 - 24,Bournemouth v Newcastle
Amine Adli PGM,9 - 12,Amine Adli SMM,13 - 17,Bournemouth v Newcastle
David Brooks PGM,8 - 11,David Brooks SMM,12 - 16,Bournemouth v Newcastle
Marcus Tavernier PGM,8 - 11,Marcus Tavernier SMM,12 - 16,Bournemouth v Newcastle
Ben Doak PGM,6 - 9,Ben Doak SMM,9 - 13,Bournemouth v Newcastle
Ryan Christie PGM,5 - 8,Ryan Christie SMM,7 - 10,Bournemouth v Newcastle
Bafode Diakite PGM,3 - 6,Bafode Diakite SMM,5 - 8,Bournemouth v Newcastle
Alex Scott PGM,3 - 6,Alex Scott SMM,5 - 8,Bournemouth v Newcastle
Marcos Senesi PGM,2 - 4,Marcos Senesi SMM,2.5 - 5,Bournemouth v Newcastle
Adrien Truffert PGM,2 - 4,Adrien Truffert SMM,2.5 - 5,Bournemouth v Newcastle
Alex Jimenez PGM,2 - 4,Alex Jimenez SMM,2.5 - 5,Bournemouth v Newcastle
James Hill PGM,1 - 3,James Hill SMM,2 - 4,Bournemouth v Newcastle
Julian Araujo PGM,1 - 3,Julian Araujo SMM,2 - 4,Bournemouth v Newcastle
Veljko Milosavljevic PGM,1 - 3,Veljko Milosavljevic SMM,2 - 4,Bournemouth v Newcastle
Tyler Adams PGM,1 - 3,Tyler Adams SMM,2 - 4,Bournemouth v Newcastle
Lewis Cook PGM,1 - 3,Lewis Cook SMM,2 - 4,Bournemouth v Newcastle
Julio Soler PGM,1 - 3,Julio Soler SMM,2 - 4,Bournemouth v Newcastle
Nick Woltemade PGM,17 - 20,Nick Woltemade SMM,25 - 30,Bournemouth v Newcastle
Harvey Barnes PGM,11 - 14,Harvey Barnes SMM,16 - 20,Bournemouth v Newcastle
William Osula PGM,9 - 12,William Osula SMM,13 - 17,Bournemouth v Newcastle
Anthony Elanga PGM,8 - 11,Anthony Elanga SMM,12 - 16,Bournemouth v Newcastle
Jacob Murphy PGM,7 - 10,Jacob Murphy SMM,9 - 13,Bournemouth v Newcastle
Joe Willock PGM,7 - 10,Joe Willock SMM,9 - 13,Bournemouth v Newcastle
Joelinton PGM,5 - 8,Joelinton SMM,8 - 11,Bournemouth v Newcastle
Sandro Tonali PGM,4 - 7,Sandro Tonali SMM,6 - 9,Bournemouth v Newcastle
Bruno Guimaraes PGM,3 - 6,Bruno Guimaraes SMM,6 - 9,Bournemouth v Newcastle
Fabian Schar PGM,3 - 6,Fabian Schar SMM,5 - 8,Bournemouth v Newcastle
Lewis Miley PGM,2.5 - 5,Lewis Miley SMM,4 - 7,Bournemouth v Newcastle
Dan Burn PGM,2 - 4,Dan Burn SMM,2.5 - 5,Bournemouth v Newcastle
Sven Botman PGM,1 - 3,Sven Botman SMM,2 - 4,Bournemouth v Newcastle
Lewis Hall PGM,1 - 3,Lewis Hall SMM,2 - 4,Bournemouth v Newcastle
