PGM_names,PGM_odds,SMM_names,SMM_odds,contest
Luke O'Nien PGM,1 - 3,Luke O'Nien SMM,2.5 - 5,Sunderland v Bournemouth
Noah Sadiki PGM,1 - 3,Noah Sadiki SMM,2 - 4,Sunderland v Bournemouth
Dan Neil PGM,0.5 - 2,Dan Neil SMM,1 - 3,Sunderland v Bournemouth
Arthur Masuaku PGM,0.5 - 2,Arthur Masuaku SMM,1 - 3,Sunderland v Bournemouth
Reinildo Mandava PGM,0.25 - 1.5,Reinildo Mandava SMM,0.5 - 2,Sunderland v Bournemouth
Enes Unal PGM,16 - 19,Enes Unal SMM,24 - 29,Sunderland v Bournemouth
Evanilson PGM,15 - 18,Evanilson SMM,22 - 27,Sunderland v Bournemouth
Eli Junior Kroupi PGM,13 - 16,Eli Junior Kroupi SMM,20 - 24,Sunderland v Bournemouth
Antoine Semenyo PGM,11 - 14,Antoine Semenyo SMM,16 - 20,Sunderland v Bournemouth
Marcus Tavernier PGM,8 - 11,Marcus Tavernier SMM,12 - 16,Sunderland v Bournemouth
David Brooks PGM,6 - 9,David Brooks SMM,8 - 11,Sunderland v Bournemouth
Amine Adli PGM,5 - 8,Amine Adli SMM,8 - 11,Sunderland v Bournemouth
Ryan Christie PGM,2.5 - 5,Ryan Christie SMM,4 - 7,Sunderland v Bournemouth
James Hill PGM,2.5 - 5,James Hill SMM,4 - 7,Sunderland v Bournemouth
Alex Scott PGM,2.5 - 5,Alex Scott SMM,4 - 7,Sunderland v Bournemouth
Alejandro Jimenez PGM,2 - 4,Alejandro Jimenez SMM,2.5 - 5,Sunderland v Bournemouth
Bafode Diakite PGM,2 - 4,Bafode Diakite SMM,2.5 - 5,Sunderland v Bournemouth
Marcos Senesi PGM,1 - 3,Marcos Senesi SMM,2 - 4,Sunderland v Bournemouth
Adrien Truffert PGM,1 - 3,Adrien Truffert SMM,2 - 4,Sunderland v Bournemouth
Tyler Adams PGM,1 - 3,Tyler Adams SMM,2 - 4,Sunderland v Bournemouth
Veljko Milosavljevic PGM,0.5 - 2,Veljko Milosavljevic SMM,1 - 3,Sunderland v Bournemouth
Julian Araujo PGM,0.5 - 2,Julian Araujo SMM,1 - 3,Sunderland v Bournemouth
Lewis Cook PGM,0.5 - 2,Lewis Cook SMM,1 - 3,Sunderland v Bournemouth
Julio Soler PGM,0.25 - 1.5,Julio Soler SMM,0.5 - 2,Sunderland v Bournemouth
Adam Smith PGM,0.25 - 1.5,Adam Smith SMM,0.5 - 2,Sunderland v Bournemouth
Justin Kluivert PGM,11 - 14,Justin Kluivert SMM,17 - 21,Sunderland v Bournemouth
Beto PGM,15 - 18,Beto SMM,21 - 26,Everton v Newcastle
Iliman Ndiaye PGM,14 - 17,Iliman Ndiaye SMM,20 - 24,Everton v Newcastle
Thierno Barry PGM,14 - 17,Thierno Barry SMM,20 - 24,Everton v Newcastle
Carlos Alcaraz PGM,8 - 11,Carlos Alcaraz SMM,12 - 16,Everton v Newcastle
Jack Grealish PGM,6 - 9,Jack Grealish SMM,9 - 13,Everton v Newcastle
Kiernan Dewsbury-Hall PGM,6 - 9,Kiernan Dewsbury-Hall SMM,9 - 13,Everton v Newcastle
Dwight McNeil PGM,5 - 8,Dwight McNeil SMM,8 - 11,Everton v Newcastle
Tyler Dibling PGM,5 - 8,Tyler Dibling SMM,8 - 11,Everton v Newcastle
Michael Keane PGM,2.5 - 5,Michael Keane SMM,4 - 7,Everton v Newcastle
Tim Iroegbunam PGM,2.5 - 5,Tim Iroegbunam SMM,4 - 7,Everton v Newcastle
James Tarkowski PGM,2 - 4,James Tarkowski SMM,2.5 - 5,Everton v Newcastle
Jake O'Brien PGM,2 - 4,Jake O'Brien SMM,2.5 - 5,Everton v Newcastle
James Garner PGM,2 - 4,James Garner SMM,2.5 - 5,Everton v Newcastle
Adam Aznou PGM,1 - 3,Adam Aznou SMM,2 - 4,Everton v Newcastle
Vitaliy Mykolenko PGM,0.5 - 2,Vitaliy Mykolenko SMM,1 - 3,Everton v Newcastle
Seamus Coleman PGM,0.5 - 2,Seamus Coleman SMM,1 - 3,Everton v Newcastle
Nick Woltemade PGM,18 - 21,Nick Woltemade SMM,28 - 33,Everton v Newcastle
Anthony Gordon PGM,15 - 18,Anthony Gordon SMM,22 - 27,Everton v Newcastle
William Osula PGM,14 - 17,William Osula SMM,21 - 26,Everton v Newcastle
Harvey Barnes PGM,12 - 15,Harvey Barnes SMM,18 - 22,Everton v Newcastle
Anthony Elanga PGM,8 - 11,Anthony Elanga SMM,12 - 16,Everton v Newcastle
Jacob Murphy PGM,7 - 10,Jacob Murphy SMM,10 - 14,Everton v Newcastle
Jacob Ramsey PGM,6 - 9,Jacob Ramsey SMM,8 - 11,Everton v Newcastle
Joe Willock PGM,4 - 7,Joe Willock SMM,7 - 10,Everton v Newcastle
Bruno Guimaraes PGM,4 - 7,Bruno Guimaraes SMM,6 - 9,Everton v Newcastle
Joelinton PGM,4 - 7,Joelinton SMM,6 - 9,Everton v Newcastle
Sandro Tonali PGM,3 - 6,Sandro Tonali SMM,5 - 8,Everton v Newcastle
Lewis Miley PGM,2.5 - 5,Lewis Miley SMM,5 - 8,Everton v Newcastle
Dan Burn PGM,2.5 - 5,Dan Burn SMM,4 - 7,Everton v Newcastle
Malick Thiaw PGM,2 - 4,Malick Thiaw SMM,2.5 - 5,Everton v Newcastle
Fabian Schar PGM,2 - 4,Fabian Schar SMM,2.5 - 5,Everton v Newcastle
Sven Botman PGM,2 - 4,Sven Botman SMM,2.5 - 5,Everton v Newcastle
Lewis Hall PGM,0.5 - 2,Lewis Hall SMM,1 - 3,Everton v Newcastle
Kieran Trippier PGM,0.5 - 2,Kieran Trippier SMM,1 - 3,Everton v Newcastle
Tino Livramento PGM,0.25 - 1.5,Tino Livramento SMM,0.5 - 2,Everton v Newcastle
Richarlison PGM,16 - 19,Richarlison SMM,24 - 29,Tottenham v Fulham
Mathys Tel PGM,16 - 19,Mathys Tel SMM,24 - 29,Tottenham v Fulham
Randal Kolo Muani PGM,15 - 18,Randal Kolo Muani SMM,21 - 26,Tottenham v Fulham
Brennan Johnson PGM,12 - 15,Brennan Johnson SMM,18 - 22,Tottenham v Fulham
Mohammed Kudus PGM,9 - 12,Mohammed Kudus SMM,13 - 17,Tottenham v Fulham
Wilson Odobert PGM,8 - 11,Wilson Odobert SMM,12 - 16,Tottenham v Fulham
Xavi Simons PGM,8 - 11,Xavi Simons SMM,12 - 16,Tottenham v Fulham
Lucas Bergvall PGM,5 - 8,Lucas Bergvall SMM,7 - 10,Tottenham v Fulham
Pape Sarr PGM,4 - 7,Pape Sarr SMM,7 - 10,Tottenham v Fulham
Micky van de Ven PGM,4 - 7,Micky van de Ven SMM,7 - 10,Tottenham v Fulham
Joao Palhinha PGM,3 - 6,Joao Palhinha SMM,5 - 8,Tottenham v Fulham
Rodrigo Bentancur PGM,2.5 - 5,Rodrigo Bentancur SMM,4 - 7,Tottenham v Fulham
Pedro Porro PGM,2 - 4,Pedro Porro SMM,4 - 7,Tottenham v Fulham
Cristian Romero PGM,2 - 4,Cristian Romero SMM,4 - 7,Tottenham v Fulham
Destiny Udogie PGM,1 - 3,Destiny Udogie SMM,2.5 - 5,Tottenham v Fulham
Djed Spence PGM,1 - 3,Djed Spence SMM,2 - 4,Tottenham v Fulham
Kevin Danso PGM,1 - 3,Kevin Danso SMM,2 - 4,Tottenham v Fulham
Raul Jimenez PGM,17 - 20,Raul Jimenez SMM,27 - 32,Tottenham v Fulham
Harry Wilson PGM,8 - 11,Harry Wilson SMM,12 - 16,Tottenham v Fulham
Emile Smith Rowe PGM,8 - 11,Emile Smith Rowe SMM,12 - 16,Tottenham v Fulham
Kevin PGM,6 - 9,Kevin SMM,9 - 13,Tottenham v Fulham
Josh King PGM,6 - 9,Josh King SMM,9 - 13,Tottenham v Fulham
Alex Iwobi PGM,6 - 9,Alex Iwobi SMM,8 - 11,Tottenham v Fulham
Ryan Sessegnon PGM,2.5 - 5,Ryan Sessegnon SMM,4 - 7,Tottenham v Fulham
Sasa Lukic PGM,2.5 - 5,Sasa Lukic SMM,4 - 7,Tottenham v Fulham
Sander Berge PGM,1 - 3,Sander Berge SMM,2 - 4,Tottenham v Fulham
Jorge Cuenca PGM,1 - 3,Jorge Cuenca SMM,2 - 4,Tottenham v Fulham
Kenny Tete PGM,1 - 3,Kenny Tete SMM,2 - 4,Tottenham v Fulham
Joachim Andersen PGM,1 - 3,Joachim Andersen SMM,2 - 4,Tottenham v Fulham
Calvin Bassey PGM,1 - 3,Calvin Bassey SMM,2 - 4,Tottenham v Fulham
Samuel Chukwueze PGM,Suspended,Samuel Chukwueze SMM,Suspended,Tottenham v Fulham
Jean-Philippe Mateta PGM,26 - 29,Jean-Philippe Mateta SMM,41 - 48,Crystal Palace v Man Utd
Ismaila Sarr PGM,15 - 18,Ismaila Sarr SMM,22 - 27,Crystal Palace v Man Utd
Eddie Nketiah PGM,15 - 18,Eddie Nketiah SMM,22 - 27,Crystal Palace v Man Utd
Yeremy Pino PGM,8 - 11,Yeremy Pino SMM,10 - 14,Crystal Palace v Man Utd
Christantus Uche PGM,8 - 11,Christantus Uche SMM,10 - 14,Crystal Palace v Man Utd
Justin Devenny PGM,7 - 10,Justin Devenny SMM,10 - 14,Crystal Palace v Man Utd
Daniel Munoz PGM,6 - 9,Daniel Munoz SMM,9 - 13,Crystal Palace v Man Utd
Daichi Kamada PGM,3 - 6,Daichi Kamada SMM,5 - 8,Crystal Palace v Man Utd
Jefferson Lerma PGM,2.5 - 5,Jefferson Lerma SMM,4 - 7,Crystal Palace v Man Utd
Maxence Lacroix PGM,2.5 - 5,Maxence Lacroix SMM,4 - 7,Crystal Palace v Man Utd
Marc Guehi PGM,2.5 - 5,Marc Guehi SMM,4 - 7,Crystal Palace v Man Utd
Chris Richards PGM,1 - 3,Chris Richards SMM,2.5 - 5,Crystal Palace v Man Utd
Tyrick Mitchell PGM,1 - 3,Tyrick Mitchell SMM,2.5 - 5,Crystal Palace v Man Utd
Adam Wharton PGM,1 - 3,Adam Wharton SMM,2 - 4,Crystal Palace v Man Utd
Will Hughes PGM,1 - 3,Will Hughes SMM,2 - 4,Crystal Palace v Man Utd
Jaydee Canvot PGM,1 - 3,Jaydee Canvot SMM,2 - 4,Crystal Palace v Man Utd
Nathaniel Clyne PGM,0.25 - 1.5,Nathaniel Clyne SMM,0.5 - 2,Crystal Palace v Man Utd
Bryan Mbeumo PGM,13 - 16,Bryan Mbeumo SMM,19 - 23,Crystal Palace v Man Utd
Bruno Fernandes PGM,11 - 14,Bruno Fernandes SMM,16 - 20,Crystal Palace v Man Utd
Joshua Zirkzee PGM,11 - 14,Joshua Zirkzee SMM,16 - 20,Crystal Palace v Man Utd
Amad Diallo PGM,7 - 10,Amad Diallo SMM,9 - 13,Crystal Palace v Man Utd
Mason Mount PGM,6 - 9,Mason Mount SMM,9 - 13,Crystal Palace v Man Utd
Casemiro PGM,3 - 6,Casemiro SMM,5 - 8,Crystal Palace v Man Utd
Kobbie Mainoo PGM,3 - 6,Kobbie Mainoo SMM,5 - 8,Crystal Palace v Man Utd
Matthijs de Ligt PGM,2.5 - 5,Matthijs de Ligt SMM,4 - 7,Crystal Palace v Man Utd
Patrick Dorgu PGM,2.5 - 5,Patrick Dorgu SMM,4 - 7,Crystal Palace v Man Utd
Leny Yoro PGM,2 - 4,Leny Yoro SMM,2.5 - 5,Crystal Palace v Man Utd
Diogo Dalot PGM,1 - 3,Diogo Dalot SMM,2 - 4,Crystal Palace v Man Utd
Lisandro Martinez PGM,1 - 3,Lisandro Martinez SMM,2 - 4,Crystal Palace v Man Utd
Ayden Heaven PGM,1 - 3,Ayden Heaven SMM,2 - 4,Crystal Palace v Man Utd
Noussair Mazraoui PGM,0.5 - 2,Noussair Mazraoui SMM,1 - 3,Crystal Palace v Man Utd
Manuel Ugarte PGM,0.5 - 2,Manuel Ugarte SMM,1 - 3,Crystal Palace v Man Utd
Luke Shaw PGM,0.25 - 1.5,Luke Shaw SMM,0.5 - 2,Crystal Palace v Man Utd
Donyell Malen PGM,25 - 28,Donyell Malen SMM,39 - 46,Aston Villa v Wolves
Ollie Watkins PGM,24 - 27,Ollie Watkins SMM,37 - 43,Aston Villa v Wolves
Evann Guessand PGM,16 - 19,Evann Guessand SMM,24 - 29,Aston Villa v Wolves
Morgan Rogers PGM,15 - 18,Morgan Rogers SMM,21 - 26,Aston Villa v Wolves
John McGinn PGM,12 - 15,John McGinn SMM,17 - 21,Aston Villa v Wolves
Emiliano Buendia PGM,11 - 14,Emiliano Buendia SMM,16 - 20,Aston Villa v Wolves
Harvey Elliott PGM,11 - 14,Harvey Elliott SMM,16 - 20,Aston Villa v Wolves
Jadon Sancho PGM,10 - 13,Jadon Sancho SMM,14 - 18,Aston Villa v Wolves
Youri Tielemans PGM,8 - 11,Youri Tielemans SMM,12 - 16,Aston Villa v Wolves
Ross Barkley PGM,8 - 11,Ross Barkley SMM,12 - 16,Aston Villa v Wolves
Matty Cash PGM,4 - 7,Matty Cash SMM,6 - 9,Aston Villa v Wolves
Ian Maatsen PGM,4 - 7,Ian Maatsen SMM,6 - 9,Aston Villa v Wolves
Amadou Onana PGM,4 - 7,Amadou Onana SMM,6 - 9,Aston Villa v Wolves
Pau Torres PGM,2 - 4,Pau Torres SMM,2.5 - 5,Aston Villa v Wolves
Ezri Konsa PGM,1 - 3,Ezri Konsa SMM,2 - 4,Aston Villa v Wolves
Lucas Digne PGM,1 - 3,Lucas Digne SMM,2 - 4,Aston Villa v Wolves
Boubacar Kamara PGM,1 - 3,Boubacar Kamara SMM,2 - 4,Aston Villa v Wolves
Victor Lindelof PGM,1 - 3,Victor Lindelof SMM,2 - 4,Aston Villa v Wolves
Lamare Bogarde PGM,1 - 3,Lamare Bogarde SMM,2 - 4,Aston Villa v Wolves
Jorgen Strand Larsen PGM,12 - 15,Jorgen Strand Larsen SMM,18 - 22,Aston Villa v Wolves
Hwang Hee-chan PGM,7 - 10,Hwang Hee-chan SMM,10 - 14,Aston Villa v Wolves
Tolu Arokodare PGM,7 - 10,Tolu Arokodare SMM,10 - 14,Aston Villa v Wolves
Jhon Arias PGM,4 - 7,Jhon Arias SMM,7 - 10,Aston Villa v Wolves
Fernando Lopez PGM,4 - 7,Fernando Lopez SMM,7 - 10,Aston Villa v Wolves
Marshall Munetsi PGM,3 - 6,Marshall Munetsi SMM,5 - 8,Aston Villa v Wolves
Jean-Ricner Bellegarde PGM,3 - 6,Jean-Ricner Bellegarde SMM,5 - 8,Aston Villa v Wolves
Ladislav Krejci PGM,2 - 4,Ladislav Krejci SMM,2.5 - 5,Aston Villa v Wolves
Joao Gomes PGM,2 - 4,Joao Gomes SMM,2.5 - 5,Aston Villa v Wolves
Emmanuel Agbadou PGM,1 - 3,Emmanuel Agbadou SMM,2 - 4,Aston Villa v Wolves
Toti Gomes PGM,1 - 3,Toti Gomes SMM,2 - 4,Aston Villa v Wolves
Ki-Jana Hoever PGM,1 - 3,Ki-Jana Hoever SMM,2 - 4,Aston Villa v Wolves
Jackson Tchatchoua PGM,0.5 - 2,Jackson Tchatchoua SMM,1 - 3,Aston Villa v Wolves
Andre PGM,0.5 - 2,Andre SMM,1 - 3,Aston Villa v Wolves
Hugo Bueno PGM,0.5 - 2,Hugo Bueno SMM,1 - 3,Aston Villa v Wolves
David Moller Wolfe PGM,0.5 - 2,David Moller Wolfe SMM,1 - 3,Aston Villa v Wolves
Santiago Bueno PGM,0.25 - 1.5,Santiago Bueno SMM,0.5 - 2,Aston Villa v Wolves
Igor Jesus PGM,16 - 19,Igor Jesus SMM,24 - 29,Nottingham Forest v Brighton
Arnaud Kalimuendo PGM,14 - 17,Arnaud Kalimuendo SMM,21 - 26,Nottingham Forest v Brighton
Morgan Gibbs-White PGM,12 - 15,Morgan Gibbs-White SMM,17 - 21,Nottingham Forest v Brighton
Dan Ndoye PGM,8 - 11,Dan Ndoye SMM,12 - 16,Nottingham Forest v Brighton
James McAtee PGM,8 - 11,James McAtee SMM,12 - 16,Nottingham Forest v Brighton
Callum Hudson-Odoi PGM,5 - 8,Callum Hudson-Odoi SMM,8 - 11,Nottingham Forest v Brighton
Omari Hutchinson PGM,5 - 8,Omari Hutchinson SMM,8 - 11,Nottingham Forest v Brighton
Ryan Yates PGM,5 - 8,Ryan Yates SMM,7 - 10,Nottingham Forest v Brighton
Elliot Anderson PGM,4 - 7,Elliot Anderson SMM,6 - 9,Nottingham Forest v Brighton
Nicolas Dominguez PGM,4 - 7,Nicolas Dominguez SMM,6 - 9,Nottingham Forest v Brighton
Ibrahim Sangare PGM,2.5 - 5,Ibrahim Sangare SMM,4 - 7,Nottingham Forest v Brighton
Nikola Milenkovic PGM,2 - 4,Nikola Milenkovic SMM,2.5 - 5,Nottingham Forest v Brighton
Neco Williams PGM,2 - 4,Neco Williams SMM,2.5 - 5,Nottingham Forest v Brighton
Murillo PGM,1 - 3,Murillo SMM,2.5 - 5,Nottingham Forest v Brighton
Nicolo Savona PGM,1 - 3,Nicolo Savona SMM,2 - 4,Nottingham Forest v Brighton
Jair Cunha PGM,1 - 3,Jair Cunha SMM,2 - 4,Nottingham Forest v Brighton
Morato PGM,0.5 - 2,Morato SMM,1 - 3,Nottingham Forest v Brighton
Zach Abbott PGM,0.5 - 2,Zach Abbott SMM,1 - 3,Nottingham Forest v Brighton
Danny Welbeck PGM,18 - 21,Danny Welbeck SMM,27 - 32,Nottingham Forest v Brighton
Stefanos Tzimas PGM,15 - 18,Stefanos Tzimas SMM,21 - 26,Nottingham Forest v Brighton
Charalampos Kostoulas PGM,11 - 14,Charalampos Kostoulas SMM,16 - 20,Nottingham Forest v Brighton
Georginio Rutter PGM,8 - 11,Georginio Rutter SMM,12 - 16,Nottingham Forest v Brighton
Yankuba Minteh PGM,8 - 11,Yankuba Minteh SMM,12 - 16,Nottingham Forest v Brighton
Diego Gomez PGM,6 - 9,Diego Gomez SMM,9 - 13,Nottingham Forest v Brighton
Brajan Gruda PGM,6 - 9,Brajan Gruda SMM,8 - 11,Nottingham Forest v Brighton
Jack Hinshelwood PGM,4 - 7,Jack Hinshelwood SMM,7 - 10,Nottingham Forest v Brighton
Yasin Ayari PGM,3 - 6,Yasin Ayari SMM,6 - 9,Nottingham Forest v Brighton
Ferdi Kadioglu PGM,2.5 - 5,Ferdi Kadioglu SMM,4 - 7,Nottingham Forest v Brighton
Maxime De Cuyper PGM,2.5 - 5,Maxime De Cuyper SMM,4 - 7,Nottingham Forest v Brighton
Carlos Baleba PGM,2 - 4,Carlos Baleba SMM,4 - 7,Nottingham Forest v Brighton
Mats Wieffer PGM,2 - 4,Mats Wieffer SMM,2.5 - 5,Nottingham Forest v Brighton
Lewis Dunk PGM,1 - 3,Lewis Dunk SMM,2 - 4,Nottingham Forest v Brighton
Jan Paul van Hecke PGM,1 - 3,Jan Paul van Hecke SMM,2 - 4,Nottingham Forest v Brighton
Olivier Boscagli PGM,1 - 3,Olivier Boscagli SMM,2 - 4,Nottingham Forest v Brighton
Diego Coppola PGM,1 - 3,Diego Coppola SMM,2 - 4,Nottingham Forest v Brighton
Joel Veltman PGM,0.5 - 2,Joel Veltman SMM,1 - 3,Nottingham Forest v Brighton
Jarrod Bowen PGM,13 - 16,Jarrod Bowen SMM,19 - 23,West Ham v Liverpool
Callum Wilson PGM,13 - 16,Callum Wilson SMM,19 - 23,West Ham v Liverpool
Lucas Paqueta PGM,7 - 10,Lucas Paqueta SMM,9 - 13,West Ham v Liverpool
Luis Guilherme PGM,6 - 9,Luis Guilherme SMM,8 - 11,West Ham v Liverpool
Crysencio Summerville PGM,5 - 8,Crysencio Summerville SMM,8 - 11,West Ham v Liverpool
Tomas Soucek PGM,5 - 8,Tomas Soucek SMM,8 - 11,West Ham v Liverpool
Mateus Fernandes PGM,3 - 6,Mateus Fernandes SMM,5 - 8,West Ham v Liverpool
Andy Irving PGM,3 - 6,Andy Irving SMM,5 - 8,West Ham v Liverpool
El Hadji Malick Diouf PGM,2.5 - 5,El Hadji Malick Diouf SMM,4 - 7,West Ham v Liverpool
Freddie Potts PGM,1 - 3,Freddie Potts SMM,2 - 4,West Ham v Liverpool
Max Kilman PGM,1 - 3,Max Kilman SMM,2 - 4,West Ham v Liverpool
Guido Rodriguez PGM,1 - 3,Guido Rodriguez SMM,2 - 4,West Ham v Liverpool
Aaron Wan-Bissaka PGM,1 - 3,Aaron Wan-Bissaka SMM,2 - 4,West Ham v Liverpool
Jean-Clair Todibo PGM,1 - 3,Jean-Clair Todibo SMM,2 - 4,West Ham v Liverpool
