PGM_names,PGM_odds,SMM_names,SMM_odds,contest
Hjalmar Ekdal PGM,1 - 3,Hjalmar Ekdal SMM,2 - 4,Wolves v Burnley
Florentino Luis PGM,1 - 3,Florentino Luis SMM,2 - 4,Wolves v Burnley
Axel Tuanzebe PGM,0.5 - 2,Axel Tuanzebe SMM,1 - 3,Wolves v Burnley
Maxime Esteve PGM,0.5 - 2,Maxime Esteve SMM,1 - 3,Wolves v Burnley
Quilindschy Hartman PGM,0.5 - 2,Quilindschy Hartman SMM,1 - 3,Wolves v Burnley
Kyle Walker PGM,0.25 - 1.5,Kyle Walker SMM,0.5 - 2,Wolves v Burnley
Lucas Pires PGM,0.25 - 1.5,Lucas Pires SMM,0.5 - 2,Wolves v Burnley
Beto PGM,16 - 19,Beto SMM,24 - 29,Everton v Tottenham
Thierno Barry PGM,16 - 19,Thierno Barry SMM,24 - 29,Everton v Tottenham
Iliman Ndiaye PGM,15 - 18,Iliman Ndiaye SMM,22 - 27,Everton v Tottenham
Carlos Alcaraz PGM,10 - 13,Carlos Alcaraz SMM,14 - 18,Everton v Tottenham
Jack Grealish PGM,7 - 10,Jack Grealish SMM,10 - 14,Everton v Tottenham
Tyler Dibling PGM,7 - 10,Tyler Dibling SMM,9 - 13,Everton v Tottenham
Kiernan Dewsbury-Hall PGM,6 - 9,Kiernan Dewsbury-Hall SMM,9 - 13,Everton v Tottenham
Dwight McNeil PGM,6 - 9,Dwight McNeil SMM,9 - 13,Everton v Tottenham
Tim Iroegbunam PGM,3 - 6,Tim Iroegbunam SMM,5 - 8,Everton v Tottenham
Jake O'Brien PGM,2.5 - 5,Jake O'Brien SMM,4 - 7,Everton v Tottenham
James Tarkowski PGM,2.5 - 5,James Tarkowski SMM,4 - 7,Everton v Tottenham
Michael Keane PGM,2.5 - 5,Michael Keane SMM,4 - 7,Everton v Tottenham
James Garner PGM,2.5 - 5,James Garner SMM,4 - 7,Everton v Tottenham
Idrissa Gueye PGM,1 - 3,Idrissa Gueye SMM,2 - 4,Everton v Tottenham
Nathan Patterson PGM,1 - 3,Nathan Patterson SMM,2 - 4,Everton v Tottenham
Vitaliy Mykolenko PGM,1 - 3,Vitaliy Mykolenko SMM,2 - 4,Everton v Tottenham
Seamus Coleman PGM,1 - 3,Seamus Coleman SMM,2 - 4,Everton v Tottenham
Richarlison PGM,17 - 20,Richarlison SMM,25 - 30,Everton v Tottenham
Randal Kolo Muani PGM,13 - 16,Randal Kolo Muani SMM,19 - 23,Everton v Tottenham
Mathys Tel PGM,13 - 16,Mathys Tel SMM,19 - 23,Everton v Tottenham
Brennan Johnson PGM,10 - 13,Brennan Johnson SMM,14 - 18,Everton v Tottenham
Mohammed Kudus PGM,9 - 12,Mohammed Kudus SMM,13 - 17,Everton v Tottenham
Xavi Simons PGM,9 - 12,Xavi Simons SMM,12 - 16,Everton v Tottenham
Wilson Odobert PGM,6 - 9,Wilson Odobert SMM,8 - 11,Everton v Tottenham
Pape Sarr PGM,4 - 7,Pape Sarr SMM,7 - 10,Everton v Tottenham
Lucas Bergvall PGM,4 - 7,Lucas Bergvall SMM,6 - 9,Everton v Tottenham
Joao Palhinha PGM,2.5 - 5,Joao Palhinha SMM,5 - 8,Everton v Tottenham
Cristian Romero PGM,2.5 - 5,Cristian Romero SMM,4 - 7,Everton v Tottenham
Micky van de Ven PGM,2.5 - 5,Micky van de Ven SMM,4 - 7,Everton v Tottenham
Pedro Porro PGM,2 - 4,Pedro Porro SMM,2.5 - 5,Everton v Tottenham
Rodrigo Bentancur PGM,2 - 4,Rodrigo Bentancur SMM,2.5 - 5,Everton v Tottenham
Kevin Danso PGM,1 - 3,Kevin Danso SMM,2 - 4,Everton v Tottenham
Djed Spence PGM,1 - 3,Djed Spence SMM,2 - 4,Everton v Tottenham
Archie Gray PGM,0.5 - 2,Archie Gray SMM,1 - 3,Everton v Tottenham
Destiny Udogie PGM,0.25 - 1.5,Destiny Udogie SMM,0.5 - 2,Everton v Tottenham
