PGM_names,PGM_odds,SMM_names,SMM_odds,contest
Estevao PGM,8 - 11,Estevao SMM,12 - 16,Man City v Chelsea
Alejandro Garnacho PGM,7 - 10,Alejandro Garnacho SMM,10 - 14,Man City v Chelsea
Pedro Neto PGM,6 - 9,Pedro Neto SMM,8 - 11,Man City v Chelsea
Facundo Buonanotte PGM,6 - 9,Facundo Buonanotte SMM,8 - 11,Man City v Chelsea
Jamie Gittens PGM,5 - 8,Jamie Gittens SMM,8 - 11,Man City v Chelsea
Enzo Fernandez PGM,5 - 8,Enzo Fernandez SMM,7 - 10,Man City v Chelsea
Andrey Santos PGM,3 - 6,Andrey Santos SMM,5 - 8,Man City v Chelsea
Reece James PGM,2 - 4,Reece James SMM,2.5 - 5,Man City v Chelsea
Trevoh Chalobah PGM,2 - 4,Trevoh Chalobah SMM,2.5 - 5,Man City v Chelsea
Marc Cucurella PGM,1 - 3,Marc Cucurella SMM,2.5 - 5,Man City v Chelsea
Tosin Adarabioyo PGM,1 - 3,Tosin Adarabioyo SMM,2.5 - 5,Man City v Chelsea
Benoit Badiashile PGM,1 - 3,Benoit Badiashile SMM,2 - 4,Man City v Chelsea
Malo Gusto PGM,1 - 3,Malo Gusto SMM,2 - 4,Man City v Chelsea
Josh Acheampong PGM,1 - 3,Josh Acheampong SMM,2 - 4,Man City v Chelsea
Wesley Fofana PGM,0.5 - 2,Wesley Fofana SMM,1 - 3,Man City v Chelsea
