PGM_names,PGM_odds,SMM_names,SMM_odds,contest
Lewis Cook PGM,1 - 3,Lewis Cook SMM,2 - 4,Bournemouth v Brighton
Julio Soler PGM,1 - 3,Julio Soler SMM,2 - 4,Bournemouth v Brighton
James Hill PGM,1 - 3,James Hill SMM,2 - 4,Bournemouth v Brighton
Danny Welbeck PGM,18 - 21,Danny Welbeck SMM,28 - 33,Bournemouth v Brighton
Stefanos Tzimas PGM,17 - 20,Stefanos Tzimas SMM,25 - 30,Bournemouth v Brighton
Kaoru Mitoma PGM,11 - 14,Kaoru Mitoma SMM,16 - 20,Bournemouth v Brighton
Georginio Rutter PGM,10 - 13,Georginio Rutter SMM,14 - 18,Bournemouth v Brighton
Tom Watson PGM,9 - 12,Tom Watson SMM,13 - 17,Bournemouth v Brighton
Yankuba Minteh PGM,9 - 12,Yankuba Minteh SMM,13 - 17,Bournemouth v Brighton
Brajan Gruda PGM,7 - 10,Brajan Gruda SMM,10 - 14,Bournemouth v Brighton
Diego Gomez PGM,5 - 8,Diego Gomez SMM,8 - 11,Bournemouth v Brighton
James Milner PGM,5 - 8,James Milner SMM,7 - 10,Bournemouth v Brighton
Jack Hinshelwood PGM,4 - 7,Jack Hinshelwood SMM,7 - 10,Bournemouth v Brighton
Yasin Ayari PGM,4 - 7,Yasin Ayari SMM,7 - 10,Bournemouth v Brighton
Ferdi Kadioglu PGM,3 - 6,Ferdi Kadioglu SMM,5 - 8,Bournemouth v Brighton
Maxime De Cuyper PGM,2.5 - 5,Maxime De Cuyper SMM,4 - 7,Bournemouth v Brighton
Mats Wieffer PGM,2.5 - 5,Mats Wieffer SMM,4 - 7,Bournemouth v Brighton
Carlos Baleba PGM,2.5 - 5,Carlos Baleba SMM,4 - 7,Bournemouth v Brighton
Lewis Dunk PGM,2 - 4,Lewis Dunk SMM,2.5 - 5,Bournemouth v Brighton
Diego Coppola PGM,2 - 4,Diego Coppola SMM,2.5 - 5,Bournemouth v Brighton
Jan Paul van Hecke PGM,1 - 3,Jan Paul van Hecke SMM,2 - 4,Bournemouth v Brighton
Joel Veltman PGM,1 - 3,Joel Veltman SMM,2 - 4,Bournemouth v Brighton
Jean-Philippe Mateta PGM,26 - 29,Jean-Philippe Mateta SMM,41 - 48,Crystal Palace v Sunderland
Ismaila Sarr PGM,Suspended,Ismaila Sarr SMM,Suspended,Crystal Palace v Sunderland
Justin Devenny PGM,10 - 13,Justin Devenny SMM,14 - 18,Crystal Palace v Sunderland
Romaine Esse PGM,9 - 12,Romaine Esse SMM,13 - 17,Crystal Palace v Sunderland
Yeremy Pino PGM,8 - 11,Yeremy Pino SMM,12 - 16,Crystal Palace v Sunderland
Daichi Kamada PGM,6 - 9,Daichi Kamada SMM,9 - 13,Crystal Palace v Sunderland
Daniel Munoz PGM,5 - 8,Daniel Munoz SMM,8 - 11,Crystal Palace v Sunderland
Jefferson Lerma PGM,3 - 6,Jefferson Lerma SMM,5 - 8,Crystal Palace v Sunderland
Chris Richards PGM,2.5 - 5,Chris Richards SMM,4 - 7,Crystal Palace v Sunderland
Maxence Lacroix PGM,2.5 - 5,Maxence Lacroix SMM,4 - 7,Crystal Palace v Sunderland
Marc Guehi PGM,2 - 4,Marc Guehi SMM,2.5 - 5,Crystal Palace v Sunderland
Will Hughes PGM,1 - 3,Will Hughes SMM,2.5 - 5,Crystal Palace v Sunderland
Adam Wharton PGM,3 - 6,Adam Wharton SMM,5 - 8,Crystal Palace v Sunderland
Borna Sosa PGM,1 - 3,Borna Sosa SMM,2.5 - 5,Crystal Palace v Sunderland
Tyrick Mitchell PGM,1 - 3,Tyrick Mitchell SMM,2 - 4,Crystal Palace v Sunderland
Nathaniel Clyne PGM,1 - 3,Nathaniel Clyne SMM,2 - 4,Crystal Palace v Sunderland
Rio Cardines PGM,8 - 11,Rio Cardines SMM,12 - 16,Crystal Palace v Sunderland
Eliezer Mayenda PGM,9 - 12,Eliezer Mayenda SMM,13 - 17,Crystal Palace v Sunderland
Wilson Isidor PGM,9 - 12,Wilson Isidor SMM,13 - 17,Crystal Palace v Sunderland
Simon Adingra PGM,5 - 8,Simon Adingra SMM,8 - 11,Crystal Palace v Sunderland
Chemsdine Talbi PGM,5 - 8,Chemsdine Talbi SMM,7 - 10,Crystal Palace v Sunderland
Habib Diarra PGM,5 - 8,Habib Diarra SMM,8 - 11,Crystal Palace v Sunderland
Enzo Le Fee PGM,3 - 6,Enzo Le Fee SMM,5 - 8,Crystal Palace v Sunderland
Chris Rigg PGM,3 - 6,Chris Rigg SMM,5 - 8,Crystal Palace v Sunderland
Daniel Ballard PGM,2 - 4,Daniel Ballard SMM,2.5 - 5,Crystal Palace v Sunderland
Granit Xhaka PGM,1 - 3,Granit Xhaka SMM,2 - 4,Crystal Palace v Sunderland
Dan Neil PGM,1 - 3,Dan Neil SMM,2 - 4,Crystal Palace v Sunderland
Trai Hume PGM,1 - 3,Trai Hume SMM,2 - 4,Crystal Palace v Sunderland
Omar Alderete PGM,1 - 3,Omar Alderete SMM,2 - 4,Crystal Palace v Sunderland
Nordi Mukiele PGM,0.5 - 2,Nordi Mukiele SMM,2 - 4,Crystal Palace v Sunderland
Reinildo Mandava PGM,0.5 - 2,Reinildo Mandava SMM,2 - 4,Crystal Palace v Sunderland
Noah Sadiki PGM,0.5 - 2,Noah Sadiki SMM,1 - 3,Crystal Palace v Sunderland
Arthur Masuaku PGM,0.25 - 1.5,Arthur Masuaku SMM,0.5 - 2,Crystal Palace v Sunderland
Dennis Cirkin PGM,0.5 - 2,Dennis Cirkin SMM,2 - 4,Crystal Palace v Sunderland
Brian Brobbey PGM,9 - 12,Brian Brobbey SMM,13 - 17,Crystal Palace v Sunderland
Beto PGM,15 - 18,Beto SMM,22 - 27,Everton v Aston Villa
Iliman Ndiaye PGM,14 - 17,Iliman Ndiaye SMM,20 - 24,Everton v Aston Villa
Thierno Barry PGM,12 - 15,Thierno Barry SMM,18 - 22,Everton v Aston Villa
Jack Grealish PGM,8 - 11,Jack Grealish SMM,12 - 16,Everton v Aston Villa
Kiernan Dewsbury-Hall PGM,7 - 10,Kiernan Dewsbury-Hall SMM,10 - 14,Everton v Aston Villa
Tyler Dibling PGM,6 - 9,Tyler Dibling SMM,9 - 13,Everton v Aston Villa
Carlos Alcaraz PGM,7 - 10,Carlos Alcaraz SMM,10 - 14,Everton v Aston Villa
Dwight McNeil PGM,5 - 8,Dwight McNeil SMM,7 - 10,Everton v Aston Villa
Michael Keane PGM,2.5 - 5,Michael Keane SMM,4 - 7,Everton v Aston Villa
Jake O'Brien PGM,2 - 4,Jake O'Brien SMM,2.5 - 5,Everton v Aston Villa
James Tarkowski PGM,2 - 4,James Tarkowski SMM,2.5 - 5,Everton v Aston Villa
Jarrad Branthwaite PGM,1 - 3,Jarrad Branthwaite SMM,2 - 4,Everton v Aston Villa
Tim Iroegbunam PGM,1 - 3,Tim Iroegbunam SMM,2 - 4,Everton v Aston Villa
James Garner PGM,1 - 3,James Garner SMM,2 - 4,Everton v Aston Villa
Idrissa Gueye PGM,1 - 3,Idrissa Gueye SMM,2 - 4,Everton v Aston Villa
Vitaliy Mykolenko PGM,1 - 3,Vitaliy Mykolenko SMM,2 - 4,Everton v Aston Villa
Seamus Coleman PGM,0.5 - 2,Seamus Coleman SMM,1 - 3,Everton v Aston Villa
Adam Aznou PGM,0.5 - 2,Adam Aznou SMM,1 - 3,Everton v Aston Villa
Ollie Watkins PGM,16 - 19,Ollie Watkins SMM,24 - 29,Everton v Aston Villa
Morgan Rogers PGM,9 - 12,Morgan Rogers SMM,13 - 17,Everton v Aston Villa
Donyell Malen PGM,8 - 11,Donyell Malen SMM,12 - 16,Everton v Aston Villa
Evann Guessand PGM,8 - 11,Evann Guessand SMM,12 - 16,Everton v Aston Villa
Harvey Elliott PGM,6 - 9,Harvey Elliott SMM,9 - 13,Everton v Aston Villa
Jadon Sancho PGM,5 - 8,Jadon Sancho SMM,8 - 11,Everton v Aston Villa
Ross Barkley PGM,4 - 7,Ross Barkley SMM,7 - 10,Everton v Aston Villa
Emiliano Buendia PGM,4 - 7,Emiliano Buendia SMM,7 - 10,Everton v Aston Villa
Youri Tielemans PGM,4 - 7,Youri Tielemans SMM,6 - 9,Everton v Aston Villa
John McGinn PGM,2.5 - 5,John McGinn SMM,4 - 7,Everton v Aston Villa
Amadou Onana PGM,2 - 4,Amadou Onana SMM,4 - 7,Everton v Aston Villa
Ian Maatsen PGM,2 - 4,Ian Maatsen SMM,2.5 - 5,Everton v Aston Villa
Matty Cash PGM,1 - 3,Matty Cash SMM,2 - 4,Everton v Aston Villa
Ezri Konsa PGM,1 - 3,Ezri Konsa SMM,2 - 4,Everton v Aston Villa
Pau Torres PGM,1 - 3,Pau Torres SMM,2 - 4,Everton v Aston Villa
Tyrone Mings PGM,1 - 3,Tyrone Mings SMM,2 - 4,Everton v Aston Villa
Lucas Digne PGM,0.5 - 2,Lucas Digne SMM,1 - 3,Everton v Aston Villa
Victor Lindelof PGM,0.5 - 2,Victor Lindelof SMM,1 - 3,Everton v Aston Villa
Boubacar Kamara PGM,0.5 - 2,Boubacar Kamara SMM,1 - 3,Everton v Aston Villa
Lamare Bogarde PGM,0.25 - 1.5,Lamare Bogarde SMM,0.5 - 2,Everton v Aston Villa
Raul Jimenez PGM,23 - 26,Raul Jimenez SMM,35 - 41,Fulham v Leeds
Rodrigo Muniz PGM,20 - 23,Rodrigo Muniz SMM,31 - 37,Fulham v Leeds
Harry Wilson PGM,12 - 15,Harry Wilson SMM,18 - 22,Fulham v Leeds
Emile Smith Rowe PGM,10 - 13,Emile Smith Rowe SMM,16 - 20,Fulham v Leeds
Joshua King PGM,9 - 12,Joshua King SMM,13 - 17,Fulham v Leeds
Alex Iwobi PGM,8 - 11,Alex Iwobi SMM,12 - 16,Fulham v Leeds
Adama Traore PGM,7 - 10,Adama Traore SMM,10 - 14,Fulham v Leeds
Ryan Sessegnon PGM,5 - 8,Ryan Sessegnon SMM,7 - 10,Fulham v Leeds
Sasa Lukic PGM,3 - 6,Sasa Lukic SMM,5 - 8,Fulham v Leeds
Sander Berge PGM,2 - 4,Sander Berge SMM,2.5 - 5,Fulham v Leeds
Kenny Tete PGM,1 - 3,Kenny Tete SMM,2 - 4,Fulham v Leeds
Joachim Andersen PGM,1 - 3,Joachim Andersen SMM,2 - 4,Fulham v Leeds
Timothy Castagne PGM,1 - 3,Timothy Castagne SMM,2 - 4,Fulham v Leeds
Calvin Bassey PGM,1 - 3,Calvin Bassey SMM,2 - 4,Fulham v Leeds
Antonee Robinson PGM,1 - 3,Antonee Robinson SMM,2 - 4,Fulham v Leeds
Dominic Calvert-Lewin PGM,13 - 16,Dominic Calvert-Lewin SMM,19 - 23,Fulham v Leeds
Joel Piroe PGM,12 - 15,Joel Piroe SMM,17 - 21,Fulham v Leeds
Lukas Nmecha PGM,11 - 14,Lukas Nmecha SMM,16 - 20,Fulham v Leeds
Daniel James PGM,7 - 10,Daniel James SMM,10 - 14,Fulham v Leeds
Wilfried Gnonto PGM,7 - 10,Wilfried Gnonto SMM,10 - 14,Fulham v Leeds
Jack Harrison PGM,5 - 8,Jack Harrison SMM,8 - 11,Fulham v Leeds
Brenden Aaronson PGM,4 - 7,Brenden Aaronson SMM,7 - 10,Fulham v Leeds
Anton Stach PGM,3 - 6,Anton Stach SMM,5 - 8,Fulham v Leeds
Jayden Bogle PGM,2 - 4,Jayden Bogle SMM,4 - 7,Fulham v Leeds
Pascal Struijk PGM,2 - 4,Pascal Struijk SMM,4 - 7,Fulham v Leeds
Sean Longstaff PGM,2 - 4,Sean Longstaff SMM,2.5 - 5,Fulham v Leeds
Jaka Bijol PGM,1 - 3,Jaka Bijol SMM,2 - 4,Fulham v Leeds
Gabriel Gudmundsson PGM,1 - 3,Gabriel Gudmundsson SMM,2 - 4,Fulham v Leeds
James Justin PGM,1 - 3,James Justin SMM,2 - 4,Fulham v Leeds
Ilia Gruev PGM,1 - 3,Ilia Gruev SMM,2 - 4,Fulham v Leeds
Joe Rodon PGM,0.5 - 2,Joe Rodon SMM,1 - 3,Fulham v Leeds
Nick Woltemade PGM,27 - 30,Nick Woltemade SMM,43 - 50,Newcastle v Wolves
Yoane Wissa PGM,24 - 27,Yoane Wissa SMM,37 - 43,Newcastle v Wolves
William Osula PGM,23 - 26,William Osula SMM,36 - 42,Newcastle v Wolves
Harvey Barnes PGM,18 - 21,Harvey Barnes SMM,27 - 32,Newcastle v Wolves
Jacob Murphy PGM,15 - 18,Jacob Murphy SMM,22 - 27,Newcastle v Wolves
Anthony Elanga PGM,14 - 17,Anthony Elanga SMM,21 - 26,Newcastle v Wolves
Jacob Ramsey PGM,11 - 14,Jacob Ramsey SMM,16 - 20,Newcastle v Wolves
Fabian Schar PGM,8 - 11,Fabian Schar SMM,12 - 16,Newcastle v Wolves
Bruno Guimaraes PGM,6 - 9,Bruno Guimaraes SMM,9 - 13,Newcastle v Wolves
Sandro Tonali PGM,6 - 9,Sandro Tonali SMM,8 - 11,Newcastle v Wolves
Lewis Miley PGM,5 - 8,Lewis Miley SMM,7 - 10,Newcastle v Wolves
Dan Burn PGM,2.5 - 5,Dan Burn SMM,5 - 8,Newcastle v Wolves
Sven Botman PGM,2.5 - 5,Sven Botman SMM,5 - 8,Newcastle v Wolves
Lewis Hall PGM,2 - 4,Lewis Hall SMM,2.5 - 5,Newcastle v Wolves
Kieran Trippier PGM,2 - 4,Kieran Trippier SMM,2.5 - 5,Newcastle v Wolves
Tino Livramento PGM,1 - 3,Tino Livramento SMM,2 - 4,Newcastle v Wolves
Joelinton PGM,7 - 10,Joelinton SMM,10 - 14,Newcastle v Wolves
Hwang Hee-chan PGM,10 - 13,Hwang Hee-chan SMM,14 - 18,Newcastle v Wolves
Fer Lopez PGM,5 - 8,Fer Lopez SMM,8 - 11,Newcastle v Wolves
Marshall Munetsi PGM,5 - 8,Marshall Munetsi SMM,8 - 11,Newcastle v Wolves
Jhon Arias PGM,5 - 8,Jhon Arias SMM,7 - 10,Newcastle v Wolves
Jean-Ricner Bellegarde PGM,2.5 - 5,Jean-Ricner Bellegarde SMM,5 - 8,Newcastle v Wolves
Rodrigo Gomes PGM,2.5 - 5,Rodrigo Gomes SMM,4 - 7,Newcastle v Wolves
David Moller Wolfe PGM,2 - 4,David Moller Wolfe SMM,2.5 - 5,Newcastle v Wolves
Joao Gomes PGM,2 - 4,Joao Gomes SMM,2.5 - 5,Newcastle v Wolves
Matt Doherty PGM,1 - 3,Matt Doherty SMM,2 - 4,Newcastle v Wolves
Yerson Mosquera PGM,1 - 3,Yerson Mosquera SMM,2 - 4,Newcastle v Wolves
Jackson Tchatchoua PGM,1 - 3,Jackson Tchatchoua SMM,2 - 4,Newcastle v Wolves
Emmanuel Agbadou PGM,0.5 - 2,Emmanuel Agbadou SMM,1 - 3,Newcastle v Wolves
Toti Gomes PGM,0.5 - 2,Toti Gomes SMM,1 - 3,Newcastle v Wolves
Hugo Bueno PGM,0.5 - 2,Hugo Bueno SMM,1 - 3,Newcastle v Wolves
Santiago Bueno PGM,0.25 - 1.5,Santiago Bueno SMM,0.5 - 2,Newcastle v Wolves
Andre PGM,0.25 - 1.5,Andre SMM,0.5 - 2,Newcastle v Wolves
Jorgen Strand Larsen PGM,10 - 13,Jorgen Strand Larsen SMM,14 - 18,Newcastle v Wolves
Jarrod Bowen PGM,15 - 18,Jarrod Bowen SMM,21 - 26,West Ham v Tottenham
Callum Wilson PGM,12 - 15,Callum Wilson SMM,18 - 22,West Ham v Tottenham
Lucas Paqueta PGM,10 - 13,Lucas Paqueta SMM,14 - 18,West Ham v Tottenham
Crysencio Summerville PGM,6 - 9,Crysencio Summerville SMM,9 - 13,West Ham v Tottenham
Tomas Soucek PGM,6 - 9,Tomas Soucek SMM,9 - 13,West Ham v Tottenham
El Hadji Malick Diouf PGM,3 - 6,El Hadji Malick Diouf SMM,5 - 8,West Ham v Tottenham
James Ward Prowse PGM,2.5 - 5,James Ward Prowse SMM,5 - 8,West Ham v Tottenham
Mateus Fernandes PGM,2.5 - 5,Mateus Fernandes SMM,5 - 8,West Ham v Tottenham
Konstantinos Mavropanos PGM,1 - 3,Konstantinos Mavropanos SMM,2 - 4,West Ham v Tottenham
Aaron Wan-Bissaka PGM,0.5 - 2,Aaron Wan-Bissaka SMM,1 - 3,West Ham v Tottenham
Max Kilman PGM,0.5 - 2,Max Kilman SMM,1 - 3,West Ham v Tottenham
Kyle Walker-Peters PGM,0.5 - 2,Kyle Walker-Peters SMM,1 - 3,West Ham v Tottenham
Jean-Clair Todibo PGM,0.5 - 2,Jean-Clair Todibo SMM,1 - 3,West Ham v Tottenham
Igor PGM,0.25 - 1.5,Igor SMM,0.5 - 2,West Ham v Tottenham
Niclas Fullkrug PGM,13 - 16,Niclas Fullkrug SMM,19 - 23,West Ham v Tottenham
Soungoutou Magassa PGM,1 - 3,Soungoutou Magassa SMM,2 - 4,West Ham v Tottenham
Richarlison PGM,21 - 24,Richarlison SMM,31 - 37,West Ham v Tottenham
Randal Kolo Muani PGM,18 - 21,Randal Kolo Muani SMM,28 - 33,West Ham v Tottenham
Brennan Johnson PGM,12 - 15,Brennan Johnson SMM,18 - 22,West Ham v Tottenham
Mathys Tel PGM,12 - 15,Mathys Tel SMM,17 - 21,West Ham v Tottenham
Mohammed Kudus PGM,10 - 13,Mohammed Kudus SMM,16 - 20,West Ham v Tottenham
Xavi Simons PGM,10 - 13,Xavi Simons SMM,16 - 20,West Ham v Tottenham
Pape Matar Sarr PGM,5 - 8,Pape Matar Sarr SMM,8 - 11,West Ham v Tottenham
Lucas Bergvall PGM,4 - 7,Lucas Bergvall SMM,6 - 9,West Ham v Tottenham
Joao Palhinha PGM,3 - 6,Joao Palhinha SMM,5 - 8,West Ham v Tottenham
Pedro Porro PGM,2.5 - 5,Pedro Porro SMM,4 - 7,West Ham v Tottenham
Cristian Romero PGM,2.5 - 5,Cristian Romero SMM,4 - 7,West Ham v Tottenham
Rodrigo Bentancur PGM,2.5 - 5,Rodrigo Bentancur SMM,4 - 7,West Ham v Tottenham
Micky van de Ven PGM,2 - 4,Micky van de Ven SMM,2.5 - 5,West Ham v Tottenham
Destiny Udogie PGM,2 - 4,Destiny Udogie SMM,2.5 - 5,West Ham v Tottenham
Djed Spence PGM,1 - 3,Djed Spence SMM,2 - 4,West Ham v Tottenham
Kevin Danso PGM,1 - 3,Kevin Danso SMM,2 - 4,West Ham v Tottenham
Archie Gray PGM,1 - 3,Archie Gray SMM,2 - 4,West Ham v Tottenham
Igor Thiago PGM,15 - 18,Igor Thiago SMM,22 - 27,Brentford v Chelsea
Kevin Schade PGM,10 - 13,Kevin Schade SMM,14 - 18,Brentford v Chelsea
Dango Ouattara PGM,9 - 12,Dango Ouattara SMM,12 - 16,Brentford v Chelsea
Fabio Carvalho PGM,9 - 12,Fabio Carvalho SMM,12 - 16,Brentford v Chelsea
Antoni Milambo PGM,4 - 7,Antoni Milambo SMM,7 - 10,Brentford v Chelsea
Mikkel Damsgaard PGM,2.5 - 5,Mikkel Damsgaard SMM,5 - 8,Brentford v Chelsea
Mathias Jensen PGM,2.5 - 5,Mathias Jensen SMM,4 - 7,Brentford v Chelsea
Keane Lewis-Potter PGM,2 - 4,Keane Lewis-Potter SMM,2.5 - 5,Brentford v Chelsea
Yehor Yarmolyuk PGM,2 - 4,Yehor Yarmolyuk SMM,2.5 - 5,Brentford v Chelsea
Nathan Collins PGM,1 - 3,Nathan Collins SMM,2 - 4,Brentford v Chelsea
Jordan Henderson PGM,1 - 3,Jordan Henderson SMM,2 - 4,Brentford v Chelsea
Ethan Pinnock PGM,1 - 3,Ethan Pinnock SMM,2 - 4,Brentford v Chelsea
Frank Onyeka PGM,1 - 3,Frank Onyeka SMM,2 - 4,Brentford v Chelsea
Sepp van den Berg PGM,1 - 3,Sepp van den Berg SMM,2 - 4,Brentford v Chelsea
Kristoffer Ajer PGM,1 - 3,Kristoffer Ajer SMM,2 - 4,Brentford v Chelsea
Michael Kayode PGM,1 - 3,Michael Kayode SMM,2 - 4,Brentford v Chelsea
Aaron Hickey PGM,1 - 3,Aaron Hickey SMM,2 - 4,Brentford v Chelsea
Rico Henry PGM,0.5 - 2,Rico Henry SMM,1 - 3,Brentford v Chelsea
Joao Pedro PGM,19 - 22,Joao Pedro SMM,28 - 34,Brentford v Chelsea
Cole Palmer PGM,19 - 22,Cole Palmer SMM,28 - 34,Brentford v Chelsea
Estevao PGM,12 - 15,Estevao SMM,18 - 22,Brentford v Chelsea
Alejandro Garnacho PGM,12 - 15,Alejandro Garnacho SMM,17 - 21,Brentford v Chelsea
Enzo Fernandez PGM,9 - 12,Enzo Fernandez SMM,13 - 17,Brentford v Chelsea
Jamie Gittens PGM,9 - 12,Jamie Gittens SMM,13 - 17,Brentford v Chelsea
Pedro Neto PGM,9 - 12,Pedro Neto SMM,13 - 17,Brentford v Chelsea
Andrey Santos PGM,7 - 10,Andrey Santos SMM,10 - 14,Brentford v Chelsea
Tyrique George PGM,7 - 10,Tyrique George SMM,10 - 14,Brentford v Chelsea
Marc Cucurella PGM,3 - 6,Marc Cucurella SMM,6 - 9,Brentford v Chelsea
Tosin Adarabioyo PGM,2.5 - 5,Tosin Adarabioyo SMM,4 - 7,Brentford v Chelsea
Reece James PGM,2.5 - 5,Reece James SMM,4 - 7,Brentford v Chelsea
Trevoh Chalobah PGM,2 - 4,Trevoh Chalobah SMM,4 - 7,Brentford v Chelsea
Moises Caicedo PGM,2 - 4,Moises Caicedo SMM,2.5 - 5,Brentford v Chelsea
Jorrel Hato PGM,2 - 4,Jorrel Hato SMM,2.5 - 5,Brentford v Chelsea
Malo Gusto PGM,1 - 3,Malo Gusto SMM,2 - 4,Brentford v Chelsea
Wesley Fofana PGM,1 - 3,Wesley Fofana SMM,2 - 4,Brentford v Chelsea
