PGM_names,PGM_odds,SMM_names,SMM_odds,contest
Chido Obi PGM,17 - 20,Chido Obi SMM,27 - 32,Man Utd v Burnley
Bryan Mbeumo PGM,15 - 18,Bryan Mbeumo SMM,21 - 26,Man Utd v Burnley
Rasmus Hojlund PGM,14 - 17,Rasmus Hojlund SMM,20 - 24,Man Utd v Burnley
Joshua Zirkzee PGM,12 - 15,Joshua Zirkzee SMM,18 - 22,Man Utd v Burnley
Mason Mount PGM,12 - 15,Mason Mount SMM,18 - 22,Man Utd v Burnley
Amad Diallo PGM,11 - 14,Amad Diallo SMM,17 - 21,Man Utd v Burnley
Casemiro PGM,6 - 9,Casemiro SMM,9 - 13,Man Utd v Burnley
Kobbie Mainoo PGM,5 - 8,Kobbie Mainoo SMM,8 - 11,Man Utd v Burnley
Diego Leon PGM,5 - 8,Diego Leon SMM,7 - 10,Man Utd v Burnley
Harry Maguire PGM,4 - 7,Harry Maguire SMM,6 - 9,Man Utd v Burnley
Leny Yoro PGM,3 - 6,Leny Yoro SMM,5 - 8,Man Utd v Burnley
Matthijs de Ligt PGM,3 - 6,Matthijs de Ligt SMM,5 - 8,Man Utd v Burnley
Diogo Dalot PGM,3 - 6,Diogo Dalot SMM,5 - 8,Man Utd v Burnley
Patrick Dorgu PGM,3 - 6,Patrick Dorgu SMM,5 - 8,Man Utd v Burnley
Ayden Heaven PGM,2.5 - 5,Ayden Heaven SMM,4 - 7,Man Utd v Burnley
Manuel Ugarte PGM,2 - 4,Manuel Ugarte SMM,2.5 - 5,Man Utd v Burnley
Noussair Mazraoui PGM,1 - 3,Noussair Mazraoui SMM,2 - 4,Man Utd v Burnley
Tyler Fredricson PGM,1 - 3,Tyler Fredricson SMM,2 - 4,Man Utd v Burnley
Luke Shaw PGM,0.5 - 2,Luke Shaw SMM,1 - 3,Man Utd v Burnley
Zian Flemming PGM,9 - 12,Zian Flemming SMM,13 - 17,Man Utd v Burnley
Lyle Foster PGM,8 - 11,Lyle Foster SMM,12 - 16,Man Utd v Burnley
Jaidon Anthony PGM,7 - 10,Jaidon Anthony SMM,10 - 14,Man Utd v Burnley
Ashley Barnes PGM,7 - 10,Ashley Barnes SMM,10 - 14,Man Utd v Burnley
Armando Broja PGM,7 - 10,Armando Broja SMM,9 - 13,Man Utd v Burnley
Jacob Bruun Larsen PGM,6 - 9,Jacob Bruun Larsen SMM,9 - 13,Man Utd v Burnley
Aaron Ramsey PGM,5 - 8,Aaron Ramsey SMM,8 - 11,Man Utd v Burnley
Marcus Edwards PGM,3 - 6,Marcus Edwards SMM,5 - 8,Man Utd v Burnley
Loum Tchaouna PGM,3 - 6,Loum Tchaouna SMM,5 - 8,Man Utd v Burnley
Mike Tresor PGM,3 - 6,Mike Tresor SMM,5 - 8,Man Utd v Burnley
Jaydon Banel PGM,2.5 - 5,Jaydon Banel SMM,4 - 7,Man Utd v Burnley
Josh Laurent PGM,2.5 - 5,Josh Laurent SMM,4 - 7,Man Utd v Burnley
Oliver Sonne PGM,2 - 4,Oliver Sonne SMM,2.5 - 5,Man Utd v Burnley
Hannibal Mejbri PGM,2 - 4,Hannibal Mejbri SMM,2.5 - 5,Man Utd v Burnley
Hjalmar Ekdal PGM,1 - 3,Hjalmar Ekdal SMM,2 - 4,Man Utd v Burnley
Lesley Ugochukwu PGM,1 - 3,Lesley Ugochukwu SMM,2 - 4,Man Utd v Burnley
Josh Cullen PGM,1 - 3,Josh Cullen SMM,2 - 4,Man Utd v Burnley
Bashir Humphreys PGM,0.5 - 2,Bashir Humphreys SMM,1 - 3,Man Utd v Burnley
Lucas Pires PGM,0.5 - 2,Lucas Pires SMM,1 - 3,Man Utd v Burnley
Hannes Delcroix PGM,0.5 - 2,Hannes Delcroix SMM,1 - 3,Man Utd v Burnley
Quilindschy Hartman PGM,0.25 - 1.5,Quilindschy Hartman SMM,0.5 - 2,Man Utd v Burnley
Maxime Esteve PGM,0.1 - 1,Maxime Esteve SMM,0.25 - 1.5,Man Utd v Burnley
Joe Worrall PGM,0.1 - 1,Joe Worrall SMM,0.25 - 1.5,Man Utd v Burnley
Axel Tuanzebe PGM,0.1 - 1,Axel Tuanzebe SMM,0.25 - 1.5,Man Utd v Burnley
Kyle Walker PGM,0.1 - 1,Kyle Walker SMM,0.25 - 1.5,Man Utd v Burnley
Eliezer Mayenda PGM,14 - 17,Eliezer Mayenda SMM,21 - 26,Sunderland v Brentford
Wilson Isidor PGM,14 - 17,Wilson Isidor SMM,20 - 24,Sunderland v Brentford
Marc Guiu PGM,13 - 16,Marc Guiu SMM,18 - 22,Sunderland v Brentford
Simon Adingra PGM,7 - 10,Simon Adingra SMM,10 - 14,Sunderland v Brentford
Chemsdine Talbi PGM,6 - 9,Chemsdine Talbi SMM,9 - 13,Sunderland v Brentford
Chris Rigg PGM,6 - 9,Chris Rigg SMM,8 - 11,Sunderland v Brentford
Patrick Roberts PGM,5 - 8,Patrick Roberts SMM,8 - 11,Sunderland v Brentford
Habib Diarra PGM,4 - 7,Habib Diarra SMM,7 - 10,Sunderland v Brentford
Granit Xhaka PGM,2 - 4,Granit Xhaka SMM,2.5 - 5,Sunderland v Brentford
Trai Hume PGM,2 - 4,Trai Hume SMM,2.5 - 5,Sunderland v Brentford
Omar Alderete PGM,2 - 4,Omar Alderete SMM,2.5 - 5,Sunderland v Brentford
Jenson Seelt PGM,1 - 3,Jenson Seelt SMM,2.5 - 5,Sunderland v Brentford
Dan Neil PGM,1 - 3,Dan Neil SMM,2.5 - 5,Sunderland v Brentford
Nordi Mukiele PGM,1 - 3,Nordi Mukiele SMM,2.5 - 5,Sunderland v Brentford
Noah Sadiki PGM,1 - 3,Noah Sadiki SMM,2 - 4,Sunderland v Brentford
Arthur Masuaku PGM,1 - 3,Arthur Masuaku SMM,2 - 4,Sunderland v Brentford
Reinildo Mandava PGM,0.5 - 2,Reinildo Mandava SMM,1 - 3,Sunderland v Brentford
Igor Thiago PGM,18 - 21,Igor Thiago SMM,28 - 33,Sunderland v Brentford
Yoane Wissa PGM,18 - 21,Yoane Wissa SMM,28 - 33,Sunderland v Brentford
Fabio Carvalho PGM,13 - 16,Fabio Carvalho SMM,19 - 23,Sunderland v Brentford
Kevin Schade PGM,12 - 15,Kevin Schade SMM,18 - 22,Sunderland v Brentford
Dango Ouattara PGM,10 - 13,Dango Ouattara SMM,14 - 18,Sunderland v Brentford
Antoni Milambo PGM,7 - 10,Antoni Milambo SMM,10 - 14,Sunderland v Brentford
Paris Maghoma PGM,5 - 8,Paris Maghoma SMM,7 - 10,Sunderland v Brentford
Mikkel Damsgaard PGM,3 - 6,Mikkel Damsgaard SMM,6 - 9,Sunderland v Brentford
Mathias Jensen PGM,2.5 - 5,Mathias Jensen SMM,5 - 8,Sunderland v Brentford
Yehor Yarmolyuk PGM,2.5 - 5,Yehor Yarmolyuk SMM,4 - 7,Sunderland v Brentford
Keane Lewis-Potter PGM,2 - 4,Keane Lewis-Potter SMM,4 - 7,Sunderland v Brentford
Frank Onyeka PGM,2 - 4,Frank Onyeka SMM,4 - 7,Sunderland v Brentford
Nathan Collins PGM,2 - 4,Nathan Collins SMM,2.5 - 5,Sunderland v Brentford
Jordan Henderson PGM,2 - 4,Jordan Henderson SMM,2.5 - 5,Sunderland v Brentford
Ethan Pinnock PGM,2 - 4,Ethan Pinnock SMM,2.5 - 5,Sunderland v Brentford
Sepp Van den Berg PGM,1 - 3,Sepp Van den Berg SMM,2 - 4,Sunderland v Brentford
Kristoffer Ajer PGM,1 - 3,Kristoffer Ajer SMM,2 - 4,Sunderland v Brentford
Michael Kayode PGM,1 - 3,Michael Kayode SMM,2 - 4,Sunderland v Brentford
Aaron Hickey PGM,1 - 3,Aaron Hickey SMM,2 - 4,Sunderland v Brentford
Rico Henry PGM,0.5 - 2,Rico Henry SMM,1 - 3,Sunderland v Brentford
Dominic Solanke PGM,30 - 33,Dominic Solanke SMM,48 - 56,Tottenham v Bournemouth
Richarlison PGM,27 - 30,Richarlison SMM,43 - 50,Tottenham v Bournemouth
Brennan Johnson PGM,16 - 19,Brennan Johnson SMM,24 - 29,Tottenham v Bournemouth
Mathys Tel PGM,15 - 18,Mathys Tel SMM,21 - 26,Tottenham v Bournemouth
Mohammed Kudus PGM,14 - 17,Mohammed Kudus SMM,20 - 24,Tottenham v Bournemouth
Wilson Odobert PGM,12 - 15,Wilson Odobert SMM,17 - 21,Tottenham v Bournemouth
Luka Vuskovic PGM,5 - 8,Luka Vuskovic SMM,7 - 10,Tottenham v Bournemouth
Pape Matar Sarr PGM,7 - 10,Pape Matar Sarr SMM,9 - 13,Tottenham v Bournemouth
Joao Palhinha PGM,6 - 9,Joao Palhinha SMM,8 - 11,Tottenham v Bournemouth
Lucas Bergvall PGM,5 - 8,Lucas Bergvall SMM,7 - 10,Tottenham v Bournemouth
Rodrigo Bentancur PGM,4 - 7,Rodrigo Bentancur SMM,6 - 9,Tottenham v Bournemouth
Pedro Porro PGM,3 - 6,Pedro Porro SMM,5 - 8,Tottenham v Bournemouth
Cristian Romero PGM,3 - 6,Cristian Romero SMM,5 - 8,Tottenham v Bournemouth
Micky van de Ven PGM,2.5 - 5,Micky van de Ven SMM,4 - 7,Tottenham v Bournemouth
Archie Gray PGM,2 - 4,Archie Gray SMM,2.5 - 5,Tottenham v Bournemouth
Ben Davies PGM,2 - 4,Ben Davies SMM,2.5 - 5,Tottenham v Bournemouth
Djed Spence PGM,2 - 4,Djed Spence SMM,2.5 - 5,Tottenham v Bournemouth
Kevin Danso PGM,1 - 3,Kevin Danso SMM,2 - 4,Tottenham v Bournemouth
Evanilson PGM,17 - 20,Evanilson SMM,25 - 30,Tottenham v Bournemouth
Eli Kroupi Jr PGM,14 - 17,Eli Kroupi Jr SMM,21 - 26,Tottenham v Bournemouth
Justin Kluivert PGM,12 - 15,Justin Kluivert SMM,18 - 22,Tottenham v Bournemouth
Antoine Semenyo PGM,12 - 15,Antoine Semenyo SMM,18 - 22,Tottenham v Bournemouth
Amine Adli PGM,8 - 11,Amine Adli SMM,12 - 16,Tottenham v Bournemouth
David Brooks PGM,5 - 8,David Brooks SMM,8 - 11,Tottenham v Bournemouth
Ben Doak PGM,5 - 8,Ben Doak SMM,8 - 11,Tottenham v Bournemouth
Marcus Tavernier PGM,5 - 8,Marcus Tavernier SMM,7 - 10,Tottenham v Bournemouth
Ryan Christie PGM,2.5 - 5,Ryan Christie SMM,4 - 7,Tottenham v Bournemouth
Bafode Diakite PGM,2.5 - 5,Bafode Diakite SMM,4 - 7,Tottenham v Bournemouth
Marcos Senesi PGM,2 - 4,Marcos Senesi SMM,2.5 - 5,Tottenham v Bournemouth
Alex Scott PGM,2 - 4,Alex Scott SMM,2.5 - 5,Tottenham v Bournemouth
Adrien Truffert PGM,1 - 3,Adrien Truffert SMM,2 - 4,Tottenham v Bournemouth
Tyler Adams PGM,1 - 3,Tyler Adams SMM,2 - 4,Tottenham v Bournemouth
Julio Soler PGM,0.5 - 2,Julio Soler SMM,1 - 3,Tottenham v Bournemouth
James Hill PGM,0.5 - 2,James Hill SMM,1 - 3,Tottenham v Bournemouth
Adam Smith PGM,0.25 - 1.5,Adam Smith SMM,0.5 - 2,Tottenham v Bournemouth
Jorgen Strand Larsen PGM,20 - 23,Jorgen Strand Larsen SMM,30 - 36,Wolves v Everton
Hwang Hee-chan PGM,11 - 14,Hwang Hee-chan SMM,16 - 20,Wolves v Everton
Marshall Munetsi PGM,8 - 11,Marshall Munetsi SMM,12 - 16,Wolves v Everton
Fernando Lopez PGM,8 - 11,Fernando Lopez SMM,12 - 16,Wolves v Everton
Jhon Arias PGM,7 - 10,Jhon Arias SMM,9 - 13,Wolves v Everton
Rodrigo Gomes PGM,4 - 7,Rodrigo Gomes SMM,7 - 10,Wolves v Everton
Jean-Ricner Bellegarde PGM,4 - 7,Jean-Ricner Bellegarde SMM,7 - 10,Wolves v Everton
Joao Gomes PGM,3 - 6,Joao Gomes SMM,5 - 8,Wolves v Everton
David Moller Wolfe PGM,2.5 - 5,David Moller Wolfe SMM,5 - 8,Wolves v Everton
Yerson Mosquera PGM,2.5 - 5,Yerson Mosquera SMM,4 - 7,Wolves v Everton
Ki-Jana Hoever PGM,2 - 4,Ki-Jana Hoever SMM,4 - 7,Wolves v Everton
Matt Doherty PGM,2 - 4,Matt Doherty SMM,2.5 - 5,Wolves v Everton
Jackson Tchatchoua PGM,2 - 4,Jackson Tchatchoua SMM,2.5 - 5,Wolves v Everton
Emmanuel Agbadou PGM,1 - 3,Emmanuel Agbadou SMM,2 - 4,Wolves v Everton
Toti Gomes PGM,1 - 3,Toti Gomes SMM,2 - 4,Wolves v Everton
Hugo Bueno PGM,1 - 3,Hugo Bueno SMM,2 - 4,Wolves v Everton
Santiago Bueno PGM,1 - 3,Santiago Bueno SMM,2 - 4,Wolves v Everton
Andre PGM,0.5 - 2,Andre SMM,1 - 3,Wolves v Everton
Thierno Barry PGM,13 - 16,Thierno Barry SMM,19 - 23,Wolves v Everton
Iliman Ndiaye PGM,13 - 16,Iliman Ndiaye SMM,18 - 22,Wolves v Everton
Beto PGM,13 - 16,Beto SMM,18 - 22,Wolves v Everton
Carlos Alcaraz PGM,8 - 11,Carlos Alcaraz SMM,12 - 16,Wolves v Everton
Dwight McNeil PGM,7 - 10,Dwight McNeil SMM,9 - 13,Wolves v Everton
Tyler Dibling PGM,6 - 9,Tyler Dibling SMM,9 - 13,Wolves v Everton
Kiernan Dewsbury-Hall PGM,6 - 9,Kiernan Dewsbury-Hall SMM,8 - 11,Wolves v Everton
Jack Grealish PGM,5 - 8,Jack Grealish SMM,8 - 11,Wolves v Everton
Jake O'Brien PGM,2.5 - 5,Jake O'Brien SMM,4 - 7,Wolves v Everton
James Tarkowski PGM,2 - 4,James Tarkowski SMM,2.5 - 5,Wolves v Everton
Michael Keane PGM,2 - 4,Michael Keane SMM,2.5 - 5,Wolves v Everton
Tim Iroegbunam PGM,2 - 4,Tim Iroegbunam SMM,2.5 - 5,Wolves v Everton
James Garner PGM,1 - 3,James Garner SMM,2 - 4,Wolves v Everton
Idrissa Gueye PGM,1 - 3,Idrissa Gueye SMM,2 - 4,Wolves v Everton
Adam Aznou PGM,1 - 3,Adam Aznou SMM,2 - 4,Wolves v Everton
Joel Piroe PGM,14 - 17,Joel Piroe SMM,20 - 24,Leeds v Newcastle
Lukas Nmecha PGM,11 - 14,Lukas Nmecha SMM,17 - 21,Leeds v Newcastle
Daniel James PGM,9 - 12,Daniel James SMM,12 - 16,Leeds v Newcastle
Wilfried Gnonto PGM,8 - 11,Wilfried Gnonto SMM,12 - 16,Leeds v Newcastle
Noah Okafor PGM,8 - 11,Noah Okafor SMM,12 - 16,Leeds v Newcastle
Brenden Aaronson PGM,6 - 9,Brenden Aaronson SMM,9 - 13,Leeds v Newcastle
Jack Harrison PGM,5 - 8,Jack Harrison SMM,8 - 11,Leeds v Newcastle
Anton Stach PGM,4 - 7,Anton Stach SMM,7 - 10,Leeds v Newcastle
Jayden Bogle PGM,3 - 6,Jayden Bogle SMM,5 - 8,Leeds v Newcastle
Sean Longstaff PGM,3 - 6,Sean Longstaff SMM,5 - 8,Leeds v Newcastle
Pascal Struijk PGM,2.5 - 5,Pascal Struijk SMM,4 - 7,Leeds v Newcastle
Sebastiaan Bornauw PGM,2.5 - 5,Sebastiaan Bornauw SMM,4 - 7,Leeds v Newcastle
Jaka Bijol PGM,2 - 4,Jaka Bijol SMM,2.5 - 5,Leeds v Newcastle
Gabriel Gudmundsson PGM,1 - 3,Gabriel Gudmundsson SMM,2 - 4,Leeds v Newcastle
Sam Byram PGM,1 - 3,Sam Byram SMM,2 - 4,Leeds v Newcastle
Ilia Gruev PGM,1 - 3,Ilia Gruev SMM,2 - 4,Leeds v Newcastle
Joe Rodon PGM,0.5 - 2,Joe Rodon SMM,1 - 3,Leeds v Newcastle
William Osula PGM,15 - 18,William Osula SMM,22 - 27,Leeds v Newcastle
Harvey Barnes PGM,13 - 16,Harvey Barnes SMM,19 - 23,Leeds v Newcastle
Anthony Elanga PGM,10 - 13,Anthony Elanga SMM,14 - 18,Leeds v Newcastle
Jacob Murphy PGM,9 - 12,Jacob Murphy SMM,13 - 17,Leeds v Newcastle
Joe Willock PGM,6 - 9,Joe Willock SMM,9 - 13,Leeds v Newcastle
Bruno Guimaraes PGM,5 - 8,Bruno Guimaraes SMM,8 - 11,Leeds v Newcastle
Jacob Ramsey PGM,5 - 8,Jacob Ramsey SMM,8 - 11,Leeds v Newcastle
Joelinton PGM,5 - 8,Joelinton SMM,8 - 11,Leeds v Newcastle
Sandro Tonali PGM,4 - 7,Sandro Tonali SMM,7 - 10,Leeds v Newcastle
Lewis Miley PGM,4 - 7,Lewis Miley SMM,6 - 9,Leeds v Newcastle
Dan Burn PGM,2 - 4,Dan Burn SMM,2.5 - 5,Leeds v Newcastle
Sven Botman PGM,2 - 4,Sven Botman SMM,2.5 - 5,Leeds v Newcastle
Jamaal Lascelles PGM,2 - 4,Jamaal Lascelles SMM,2.5 - 5,Leeds v Newcastle
Malick Thiaw PGM,1 - 3,Malick Thiaw SMM,2.5 - 5,Leeds v Newcastle
Lewis Hall PGM,1 - 3,Lewis Hall SMM,2 - 4,Leeds v Newcastle
Kieran Trippier PGM,1 - 3,Kieran Trippier SMM,2 - 4,Leeds v Newcastle
Emil Krafth PGM,1 - 3,Emil Krafth SMM,2 - 4,Leeds v Newcastle
Tino Livramento PGM,0.5 - 2,Tino Livramento SMM,1 - 3,Leeds v Newcastle
Danny Welbeck PGM,14 - 17,Danny Welbeck SMM,20 - 24,Brighton v Man City
Georginio Rutter PGM,10 - 13,Georginio Rutter SMM,14 - 18,Brighton v Man City
Matt O'Riley PGM,8 - 11,Matt O'Riley SMM,12 - 16,Brighton v Man City
Kaoru Mitoma PGM,9 - 12,Kaoru Mitoma SMM,13 - 17,Brighton v Man City
Yankuba Minteh PGM,7 - 10,Yankuba Minteh SMM,10 - 14,Brighton v Man City
Brajan Gruda PGM,6 - 9,Brajan Gruda SMM,9 - 13,Brighton v Man City
Jack Hinshelwood PGM,3 - 6,Jack Hinshelwood SMM,5 - 8,Brighton v Man City
Diego Gomez PGM,3 - 6,Diego Gomez SMM,5 - 8,Brighton v Man City
Ferdi Kadioglu PGM,2.5 - 5,Ferdi Kadioglu SMM,5 - 8,Brighton v Man City
Yasin Ayari PGM,2.5 - 5,Yasin Ayari SMM,4 - 7,Brighton v Man City
Mats Wieffer PGM,2 - 4,Mats Wieffer SMM,2.5 - 5,Brighton v Man City
Carlos Baleba PGM,2 - 4,Carlos Baleba SMM,2.5 - 5,Brighton v Man City
Maxim De Cuyper PGM,2 - 4,Maxim De Cuyper SMM,2.5 - 5,Brighton v Man City
James Milner PGM,2 - 4,James Milner SMM,2.5 - 5,Brighton v Man City
Diego Coppola PGM,1 - 3,Diego Coppola SMM,2 - 4,Brighton v Man City
Lewis Dunk PGM,1 - 3,Lewis Dunk SMM,2 - 4,Brighton v Man City
Olivier Boscagli PGM,1 - 3,Olivier Boscagli SMM,2 - 4,Brighton v Man City
Jan Paul van Hecke PGM,0.5 - 2,Jan Paul van Hecke SMM,1 - 3,Brighton v Man City
Joel Veltman PGM,0.25 - 1.5,Joel Veltman SMM,0.5 - 2,Brighton v Man City
Erling Haaland PGM,33 - 36,Erling Haaland SMM,55 - 63,Brighton v Man City
Omar Marmoush PGM,16 - 19,Omar Marmoush SMM,24 - 29,Brighton v Man City
Phil Foden PGM,13 - 16,Phil Foden SMM,19 - 23,Brighton v Man City
Rayan Cherki PGM,10 - 13,Rayan Cherki SMM,14 - 18,Brighton v Man City
Oscar Bobb PGM,10 - 13,Oscar Bobb SMM,13 - 17,Brighton v Man City
Tijjani Reijnders PGM,9 - 12,Tijjani Reijnders SMM,13 - 17,Brighton v Man City
Jeremy Doku PGM,8 - 11,Jeremy Doku SMM,12 - 16,Brighton v Man City
Bernardo Silva PGM,5 - 8,Bernardo Silva SMM,8 - 11,Brighton v Man City
Ilkay Gundogan PGM,5 - 8,Ilkay Gundogan SMM,7 - 10,Brighton v Man City
Nico O'Reilly PGM,4 - 7,Nico O'Reilly SMM,7 - 10,Brighton v Man City
Rodri PGM,4 - 7,Rodri SMM,6 - 9,Brighton v Man City
Rayan Ait-Nouri PGM,3 - 6,Rayan Ait-Nouri SMM,6 - 9,Brighton v Man City
Nico Gonzalez PGM,3 - 6,Nico Gonzalez SMM,5 - 8,Brighton v Man City
Rico Lewis PGM,2.5 - 5,Rico Lewis SMM,5 - 8,Brighton v Man City
John Stones PGM,2.5 - 5,John Stones SMM,5 - 8,Brighton v Man City
Matheus Nunes PGM,2.5 - 5,Matheus Nunes SMM,5 - 8,Brighton v Man City
Nathan Ake PGM,2.5 - 5,Nathan Ake SMM,4 - 7,Brighton v Man City
Manuel Akanji PGM,1 - 3,Manuel Akanji SMM,2 - 4,Brighton v Man City
Abdukodir Khusanov PGM,1 - 3,Abdukodir Khusanov SMM,2 - 4,Brighton v Man City
Ruben Dias PGM,1 - 3,Ruben Dias SMM,2 - 4,Brighton v Man City
Josko Gvardiol PGM,4 - 7,Josko Gvardiol SMM,6 - 9,Brighton v Man City
Chris Wood PGM,26 - 29,Chris Wood SMM,41 - 48,Nottingham Forest v West Ham
Igor Jesus PGM,18 - 21,Igor Jesus SMM,28 - 33,Nottingham Forest v West Ham
Arnaud Kalimuendo PGM,16 - 19,Arnaud Kalimuendo SMM,24 - 29,Nottingham Forest v West Ham
Dan Ndoye PGM,10 - 13,Dan Ndoye SMM,14 - 18,Nottingham Forest v West Ham
Omari Hutchinson PGM,10 - 13,Omari Hutchinson SMM,14 - 18,Nottingham Forest v West Ham
Morgan Gibbs-White PGM,10 - 13,Morgan Gibbs-White SMM,14 - 18,Nottingham Forest v West Ham
Callum Hudson-Odoi PGM,9 - 12,Callum Hudson-Odoi SMM,13 - 17,Nottingham Forest v West Ham
James McAtee PGM,9 - 12,James McAtee SMM,13 - 17,Nottingham Forest v West Ham
Douglas Luiz PGM,4 - 7,Douglas Luiz SMM,6 - 9,Nottingham Forest v West Ham
Nikola Milenkovic PGM,3 - 6,Nikola Milenkovic SMM,5 - 8,Nottingham Forest v West Ham
Elliot Anderson PGM,3 - 6,Elliot Anderson SMM,5 - 8,Nottingham Forest v West Ham
Ryan Yates PGM,3 - 6,Ryan Yates SMM,5 - 8,Nottingham Forest v West Ham
Willy Boly PGM,2.5 - 5,Willy Boly SMM,4 - 7,Nottingham Forest v West Ham
Ibrahim Sangare PGM,2 - 4,Ibrahim Sangare SMM,4 - 7,Nottingham Forest v West Ham
Murillo PGM,2 - 4,Murillo SMM,2.5 - 5,Nottingham Forest v West Ham
Neco Williams PGM,2 - 4,Neco Williams SMM,2.5 - 5,Nottingham Forest v West Ham
Morato PGM,2 - 4,Morato SMM,2.5 - 5,Nottingham Forest v West Ham
Ola Aina PGM,1 - 3,Ola Aina SMM,2 - 4,Nottingham Forest v West Ham
Jarrod Bowen PGM,12 - 15,Jarrod Bowen SMM,17 - 21,Nottingham Forest v West Ham
Callum Wilson PGM,9 - 12,Callum Wilson SMM,13 - 17,Nottingham Forest v West Ham
Niclas Fullkrug PGM,9 - 12,Niclas Fullkrug SMM,13 - 17,Nottingham Forest v West Ham
Lucas Paqueta PGM,7 - 10,Lucas Paqueta SMM,10 - 14,Nottingham Forest v West Ham
Tomas Soucek PGM,5 - 8,Tomas Soucek SMM,8 - 11,Nottingham Forest v West Ham
Andy Irving PGM,2.5 - 5,Andy Irving SMM,4 - 7,Nottingham Forest v West Ham
El Hadji Malick Diouf PGM,2.5 - 5,El Hadji Malick Diouf SMM,4 - 7,Nottingham Forest v West Ham
James Ward Prowse PGM,2 - 4,James Ward Prowse SMM,2.5 - 5,Nottingham Forest v West Ham
Nayef Aguerd PGM,1 - 3,Nayef Aguerd SMM,2 - 4,Nottingham Forest v West Ham
Kyle Walker-Peters PGM,1 - 3,Kyle Walker-Peters SMM,2 - 4,Nottingham Forest v West Ham
Konstantinos Mavropanos PGM,1 - 3,Konstantinos Mavropanos SMM,2 - 4,Nottingham Forest v West Ham
Oliver Scarles PGM,1 - 3,Oliver Scarles SMM,2 - 4,Nottingham Forest v West Ham
Freddie Potts PGM,1 - 3,Freddie Potts SMM,2 - 4,Nottingham Forest v West Ham
Max Kilman PGM,0.5 - 2,Max Kilman SMM,1 - 3,Nottingham Forest v West Ham
Aaron Wan-Bissaka PGM,0.5 - 2,Aaron Wan-Bissaka SMM,1 - 3,Nottingham Forest v West Ham
