AM_namesX10,AM_oddsX10,contest
Anthony Gordon Ax10,1.6 - 2,Wolves v Newcastle
Harvey Barnes Ax10,1.8 - 2.2,Wolves v Newcastle
Sandro Tonali Ax10,1 - 1.3,Wolves v Newcastle
Nick Woltemade Ax10,0.9 - 1.2,Wolves v Newcastle
Kieran Trippier Ax10,2.4 - 2.8,Wolves v Newcastle
Joelinton Ax10,0.7 - 0.9,Wolves v Newcastle
Bruno Guimaraes Ax10,1.4 - 1.7,Wolves v Newcastle
Lewis Hall Ax10,1.4 - 1.7,Wolves v Newcastle
Hwang Hee-chan Ax10,0.7 - 0.9,Wolves v Newcastle
Jackson Tchatchoua Ax10,1.1 - 1.4,Wolves v Newcastle
Mateus Mane Ax10,0.4 - 0.6,Wolves v Newcastle
Tolu Arokodare Ax10,0.3 - 0.5,Wolves v Newcastle
Joao Gomes Ax10,0.2 - 0.4,Wolves v Newcastle
Ladislav Krejci Ax10,0.3 - 0.5,Wolves v Newcastle
Hugo Bueno Ax10,1 - 1.3,Wolves v Newcastle
Santiago Bueno Ax10,0 - 0.2,Wolves v Newcastle
Yerson Mosquera Ax10,0.2 - 0.4,Wolves v Newcastle
Jhon Arias Ax10,1.1 - 1.4,Wolves v Newcastle
Jorgen Strand Larsen Ax10,0.5 - 0.7,Wolves v Newcastle
Matt Doherty Ax10,0.3 - 0.5,Wolves v Newcastle
David Moller Wolfe Ax10,0.5 - 0.7,Wolves v Newcastle
Andre Ax10,0.1 - 0.3,Wolves v Newcastle
Lewis Miley Ax10,1.4 - 1.7,Wolves v Newcastle
Sven Botman Ax10,0.2 - 0.4,Wolves v Newcastle
Yoane Wissa Ax10,0.6 - 0.8,Wolves v Newcastle
Malick Thiaw Ax10,0.2 - 0.4,Wolves v Newcastle
Jacob Murphy Ax10,2.4 - 2.8,Wolves v Newcastle
Joe Willock Ax10,1.2 - 1.5,Wolves v Newcastle
Emiliano Buendia Ax10,2 - 2.4,Aston Villa v Everton
Dwight McNeil Ax10,1.9 - 2.3,Aston Villa v Everton
Morgan Rogers Ax10,1.7 - 2.1,Aston Villa v Everton
Youri Tielemans Ax10,1.5 - 1.9,Aston Villa v Everton
Ian Maatsen Ax10,1.2 - 1.5,Aston Villa v Everton
John McGinn Ax10,1.2 - 1.5,Aston Villa v Everton
Jack Grealish Ax10,1.2 - 1.5,Aston Villa v Everton
Ollie Watkins Ax10,1.2 - 1.5,Aston Villa v Everton
Matty Cash Ax10,0.9 - 1.2,Aston Villa v Everton
James Garner Ax10,0.8 - 1.1,Aston Villa v Everton
Nathan Patterson Ax10,0.75 - 1,Aston Villa v Everton
Harrison Armstrong Ax10,0.6 - 0.8,Aston Villa v Everton
Vitaliy Mykolenko Ax10,0.5 - 0.7,Aston Villa v Everton
Thierno Barry Ax10,0.4 - 0.6,Aston Villa v Everton
Tim Iroegbunam Ax10,0.3 - 0.5,Aston Villa v Everton
James Tarkowski Ax10,0.3 - 0.5,Aston Villa v Everton
Lucas Digne Ax10,1.8 - 2.2,Aston Villa v Everton
Jadon Sancho Ax10,1.8 - 2.2,Aston Villa v Everton
Boubacar Kamara Ax10,0.7 - 0.9,Aston Villa v Everton
Tyler Dibling Ax10,0.4 - 0.6,Aston Villa v Everton
Beto Ax10,0.4 - 0.6,Aston Villa v Everton
