AM_namesX10,AM_oddsX10,contest
Tijjani Reijnders Ax10,1.3 - 1.6,Man City v Wolves
Nico O'Reilly Ax10,1.3 - 1.6,Man City v Wolves
Marc Guehi Ax10,0.3 - 0.5,Man City v Wolves
Abdukodir Khusanov Ax10,0.1 - 0.3,Man City v Wolves
Rayan Cherki Ax10,5.7 - 6.2,Man City v Wolves
Max Alleyne Ax10,0.4 - 0.6,Man City v Wolves
Omar Marmoush Ax10,2.7 - 3.2,Man City v Wolves
Rayan Ait-Nouri Ax10,1.7 - 2.1,Man City v Wolves
Nathan Ake Ax10,0.5 - 0.7,Man City v Wolves
Yerson Mosquera Ax10,0.1 - 0.3,Man City v Wolves
Emmanuel Agbadou Ax10,0.1 - 0.3,Man City v Wolves
Hugo Bueno Ax10,0.7 - 0.9,Man City v Wolves
Jorgen Strand Larsen Ax10,0.2 - 0.5,Man City v Wolves
Jhon Arias Ax10,0.7 - 0.9,Man City v Wolves
Andre Ax10,0.1 - 0.3,Man City v Wolves
Florian Wirtz Ax10,2.9 - 3.4,Bournemouth v Liverpool
Mohamed Salah Ax10,2.8 - 3.3,Bournemouth v Liverpool
Dominik Szoboszlai Ax10,2.3 - 2.7,Bournemouth v Liverpool
Jeremie Frimpong Ax10,1.7 - 2.1,Bournemouth v Liverpool
Hugo Ekitike Ax10,1.4 - 1.7,Bournemouth v Liverpool
Ryan Christie Ax10,1 - 1.3,Bournemouth v Liverpool
Lewis Cook Ax10,0.9 - 1.2,Bournemouth v Liverpool
Curtis Jones Ax10,0.7 - 0.9,Bournemouth v Liverpool
Alex Scott Ax10,0.7 - 0.9,Bournemouth v Liverpool
Evanilson Ax10,0.8 - 1.1,Bournemouth v Liverpool
Ryan Gravenberch Ax10,0.6 - 0.8,Bournemouth v Liverpool
Eli Junior Kroupi Ax10,0.7 - 0.9,Bournemouth v Liverpool
Cody Gakpo Ax10,2.1 - 2.5,Bournemouth v Liverpool
Milos Kerkez Ax10,1 - 1.3,Bournemouth v Liverpool
Adrien Truffert Ax10,0.9 - 1.2,Bournemouth v Liverpool
Amine Adli Ax10,0.9 - 1.2,Bournemouth v Liverpool
Alejandro Jimenez Ax10,0.8 - 1.1,Bournemouth v Liverpool
Alexis MacAllister Ax10,0.8 - 1.1,Bournemouth v Liverpool
Marcos Senesi Ax10,0.5 - 0.7,Bournemouth v Liverpool
James Hill Ax10,0.3 - 0.5,Bournemouth v Liverpool
Adam Smith Ax10,0.2 - 0.4,Bournemouth v Liverpool
Veljko Milosavljevic Ax10,0.2 - 0.4,Bournemouth v Liverpool
Virgil van Dijk Ax10,0.1 - 0.3,Bournemouth v Liverpool
Ibrahima Konate Ax10,0.1 - 0.3,Bournemouth v Liverpool
Joe Gomez Ax10,1 - 1.3,Bournemouth v Liverpool
Dwight McNeil Ax10,2 - 2.4,Everton v Leeds
Nathan Patterson Ax10,1.9 - 2.3,Everton v Leeds
Brenden Aaronson Ax10,1.7 - 2.1,Everton v Leeds
James Garner Ax10,1.2 - 1.5,Everton v Leeds
Noah Okafor Ax10,1.1 - 1.4,Everton v Leeds
Jayden Bogle Ax10,0.9 - 1.2,Everton v Leeds
Merlin Rohl Ax10,0.7 - 0.9,Everton v Leeds
James Justin Ax10,0.5 - 0.7,Everton v Leeds
Thierno Barry Ax10,0.3 - 0.5,Everton v Leeds
Dominic Calvert-Lewin Ax10,0.3 - 0.5,Everton v Leeds
Ilia Gruev Ax10,0.3 - 0.5,Everton v Leeds
Anton Stach Ax10,1.7 - 2.1,Everton v Leeds
Wilfried Gnonto Ax10,1 - 1.3,Everton v Leeds
Gabriel Gudmondsson Ax10,1 - 1.3,Everton v Leeds
Iliman Ndiaye Ax10,1 - 1.3,Everton v Leeds
Carlos Alcaraz Ax10,0.7 - 0.9,Everton v Leeds
Harrison Armstrong Ax10,0.6 - 0.8,Everton v Leeds
Vitaliy Mykolenko Ax10,0.6 - 0.8,Everton v Leeds
Idrissa Gueye Ax10,0.5 - 0.7,Everton v Leeds
Tyler Dibling Ax10,0.3 - 0.5,Everton v Leeds
James Tarkowski Ax10,0.3 - 0.5,Everton v Leeds
Beto Ax10,0.2 - 0.4,Everton v Leeds
Ethan Ampadu Ax10,0.2 - 0.4,Everton v Leeds
Lukas Nmecha Ax10,0.2 - 0.4,Everton v Leeds
Jake O'Brien Ax10,0.1 - 0.3,Everton v Leeds
Pascal Struijk Ax10,0 - 0.2,Everton v Leeds
Joe Rodon Ax10,0 - 0.2,Everton v Leeds
Sebastiaan Bornauw Ax10,0 - 0.2,Everton v Leeds
