AM_namesX10,AM_oddsX10,contest
Bruno Fernandes Ax10,3.5 - 4,Man Utd v Burnley
Bryan Mbeumo Ax10,2.7 - 3.2,Man Utd v Burnley
Matheus Cunha Ax10,1.9 - 2.3,Man Utd v Burnley
Amad Diallo Ax10,1.9 - 2.3,Man Utd v Burnley
Mason Mount Ax10,1.7 - 2.1,Man Utd v Burnley
Luke Shaw Ax10,1.6 - 2,Man Utd v Burnley
Patrick Dorgu Ax10,1.4 - 1.7,Man Utd v Burnley
Diogo Dalot Ax10,1.1 - 1.4,Man Utd v Burnley
Kobbie Mainoo Ax10,0.9 - 1.2,Man Utd v Burnley
Joshua Zirkzee Ax10,0.8 - 1.1,Man Utd v Burnley
Rasmus Hojlund Ax10,0.8 - 1.1,Man Utd v Burnley
Diego Leon Ax10,0.8 - 1.1,Man Utd v Burnley
Chido Obi Ax10,0.8 - 1.1,Man Utd v Burnley
Noussair Mazraoui Ax10,0.75 - 1,Man Utd v Burnley
Casemiro Ax10,0.75 - 1,Man Utd v Burnley
Benjamin Sesko Ax10,0.6 - 0.8,Man Utd v Burnley
Manuel Ugarte Ax10,0.2 - 0.4,Man Utd v Burnley
Harry Maguire Ax10,0.2 - 0.4,Man Utd v Burnley
Tyler Fredricson Ax10,0.1 - 0.3,Man Utd v Burnley
Ayden Heaven Ax10,0.1 - 0.3,Man Utd v Burnley
Matthijs de Ligt Ax10,0 - 0.2,Man Utd v Burnley
Leny Yoro Ax10,0 - 0.2,Man Utd v Burnley
Mike Tresor Ax10,1.1 - 1.4,Man Utd v Burnley
Jaidon Anthony Ax10,1.2 - 1.5,Man Utd v Burnley
Hannibal Mejbri Ax10,0.9 - 1.2,Man Utd v Burnley
Marcus Edwards Ax10,0.75 - 1,Man Utd v Burnley
Jacob Bruun Larsen Ax10,0.7 - 0.9,Man Utd v Burnley
Oliver Sonne Ax10,0.7 - 0.9,Man Utd v Burnley
Lucas Pires Ax10,0.5 - 0.7,Man Utd v Burnley
Zian Flemming Ax10,0.5 - 0.7,Man Utd v Burnley
Aaron Ramsey Ax10,0.3 - 0.5,Man Utd v Burnley
Lyle Foster Ax10,0.5 - 0.7,Man Utd v Burnley
Quilindschy Hartman Ax10,0.3 - 0.5,Man Utd v Burnley
Josh Cullen Ax10,0.3 - 0.5,Man Utd v Burnley
Josh Laurent Ax10,0.3 - 0.5,Man Utd v Burnley
Loum Tchaouna Ax10,0.3 - 0.5,Man Utd v Burnley
Hannes Delcroix Ax10,0 - 0.2,Man Utd v Burnley
Ashley Barnes Ax10,0.1 - 0.3,Man Utd v Burnley
Jaydon Banel Ax10,0.1 - 0.3,Man Utd v Burnley
Armando Broja Ax10,0.1 - 0.3,Man Utd v Burnley
Kyle Walker Ax10,0.2 - 0.4,Man Utd v Burnley
Lesley Ugochukwu Ax10,0.1 - 0.3,Man Utd v Burnley
Maxime Esteve Ax10,0 - 0.2,Man Utd v Burnley
Joe Worrall Ax10,0 - 0.2,Man Utd v Burnley
Bashir Humphreys Ax10,0 - 0.2,Man Utd v Burnley
Hjalmar Ekdal Ax10,0 - 0.2,Man Utd v Burnley
Axel Tuanzebe Ax10,0 - 0.2,Man Utd v Burnley
