AM_namesX10,AM_oddsX10,contest
Bukayo Saka Ax10,3.2 - 3.7,Arsenal v Brighton
Martin Odegaard Ax10,2.6 - 3.1,Arsenal v Brighton
Gabriel Martinelli Ax10,2.3 - 2.7,Arsenal v Brighton
Declan Rice Ax10,2.3 - 2.7,Arsenal v Brighton
Eberechi Eze Ax10,2 - 2.4,Arsenal v Brighton
Leandro Trossard Ax10,2 - 2.4,Arsenal v Brighton
Noni Madueke Ax10,1.9 - 2.3,Arsenal v Brighton
Kai Havertz Ax10,1.6 - 2,Arsenal v Brighton
Gabriel Jesus Ax10,1.6 - 2,Arsenal v Brighton
Viktor Gyokeres Ax10,1.4 - 1.7,Arsenal v Brighton
Mikel Merino Ax10,1.3 - 1.6,Arsenal v Brighton
Ethan Nwaneri Ax10,1.1 - 1.4,Arsenal v Brighton
Martin Zubimendi Ax10,0.9 - 1.2,Arsenal v Brighton
Riccardo Calafiori Ax10,0.75 - 1,Arsenal v Brighton
Christian Norgaard Ax10,0.75 - 1,Arsenal v Brighton
Myles Lewis-Skelly Ax10,0.6 - 0.8,Arsenal v Brighton
Piero Hincapie Ax10,0.6 - 0.8,Arsenal v Brighton
Jurrien Timber Ax10,0.5 - 0.7,Arsenal v Brighton
Gabriel Magalhaes Ax10,0.2 - 0.4,Arsenal v Brighton
William Saliba Ax10,0.1 - 0.3,Arsenal v Brighton
Brajan Gruda Ax10,1.1 - 1.4,Arsenal v Brighton
Yankuba Minteh Ax10,1 - 1.3,Arsenal v Brighton
Maxime De Cuyper Ax10,0.9 - 1.2,Arsenal v Brighton
Tom Watson Ax10,0.9 - 1.2,Arsenal v Brighton
Georginio Rutter Ax10,0.7 - 0.9,Arsenal v Brighton
Kaoru Mitoma Ax10,0.7 - 0.9,Arsenal v Brighton
Charalampos Kostoulas Ax10,0.6 - 0.8,Arsenal v Brighton
Yasin Ayari Ax10,0.4 - 0.6,Arsenal v Brighton
Diego Gomez Ax10,0.4 - 0.6,Arsenal v Brighton
James Milner Ax10,0.3 - 0.5,Arsenal v Brighton
Mats Wieffer Ax10,0.3 - 0.5,Arsenal v Brighton
Ferdi Kadioglu Ax10,0.2 - 0.4,Arsenal v Brighton
Jan Paul van Hecke Ax10,0.2 - 0.4,Arsenal v Brighton
Danny Welbeck Ax10,0.1 - 0.3,Arsenal v Brighton
Olivier Boscagli Ax10,0.1 - 0.3,Arsenal v Brighton
Jack Hinshelwood Ax10,0.1 - 0.3,Arsenal v Brighton
Lewis Dunk Ax10,0 - 0.2,Arsenal v Brighton
Diego Coppola Ax10,0 - 0.2,Arsenal v Brighton
Joel Veltman Ax10,0 - 0.2,Arsenal v Brighton
Bukayo Saka Ax10,3.2 - 3.7,Arsenal v Brighton
Martin Odegaard Ax10,2.6 - 3.1,Arsenal v Brighton
Gabriel Martinelli Ax10,2.3 - 2.7,Arsenal v Brighton
Declan Rice Ax10,2.3 - 2.7,Arsenal v Brighton
Eberechi Eze Ax10,2 - 2.4,Arsenal v Brighton
Leandro Trossard Ax10,2 - 2.4,Arsenal v Brighton
Noni Madueke Ax10,1.9 - 2.3,Arsenal v Brighton
Kai Havertz Ax10,1.6 - 2,Arsenal v Brighton
Gabriel Jesus Ax10,1.6 - 2,Arsenal v Brighton
Viktor Gyokeres Ax10,1.4 - 1.7,Arsenal v Brighton
Mikel Merino Ax10,1.3 - 1.6,Arsenal v Brighton
Ethan Nwaneri Ax10,1.1 - 1.4,Arsenal v Brighton
Martin Zubimendi Ax10,0.9 - 1.2,Arsenal v Brighton
Riccardo Calafiori Ax10,0.75 - 1,Arsenal v Brighton
Christian Norgaard Ax10,0.75 - 1,Arsenal v Brighton
Myles Lewis-Skelly Ax10,0.6 - 0.8,Arsenal v Brighton
Piero Hincapie Ax10,0.6 - 0.8,Arsenal v Brighton
Jurrien Timber Ax10,0.5 - 0.7,Arsenal v Brighton
Gabriel Magalhaes Ax10,0.2 - 0.4,Arsenal v Brighton
William Saliba Ax10,0.1 - 0.3,Arsenal v Brighton
Brajan Gruda Ax10,1.1 - 1.4,Arsenal v Brighton
Yankuba Minteh Ax10,1 - 1.3,Arsenal v Brighton
Maxime De Cuyper Ax10,0.9 - 1.2,Arsenal v Brighton
Tom Watson Ax10,0.9 - 1.2,Arsenal v Brighton
Georginio Rutter Ax10,0.7 - 0.9,Arsenal v Brighton
Kaoru Mitoma Ax10,0.7 - 0.9,Arsenal v Brighton
Charalampos Kostoulas Ax10,0.6 - 0.8,Arsenal v Brighton
Yasin Ayari Ax10,0.4 - 0.6,Arsenal v Brighton
Diego Gomez Ax10,0.4 - 0.6,Arsenal v Brighton
James Milner Ax10,0.3 - 0.5,Arsenal v Brighton
