AM_namesX10,AM_oddsX10,contest
Lucas Bergvall Ax10,1 - 1.3,Newcastle v Tottenham
Randal Kolo Muani Ax10,0.9 - 1.2,Newcastle v Tottenham
Dan Burn Ax10,0.7 - 0.9,Newcastle v Tottenham
Djed Spence Ax10,0.7 - 0.9,Newcastle v Tottenham
Archie Gray Ax10,0.5 - 0.7,Newcastle v Tottenham
Joao Palhinha Ax10,0.3 - 0.5,Newcastle v Tottenham
Cristian Romero Ax10,0.1 - 0.3,Newcastle v Tottenham
Anthony Gordon Ax10,2 - 2.4,Newcastle v Tottenham
Jacob Murphy Ax10,2 - 2.4,Newcastle v Tottenham
Sandro Tonali Ax10,2 - 2.4,Newcastle v Tottenham
Xavi Simons Ax10,1.3 - 1.6,Newcastle v Tottenham
Joe Willock Ax10,1.2 - 1.5,Newcastle v Tottenham
Jacob Ramsey Ax10,1.2 - 1.5,Newcastle v Tottenham
Brennan Johnson Ax10,1.2 - 1.5,Newcastle v Tottenham
Wilson Odobert Ax10,1.1 - 1.4,Newcastle v Tottenham
Mathys Tel Ax10,1 - 1.3,Newcastle v Tottenham
Pape Sarr Ax10,0.9 - 1.2,Newcastle v Tottenham
Destiny Udogie Ax10,0.7 - 0.9,Newcastle v Tottenham
Rodrigo Bentancur Ax10,0.6 - 0.8,Newcastle v Tottenham
Fabian Schar Ax10,0.5 - 0.7,Newcastle v Tottenham
Sven Botman Ax10,0.5 - 0.7,Newcastle v Tottenham
Emil Krafth Ax10,0.5 - 0.7,Newcastle v Tottenham
Malick Thiaw Ax10,0.3 - 0.5,Newcastle v Tottenham
Micky van de Ven Ax10,0.3 - 0.5,Newcastle v Tottenham
Kevin Danso Ax10,0.2 - 0.4,Newcastle v Tottenham
Alex Murphy Ax10,0.75 - 1,Newcastle v Tottenham
Bukayo Saka Ax10,3.3 - 3.8,Arsenal v Brentford
Martin Odegaard Ax10,2.8 - 3.3,Arsenal v Brentford
Noni Madueke Ax10,2.6 - 3,Arsenal v Brentford
Declan Rice Ax10,2.1 - 2.5,Arsenal v Brentford
Igor Thiago Ax10,1.8 - 2.2,Arsenal v Brentford
Jurrien Timber Ax10,1.6 - 2,Arsenal v Brentford
Jordan Henderson Ax10,1.6 - 1.9,Arsenal v Brentford
Martin Zubimendi Ax10,1.3 - 1.6,Arsenal v Brentford
Viktor Gyokeres Ax10,1.3 - 1.6,Arsenal v Brentford
Kevin Schade Ax10,1.2 - 1.5,Arsenal v Brentford
Dango Ouattara Ax10,1.1 - 1.4,Arsenal v Brentford
Myles Lewis-Skelly Ax10,0.9 - 1.2,Arsenal v Brentford
Piero Hincapie Ax10,0.9 - 1.2,Arsenal v Brentford
Mikkel Damsgaard Ax10,0.9 - 1.2,Arsenal v Brentford
Mathias Jensen Ax10,0.75 - 1,Arsenal v Brentford
Aaron Hickey Ax10,0.6 - 0.8,Arsenal v Brentford
