AM_namesX10,AM_oddsX10,contest
Jarrod Bowen Ax10,2.1 - 2.5,West Ham v Nottingham Forest
Omari Hutchinson Ax10,1.9 - 2.3,West Ham v Nottingham Forest
Dilane Bakwa Ax10,1.7 - 2.1,West Ham v Nottingham Forest
Crysencio Summerville Ax10,1.6 - 2,West Ham v Nottingham Forest
Morgan Gibbs-White Ax10,1.6 - 2,West Ham v Nottingham Forest
Elliot Anderson Ax10,1.6 - 2,West Ham v Nottingham Forest
Mateus Fernandes Ax10,1.1 - 1.4,West Ham v Nottingham Forest
Freddie Potts Ax10,0.9 - 1.2,West Ham v Nottingham Forest
Kyle Walker-Peters Ax10,0.9 - 1.2,West Ham v Nottingham Forest
Nicolas Dominguez Ax10,0.75 - 1,West Ham v Nottingham Forest
Neco Williams Ax10,0.75 - 1,West Ham v Nottingham Forest
Igor Jesus Ax10,0.75 - 1,West Ham v Nottingham Forest
Nicolo Savona Ax10,0.6 - 0.8,West Ham v Nottingham Forest
Ola Aina Ax10,0.6 - 0.8,West Ham v Nottingham Forest
Soungoutou Magassa Ax10,0.5 - 0.7,West Ham v Nottingham Forest
Callum Wilson Ax10,0.4 - 0.6,West Ham v Nottingham Forest
Tomas Soucek Ax10,0.4 - 0.6,West Ham v Nottingham Forest
Dan Ndoye Ax10,1.6 - 2,West Ham v Nottingham Forest
Lucas Paqueta Ax10,1.6 - 2,West Ham v Nottingham Forest
James McAtee Ax10,1.6 - 2,West Ham v Nottingham Forest
Callum Hudson-Odoi Ax10,1.5 - 1.9,West Ham v Nottingham Forest
Valentin Castellanos Ax10,1.2 - 1.5,West Ham v Nottingham Forest
Oleksandr Zinchenko Ax10,1 - 1.3,West Ham v Nottingham Forest
Douglas Luiz Ax10,1 - 1.3,West Ham v Nottingham Forest
Taiwo Awoniyi Ax10,0.9 - 1.2,West Ham v Nottingham Forest
Oliver Scarles Ax10,0.9 - 1.2,West Ham v Nottingham Forest
Pablo Felipe Ax10,0.75 - 1,West Ham v Nottingham Forest
Nikola Milenkovic Ax10,0.3 - 0.5,West Ham v Nottingham Forest
Murillo Ax10,0.3 - 0.5,West Ham v Nottingham Forest
Max Kilman Ax10,0.3 - 0.5,West Ham v Nottingham Forest
Jean-Clair Todibo Ax10,0.3 - 0.5,West Ham v Nottingham Forest
Konstantinos Mavropanos Ax10,0.2 - 0.4,West Ham v Nottingham Forest
Rayan Cherki Ax10,3.5 - 4,Man City v Brighton
Jeremy Doku Ax10,3.3 - 3.8,Man City v Brighton
Phil Foden Ax10,2.3 - 2.7,Man City v Brighton
Tijjani Reijnders Ax10,1.3 - 1.6,Man City v Brighton
Bernardo Silva Ax10,1.2 - 1.5,Man City v Brighton
Matheus Nunes Ax10,1.2 - 1.5,Man City v Brighton
Brajan Gruda Ax10,1.1 - 1.4,Man City v Brighton
Rodri Ax10,1 - 1.3,Man City v Brighton
Erling Haaland Ax10,1 - 1.3,Man City v Brighton
Charalampos Kostoulas Ax10,0.9 - 1.2,Man City v Brighton
Nico O'Reilly Ax10,0.9 - 1.2,Man City v Brighton
Kaoru Mitoma Ax10,0.75 - 1,Man City v Brighton
Georginio Rutter Ax10,0.7 - 0.9,Man City v Brighton
Danny Welbeck Ax10,0.5 - 0.7,Man City v Brighton
Diego Gomez Ax10,0.6 - 0.8,Man City v Brighton
Yasin Ayari Ax10,0.5 - 0.7,Man City v Brighton
Savinho Ax10,1.7 - 2.1,Man City v Brighton
Yankuba Minteh Ax10,1 - 1.3,Man City v Brighton
Maxime De Cuyper Ax10,1 - 1.3,Man City v Brighton
James Milner Ax10,0.5 - 0.7,Man City v Brighton
Nathan Ake Ax10,0.3 - 0.5,Man City v Brighton
Josko Gvardiol Ax10,0.3 - 0.5,Man City v Brighton
Ferdi Kadioglu Ax10,0.3 - 0.5,Man City v Brighton
Nico Gonzalez Ax10,0.2 - 0.5,Man City v Brighton
Joel Veltman Ax10,0.2 - 0.4,Man City v Brighton
Ruben Dias Ax10,0.1 - 0.3,Man City v Brighton
Abdukodir Khusanov Ax10,0.1 - 0.3,Man City v Brighton
Jan Paul van Hecke Ax10,0.1 - 0.3,Man City v Brighton
John Stones Ax10,0.1 - 0.3,Man City v Brighton
Lewis Dunk Ax10,0 - 0.2,Man City v Brighton
