,manager_id,gw,active_chip,automatic_subs,gw_points,points_on_bench,event_transfers,event_transfers_cost,total_points,picks,value,captain,vice_captain,bank,rank,rank_sort,overall_rank
136,429924,23,,[],52,10,1,0,1139,"(263, 611, 342, 36, 382, 19, 362, 412, 355, 343, 293, 524, 72, 29, 220)",1011,355,412,85,6290829,6292690,5188226
137,429924,24,,[],78,1,1,0,1217,"(263, 29, 342, 321, 382, 19, 362, 412, 355, 343, 293, 524, 72, 36, 220)",1013,293,412,89,1701779,1705274,4810371
138,429924,25,,[],68,8,1,0,1285,"(263, 29, 342, 387, 382, 19, 362, 412, 355, 343, 293, 524, 72, 36, 321)",1012,293,412,93,7043359,7045390,4937364
139,429924,26,,[],53,4,1,0,1338,"(263, 29, 342, 387, 36, 382, 19, 412, 355, 343, 60, 524, 72, 362, 321)",1014,355,412,81,3487083,3490789,4783780
140,429924,27,3xc,[],86,19,1,0,1424,"(263, 29, 10, 36, 362, 382, 19, 412, 72, 355, 60, 524, 343, 342, 387)",1015,19,60,83,599122,602478,4287420
141,429924,28,,[],48,7,0,0,1472,"(524, 29, 10, 36, 362, 382, 19, 412, 72, 355, 60, 263, 343, 342, 387)",1015,72,60,83,3989166,3992677,4188745
142,429924,29,freehit,[],19,3,0,0,1491,"(520, 114, 96, 36, 586, 43, 516, 526, 119, 776, 60, 524, 412, 342, 387)",1014,516,776,83,1992081,2015453,4052434
143,429924,30,,[],66,6,1,0,1557,"(263, 29, 10, 387, 362, 382, 19, 412, 279, 355, 60, 524, 342, 72, 36)",1014,362,60,102,1040386,1044172,3708668
144,429924,31,wildcard,"[(48, 10), (382, 19), (387, 355)]",58,6,0,0,1615,"(263, 757, 29, 48, 387, 526, 516, 362, 382, 82, 279, 152, 19, 10, 355)",1013,19,82,79,2964767,2968649,3582838
145,429924,32,,"[(757, 10)]",53,5,0,0,1668,"(263, 29, 757, 48, 526, 516, 362, 19, 82, 355, 279, 152, 382, 10, 387)",1015,362,82,79,6351174,6356506,3715476
146,429924,33,,"[(387, 10)]",66,6,1,0,1734,"(152, 757, 29, 387, 382, 308, 516, 362, 19, 355, 279, 263, 10, 48, 82)",1016,355,382,22,3887328,3890995,3686644
147,429924,34,,"[(48, 757), (82, 362)]",99,0,0,0,1833,"(263, 48, 29, 10, 387, 382, 308, 19, 82, 355, 279, 152, 516, 757, 362)",1015,308,382,22,1953766,1955040,3410208
148,429924,35,,[],65,6,1,0,1898,"(263, 29, 10, 387, 362, 308, 19, 382, 516, 355, 279, 152, 82, 48, 508)",1013,362,382,19,2287920,2290419,3259100
149,429924,36,,"[(48, 10), (508, 387)]",92,8,0,0,1990,"(263, 29, 48, 508, 382, 308, 516, 362, 19, 355, 279, 152, 82, 10, 387)",1013,19,382,19,1384896,1387826,2940586
150,429924,37,,[],82,11,2,0,2072,"(263, 29, 10, 194, 362, 308, 19, 382, 516, 355, 232, 152, 508, 48, 279)",1010,362,355,12,5282756,5283319,3104940
151,429924,38,,"[(508, 10), (616, 19)]",58,1,1,0,2130,"(263, 29, 508, 194, 616, 382, 308, 516, 362, 232, 355, 152, 10, 19, 279)",1010,362,355,5,4167689,4171695,3126460
