scoreline,scoreline_odds,contest,Outcome
6-1,150/1,Sunderland v West Ham,West Ham Win
6-2,150/1,Sunderland v West Ham,West Ham Win
7-0,150/1,Sunderland v West Ham,West Ham Win
7-1,150/1,Sunderland v West Ham,West Ham Win
8-0,150/1,Sunderland v West Ham,West Ham Win
9-0,150/1,Sunderland v West Ham,West Ham Win
10-0,150/1,Sunderland v West Ham,West Ham Win
1-0,11/2,Tottenham v Burnley,Tottenham Win
2-0,6/1,Tottenham v Burnley,Tottenham Win
2-1,6/1,Tottenham v Burnley,Tottenham Win
3-0,9/1,Tottenham v Burnley,Tottenham Win
3-1,11/1,Tottenham v Burnley,Tottenham Win
3-2,22/1,Tottenham v Burnley,Tottenham Win
4-0,18/1,Tottenham v Burnley,Tottenham Win
4-1,20/1,Tottenham v Burnley,Tottenham Win
4-2,40/1,Tottenham v Burnley,Tottenham Win
4-3,90/1,Tottenham v Burnley,Tottenham Win
5-0,40/1,Tottenham v Burnley,Tottenham Win
5-1,45/1,Tottenham v Burnley,Tottenham Win
5-2,80/1,Tottenham v Burnley,Tottenham Win
6-0,80/1,Tottenham v Burnley,Tottenham Win
6-1,90/1,Tottenham v Burnley,Tottenham Win
6-2,125/1,Tottenham v Burnley,Tottenham Win
7-0,125/1,Tottenham v Burnley,Tottenham Win
7-1,150/1,Tottenham v Burnley,Tottenham Win
8-0,150/1,Tottenham v Burnley,Tottenham Win
9-0,150/1,Tottenham v Burnley,Tottenham Win
10-0,150/1,Tottenham v Burnley,Tottenham Win
0-0,11/1,Tottenham v Burnley,Draw
1-1,7/1,Tottenham v Burnley,Draw
2-2,16/1,Tottenham v Burnley,Draw
3-3,66/1,Tottenham v Burnley,Draw
4-4,150/1,Tottenham v Burnley,Draw
1-0,16/1,Tottenham v Burnley,Burnley Win
2-0,35/1,Tottenham v Burnley,Burnley Win
2-1,18/1,Tottenham v Burnley,Burnley Win
3-0,90/1,Tottenham v Burnley,Burnley Win
3-1,60/1,Tottenham v Burnley,Burnley Win
3-2,50/1,Tottenham v Burnley,Burnley Win
4-0,150/1,Tottenham v Burnley,Burnley Win
4-1,125/1,Tottenham v Burnley,Burnley Win
4-2,125/1,Tottenham v Burnley,Burnley Win
4-3,125/1,Tottenham v Burnley,Burnley Win
5-0,150/1,Tottenham v Burnley,Burnley Win
5-1,150/1,Tottenham v Burnley,Burnley Win
5-2,150/1,Tottenham v Burnley,Burnley Win
6-0,150/1,Tottenham v Burnley,Burnley Win
6-1,150/1,Tottenham v Burnley,Burnley Win
6-2,150/1,Tottenham v Burnley,Burnley Win
7-0,150/1,Tottenham v Burnley,Burnley Win
7-1,150/1,Tottenham v Burnley,Burnley Win
8-0,150/1,Tottenham v Burnley,Burnley Win
1-0,18/1,Wolves v Man City,Wolves Win
2-0,35/1,Wolves v Man City,Wolves Win
2-1,16/1,Wolves v Man City,Wolves Win
3-0,80/1,Wolves v Man City,Wolves Win
3-1,50/1,Wolves v Man City,Wolves Win
3-2,45/1,Wolves v Man City,Wolves Win
4-0,150/1,Wolves v Man City,Wolves Win
4-1,100/1,Wolves v Man City,Wolves Win
4-2,100/1,Wolves v Man City,Wolves Win
4-3,125/1,Wolves v Man City,Wolves Win
5-0,150/1,Wolves v Man City,Wolves Win
5-1,150/1,Wolves v Man City,Wolves Win
5-2,150/1,Wolves v Man City,Wolves Win
6-0,150/1,Wolves v Man City,Wolves Win
6-1,150/1,Wolves v Man City,Wolves Win
6-2,150/1,Wolves v Man City,Wolves Win
7-0,150/1,Wolves v Man City,Wolves Win
7-1,150/1,Wolves v Man City,Wolves Win
8-0,150/1,Wolves v Man City,Wolves Win
0-0,14/1,Wolves v Man City,Draw
1-1,15/2,Wolves v Man City,Draw
2-2,14/1,Wolves v Man City,Draw
3-3,55/1,Wolves v Man City,Draw
4-4,150/1,Wolves v Man City,Draw
1-0,13/2,Wolves v Man City,Man City Win
2-0,13/2,Wolves v Man City,Man City Win
2-1,6/1,Wolves v Man City,Man City Win
3-0,9/1,Wolves v Man City,Man City Win
3-1,10/1,Wolves v Man City,Man City Win
3-2,18/1,Wolves v Man City,Man City Win
4-0,18/1,Wolves v Man City,Man City Win
4-1,18/1,Wolves v Man City,Man City Win
4-2,35/1,Wolves v Man City,Man City Win
4-3,70/1,Wolves v Man City,Man City Win
5-0,35/1,Wolves v Man City,Man City Win
5-1,40/1,Wolves v Man City,Man City Win
5-2,70/1,Wolves v Man City,Man City Win
6-0,80/1,Wolves v Man City,Man City Win
6-1,80/1,Wolves v Man City,Man City Win
6-2,100/1,Wolves v Man City,Man City Win
7-0,125/1,Wolves v Man City,Man City Win
7-1,125/1,Wolves v Man City,Man City Win
8-0,150/1,Wolves v Man City,Man City Win
9-0,150/1,Wolves v Man City,Man City Win
10-0,150/1,Wolves v Man City,Man City Win
1-0,13/2,Chelsea v Crystal Palace,Chelsea Win
2-0,7/1,Chelsea v Crystal Palace,Chelsea Win
2-1,13/2,Chelsea v Crystal Palace,Chelsea Win
3-0,10/1,Chelsea v Crystal Palace,Chelsea Win
3-1,11/1,Chelsea v Crystal Palace,Chelsea Win
3-2,18/1,Chelsea v Crystal Palace,Chelsea Win
4-0,20/1,Chelsea v Crystal Palace,Chelsea Win
4-1,20/1,Chelsea v Crystal Palace,Chelsea Win
4-2,35/1,Chelsea v Crystal Palace,Chelsea Win
4-3,80/1,Chelsea v Crystal Palace,Chelsea Win
5-0,45/1,Chelsea v Crystal Palace,Chelsea Win
5-1,45/1,Chelsea v Crystal Palace,Chelsea Win
5-2,70/1,Chelsea v Crystal Palace,Chelsea Win
6-0,90/1,Chelsea v Crystal Palace,Chelsea Win
6-1,90/1,Chelsea v Crystal Palace,Chelsea Win
6-2,125/1,Chelsea v Crystal Palace,Chelsea Win
7-0,150/1,Chelsea v Crystal Palace,Chelsea Win
7-1,150/1,Chelsea v Crystal Palace,Chelsea Win
8-0,150/1,Chelsea v Crystal Palace,Chelsea Win
9-0,150/1,Chelsea v Crystal Palace,Chelsea Win
10-0,150/1,Chelsea v Crystal Palace,Chelsea Win
0-0,12/1,Chelsea v Crystal Palace,Draw
1-1,13/2,Chelsea v Crystal Palace,Draw
2-2,14/1,Chelsea v Crystal Palace,Draw
3-3,50/1,Chelsea v Crystal Palace,Draw
4-4,125/1,Chelsea v Crystal Palace,Draw
1-0,16/1,Chelsea v Crystal Palace,Crystal Palace Win
2-0,28/1,Chelsea v Crystal Palace,Crystal Palace Win
2-1,14/1,Chelsea v Crystal Palace,Crystal Palace Win
3-0,70/1,Chelsea v Crystal Palace,Crystal Palace Win
3-1,40/1,Chelsea v Crystal Palace,Crystal Palace Win
3-2,40/1,Chelsea v Crystal Palace,Crystal Palace Win
4-0,125/1,Chelsea v Crystal Palace,Crystal Palace Win
4-1,100/1,Chelsea v Crystal Palace,Crystal Palace Win
4-2,100/1,Chelsea v Crystal Palace,Crystal Palace Win
4-3,100/1,Chelsea v Crystal Palace,Crystal Palace Win
5-0,150/1,Chelsea v Crystal Palace,Crystal Palace Win
5-1,150/1,Chelsea v Crystal Palace,Crystal Palace Win
5-2,150/1,Chelsea v Crystal Palace,Crystal Palace Win
6-0,150/1,Chelsea v Crystal Palace,Crystal Palace Win
6-1,150/1,Chelsea v Crystal Palace,Crystal Palace Win
6-2,150/1,Chelsea v Crystal Palace,Crystal Palace Win
7-0,150/1,Chelsea v Crystal Palace,Crystal Palace Win
7-1,150/1,Chelsea v Crystal Palace,Crystal Palace Win
8-0,150/1,Chelsea v Crystal Palace,Crystal Palace Win
9-0,150/1,Chelsea v Crystal Palace,Crystal Palace Win
1-0,13/2,Nottingham Forest v Brentford,Nottingham Forest Win
2-0,9/1,Nottingham Forest v Brentford,Nottingham Forest Win
2-1,7/1,Nottingham Forest v Brentford,Nottingham Forest Win
3-0,18/1,Nottingham Forest v Brentford,Nottingham Forest Win
3-1,16/1,Nottingham Forest v Brentford,Nottingham Forest Win
3-2,22/1,Nottingham Forest v Brentford,Nottingham Forest Win
4-0,40/1,Nottingham Forest v Brentford,Nottingham Forest Win
4-1,35/1,Nottingham Forest v Brentford,Nottingham Forest Win
4-2,55/1,Nottingham Forest v Brentford,Nottingham Forest Win
4-3,90/1,Nottingham Forest v Brentford,Nottingham Forest Win
5-0,90/1,Nottingham Forest v Brentford,Nottingham Forest Win
5-1,90/1,Nottingham Forest v Brentford,Nottingham Forest Win
5-2,100/1,Nottingham Forest v Brentford,Nottingham Forest Win
6-0,150/1,Nottingham Forest v Brentford,Nottingham Forest Win
6-1,150/1,Nottingham Forest v Brentford,Nottingham Forest Win
6-2,150/1,Nottingham Forest v Brentford,Nottingham Forest Win
7-0,150/1,Nottingham Forest v Brentford,Nottingham Forest Win
7-1,150/1,Nottingham Forest v Brentford,Nottingham Forest Win
8-0,150/1,Nottingham Forest v Brentford,Nottingham Forest Win
9-0,150/1,Nottingham Forest v Brentford,Nottingham Forest Win
10-0,150/1,Nottingham Forest v Brentford,Nottingham Forest Win
0-0,9/1,Nottingham Forest v Brentford,Draw
1-1,5/1,Nottingham Forest v Brentford,Draw
2-2,12/1,Nottingham Forest v Brentford,Draw
3-3,50/1,Nottingham Forest v Brentford,Draw
4-4,150/1,Nottingham Forest v Brentford,Draw
1-0,9/1,Nottingham Forest v Brentford,Brentford Win
2-0,16/1,Nottingham Forest v Brentford,Brentford Win
2-1,10/1,Nottingham Forest v Brentford,Brentford Win
3-0,35/1,Nottingham Forest v Brentford,Brentford Win
3-1,25/1,Nottingham Forest v Brentford,Brentford Win
3-2,28/1,Nottingham Forest v Brentford,Brentford Win
4-0,80/1,Nottingham Forest v Brentford,Brentford Win
4-1,70/1,Nottingham Forest v Brentford,Brentford Win
4-2,80/1,Nottingham Forest v Brentford,Brentford Win
4-3,100/1,Nottingham Forest v Brentford,Brentford Win
5-0,150/1,Nottingham Forest v Brentford,Brentford Win
5-1,125/1,Nottingham Forest v Brentford,Brentford Win
5-2,150/1,Nottingham Forest v Brentford,Brentford Win
6-0,150/1,Nottingham Forest v Brentford,Brentford Win
6-1,150/1,Nottingham Forest v Brentford,Brentford Win
6-2,150/1,Nottingham Forest v Brentford,Brentford Win
7-0,150/1,Nottingham Forest v Brentford,Brentford Win
7-1,150/1,Nottingham Forest v Brentford,Brentford Win
8-0,150/1,Nottingham Forest v Brentford,Brentford Win
9-0,150/1,Nottingham Forest v Brentford,Brentford Win
1-0,11/1,Man Utd v Arsenal,Man Utd Win
2-0,20/1,Man Utd v Arsenal,Man Utd Win
2-1,11/1,Man Utd v Arsenal,Man Utd Win
3-0,45/1,Man Utd v Arsenal,Man Utd Win
3-1,28/1,Man Utd v Arsenal,Man Utd Win
3-2,28/1,Man Utd v Arsenal,Man Utd Win
4-0,100/1,Man Utd v Arsenal,Man Utd Win
4-1,80/1,Man Utd v Arsenal,Man Utd Win
4-2,80/1,Man Utd v Arsenal,Man Utd Win
4-3,100/1,Man Utd v Arsenal,Man Utd Win
5-0,150/1,Man Utd v Arsenal,Man Utd Win
5-1,150/1,Man Utd v Arsenal,Man Utd Win
5-2,150/1,Man Utd v Arsenal,Man Utd Win
6-0,150/1,Man Utd v Arsenal,Man Utd Win
6-1,150/1,Man Utd v Arsenal,Man Utd Win
6-2,150/1,Man Utd v Arsenal,Man Utd Win
7-0,150/1,Man Utd v Arsenal,Man Utd Win
7-1,150/1,Man Utd v Arsenal,Man Utd Win
8-0,150/1,Man Utd v Arsenal,Man Utd Win
9-0,150/1,Man Utd v Arsenal,Man Utd Win
0-0,10/1,Man Utd v Arsenal,Draw
1-1,11/2,Man Utd v Arsenal,Draw
2-2,11/1,Man Utd v Arsenal,Draw
3-3,45/1,Man Utd v Arsenal,Draw
4-4,125/1,Man Utd v Arsenal,Draw
1-0,7/1,Man Utd v Arsenal,Arsenal Win
2-0,17/2,Man Utd v Arsenal,Arsenal Win
2-1,7/1,Man Utd v Arsenal,Arsenal Win
3-0,14/1,Man Utd v Arsenal,Arsenal Win
3-1,14/1,Man Utd v Arsenal,Arsenal Win
3-2,22/1,Man Utd v Arsenal,Arsenal Win
4-0,28/1,Man Utd v Arsenal,Arsenal Win
4-1,28/1,Man Utd v Arsenal,Arsenal Win
4-2,45/1,Man Utd v Arsenal,Arsenal Win
4-3,80/1,Man Utd v Arsenal,Arsenal Win
5-0,70/1,Man Utd v Arsenal,Arsenal Win
5-1,66/1,Man Utd v Arsenal,Arsenal Win
5-2,90/1,Man Utd v Arsenal,Arsenal Win
6-0,125/1,Man Utd v Arsenal,Arsenal Win
6-1,125/1,Man Utd v Arsenal,Arsenal Win
6-2,150/1,Man Utd v Arsenal,Arsenal Win
7-0,150/1,Man Utd v Arsenal,Arsenal Win
7-1,150/1,Man Utd v Arsenal,Arsenal Win
8-0,150/1,Man Utd v Arsenal,Arsenal Win
9-0,150/1,Man Utd v Arsenal,Arsenal Win
10-0,150/1,Man Utd v Arsenal,Arsenal Win
1-0,13/2,Leeds v Everton,Leeds Win
2-0,11/1,Leeds v Everton,Leeds Win
2-1,8/1,Leeds v Everton,Leeds Win
3-0,22/1,Leeds v Everton,Leeds Win
3-1,20/1,Leeds v Everton,Leeds Win
3-2,28/1,Leeds v Everton,Leeds Win
4-0,60/1,Leeds v Everton,Leeds Win
4-1,50/1,Leeds v Everton,Leeds Win
4-2,70/1,Leeds v Everton,Leeds Win
4-3,100/1,Leeds v Everton,Leeds Win
5-0,125/1,Leeds v Everton,Leeds Win
5-1,100/1,Leeds v Everton,Leeds Win
5-2,125/1,Leeds v Everton,Leeds Win
6-0,150/1,Leeds v Everton,Leeds Win
6-1,150/1,Leeds v Everton,Leeds Win
6-2,150/1,Leeds v Everton,Leeds Win
7-0,150/1,Leeds v Everton,Leeds Win
7-1,150/1,Leeds v Everton,Leeds Win
8-0,150/1,Leeds v Everton,Leeds Win
9-0,150/1,Leeds v Everton,Leeds Win
10-0,150/1,Leeds v Everton,Leeds Win
0-0,8/1,Leeds v Everton,Draw
1-1,5/1,Leeds v Everton,Draw
2-2,12/1,Leeds v Everton,Draw
3-3,60/1,Leeds v Everton,Draw
4-4,150/1,Leeds v Everton,Draw
1-0,7/1,Leeds v Everton,Everton Win
2-0,12/1,Leeds v Everton,Everton Win
2-1,17/2,Leeds v Everton,Everton Win
3-0,28/1,Leeds v Everton,Everton Win
3-1,22/1,Leeds v Everton,Everton Win
3-2,28/1,Leeds v Everton,Everton Win
4-0,70/1,Leeds v Everton,Everton Win
4-1,60/1,Leeds v Everton,Everton Win
4-2,80/1,Leeds v Everton,Everton Win
4-3,100/1,Leeds v Everton,Everton Win
5-0,125/1,Leeds v Everton,Everton Win
5-1,125/1,Leeds v Everton,Everton Win
5-2,125/1,Leeds v Everton,Everton Win
6-0,150/1,Leeds v Everton,Everton Win
6-1,150/1,Leeds v Everton,Everton Win
6-2,150/1,Leeds v Everton,Everton Win
7-0,150/1,Leeds v Everton,Everton Win
7-1,150/1,Leeds v Everton,Everton Win
8-0,150/1,Leeds v Everton,Everton Win
9-0,150/1,Leeds v Everton,Everton Win
10-0,150/1,Leeds v Everton,Everton Win
