scoreline,scoreline_odds,contest,Outcome
9-0,150/1,Fulham v Brighton,Brighton Win
10-0,150/1,Fulham v Brighton,Brighton Win
1-0,9/1,Man City v Wolves,Man City Win
2-0,13/2,Man City v Wolves,Man City Win
2-1,7/1,Man City v Wolves,Man City Win
3-0,6/1,Man City v Wolves,Man City Win
3-1,9/1,Man City v Wolves,Man City Win
3-2,18/1,Man City v Wolves,Man City Win
4-0,10/1,Man City v Wolves,Man City Win
4-1,12/1,Man City v Wolves,Man City Win
4-2,28/1,Man City v Wolves,Man City Win
4-3,70/1,Man City v Wolves,Man City Win
5-0,16/1,Man City v Wolves,Man City Win
5-1,20/1,Man City v Wolves,Man City Win
5-2,45/1,Man City v Wolves,Man City Win
6-0,33/1,Man City v Wolves,Man City Win
6-1,40/1,Man City v Wolves,Man City Win
6-2,70/1,Man City v Wolves,Man City Win
7-0,66/1,Man City v Wolves,Man City Win
7-1,70/1,Man City v Wolves,Man City Win
8-0,100/1,Man City v Wolves,Man City Win
9-0,150/1,Man City v Wolves,Man City Win
10-0,150/1,Man City v Wolves,Man City Win
0-0,25/1,Man City v Wolves,Draw
1-1,12/1,Man City v Wolves,Draw
2-2,20/1,Man City v Wolves,Draw
3-3,65/1,Man City v Wolves,Draw
4-4,150/1,Man City v Wolves,Draw
1-0,33/1,Man City v Wolves,Wolves Win
2-0,70/1,Man City v Wolves,Wolves Win
2-1,25/1,Man City v Wolves,Wolves Win
3-0,125/1,Man City v Wolves,Wolves Win
3-1,80/1,Man City v Wolves,Wolves Win
3-2,60/1,Man City v Wolves,Wolves Win
4-0,150/1,Man City v Wolves,Wolves Win
4-1,150/1,Man City v Wolves,Wolves Win
4-2,125/1,Man City v Wolves,Wolves Win
4-3,125/1,Man City v Wolves,Wolves Win
5-0,150/1,Man City v Wolves,Wolves Win
5-1,150/1,Man City v Wolves,Wolves Win
5-2,150/1,Man City v Wolves,Wolves Win
6-0,150/1,Man City v Wolves,Wolves Win
6-1,150/1,Man City v Wolves,Wolves Win
6-2,150/1,Man City v Wolves,Wolves Win
7-0,150/1,Man City v Wolves,Wolves Win
7-1,150/1,Man City v Wolves,Wolves Win
1-0,14/1,Bournemouth v Liverpool,Bournemouth Win
2-0,20/1,Bournemouth v Liverpool,Bournemouth Win
2-1,11/1,Bournemouth v Liverpool,Bournemouth Win
3-0,40/1,Bournemouth v Liverpool,Bournemouth Win
3-1,25/1,Bournemouth v Liverpool,Bournemouth Win
3-2,25/1,Bournemouth v Liverpool,Bournemouth Win
4-0,90/1,Bournemouth v Liverpool,Bournemouth Win
4-1,60/1,Bournemouth v Liverpool,Bournemouth Win
4-2,60/1,Bournemouth v Liverpool,Bournemouth Win
4-3,80/1,Bournemouth v Liverpool,Bournemouth Win
5-0,150/1,Bournemouth v Liverpool,Bournemouth Win
5-1,125/1,Bournemouth v Liverpool,Bournemouth Win
5-2,125/1,Bournemouth v Liverpool,Bournemouth Win
6-0,150/1,Bournemouth v Liverpool,Bournemouth Win
6-1,150/1,Bournemouth v Liverpool,Bournemouth Win
6-2,150/1,Bournemouth v Liverpool,Bournemouth Win
7-0,150/1,Bournemouth v Liverpool,Bournemouth Win
7-1,150/1,Bournemouth v Liverpool,Bournemouth Win
8-0,150/1,Bournemouth v Liverpool,Bournemouth Win
9-0,150/1,Bournemouth v Liverpool,Bournemouth Win
10-0,150/1,Bournemouth v Liverpool,Bournemouth Win
0-0,14/1,Bournemouth v Liverpool,Draw
1-1,13/2,Bournemouth v Liverpool,Draw
2-2,10/1,Bournemouth v Liverpool,Draw
3-3,33/1,Bournemouth v Liverpool,Draw
4-4,100/1,Bournemouth v Liverpool,Draw
1-0,9/1,Bournemouth v Liverpool,Liverpool Win
2-0,9/1,Bournemouth v Liverpool,Liverpool Win
2-1,6/1,Bournemouth v Liverpool,Liverpool Win
3-0,14/1,Bournemouth v Liverpool,Liverpool Win
3-1,11/1,Bournemouth v Liverpool,Liverpool Win
3-2,16/1,Bournemouth v Liverpool,Liverpool Win
4-0,28/1,Bournemouth v Liverpool,Liverpool Win
4-1,22/1,Bournemouth v Liverpool,Liverpool Win
4-2,33/1,Bournemouth v Liverpool,Liverpool Win
4-3,60/1,Bournemouth v Liverpool,Liverpool Win
5-0,60/1,Bournemouth v Liverpool,Liverpool Win
5-1,50/1,Bournemouth v Liverpool,Liverpool Win
5-2,70/1,Bournemouth v Liverpool,Liverpool Win
6-0,100/1,Bournemouth v Liverpool,Liverpool Win
6-1,100/1,Bournemouth v Liverpool,Liverpool Win
6-2,125/1,Bournemouth v Liverpool,Liverpool Win
7-0,150/1,Bournemouth v Liverpool,Liverpool Win
7-1,150/1,Bournemouth v Liverpool,Liverpool Win
8-0,150/1,Bournemouth v Liverpool,Liverpool Win
9-0,150/1,Bournemouth v Liverpool,Liverpool Win
10-0,150/1,Bournemouth v Liverpool,Liverpool Win
1-0,6/1,Brentford v Nottingham Forest,Brentford Win
2-0,8/1,Brentford v Nottingham Forest,Brentford Win
2-1,6/1,Brentford v Nottingham Forest,Brentford Win
3-0,14/1,Brentford v Nottingham Forest,Brentford Win
3-1,14/1,Brentford v Nottingham Forest,Brentford Win
3-2,22/1,Brentford v Nottingham Forest,Brentford Win
4-0,33/1,Brentford v Nottingham Forest,Brentford Win
4-1,33/1,Brentford v Nottingham Forest,Brentford Win
4-2,55/1,Brentford v Nottingham Forest,Brentford Win
4-3,100/1,Brentford v Nottingham Forest,Brentford Win
5-0,80/1,Brentford v Nottingham Forest,Brentford Win
5-1,70/1,Brentford v Nottingham Forest,Brentford Win
5-2,100/1,Brentford v Nottingham Forest,Brentford Win
6-0,125/1,Brentford v Nottingham Forest,Brentford Win
6-1,125/1,Brentford v Nottingham Forest,Brentford Win
6-2,150/1,Brentford v Nottingham Forest,Brentford Win
7-0,150/1,Brentford v Nottingham Forest,Brentford Win
7-1,150/1,Brentford v Nottingham Forest,Brentford Win
8-0,150/1,Brentford v Nottingham Forest,Brentford Win
9-0,150/1,Brentford v Nottingham Forest,Brentford Win
10-0,150/1,Brentford v Nottingham Forest,Brentford Win
0-0,17/2,Brentford v Nottingham Forest,Draw
1-1,5/1,Brentford v Nottingham Forest,Draw
2-2,12/1,Brentford v Nottingham Forest,Draw
3-3,55/1,Brentford v Nottingham Forest,Draw
4-4,150/1,Brentford v Nottingham Forest,Draw
1-0,10/1,Brentford v Nottingham Forest,Nottingham Forest Win
2-0,20/1,Brentford v Nottingham Forest,Nottingham Forest Win
2-1,11/1,Brentford v Nottingham Forest,Nottingham Forest Win
3-0,45/1,Brentford v Nottingham Forest,Nottingham Forest Win
3-1,33/1,Brentford v Nottingham Forest,Nottingham Forest Win
3-2,35/1,Brentford v Nottingham Forest,Nottingham Forest Win
4-0,100/1,Brentford v Nottingham Forest,Nottingham Forest Win
4-1,80/1,Brentford v Nottingham Forest,Nottingham Forest Win
4-2,100/1,Brentford v Nottingham Forest,Nottingham Forest Win
4-3,125/1,Brentford v Nottingham Forest,Nottingham Forest Win
5-0,150/1,Brentford v Nottingham Forest,Nottingham Forest Win
5-1,150/1,Brentford v Nottingham Forest,Nottingham Forest Win
5-2,150/1,Brentford v Nottingham Forest,Nottingham Forest Win
6-0,150/1,Brentford v Nottingham Forest,Nottingham Forest Win
6-1,150/1,Brentford v Nottingham Forest,Nottingham Forest Win
6-2,150/1,Brentford v Nottingham Forest,Nottingham Forest Win
7-0,150/1,Brentford v Nottingham Forest,Nottingham Forest Win
7-1,150/1,Brentford v Nottingham Forest,Nottingham Forest Win
8-0,150/1,Brentford v Nottingham Forest,Nottingham Forest Win
9-0,150/1,Brentford v Nottingham Forest,Nottingham Forest Win
1-0,10/1,Crystal Palace v Chelsea,Crystal Palace Win
2-0,16/1,Crystal Palace v Chelsea,Crystal Palace Win
2-1,9/1,Crystal Palace v Chelsea,Crystal Palace Win
3-0,35/1,Crystal Palace v Chelsea,Crystal Palace Win
3-1,22/1,Crystal Palace v Chelsea,Crystal Palace Win
3-2,25/1,Crystal Palace v Chelsea,Crystal Palace Win
4-0,80/1,Crystal Palace v Chelsea,Crystal Palace Win
4-1,60/1,Crystal Palace v Chelsea,Crystal Palace Win
4-2,70/1,Crystal Palace v Chelsea,Crystal Palace Win
4-3,90/1,Crystal Palace v Chelsea,Crystal Palace Win
5-0,150/1,Crystal Palace v Chelsea,Crystal Palace Win
5-1,125/1,Crystal Palace v Chelsea,Crystal Palace Win
5-2,125/1,Crystal Palace v Chelsea,Crystal Palace Win
6-0,150/1,Crystal Palace v Chelsea,Crystal Palace Win
6-1,150/1,Crystal Palace v Chelsea,Crystal Palace Win
6-2,150/1,Crystal Palace v Chelsea,Crystal Palace Win
7-0,150/1,Crystal Palace v Chelsea,Crystal Palace Win
7-1,150/1,Crystal Palace v Chelsea,Crystal Palace Win
8-0,150/1,Crystal Palace v Chelsea,Crystal Palace Win
9-0,150/1,Crystal Palace v Chelsea,Crystal Palace Win
0-0,11/1,Crystal Palace v Chelsea,Draw
1-1,11/2,Crystal Palace v Chelsea,Draw
2-2,11/1,Crystal Palace v Chelsea,Draw
3-3,40/1,Crystal Palace v Chelsea,Draw
4-4,125/1,Crystal Palace v Chelsea,Draw
1-0,15/2,Crystal Palace v Chelsea,Chelsea Win
2-0,9/1,Crystal Palace v Chelsea,Chelsea Win
2-1,6/1,Crystal Palace v Chelsea,Chelsea Win
3-0,16/1,Crystal Palace v Chelsea,Chelsea Win
3-1,14/1,Crystal Palace v Chelsea,Chelsea Win
3-2,20/1,Crystal Palace v Chelsea,Chelsea Win
4-0,35/1,Crystal Palace v Chelsea,Chelsea Win
4-1,28/1,Crystal Palace v Chelsea,Chelsea Win
4-2,45/1,Crystal Palace v Chelsea,Chelsea Win
4-3,80/1,Crystal Palace v Chelsea,Chelsea Win
5-0,80/1,Crystal Palace v Chelsea,Chelsea Win
5-1,70/1,Crystal Palace v Chelsea,Chelsea Win
5-2,90/1,Crystal Palace v Chelsea,Chelsea Win
6-0,125/1,Crystal Palace v Chelsea,Chelsea Win
6-1,125/1,Crystal Palace v Chelsea,Chelsea Win
6-2,150/1,Crystal Palace v Chelsea,Chelsea Win
7-0,150/1,Crystal Palace v Chelsea,Chelsea Win
7-1,150/1,Crystal Palace v Chelsea,Chelsea Win
8-0,150/1,Crystal Palace v Chelsea,Chelsea Win
9-0,150/1,Crystal Palace v Chelsea,Chelsea Win
10-0,150/1,Crystal Palace v Chelsea,Chelsea Win
1-0,8/1,Newcastle v Aston Villa,Newcastle Win
2-0,9/1,Newcastle v Aston Villa,Newcastle Win
2-1,7/1,Newcastle v Aston Villa,Newcastle Win
3-0,16/1,Newcastle v Aston Villa,Newcastle Win
3-1,12/1,Newcastle v Aston Villa,Newcastle Win
3-2,18/1,Newcastle v Aston Villa,Newcastle Win
4-0,33/1,Newcastle v Aston Villa,Newcastle Win
4-1,25/1,Newcastle v Aston Villa,Newcastle Win
4-2,35/1,Newcastle v Aston Villa,Newcastle Win
4-3,70/1,Newcastle v Aston Villa,Newcastle Win
5-0,70/1,Newcastle v Aston Villa,Newcastle Win
5-1,60/1,Newcastle v Aston Villa,Newcastle Win
5-2,80/1,Newcastle v Aston Villa,Newcastle Win
6-0,125/1,Newcastle v Aston Villa,Newcastle Win
6-1,100/1,Newcastle v Aston Villa,Newcastle Win
6-2,125/1,Newcastle v Aston Villa,Newcastle Win
7-0,150/1,Newcastle v Aston Villa,Newcastle Win
7-1,150/1,Newcastle v Aston Villa,Newcastle Win
8-0,150/1,Newcastle v Aston Villa,Newcastle Win
9-0,150/1,Newcastle v Aston Villa,Newcastle Win
10-0,150/1,Newcastle v Aston Villa,Newcastle Win
0-0,12/1,Newcastle v Aston Villa,Draw
1-1,6/1,Newcastle v Aston Villa,Draw
2-2,10/1,Newcastle v Aston Villa,Draw
3-3,35/1,Newcastle v Aston Villa,Draw
4-4,100/1,Newcastle v Aston Villa,Draw
1-0,12/1,Newcastle v Aston Villa,Aston Villa Win
2-0,18/1,Newcastle v Aston Villa,Aston Villa Win
2-1,10/1,Newcastle v Aston Villa,Aston Villa Win
3-0,40/1,Newcastle v Aston Villa,Aston Villa Win
3-1,25/1,Newcastle v Aston Villa,Aston Villa Win
3-2,25/1,Newcastle v Aston Villa,Aston Villa Win
4-0,90/1,Newcastle v Aston Villa,Aston Villa Win
4-1,60/1,Newcastle v Aston Villa,Aston Villa Win
4-2,66/1,Newcastle v Aston Villa,Aston Villa Win
4-3,90/1,Newcastle v Aston Villa,Aston Villa Win
5-0,150/1,Newcastle v Aston Villa,Aston Villa Win
5-1,125/1,Newcastle v Aston Villa,Aston Villa Win
5-2,125/1,Newcastle v Aston Villa,Aston Villa Win
6-0,150/1,Newcastle v Aston Villa,Aston Villa Win
6-1,150/1,Newcastle v Aston Villa,Aston Villa Win
6-2,150/1,Newcastle v Aston Villa,Aston Villa Win
7-0,150/1,Newcastle v Aston Villa,Aston Villa Win
7-1,150/1,Newcastle v Aston Villa,Aston Villa Win
8-0,150/1,Newcastle v Aston Villa,Aston Villa Win
9-0,150/1,Newcastle v Aston Villa,Aston Villa Win
10-0,150/1,Newcastle v Aston Villa,Aston Villa Win
1-0,7/1,Arsenal v Man Utd,Arsenal Win
2-0,7/1,Arsenal v Man Utd,Arsenal Win
2-1,11/2,Arsenal v Man Utd,Arsenal Win
3-0,10/1,Arsenal v Man Utd,Arsenal Win
3-1,11/1,Arsenal v Man Utd,Arsenal Win
3-2,20/1,Arsenal v Man Utd,Arsenal Win
4-0,20/1,Arsenal v Man Utd,Arsenal Win
4-1,20/1,Arsenal v Man Utd,Arsenal Win
4-2,40/1,Arsenal v Man Utd,Arsenal Win
4-3,80/1,Arsenal v Man Utd,Arsenal Win
5-0,40/1,Arsenal v Man Utd,Arsenal Win
5-1,45/1,Arsenal v Man Utd,Arsenal Win
5-2,70/1,Arsenal v Man Utd,Arsenal Win
6-0,90/1,Arsenal v Man Utd,Arsenal Win
6-1,90/1,Arsenal v Man Utd,Arsenal Win
6-2,125/1,Arsenal v Man Utd,Arsenal Win
7-0,125/1,Arsenal v Man Utd,Arsenal Win
7-1,125/1,Arsenal v Man Utd,Arsenal Win
8-0,150/1,Arsenal v Man Utd,Arsenal Win
9-0,150/1,Arsenal v Man Utd,Arsenal Win
10-0,150/1,Arsenal v Man Utd,Arsenal Win
0-0,11/1,Arsenal v Man Utd,Draw
1-1,6/1,Arsenal v Man Utd,Draw
2-2,12/1,Arsenal v Man Utd,Draw
3-3,45/1,Arsenal v Man Utd,Draw
4-4,125/1,Arsenal v Man Utd,Draw
1-0,14/1,Arsenal v Man Utd,Man Utd Win
2-0,28/1,Arsenal v Man Utd,Man Utd Win
2-1,14/1,Arsenal v Man Utd,Man Utd Win
3-0,70/1,Arsenal v Man Utd,Man Utd Win
3-1,45/1,Arsenal v Man Utd,Man Utd Win
3-2,40/1,Arsenal v Man Utd,Man Utd Win
4-0,125/1,Arsenal v Man Utd,Man Utd Win
4-1,100/1,Arsenal v Man Utd,Man Utd Win
4-2,100/1,Arsenal v Man Utd,Man Utd Win
4-3,100/1,Arsenal v Man Utd,Man Utd Win
5-0,150/1,Arsenal v Man Utd,Man Utd Win
5-1,150/1,Arsenal v Man Utd,Man Utd Win
5-2,150/1,Arsenal v Man Utd,Man Utd Win
6-0,150/1,Arsenal v Man Utd,Man Utd Win
6-1,150/1,Arsenal v Man Utd,Man Utd Win
6-2,150/1,Arsenal v Man Utd,Man Utd Win
7-0,150/1,Arsenal v Man Utd,Man Utd Win
7-1,150/1,Arsenal v Man Utd,Man Utd Win
8-0,150/1,Arsenal v Man Utd,Man Utd Win
1-0,11/2,Everton v Leeds,Everton Win
2-0,10/1,Everton v Leeds,Everton Win
2-1,15/2,Everton v Leeds,Everton Win
3-0,22/1,Everton v Leeds,Everton Win
3-1,20/1,Everton v Leeds,Everton Win
3-2,28/1,Everton v Leeds,Everton Win
4-0,55/1,Everton v Leeds,Everton Win
4-1,55/1,Everton v Leeds,Everton Win
4-2,80/1,Everton v Leeds,Everton Win
4-3,100/1,Everton v Leeds,Everton Win
5-0,100/1,Everton v Leeds,Everton Win
5-1,100/1,Everton v Leeds,Everton Win
5-2,125/1,Everton v Leeds,Everton Win
6-0,150/1,Everton v Leeds,Everton Win
6-1,150/1,Everton v Leeds,Everton Win
6-2,150/1,Everton v Leeds,Everton Win
7-0,150/1,Everton v Leeds,Everton Win
7-1,150/1,Everton v Leeds,Everton Win
8-0,150/1,Everton v Leeds,Everton Win
9-0,150/1,Everton v Leeds,Everton Win
10-0,150/1,Everton v Leeds,Everton Win
0-0,7/1,Everton v Leeds,Draw
1-1,5/1,Everton v Leeds,Draw
2-2,14/1,Everton v Leeds,Draw
3-3,70/1,Everton v Leeds,Draw
4-4,150/1,Everton v Leeds,Draw
1-0,13/2,Everton v Leeds,Leeds Win
2-0,12/1,Everton v Leeds,Leeds Win
2-1,9/1,Everton v Leeds,Leeds Win
3-0,28/1,Everton v Leeds,Leeds Win
3-1,25/1,Everton v Leeds,Leeds Win
3-2,35/1,Everton v Leeds,Leeds Win
4-0,80/1,Everton v Leeds,Leeds Win
4-1,70/1,Everton v Leeds,Leeds Win
4-2,90/1,Everton v Leeds,Leeds Win
4-3,125/1,Everton v Leeds,Leeds Win
5-0,150/1,Everton v Leeds,Leeds Win
5-1,125/1,Everton v Leeds,Leeds Win
5-2,150/1,Everton v Leeds,Leeds Win
6-0,150/1,Everton v Leeds,Leeds Win
6-1,150/1,Everton v Leeds,Leeds Win
6-2,150/1,Everton v Leeds,Leeds Win
7-0,150/1,Everton v Leeds,Leeds Win
7-1,150/1,Everton v Leeds,Leeds Win
8-0,150/1,Everton v Leeds,Leeds Win
9-0,150/1,Everton v Leeds,Leeds Win
