scoreline,scoreline_odds,contest,Outcome
8-0,150/1,Nottingham Forest v Chelsea,Chelsea Win
9-0,150/1,Nottingham Forest v Chelsea,Chelsea Win
10-0,150/1,Nottingham Forest v Chelsea,Chelsea Win
1-0,15/2,Brighton v Newcastle,Brighton Win
2-0,11/1,Brighton v Newcastle,Brighton Win
2-1,15/2,Brighton v Newcastle,Brighton Win
3-0,22/1,Brighton v Newcastle,Brighton Win
3-1,18/1,Brighton v Newcastle,Brighton Win
3-2,22/1,Brighton v Newcastle,Brighton Win
4-0,55/1,Brighton v Newcastle,Brighton Win
4-1,45/1,Brighton v Newcastle,Brighton Win
4-2,60/1,Brighton v Newcastle,Brighton Win
4-3,90/1,Brighton v Newcastle,Brighton Win
5-0,100/1,Brighton v Newcastle,Brighton Win
5-1,100/1,Brighton v Newcastle,Brighton Win
5-2,125/1,Brighton v Newcastle,Brighton Win
6-0,150/1,Brighton v Newcastle,Brighton Win
6-1,150/1,Brighton v Newcastle,Brighton Win
6-2,150/1,Brighton v Newcastle,Brighton Win
7-0,150/1,Brighton v Newcastle,Brighton Win
7-1,150/1,Brighton v Newcastle,Brighton Win
8-0,150/1,Brighton v Newcastle,Brighton Win
9-0,150/1,Brighton v Newcastle,Brighton Win
10-0,150/1,Brighton v Newcastle,Brighton Win
0-0,10/1,Brighton v Newcastle,Draw
1-1,11/2,Brighton v Newcastle,Draw
2-2,12/1,Brighton v Newcastle,Draw
3-3,45/1,Brighton v Newcastle,Draw
4-4,125/1,Brighton v Newcastle,Draw
1-0,17/2,Brighton v Newcastle,Newcastle Win
2-0,12/1,Brighton v Newcastle,Newcastle Win
2-1,17/2,Brighton v Newcastle,Newcastle Win
3-0,25/1,Brighton v Newcastle,Newcastle Win
3-1,20/1,Brighton v Newcastle,Newcastle Win
3-2,25/1,Brighton v Newcastle,Newcastle Win
4-0,60/1,Brighton v Newcastle,Newcastle Win
4-1,50/1,Brighton v Newcastle,Newcastle Win
4-2,66/1,Brighton v Newcastle,Newcastle Win
4-3,100/1,Brighton v Newcastle,Newcastle Win
5-0,100/1,Brighton v Newcastle,Newcastle Win
5-1,100/1,Brighton v Newcastle,Newcastle Win
5-2,125/1,Brighton v Newcastle,Newcastle Win
6-0,150/1,Brighton v Newcastle,Newcastle Win
6-1,150/1,Brighton v Newcastle,Newcastle Win
6-2,150/1,Brighton v Newcastle,Newcastle Win
7-0,150/1,Brighton v Newcastle,Newcastle Win
7-1,150/1,Brighton v Newcastle,Newcastle Win
8-0,150/1,Brighton v Newcastle,Newcastle Win
9-0,150/1,Brighton v Newcastle,Newcastle Win
10-0,150/1,Brighton v Newcastle,Newcastle Win
1-0,8/1,Burnley v Leeds,Burnley Win
2-0,14/1,Burnley v Leeds,Burnley Win
2-1,10/1,Burnley v Leeds,Burnley Win
3-0,35/1,Burnley v Leeds,Burnley Win
3-1,28/1,Burnley v Leeds,Burnley Win
3-2,35/1,Burnley v Leeds,Burnley Win
4-0,80/1,Burnley v Leeds,Burnley Win
4-1,70/1,Burnley v Leeds,Burnley Win
4-2,90/1,Burnley v Leeds,Burnley Win
4-3,125/1,Burnley v Leeds,Burnley Win
5-0,150/1,Burnley v Leeds,Burnley Win
5-1,125/1,Burnley v Leeds,Burnley Win
5-2,150/1,Burnley v Leeds,Burnley Win
6-0,150/1,Burnley v Leeds,Burnley Win
6-1,150/1,Burnley v Leeds,Burnley Win
6-2,150/1,Burnley v Leeds,Burnley Win
7-0,150/1,Burnley v Leeds,Burnley Win
7-1,150/1,Burnley v Leeds,Burnley Win
8-0,150/1,Burnley v Leeds,Burnley Win
9-0,150/1,Burnley v Leeds,Burnley Win
0-0,15/2,Burnley v Leeds,Draw
1-1,5/1,Burnley v Leeds,Draw
2-2,12/1,Burnley v Leeds,Draw
3-3,60/1,Burnley v Leeds,Draw
4-4,150/1,Burnley v Leeds,Draw
1-0,6/1,Burnley v Leeds,Leeds Win
2-0,9/1,Burnley v Leeds,Leeds Win
2-1,15/2,Burnley v Leeds,Leeds Win
3-0,20/1,Burnley v Leeds,Leeds Win
3-1,18/1,Burnley v Leeds,Leeds Win
3-2,28/1,Burnley v Leeds,Leeds Win
4-0,50/1,Burnley v Leeds,Leeds Win
4-1,45/1,Burnley v Leeds,Leeds Win
4-2,70/1,Burnley v Leeds,Leeds Win
4-3,100/1,Burnley v Leeds,Leeds Win
5-0,100/1,Burnley v Leeds,Leeds Win
5-1,100/1,Burnley v Leeds,Leeds Win
5-2,125/1,Burnley v Leeds,Leeds Win
6-0,150/1,Burnley v Leeds,Leeds Win
6-1,150/1,Burnley v Leeds,Leeds Win
6-2,150/1,Burnley v Leeds,Leeds Win
7-0,150/1,Burnley v Leeds,Leeds Win
7-1,150/1,Burnley v Leeds,Leeds Win
8-0,150/1,Burnley v Leeds,Leeds Win
9-0,150/1,Burnley v Leeds,Leeds Win
10-0,150/1,Burnley v Leeds,Leeds Win
1-0,7/1,Crystal Palace v Bournemouth,Crystal Palace Win
2-0,9/1,Crystal Palace v Bournemouth,Crystal Palace Win
2-1,15/2,Crystal Palace v Bournemouth,Crystal Palace Win
3-0,18/1,Crystal Palace v Bournemouth,Crystal Palace Win
3-1,16/1,Crystal Palace v Bournemouth,Crystal Palace Win
3-2,22/1,Crystal Palace v Bournemouth,Crystal Palace Win
4-0,45/1,Crystal Palace v Bournemouth,Crystal Palace Win
4-1,35/1,Crystal Palace v Bournemouth,Crystal Palace Win
4-2,55/1,Crystal Palace v Bournemouth,Crystal Palace Win
4-3,90/1,Crystal Palace v Bournemouth,Crystal Palace Win
5-0,90/1,Crystal Palace v Bournemouth,Crystal Palace Win
5-1,90/1,Crystal Palace v Bournemouth,Crystal Palace Win
5-2,100/1,Crystal Palace v Bournemouth,Crystal Palace Win
6-0,150/1,Crystal Palace v Bournemouth,Crystal Palace Win
6-1,150/1,Crystal Palace v Bournemouth,Crystal Palace Win
6-2,150/1,Crystal Palace v Bournemouth,Crystal Palace Win
7-0,150/1,Crystal Palace v Bournemouth,Crystal Palace Win
7-1,150/1,Crystal Palace v Bournemouth,Crystal Palace Win
8-0,150/1,Crystal Palace v Bournemouth,Crystal Palace Win
9-0,150/1,Crystal Palace v Bournemouth,Crystal Palace Win
10-0,150/1,Crystal Palace v Bournemouth,Crystal Palace Win
0-0,10/1,Crystal Palace v Bournemouth,Draw
1-1,11/2,Crystal Palace v Bournemouth,Draw
2-2,12/1,Crystal Palace v Bournemouth,Draw
3-3,50/1,Crystal Palace v Bournemouth,Draw
4-4,150/1,Crystal Palace v Bournemouth,Draw
1-0,9/1,Crystal Palace v Bournemouth,Bournemouth Win
2-0,14/1,Crystal Palace v Bournemouth,Bournemouth Win
2-1,9/1,Crystal Palace v Bournemouth,Bournemouth Win
3-0,35/1,Crystal Palace v Bournemouth,Bournemouth Win
3-1,25/1,Crystal Palace v Bournemouth,Bournemouth Win
3-2,28/1,Crystal Palace v Bournemouth,Bournemouth Win
4-0,80/1,Crystal Palace v Bournemouth,Bournemouth Win
4-1,65/1,Crystal Palace v Bournemouth,Bournemouth Win
4-2,70/1,Crystal Palace v Bournemouth,Bournemouth Win
4-3,100/1,Crystal Palace v Bournemouth,Bournemouth Win
5-0,150/1,Crystal Palace v Bournemouth,Bournemouth Win
5-1,125/1,Crystal Palace v Bournemouth,Bournemouth Win
5-2,125/1,Crystal Palace v Bournemouth,Bournemouth Win
6-0,150/1,Crystal Palace v Bournemouth,Bournemouth Win
6-1,150/1,Crystal Palace v Bournemouth,Bournemouth Win
6-2,150/1,Crystal Palace v Bournemouth,Bournemouth Win
7-0,150/1,Crystal Palace v Bournemouth,Bournemouth Win
7-1,150/1,Crystal Palace v Bournemouth,Bournemouth Win
8-0,150/1,Crystal Palace v Bournemouth,Bournemouth Win
9-0,150/1,Crystal Palace v Bournemouth,Bournemouth Win
1-0,6/1,Man City v Everton,Man City Win
2-0,6/1,Man City v Everton,Man City Win
2-1,13/2,Man City v Everton,Man City Win
3-0,17/2,Man City v Everton,Man City Win
3-1,10/1,Man City v Everton,Man City Win
3-2,22/1,Man City v Everton,Man City Win
4-0,14/1,Man City v Everton,Man City Win
4-1,18/1,Man City v Everton,Man City Win
4-2,40/1,Man City v Everton,Man City Win
4-3,90/1,Man City v Everton,Man City Win
5-0,33/1,Man City v Everton,Man City Win
5-1,40/1,Man City v Everton,Man City Win
5-2,80/1,Man City v Everton,Man City Win
6-0,70/1,Man City v Everton,Man City Win
6-1,80/1,Man City v Everton,Man City Win
6-2,125/1,Man City v Everton,Man City Win
7-0,125/1,Man City v Everton,Man City Win
7-1,125/1,Man City v Everton,Man City Win
8-0,150/1,Man City v Everton,Man City Win
9-0,150/1,Man City v Everton,Man City Win
10-0,150/1,Man City v Everton,Man City Win
0-0,12/1,Man City v Everton,Draw
1-1,15/2,Man City v Everton,Draw
2-2,16/1,Man City v Everton,Draw
3-3,66/1,Man City v Everton,Draw
4-4,150/1,Man City v Everton,Draw
1-0,18/1,Man City v Everton,Everton Win
2-0,40/1,Man City v Everton,Everton Win
2-1,18/1,Man City v Everton,Everton Win
3-0,100/1,Man City v Everton,Everton Win
3-1,65/1,Man City v Everton,Everton Win
3-2,55/1,Man City v Everton,Everton Win
4-0,150/1,Man City v Everton,Everton Win
4-1,125/1,Man City v Everton,Everton Win
4-2,125/1,Man City v Everton,Everton Win
4-3,125/1,Man City v Everton,Everton Win
5-0,150/1,Man City v Everton,Everton Win
5-1,150/1,Man City v Everton,Everton Win
5-2,150/1,Man City v Everton,Everton Win
6-0,150/1,Man City v Everton,Everton Win
6-1,150/1,Man City v Everton,Everton Win
6-2,150/1,Man City v Everton,Everton Win
7-0,150/1,Man City v Everton,Everton Win
7-1,150/1,Man City v Everton,Everton Win
8-0,150/1,Man City v Everton,Everton Win
1-0,5/1,Sunderland v Wolves,Sunderland Win
2-0,9/1,Sunderland v Wolves,Sunderland Win
2-1,15/2,Sunderland v Wolves,Sunderland Win
3-0,22/1,Sunderland v Wolves,Sunderland Win
3-1,20/1,Sunderland v Wolves,Sunderland Win
3-2,28/1,Sunderland v Wolves,Sunderland Win
4-0,55/1,Sunderland v Wolves,Sunderland Win
4-1,55/1,Sunderland v Wolves,Sunderland Win
4-2,80/1,Sunderland v Wolves,Sunderland Win
4-3,125/1,Sunderland v Wolves,Sunderland Win
5-0,125/1,Sunderland v Wolves,Sunderland Win
5-1,100/1,Sunderland v Wolves,Sunderland Win
5-2,150/1,Sunderland v Wolves,Sunderland Win
6-0,150/1,Sunderland v Wolves,Sunderland Win
6-1,150/1,Sunderland v Wolves,Sunderland Win
6-2,150/1,Sunderland v Wolves,Sunderland Win
7-0,150/1,Sunderland v Wolves,Sunderland Win
7-1,150/1,Sunderland v Wolves,Sunderland Win
8-0,150/1,Sunderland v Wolves,Sunderland Win
9-0,150/1,Sunderland v Wolves,Sunderland Win
10-0,150/1,Sunderland v Wolves,Sunderland Win
0-0,13/2,Sunderland v Wolves,Draw
1-1,5/1,Sunderland v Wolves,Draw
2-2,16/1,Sunderland v Wolves,Draw
3-3,70/1,Sunderland v Wolves,Draw
4-4,150/1,Sunderland v Wolves,Draw
1-0,7/1,Sunderland v Wolves,Wolves Win
2-0,14/1,Sunderland v Wolves,Wolves Win
2-1,10/1,Sunderland v Wolves,Wolves Win
3-0,35/1,Sunderland v Wolves,Wolves Win
3-1,28/1,Sunderland v Wolves,Wolves Win
3-2,40/1,Sunderland v Wolves,Wolves Win
4-0,90/1,Sunderland v Wolves,Wolves Win
4-1,80/1,Sunderland v Wolves,Wolves Win
4-2,100/1,Sunderland v Wolves,Wolves Win
4-3,125/1,Sunderland v Wolves,Wolves Win
5-0,150/1,Sunderland v Wolves,Wolves Win
5-1,150/1,Sunderland v Wolves,Wolves Win
5-2,150/1,Sunderland v Wolves,Wolves Win
6-0,150/1,Sunderland v Wolves,Wolves Win
6-1,150/1,Sunderland v Wolves,Wolves Win
6-2,150/1,Sunderland v Wolves,Wolves Win
7-0,150/1,Sunderland v Wolves,Wolves Win
7-1,150/1,Sunderland v Wolves,Wolves Win
8-0,150/1,Sunderland v Wolves,Wolves Win
9-0,150/1,Sunderland v Wolves,Wolves Win
1-0,12/1,Fulham v Arsenal,Fulham Win
2-0,28/1,Fulham v Arsenal,Fulham Win
2-1,14/1,Fulham v Arsenal,Fulham Win
3-0,80/1,Fulham v Arsenal,Fulham Win
3-1,50/1,Fulham v Arsenal,Fulham Win
3-2,50/1,Fulham v Arsenal,Fulham Win
4-0,150/1,Fulham v Arsenal,Fulham Win
4-1,125/1,Fulham v Arsenal,Fulham Win
4-2,125/1,Fulham v Arsenal,Fulham Win
4-3,125/1,Fulham v Arsenal,Fulham Win
5-0,150/1,Fulham v Arsenal,Fulham Win
5-1,150/1,Fulham v Arsenal,Fulham Win
5-2,150/1,Fulham v Arsenal,Fulham Win
6-0,150/1,Fulham v Arsenal,Fulham Win
6-1,150/1,Fulham v Arsenal,Fulham Win
6-2,150/1,Fulham v Arsenal,Fulham Win
7-0,150/1,Fulham v Arsenal,Fulham Win
7-1,150/1,Fulham v Arsenal,Fulham Win
8-0,150/1,Fulham v Arsenal,Fulham Win
0-0,10/1,Fulham v Arsenal,Draw
1-1,13/2,Fulham v Arsenal,Draw
2-2,16/1,Fulham v Arsenal,Draw
3-3,70/1,Fulham v Arsenal,Draw
4-4,150/1,Fulham v Arsenal,Draw
1-0,5/1,Fulham v Arsenal,Arsenal Win
2-0,6/1,Fulham v Arsenal,Arsenal Win
2-1,13/2,Fulham v Arsenal,Arsenal Win
3-0,10/1,Fulham v Arsenal,Arsenal Win
3-1,12/1,Fulham v Arsenal,Arsenal Win
3-2,25/1,Fulham v Arsenal,Arsenal Win
4-0,20/1,Fulham v Arsenal,Arsenal Win
4-1,25/1,Fulham v Arsenal,Arsenal Win
4-2,50/1,Fulham v Arsenal,Arsenal Win
4-3,100/1,Fulham v Arsenal,Arsenal Win
5-0,45/1,Fulham v Arsenal,Arsenal Win
5-1,55/1,Fulham v Arsenal,Arsenal Win
5-2,90/1,Fulham v Arsenal,Arsenal Win
6-0,100/1,Fulham v Arsenal,Arsenal Win
6-1,100/1,Fulham v Arsenal,Arsenal Win
6-2,150/1,Fulham v Arsenal,Arsenal Win
7-0,150/1,Fulham v Arsenal,Arsenal Win
7-1,150/1,Fulham v Arsenal,Arsenal Win
8-0,150/1,Fulham v Arsenal,Arsenal Win
9-0,150/1,Fulham v Arsenal,Arsenal Win
10-0,150/1,Fulham v Arsenal,Arsenal Win
1-0,7/1,Tottenham v Aston Villa,Tottenham Win
2-0,9/1,Tottenham v Aston Villa,Tottenham Win
2-1,7/1,Tottenham v Aston Villa,Tottenham Win
3-0,16/1,Tottenham v Aston Villa,Tottenham Win
3-1,14/1,Tottenham v Aston Villa,Tottenham Win
3-2,22/1,Tottenham v Aston Villa,Tottenham Win
4-0,40/1,Tottenham v Aston Villa,Tottenham Win
4-1,35/1,Tottenham v Aston Villa,Tottenham Win
4-2,50/1,Tottenham v Aston Villa,Tottenham Win
4-3,80/1,Tottenham v Aston Villa,Tottenham Win
5-0,90/1,Tottenham v Aston Villa,Tottenham Win
5-1,80/1,Tottenham v Aston Villa,Tottenham Win
5-2,100/1,Tottenham v Aston Villa,Tottenham Win
6-0,150/1,Tottenham v Aston Villa,Tottenham Win
6-1,125/1,Tottenham v Aston Villa,Tottenham Win
6-2,150/1,Tottenham v Aston Villa,Tottenham Win
7-0,150/1,Tottenham v Aston Villa,Tottenham Win
7-1,150/1,Tottenham v Aston Villa,Tottenham Win
8-0,150/1,Tottenham v Aston Villa,Tottenham Win
9-0,150/1,Tottenham v Aston Villa,Tottenham Win
10-0,150/1,Tottenham v Aston Villa,Tottenham Win
0-0,10/1,Tottenham v Aston Villa,Draw
1-1,11/2,Tottenham v Aston Villa,Draw
2-2,12/1,Tottenham v Aston Villa,Draw
3-3,45/1,Tottenham v Aston Villa,Draw
4-4,125/1,Tottenham v Aston Villa,Draw
1-0,10/1,Tottenham v Aston Villa,Aston Villa Win
2-0,16/1,Tottenham v Aston Villa,Aston Villa Win
2-1,10/1,Tottenham v Aston Villa,Aston Villa Win
3-0,35/1,Tottenham v Aston Villa,Aston Villa Win
3-1,25/1,Tottenham v Aston Villa,Aston Villa Win
3-2,28/1,Tottenham v Aston Villa,Aston Villa Win
4-0,80/1,Tottenham v Aston Villa,Aston Villa Win
4-1,66/1,Tottenham v Aston Villa,Aston Villa Win
4-2,70/1,Tottenham v Aston Villa,Aston Villa Win
4-3,100/1,Tottenham v Aston Villa,Aston Villa Win
5-0,150/1,Tottenham v Aston Villa,Aston Villa Win
5-1,125/1,Tottenham v Aston Villa,Aston Villa Win
5-2,125/1,Tottenham v Aston Villa,Aston Villa Win
6-0,150/1,Tottenham v Aston Villa,Aston Villa Win
6-1,150/1,Tottenham v Aston Villa,Aston Villa Win
6-2,150/1,Tottenham v Aston Villa,Aston Villa Win
7-0,150/1,Tottenham v Aston Villa,Aston Villa Win
7-1,150/1,Tottenham v Aston Villa,Aston Villa Win
8-0,150/1,Tottenham v Aston Villa,Aston Villa Win
9-0,150/1,Tottenham v Aston Villa,Aston Villa Win
1-0,10/1,Liverpool v Man Utd,Liverpool Win
2-0,9/1,Liverpool v Man Utd,Liverpool Win
2-1,7/1,Liverpool v Man Utd,Liverpool Win
3-0,12/1,Liverpool v Man Utd,Liverpool Win
3-1,10/1,Liverpool v Man Utd,Liverpool Win
3-2,14/1,Liverpool v Man Utd,Liverpool Win
4-0,20/1,Liverpool v Man Utd,Liverpool Win
4-1,18/1,Liverpool v Man Utd,Liverpool Win
4-2,28/1,Liverpool v Man Utd,Liverpool Win
4-3,55/1,Liverpool v Man Utd,Liverpool Win
5-0,40/1,Liverpool v Man Utd,Liverpool Win
5-1,35/1,Liverpool v Man Utd,Liverpool Win
5-2,55/1,Liverpool v Man Utd,Liverpool Win
6-0,80/1,Liverpool v Man Utd,Liverpool Win
6-1,70/1,Liverpool v Man Utd,Liverpool Win
6-2,100/1,Liverpool v Man Utd,Liverpool Win
7-0,125/1,Liverpool v Man Utd,Liverpool Win
7-1,125/1,Liverpool v Man Utd,Liverpool Win
8-0,150/1,Liverpool v Man Utd,Liverpool Win
9-0,150/1,Liverpool v Man Utd,Liverpool Win
10-0,150/1,Liverpool v Man Utd,Liverpool Win
0-0,18/1,Liverpool v Man Utd,Draw
1-1,15/2,Liverpool v Man Utd,Draw
2-2,11/1,Liverpool v Man Utd,Draw
3-3,33/1,Liverpool v Man Utd,Draw
4-4,100/1,Liverpool v Man Utd,Draw
1-0,18/1,Liverpool v Man Utd,Man Utd Win
2-0,28/1,Liverpool v Man Utd,Man Utd Win
2-1,12/1,Liverpool v Man Utd,Man Utd Win
3-0,60/1,Liverpool v Man Utd,Man Utd Win
3-1,28/1,Liverpool v Man Utd,Man Utd Win
3-2,28/1,Liverpool v Man Utd,Man Utd Win
4-0,100/1,Liverpool v Man Utd,Man Utd Win
4-1,70/1,Liverpool v Man Utd,Man Utd Win
4-2,70/1,Liverpool v Man Utd,Man Utd Win
4-3,80/1,Liverpool v Man Utd,Man Utd Win
5-0,150/1,Liverpool v Man Utd,Man Utd Win
5-1,125/1,Liverpool v Man Utd,Man Utd Win
5-2,125/1,Liverpool v Man Utd,Man Utd Win
6-0,150/1,Liverpool v Man Utd,Man Utd Win
6-1,150/1,Liverpool v Man Utd,Man Utd Win
6-2,150/1,Liverpool v Man Utd,Man Utd Win
7-0,150/1,Liverpool v Man Utd,Man Utd Win
7-1,150/1,Liverpool v Man Utd,Man Utd Win
8-0,150/1,Liverpool v Man Utd,Man Utd Win
9-0,150/1,Liverpool v Man Utd,Man Utd Win
1-0,15/2,West Ham v Brentford,West Ham Win
2-0,11/1,West Ham v Brentford,West Ham Win
2-1,8/1,West Ham v Brentford,West Ham Win
3-0,22/1,West Ham v Brentford,West Ham Win
3-1,18/1,West Ham v Brentford,West Ham Win
3-2,25/1,West Ham v Brentford,West Ham Win
4-0,55/1,West Ham v Brentford,West Ham Win
4-1,45/1,West Ham v Brentford,West Ham Win
4-2,60/1,West Ham v Brentford,West Ham Win
4-3,90/1,West Ham v Brentford,West Ham Win
5-0,100/1,West Ham v Brentford,West Ham Win
5-1,100/1,West Ham v Brentford,West Ham Win
5-2,100/1,West Ham v Brentford,West Ham Win
6-0,150/1,West Ham v Brentford,West Ham Win
6-1,150/1,West Ham v Brentford,West Ham Win
6-2,150/1,West Ham v Brentford,West Ham Win
7-0,150/1,West Ham v Brentford,West Ham Win
7-1,150/1,West Ham v Brentford,West Ham Win
8-0,150/1,West Ham v Brentford,West Ham Win
9-0,150/1,West Ham v Brentford,West Ham Win
10-0,150/1,West Ham v Brentford,West Ham Win
0-0,10/1,West Ham v Brentford,Draw
1-1,11/2,West Ham v Brentford,Draw
2-2,12/1,West Ham v Brentford,Draw
3-3,45/1,West Ham v Brentford,Draw
4-4,125/1,West Ham v Brentford,Draw
1-0,17/2,West Ham v Brentford,Brentford Win
2-0,12/1,West Ham v Brentford,Brentford Win
2-1,17/2,West Ham v Brentford,Brentford Win
3-0,28/1,West Ham v Brentford,Brentford Win
3-1,20/1,West Ham v Brentford,Brentford Win
3-2,25/1,West Ham v Brentford,Brentford Win
4-0,66/1,West Ham v Brentford,Brentford Win
4-1,50/1,West Ham v Brentford,Brentford Win
4-2,66/1,West Ham v Brentford,Brentford Win
4-3,100/1,West Ham v Brentford,Brentford Win
5-0,125/1,West Ham v Brentford,Brentford Win
5-1,100/1,West Ham v Brentford,Brentford Win
5-2,125/1,West Ham v Brentford,Brentford Win
6-0,150/1,West Ham v Brentford,Brentford Win
6-1,150/1,West Ham v Brentford,Brentford Win
6-2,150/1,West Ham v Brentford,Brentford Win
7-0,150/1,West Ham v Brentford,Brentford Win
7-1,150/1,West Ham v Brentford,Brentford Win
8-0,150/1,West Ham v Brentford,Brentford Win
9-0,150/1,West Ham v Brentford,Brentford Win
10-0,150/1,West Ham v Brentford,Brentford Win
