scoreline,scoreline_odds,contest,Outcome
6-0,150/1,Leeds v Bournemouth,Leeds Win
6-1,150/1,Leeds v Bournemouth,Leeds Win
6-2,150/1,Leeds v Bournemouth,Leeds Win
7-0,150/1,Leeds v Bournemouth,Leeds Win
7-1,150/1,Leeds v Bournemouth,Leeds Win
8-0,150/1,Leeds v Bournemouth,Leeds Win
9-0,150/1,Leeds v Bournemouth,Leeds Win
10-0,150/1,Leeds v Bournemouth,Leeds Win
0-0,9/1,Leeds v Bournemouth,Draw
1-1,5/1,Leeds v Bournemouth,Draw
2-2,11/1,Leeds v Bournemouth,Draw
3-3,45/1,Leeds v Bournemouth,Draw
4-4,125/1,Leeds v Bournemouth,Draw
1-0,15/2,Leeds v Bournemouth,Bournemouth Win
2-0,11/1,Leeds v Bournemouth,Bournemouth Win
2-1,8/1,Leeds v Bournemouth,Bournemouth Win
3-0,22/1,Leeds v Bournemouth,Bournemouth Win
3-1,18/1,Leeds v Bournemouth,Bournemouth Win
3-2,25/1,Leeds v Bournemouth,Bournemouth Win
4-0,55/1,Leeds v Bournemouth,Bournemouth Win
4-1,45/1,Leeds v Bournemouth,Bournemouth Win
4-2,65/1,Leeds v Bournemouth,Bournemouth Win
4-3,100/1,Leeds v Bournemouth,Bournemouth Win
5-0,100/1,Leeds v Bournemouth,Bournemouth Win
5-1,100/1,Leeds v Bournemouth,Bournemouth Win
5-2,125/1,Leeds v Bournemouth,Bournemouth Win
6-0,150/1,Leeds v Bournemouth,Bournemouth Win
6-1,150/1,Leeds v Bournemouth,Bournemouth Win
6-2,150/1,Leeds v Bournemouth,Bournemouth Win
7-0,150/1,Leeds v Bournemouth,Bournemouth Win
7-1,150/1,Leeds v Bournemouth,Bournemouth Win
8-0,150/1,Leeds v Bournemouth,Bournemouth Win
9-0,150/1,Leeds v Bournemouth,Bournemouth Win
10-0,150/1,Leeds v Bournemouth,Bournemouth Win
1-0,8/1,Man City v Burnley,Man City Win
2-0,6/1,Man City v Burnley,Man City Win
2-1,15/2,Man City v Burnley,Man City Win
3-0,6/1,Man City v Burnley,Man City Win
3-1,9/1,Man City v Burnley,Man City Win
3-2,22/1,Man City v Burnley,Man City Win
4-0,9/1,Man City v Burnley,Man City Win
4-1,12/1,Man City v Burnley,Man City Win
4-2,35/1,Man City v Burnley,Man City Win
4-3,90/1,Man City v Burnley,Man City Win
5-0,14/1,Man City v Burnley,Man City Win
5-1,22/1,Man City v Burnley,Man City Win
5-2,55/1,Man City v Burnley,Man City Win
6-0,28/1,Man City v Burnley,Man City Win
6-1,40/1,Man City v Burnley,Man City Win
6-2,90/1,Man City v Burnley,Man City Win
7-0,60/1,Man City v Burnley,Man City Win
7-1,80/1,Man City v Burnley,Man City Win
8-0,100/1,Man City v Burnley,Man City Win
9-0,150/1,Man City v Burnley,Man City Win
10-0,150/1,Man City v Burnley,Man City Win
0-0,20/1,Man City v Burnley,Draw
1-1,12/1,Man City v Burnley,Draw
2-2,22/1,Man City v Burnley,Draw
3-3,80/1,Man City v Burnley,Draw
4-4,150/1,Man City v Burnley,Draw
1-0,35/1,Man City v Burnley,Burnley Win
2-0,80/1,Man City v Burnley,Burnley Win
2-1,33/1,Man City v Burnley,Burnley Win
3-0,150/1,Man City v Burnley,Burnley Win
3-1,100/1,Man City v Burnley,Burnley Win
3-2,70/1,Man City v Burnley,Burnley Win
4-0,150/1,Man City v Burnley,Burnley Win
4-1,150/1,Man City v Burnley,Burnley Win
4-2,150/1,Man City v Burnley,Burnley Win
4-3,150/1,Man City v Burnley,Burnley Win
5-0,150/1,Man City v Burnley,Burnley Win
5-1,150/1,Man City v Burnley,Burnley Win
5-2,150/1,Man City v Burnley,Burnley Win
6-0,150/1,Man City v Burnley,Burnley Win
6-1,150/1,Man City v Burnley,Burnley Win
6-2,150/1,Man City v Burnley,Burnley Win
7-0,150/1,Man City v Burnley,Burnley Win
7-1,150/1,Man City v Burnley,Burnley Win
1-0,6/1,Nottingham Forest v Sunderland,Nottingham Forest Win
2-0,15/2,Nottingham Forest v Sunderland,Nottingham Forest Win
2-1,7/1,Nottingham Forest v Sunderland,Nottingham Forest Win
3-0,12/1,Nottingham Forest v Sunderland,Nottingham Forest Win
3-1,14/1,Nottingham Forest v Sunderland,Nottingham Forest Win
3-2,25/1,Nottingham Forest v Sunderland,Nottingham Forest Win
4-0,28/1,Nottingham Forest v Sunderland,Nottingham Forest Win
4-1,28/1,Nottingham Forest v Sunderland,Nottingham Forest Win
4-2,55/1,Nottingham Forest v Sunderland,Nottingham Forest Win
4-3,100/1,Nottingham Forest v Sunderland,Nottingham Forest Win
5-0,70/1,Nottingham Forest v Sunderland,Nottingham Forest Win
5-1,70/1,Nottingham Forest v Sunderland,Nottingham Forest Win
5-2,100/1,Nottingham Forest v Sunderland,Nottingham Forest Win
6-0,125/1,Nottingham Forest v Sunderland,Nottingham Forest Win
6-1,125/1,Nottingham Forest v Sunderland,Nottingham Forest Win
6-2,150/1,Nottingham Forest v Sunderland,Nottingham Forest Win
7-0,150/1,Nottingham Forest v Sunderland,Nottingham Forest Win
7-1,150/1,Nottingham Forest v Sunderland,Nottingham Forest Win
8-0,150/1,Nottingham Forest v Sunderland,Nottingham Forest Win
9-0,150/1,Nottingham Forest v Sunderland,Nottingham Forest Win
10-0,150/1,Nottingham Forest v Sunderland,Nottingham Forest Win
0-0,9/1,Nottingham Forest v Sunderland,Draw
1-1,11/2,Nottingham Forest v Sunderland,Draw
2-2,14/1,Nottingham Forest v Sunderland,Draw
3-3,60/1,Nottingham Forest v Sunderland,Draw
4-4,150/1,Nottingham Forest v Sunderland,Draw
1-0,10/1,Nottingham Forest v Sunderland,Sunderland Win
2-0,22/1,Nottingham Forest v Sunderland,Sunderland Win
2-1,12/1,Nottingham Forest v Sunderland,Sunderland Win
3-0,55/1,Nottingham Forest v Sunderland,Sunderland Win
3-1,35/1,Nottingham Forest v Sunderland,Sunderland Win
3-2,35/1,Nottingham Forest v Sunderland,Sunderland Win
4-0,100/1,Nottingham Forest v Sunderland,Sunderland Win
4-1,90/1,Nottingham Forest v Sunderland,Sunderland Win
4-2,100/1,Nottingham Forest v Sunderland,Sunderland Win
4-3,125/1,Nottingham Forest v Sunderland,Sunderland Win
5-0,150/1,Nottingham Forest v Sunderland,Sunderland Win
5-1,150/1,Nottingham Forest v Sunderland,Sunderland Win
5-2,150/1,Nottingham Forest v Sunderland,Sunderland Win
6-0,150/1,Nottingham Forest v Sunderland,Sunderland Win
6-1,150/1,Nottingham Forest v Sunderland,Sunderland Win
6-2,150/1,Nottingham Forest v Sunderland,Sunderland Win
7-0,150/1,Nottingham Forest v Sunderland,Sunderland Win
7-1,150/1,Nottingham Forest v Sunderland,Sunderland Win
8-0,150/1,Nottingham Forest v Sunderland,Sunderland Win
9-0,150/1,Nottingham Forest v Sunderland,Sunderland Win
1-0,13/2,Tottenham v Wolves,Tottenham Win
2-0,13/2,Tottenham v Wolves,Tottenham Win
2-1,13/2,Tottenham v Wolves,Tottenham Win
3-0,9/1,Tottenham v Wolves,Tottenham Win
3-1,11/1,Tottenham v Wolves,Tottenham Win
3-2,20/1,Tottenham v Wolves,Tottenham Win
4-0,18/1,Tottenham v Wolves,Tottenham Win
4-1,20/1,Tottenham v Wolves,Tottenham Win
4-2,40/1,Tottenham v Wolves,Tottenham Win
4-3,80/1,Tottenham v Wolves,Tottenham Win
5-0,40/1,Tottenham v Wolves,Tottenham Win
5-1,40/1,Tottenham v Wolves,Tottenham Win
5-2,70/1,Tottenham v Wolves,Tottenham Win
6-0,80/1,Tottenham v Wolves,Tottenham Win
6-1,90/1,Tottenham v Wolves,Tottenham Win
6-2,125/1,Tottenham v Wolves,Tottenham Win
7-0,125/1,Tottenham v Wolves,Tottenham Win
7-1,125/1,Tottenham v Wolves,Tottenham Win
8-0,150/1,Tottenham v Wolves,Tottenham Win
9-0,150/1,Tottenham v Wolves,Tottenham Win
10-0,150/1,Tottenham v Wolves,Tottenham Win
0-0,12/1,Tottenham v Wolves,Draw
1-1,7/1,Tottenham v Wolves,Draw
2-2,14/1,Tottenham v Wolves,Draw
3-3,55/1,Tottenham v Wolves,Draw
4-4,150/1,Tottenham v Wolves,Draw
1-0,14/1,Tottenham v Wolves,Wolves Win
2-0,33/1,Tottenham v Wolves,Wolves Win
2-1,14/1,Tottenham v Wolves,Wolves Win
3-0,80/1,Tottenham v Wolves,Wolves Win
3-1,50/1,Tottenham v Wolves,Wolves Win
3-2,40/1,Tottenham v Wolves,Wolves Win
4-0,150/1,Tottenham v Wolves,Wolves Win
4-1,100/1,Tottenham v Wolves,Wolves Win
4-2,100/1,Tottenham v Wolves,Wolves Win
4-3,125/1,Tottenham v Wolves,Wolves Win
5-0,150/1,Tottenham v Wolves,Wolves Win
5-1,150/1,Tottenham v Wolves,Wolves Win
5-2,150/1,Tottenham v Wolves,Wolves Win
6-0,150/1,Tottenham v Wolves,Wolves Win
6-1,150/1,Tottenham v Wolves,Wolves Win
6-2,150/1,Tottenham v Wolves,Wolves Win
7-0,150/1,Tottenham v Wolves,Wolves Win
7-1,150/1,Tottenham v Wolves,Wolves Win
8-0,150/1,Tottenham v Wolves,Wolves Win
1-0,6/1,Aston Villa v Fulham,Aston Villa Win
2-0,10/1,Aston Villa v Fulham,Aston Villa Win
2-1,15/2,Aston Villa v Fulham,Aston Villa Win
3-0,22/1,Aston Villa v Fulham,Aston Villa Win
3-1,18/1,Aston Villa v Fulham,Aston Villa Win
3-2,28/1,Aston Villa v Fulham,Aston Villa Win
4-0,50/1,Aston Villa v Fulham,Aston Villa Win
4-1,45/1,Aston Villa v Fulham,Aston Villa Win
4-2,70/1,Aston Villa v Fulham,Aston Villa Win
4-3,100/1,Aston Villa v Fulham,Aston Villa Win
5-0,100/1,Aston Villa v Fulham,Aston Villa Win
5-1,100/1,Aston Villa v Fulham,Aston Villa Win
5-2,125/1,Aston Villa v Fulham,Aston Villa Win
6-0,150/1,Aston Villa v Fulham,Aston Villa Win
6-1,150/1,Aston Villa v Fulham,Aston Villa Win
6-2,150/1,Aston Villa v Fulham,Aston Villa Win
7-0,150/1,Aston Villa v Fulham,Aston Villa Win
7-1,150/1,Aston Villa v Fulham,Aston Villa Win
8-0,150/1,Aston Villa v Fulham,Aston Villa Win
9-0,150/1,Aston Villa v Fulham,Aston Villa Win
10-0,150/1,Aston Villa v Fulham,Aston Villa Win
0-0,15/2,Aston Villa v Fulham,Draw
1-1,5/1,Aston Villa v Fulham,Draw
2-2,12/1,Aston Villa v Fulham,Draw
3-3,60/1,Aston Villa v Fulham,Draw
4-4,150/1,Aston Villa v Fulham,Draw
1-0,8/1,Aston Villa v Fulham,Fulham Win
2-0,14/1,Aston Villa v Fulham,Fulham Win
2-1,9/1,Aston Villa v Fulham,Fulham Win
3-0,35/1,Aston Villa v Fulham,Fulham Win
3-1,25/1,Aston Villa v Fulham,Fulham Win
3-2,33/1,Aston Villa v Fulham,Fulham Win
4-0,80/1,Aston Villa v Fulham,Fulham Win
4-1,70/1,Aston Villa v Fulham,Fulham Win
4-2,90/1,Aston Villa v Fulham,Fulham Win
4-3,100/1,Aston Villa v Fulham,Fulham Win
5-0,150/1,Aston Villa v Fulham,Fulham Win
5-1,125/1,Aston Villa v Fulham,Fulham Win
5-2,150/1,Aston Villa v Fulham,Fulham Win
6-0,150/1,Aston Villa v Fulham,Fulham Win
6-1,150/1,Aston Villa v Fulham,Fulham Win
6-2,150/1,Aston Villa v Fulham,Fulham Win
7-0,150/1,Aston Villa v Fulham,Fulham Win
7-1,150/1,Aston Villa v Fulham,Fulham Win
8-0,150/1,Aston Villa v Fulham,Fulham Win
9-0,150/1,Aston Villa v Fulham,Fulham Win
1-0,8/1,Newcastle v Arsenal,Newcastle Win
2-0,16/1,Newcastle v Arsenal,Newcastle Win
2-1,10/1,Newcastle v Arsenal,Newcastle Win
3-0,40/1,Newcastle v Arsenal,Newcastle Win
3-1,28/1,Newcastle v Arsenal,Newcastle Win
3-2,33/1,Newcastle v Arsenal,Newcastle Win
4-0,90/1,Newcastle v Arsenal,Newcastle Win
4-1,80/1,Newcastle v Arsenal,Newcastle Win
4-2,90/1,Newcastle v Arsenal,Newcastle Win
4-3,100/1,Newcastle v Arsenal,Newcastle Win
5-0,150/1,Newcastle v Arsenal,Newcastle Win
5-1,150/1,Newcastle v Arsenal,Newcastle Win
5-2,150/1,Newcastle v Arsenal,Newcastle Win
6-0,150/1,Newcastle v Arsenal,Newcastle Win
6-1,150/1,Newcastle v Arsenal,Newcastle Win
6-2,150/1,Newcastle v Arsenal,Newcastle Win
7-0,150/1,Newcastle v Arsenal,Newcastle Win
7-1,150/1,Newcastle v Arsenal,Newcastle Win
8-0,150/1,Newcastle v Arsenal,Newcastle Win
9-0,150/1,Newcastle v Arsenal,Newcastle Win
0-0,8/1,Newcastle v Arsenal,Draw
1-1,5/1,Newcastle v Arsenal,Draw
2-2,12/1,Newcastle v Arsenal,Draw
3-3,60/1,Newcastle v Arsenal,Draw
4-4,150/1,Newcastle v Arsenal,Draw
1-0,6/1,Newcastle v Arsenal,Arsenal Win
2-0,9/1,Newcastle v Arsenal,Arsenal Win
2-1,15/2,Newcastle v Arsenal,Arsenal Win
3-0,18/1,Newcastle v Arsenal,Arsenal Win
3-1,16/1,Newcastle v Arsenal,Arsenal Win
3-2,25/1,Newcastle v Arsenal,Arsenal Win
4-0,40/1,Newcastle v Arsenal,Arsenal Win
4-1,40/1,Newcastle v Arsenal,Arsenal Win
4-2,66/1,Newcastle v Arsenal,Arsenal Win
4-3,100/1,Newcastle v Arsenal,Arsenal Win
5-0,90/1,Newcastle v Arsenal,Arsenal Win
5-1,90/1,Newcastle v Arsenal,Arsenal Win
5-2,125/1,Newcastle v Arsenal,Arsenal Win
6-0,150/1,Newcastle v Arsenal,Arsenal Win
6-1,150/1,Newcastle v Arsenal,Arsenal Win
6-2,150/1,Newcastle v Arsenal,Arsenal Win
7-0,150/1,Newcastle v Arsenal,Arsenal Win
7-1,150/1,Newcastle v Arsenal,Arsenal Win
8-0,150/1,Newcastle v Arsenal,Arsenal Win
9-0,150/1,Newcastle v Arsenal,Arsenal Win
10-0,150/1,Newcastle v Arsenal,Arsenal Win
1-0,6/1,Everton v West Ham,Everton Win
2-0,15/2,Everton v West Ham,Everton Win
2-1,7/1,Everton v West Ham,Everton Win
3-0,12/1,Everton v West Ham,Everton Win
3-1,12/1,Everton v West Ham,Everton Win
3-2,22/1,Everton v West Ham,Everton Win
4-0,25/1,Everton v West Ham,Everton Win
4-1,28/1,Everton v West Ham,Everton Win
4-2,50/1,Everton v West Ham,Everton Win
4-3,100/1,Everton v West Ham,Everton Win
5-0,60/1,Everton v West Ham,Everton Win
5-1,65/1,Everton v West Ham,Everton Win
5-2,100/1,Everton v West Ham,Everton Win
6-0,100/1,Everton v West Ham,Everton Win
6-1,100/1,Everton v West Ham,Everton Win
6-2,150/1,Everton v West Ham,Everton Win
7-0,150/1,Everton v West Ham,Everton Win
7-1,150/1,Everton v West Ham,Everton Win
8-0,150/1,Everton v West Ham,Everton Win
9-0,150/1,Everton v West Ham,Everton Win
10-0,150/1,Everton v West Ham,Everton Win
0-0,9/1,Everton v West Ham,Draw
1-1,11/2,Everton v West Ham,Draw
2-2,14/1,Everton v West Ham,Draw
3-3,55/1,Everton v West Ham,Draw
4-4,150/1,Everton v West Ham,Draw
1-0,11/1,Everton v West Ham,West Ham Win
2-0,22/1,Everton v West Ham,West Ham Win
2-1,12/1,Everton v West Ham,West Ham Win
3-0,60/1,Everton v West Ham,West Ham Win
3-1,40/1,Everton v West Ham,West Ham Win
3-2,35/1,Everton v West Ham,West Ham Win
4-0,125/1,Everton v West Ham,West Ham Win
4-1,100/1,Everton v West Ham,West Ham Win
4-2,100/1,Everton v West Ham,West Ham Win
4-3,125/1,Everton v West Ham,West Ham Win
5-0,150/1,Everton v West Ham,West Ham Win
5-1,150/1,Everton v West Ham,West Ham Win
5-2,150/1,Everton v West Ham,West Ham Win
6-0,150/1,Everton v West Ham,West Ham Win
6-1,150/1,Everton v West Ham,West Ham Win
6-2,150/1,Everton v West Ham,West Ham Win
7-0,150/1,Everton v West Ham,West Ham Win
7-1,150/1,Everton v West Ham,West Ham Win
8-0,150/1,Everton v West Ham,West Ham Win
