scoreline,scoreline_odds,contest,Outcome
7-0,150/1,Man Utd v Newcastle,Newcastle Win
7-1,150/1,Man Utd v Newcastle,Newcastle Win
8-0,150/1,Man Utd v Newcastle,Newcastle Win
9-0,150/1,Man Utd v Newcastle,Newcastle Win
10-0,150/1,Man Utd v Newcastle,Newcastle Win
1-0,14/1,Nottingham Forest v Man City,Nottingham Forest Win
2-0,25/1,Nottingham Forest v Man City,Nottingham Forest Win
2-1,12/1,Nottingham Forest v Man City,Nottingham Forest Win
3-0,60/1,Nottingham Forest v Man City,Nottingham Forest Win
3-1,35/1,Nottingham Forest v Man City,Nottingham Forest Win
3-2,35/1,Nottingham Forest v Man City,Nottingham Forest Win
4-0,125/1,Nottingham Forest v Man City,Nottingham Forest Win
4-1,90/1,Nottingham Forest v Man City,Nottingham Forest Win
4-2,90/1,Nottingham Forest v Man City,Nottingham Forest Win
4-3,100/1,Nottingham Forest v Man City,Nottingham Forest Win
5-0,150/1,Nottingham Forest v Man City,Nottingham Forest Win
5-1,150/1,Nottingham Forest v Man City,Nottingham Forest Win
5-2,150/1,Nottingham Forest v Man City,Nottingham Forest Win
6-0,150/1,Nottingham Forest v Man City,Nottingham Forest Win
6-1,150/1,Nottingham Forest v Man City,Nottingham Forest Win
6-2,150/1,Nottingham Forest v Man City,Nottingham Forest Win
7-0,150/1,Nottingham Forest v Man City,Nottingham Forest Win
7-1,150/1,Nottingham Forest v Man City,Nottingham Forest Win
8-0,150/1,Nottingham Forest v Man City,Nottingham Forest Win
9-0,150/1,Nottingham Forest v Man City,Nottingham Forest Win
0-0,12/1,Nottingham Forest v Man City,Draw
1-1,13/2,Nottingham Forest v Man City,Draw
2-2,12/1,Nottingham Forest v Man City,Draw
3-3,45/1,Nottingham Forest v Man City,Draw
4-4,125/1,Nottingham Forest v Man City,Draw
1-0,7/1,Nottingham Forest v Man City,Man City Win
2-0,15/2,Nottingham Forest v Man City,Man City Win
2-1,13/2,Nottingham Forest v Man City,Man City Win
3-0,11/1,Nottingham Forest v Man City,Man City Win
3-1,11/1,Nottingham Forest v Man City,Man City Win
3-2,18/1,Nottingham Forest v Man City,Man City Win
4-0,22/1,Nottingham Forest v Man City,Man City Win
4-1,22/1,Nottingham Forest v Man City,Man City Win
4-2,35/1,Nottingham Forest v Man City,Man City Win
4-3,70/1,Nottingham Forest v Man City,Man City Win
5-0,50/1,Nottingham Forest v Man City,Man City Win
5-1,45/1,Nottingham Forest v Man City,Man City Win
5-2,70/1,Nottingham Forest v Man City,Man City Win
6-0,100/1,Nottingham Forest v Man City,Man City Win
6-1,100/1,Nottingham Forest v Man City,Man City Win
6-2,125/1,Nottingham Forest v Man City,Man City Win
7-0,150/1,Nottingham Forest v Man City,Man City Win
7-1,150/1,Nottingham Forest v Man City,Man City Win
8-0,150/1,Nottingham Forest v Man City,Man City Win
9-0,150/1,Nottingham Forest v Man City,Man City Win
10-0,150/1,Nottingham Forest v Man City,Man City Win
1-0,6/1,Arsenal v Brighton,Arsenal Win
2-0,6/1,Arsenal v Brighton,Arsenal Win
2-1,13/2,Arsenal v Brighton,Arsenal Win
3-0,9/1,Arsenal v Brighton,Arsenal Win
3-1,10/1,Arsenal v Brighton,Arsenal Win
3-2,20/1,Arsenal v Brighton,Arsenal Win
4-0,16/1,Arsenal v Brighton,Arsenal Win
4-1,18/1,Arsenal v Brighton,Arsenal Win
4-2,40/1,Arsenal v Brighton,Arsenal Win
4-3,80/1,Arsenal v Brighton,Arsenal Win
5-0,35/1,Arsenal v Brighton,Arsenal Win
5-1,40/1,Arsenal v Brighton,Arsenal Win
5-2,70/1,Arsenal v Brighton,Arsenal Win
6-0,70/1,Arsenal v Brighton,Arsenal Win
6-1,80/1,Arsenal v Brighton,Arsenal Win
6-2,125/1,Arsenal v Brighton,Arsenal Win
7-0,125/1,Arsenal v Brighton,Arsenal Win
7-1,125/1,Arsenal v Brighton,Arsenal Win
8-0,150/1,Arsenal v Brighton,Arsenal Win
9-0,150/1,Arsenal v Brighton,Arsenal Win
10-0,150/1,Arsenal v Brighton,Arsenal Win
0-0,12/1,Arsenal v Brighton,Draw
1-1,15/2,Arsenal v Brighton,Draw
2-2,16/1,Arsenal v Brighton,Draw
3-3,60/1,Arsenal v Brighton,Draw
4-4,150/1,Arsenal v Brighton,Draw
1-0,16/1,Arsenal v Brighton,Brighton Win
2-0,35/1,Arsenal v Brighton,Brighton Win
2-1,16/1,Arsenal v Brighton,Brighton Win
3-0,90/1,Arsenal v Brighton,Brighton Win
3-1,55/1,Arsenal v Brighton,Brighton Win
3-2,45/1,Arsenal v Brighton,Brighton Win
4-0,150/1,Arsenal v Brighton,Brighton Win
4-1,125/1,Arsenal v Brighton,Brighton Win
4-2,125/1,Arsenal v Brighton,Brighton Win
4-3,125/1,Arsenal v Brighton,Brighton Win
5-0,150/1,Arsenal v Brighton,Brighton Win
5-1,150/1,Arsenal v Brighton,Brighton Win
5-2,150/1,Arsenal v Brighton,Brighton Win
6-0,150/1,Arsenal v Brighton,Brighton Win
6-1,150/1,Arsenal v Brighton,Brighton Win
6-2,150/1,Arsenal v Brighton,Brighton Win
7-0,150/1,Arsenal v Brighton,Brighton Win
7-1,150/1,Arsenal v Brighton,Brighton Win
8-0,150/1,Arsenal v Brighton,Brighton Win
1-0,15/2,Brentford v Bournemouth,Brentford Win
2-0,10/1,Brentford v Bournemouth,Brentford Win
2-1,15/2,Brentford v Bournemouth,Brentford Win
3-0,18/1,Brentford v Bournemouth,Brentford Win
3-1,14/1,Brentford v Bournemouth,Brentford Win
3-2,22/1,Brentford v Bournemouth,Brentford Win
4-0,40/1,Brentford v Bournemouth,Brentford Win
4-1,35/1,Brentford v Bournemouth,Brentford Win
4-2,50/1,Brentford v Bournemouth,Brentford Win
4-3,80/1,Brentford v Bournemouth,Brentford Win
5-0,90/1,Brentford v Bournemouth,Brentford Win
5-1,80/1,Brentford v Bournemouth,Brentford Win
5-2,100/1,Brentford v Bournemouth,Brentford Win
6-0,150/1,Brentford v Bournemouth,Brentford Win
6-1,125/1,Brentford v Bournemouth,Brentford Win
6-2,150/1,Brentford v Bournemouth,Brentford Win
7-0,150/1,Brentford v Bournemouth,Brentford Win
7-1,150/1,Brentford v Bournemouth,Brentford Win
8-0,150/1,Brentford v Bournemouth,Brentford Win
9-0,150/1,Brentford v Bournemouth,Brentford Win
10-0,150/1,Brentford v Bournemouth,Brentford Win
0-0,10/1,Brentford v Bournemouth,Draw
1-1,11/2,Brentford v Bournemouth,Draw
2-2,11/1,Brentford v Bournemouth,Draw
3-3,45/1,Brentford v Bournemouth,Draw
4-4,125/1,Brentford v Bournemouth,Draw
1-0,9/1,Brentford v Bournemouth,Bournemouth Win
2-0,14/1,Brentford v Bournemouth,Bournemouth Win
2-1,9/1,Brentford v Bournemouth,Bournemouth Win
3-0,33/1,Brentford v Bournemouth,Bournemouth Win
3-1,22/1,Brentford v Bournemouth,Bournemouth Win
3-2,25/1,Brentford v Bournemouth,Bournemouth Win
4-0,70/1,Brentford v Bournemouth,Bournemouth Win
4-1,55/1,Brentford v Bournemouth,Bournemouth Win
4-2,70/1,Brentford v Bournemouth,Bournemouth Win
4-3,100/1,Brentford v Bournemouth,Bournemouth Win
5-0,125/1,Brentford v Bournemouth,Bournemouth Win
5-1,125/1,Brentford v Bournemouth,Bournemouth Win
5-2,125/1,Brentford v Bournemouth,Bournemouth Win
6-0,150/1,Brentford v Bournemouth,Bournemouth Win
6-1,150/1,Brentford v Bournemouth,Bournemouth Win
6-2,150/1,Brentford v Bournemouth,Bournemouth Win
7-0,150/1,Brentford v Bournemouth,Bournemouth Win
7-1,150/1,Brentford v Bournemouth,Bournemouth Win
8-0,150/1,Brentford v Bournemouth,Bournemouth Win
9-0,150/1,Brentford v Bournemouth,Bournemouth Win
10-0,150/1,Brentford v Bournemouth,Bournemouth Win
1-0,9/1,Burnley v Everton,Burnley Win
2-0,20/1,Burnley v Everton,Burnley Win
2-1,11/1,Burnley v Everton,Burnley Win
3-0,50/1,Burnley v Everton,Burnley Win
3-1,35/1,Burnley v Everton,Burnley Win
3-2,40/1,Burnley v Everton,Burnley Win
4-0,100/1,Burnley v Everton,Burnley Win
4-1,100/1,Burnley v Everton,Burnley Win
4-2,100/1,Burnley v Everton,Burnley Win
4-3,125/1,Burnley v Everton,Burnley Win
5-0,150/1,Burnley v Everton,Burnley Win
5-1,150/1,Burnley v Everton,Burnley Win
5-2,150/1,Burnley v Everton,Burnley Win
6-0,150/1,Burnley v Everton,Burnley Win
6-1,150/1,Burnley v Everton,Burnley Win
6-2,150/1,Burnley v Everton,Burnley Win
7-0,150/1,Burnley v Everton,Burnley Win
7-1,150/1,Burnley v Everton,Burnley Win
8-0,150/1,Burnley v Everton,Burnley Win
9-0,150/1,Burnley v Everton,Burnley Win
0-0,15/2,Burnley v Everton,Draw
1-1,5/1,Burnley v Everton,Draw
2-2,14/1,Burnley v Everton,Draw
3-3,66/1,Burnley v Everton,Draw
4-4,150/1,Burnley v Everton,Draw
1-0,5/1,Burnley v Everton,Everton Win
2-0,15/2,Burnley v Everton,Everton Win
2-1,7/1,Burnley v Everton,Everton Win
3-0,14/1,Burnley v Everton,Everton Win
3-1,16/1,Burnley v Everton,Everton Win
3-2,25/1,Burnley v Everton,Everton Win
4-0,35/1,Burnley v Everton,Everton Win
4-1,35/1,Burnley v Everton,Everton Win
4-2,66/1,Burnley v Everton,Everton Win
4-3,100/1,Burnley v Everton,Everton Win
5-0,80/1,Burnley v Everton,Everton Win
5-1,80/1,Burnley v Everton,Everton Win
5-2,100/1,Burnley v Everton,Everton Win
6-0,125/1,Burnley v Everton,Everton Win
6-1,125/1,Burnley v Everton,Everton Win
6-2,150/1,Burnley v Everton,Everton Win
7-0,150/1,Burnley v Everton,Everton Win
7-1,150/1,Burnley v Everton,Everton Win
8-0,150/1,Burnley v Everton,Everton Win
9-0,150/1,Burnley v Everton,Everton Win
10-0,150/1,Burnley v Everton,Everton Win
1-0,15/2,Liverpool v Wolves,Liverpool Win
2-0,6/1,Liverpool v Wolves,Liverpool Win
2-1,7/1,Liverpool v Wolves,Liverpool Win
3-0,13/2,Liverpool v Wolves,Liverpool Win
3-1,9/1,Liverpool v Wolves,Liverpool Win
3-2,22/1,Liverpool v Wolves,Liverpool Win
4-0,10/1,Liverpool v Wolves,Liverpool Win
4-1,14/1,Liverpool v Wolves,Liverpool Win
4-2,35/1,Liverpool v Wolves,Liverpool Win
4-3,80/1,Liverpool v Wolves,Liverpool Win
5-0,18/1,Liverpool v Wolves,Liverpool Win
5-1,25/1,Liverpool v Wolves,Liverpool Win
5-2,55/1,Liverpool v Wolves,Liverpool Win
6-0,35/1,Liverpool v Wolves,Liverpool Win
6-1,45/1,Liverpool v Wolves,Liverpool Win
6-2,90/1,Liverpool v Wolves,Liverpool Win
7-0,70/1,Liverpool v Wolves,Liverpool Win
7-1,90/1,Liverpool v Wolves,Liverpool Win
8-0,125/1,Liverpool v Wolves,Liverpool Win
9-0,150/1,Liverpool v Wolves,Liverpool Win
10-0,150/1,Liverpool v Wolves,Liverpool Win
0-0,18/1,Liverpool v Wolves,Draw
1-1,10/1,Liverpool v Wolves,Draw
2-2,22/1,Liverpool v Wolves,Draw
3-3,70/1,Liverpool v Wolves,Draw
4-4,150/1,Liverpool v Wolves,Draw
1-0,28/1,Liverpool v Wolves,Wolves Win
2-0,70/1,Liverpool v Wolves,Wolves Win
2-1,28/1,Liverpool v Wolves,Wolves Win
3-0,125/1,Liverpool v Wolves,Wolves Win
3-1,90/1,Liverpool v Wolves,Wolves Win
3-2,70/1,Liverpool v Wolves,Wolves Win
4-0,150/1,Liverpool v Wolves,Wolves Win
4-1,150/1,Liverpool v Wolves,Wolves Win
4-2,150/1,Liverpool v Wolves,Wolves Win
4-3,150/1,Liverpool v Wolves,Wolves Win
5-0,150/1,Liverpool v Wolves,Wolves Win
5-1,150/1,Liverpool v Wolves,Wolves Win
5-2,150/1,Liverpool v Wolves,Wolves Win
6-0,150/1,Liverpool v Wolves,Wolves Win
6-1,150/1,Liverpool v Wolves,Wolves Win
6-2,150/1,Liverpool v Wolves,Wolves Win
7-0,150/1,Liverpool v Wolves,Wolves Win
7-1,150/1,Liverpool v Wolves,Wolves Win
1-0,9/1,West Ham v Fulham,West Ham Win
2-0,12/1,West Ham v Fulham,West Ham Win
2-1,17/2,West Ham v Fulham,West Ham Win
3-0,28/1,West Ham v Fulham,West Ham Win
3-1,20/1,West Ham v Fulham,West Ham Win
3-2,25/1,West Ham v Fulham,West Ham Win
4-0,65/1,West Ham v Fulham,West Ham Win
4-1,50/1,West Ham v Fulham,West Ham Win
4-2,66/1,West Ham v Fulham,West Ham Win
4-3,100/1,West Ham v Fulham,West Ham Win
5-0,125/1,West Ham v Fulham,West Ham Win
5-1,100/1,West Ham v Fulham,West Ham Win
5-2,125/1,West Ham v Fulham,West Ham Win
6-0,150/1,West Ham v Fulham,West Ham Win
6-1,150/1,West Ham v Fulham,West Ham Win
6-2,150/1,West Ham v Fulham,West Ham Win
7-0,150/1,West Ham v Fulham,West Ham Win
7-1,150/1,West Ham v Fulham,West Ham Win
8-0,150/1,West Ham v Fulham,West Ham Win
9-0,150/1,West Ham v Fulham,West Ham Win
10-0,150/1,West Ham v Fulham,West Ham Win
0-0,10/1,West Ham v Fulham,Draw
1-1,5/1,West Ham v Fulham,Draw
2-2,11/1,West Ham v Fulham,Draw
3-3,45/1,West Ham v Fulham,Draw
4-4,125/1,West Ham v Fulham,Draw
1-0,15/2,West Ham v Fulham,Fulham Win
2-0,11/1,West Ham v Fulham,Fulham Win
2-1,15/2,West Ham v Fulham,Fulham Win
3-0,22/1,West Ham v Fulham,Fulham Win
3-1,18/1,West Ham v Fulham,Fulham Win
3-2,22/1,West Ham v Fulham,Fulham Win
4-0,55/1,West Ham v Fulham,Fulham Win
4-1,45/1,West Ham v Fulham,Fulham Win
4-2,55/1,West Ham v Fulham,Fulham Win
4-3,90/1,West Ham v Fulham,Fulham Win
5-0,100/1,West Ham v Fulham,Fulham Win
5-1,100/1,West Ham v Fulham,Fulham Win
5-2,100/1,West Ham v Fulham,Fulham Win
6-0,150/1,West Ham v Fulham,Fulham Win
6-1,150/1,West Ham v Fulham,Fulham Win
6-2,150/1,West Ham v Fulham,Fulham Win
7-0,150/1,West Ham v Fulham,Fulham Win
7-1,150/1,West Ham v Fulham,Fulham Win
8-0,150/1,West Ham v Fulham,Fulham Win
9-0,150/1,West Ham v Fulham,Fulham Win
10-0,150/1,West Ham v Fulham,Fulham Win
1-0,7/1,Chelsea v Aston Villa,Chelsea Win
2-0,9/1,Chelsea v Aston Villa,Chelsea Win
2-1,7/1,Chelsea v Aston Villa,Chelsea Win
3-0,14/1,Chelsea v Aston Villa,Chelsea Win
3-1,12/1,Chelsea v Aston Villa,Chelsea Win
3-2,20/1,Chelsea v Aston Villa,Chelsea Win
4-0,33/1,Chelsea v Aston Villa,Chelsea Win
4-1,28/1,Chelsea v Aston Villa,Chelsea Win
4-2,45/1,Chelsea v Aston Villa,Chelsea Win
4-3,80/1,Chelsea v Aston Villa,Chelsea Win
5-0,70/1,Chelsea v Aston Villa,Chelsea Win
5-1,66/1,Chelsea v Aston Villa,Chelsea Win
5-2,90/1,Chelsea v Aston Villa,Chelsea Win
6-0,125/1,Chelsea v Aston Villa,Chelsea Win
6-1,125/1,Chelsea v Aston Villa,Chelsea Win
6-2,150/1,Chelsea v Aston Villa,Chelsea Win
7-0,150/1,Chelsea v Aston Villa,Chelsea Win
7-1,150/1,Chelsea v Aston Villa,Chelsea Win
8-0,150/1,Chelsea v Aston Villa,Chelsea Win
9-0,150/1,Chelsea v Aston Villa,Chelsea Win
10-0,150/1,Chelsea v Aston Villa,Chelsea Win
0-0,11/1,Chelsea v Aston Villa,Draw
1-1,11/2,Chelsea v Aston Villa,Draw
2-2,12/1,Chelsea v Aston Villa,Draw
3-3,45/1,Chelsea v Aston Villa,Draw
4-4,125/1,Chelsea v Aston Villa,Draw
1-0,11/1,Chelsea v Aston Villa,Aston Villa Win
2-0,18/1,Chelsea v Aston Villa,Aston Villa Win
2-1,11/1,Chelsea v Aston Villa,Aston Villa Win
3-0,40/1,Chelsea v Aston Villa,Aston Villa Win
3-1,28/1,Chelsea v Aston Villa,Aston Villa Win
3-2,28/1,Chelsea v Aston Villa,Aston Villa Win
4-0,100/1,Chelsea v Aston Villa,Aston Villa Win
4-1,70/1,Chelsea v Aston Villa,Aston Villa Win
4-2,80/1,Chelsea v Aston Villa,Aston Villa Win
4-3,100/1,Chelsea v Aston Villa,Aston Villa Win
5-0,150/1,Chelsea v Aston Villa,Aston Villa Win
5-1,125/1,Chelsea v Aston Villa,Aston Villa Win
5-2,150/1,Chelsea v Aston Villa,Aston Villa Win
6-0,150/1,Chelsea v Aston Villa,Aston Villa Win
6-1,150/1,Chelsea v Aston Villa,Aston Villa Win
6-2,150/1,Chelsea v Aston Villa,Aston Villa Win
7-0,150/1,Chelsea v Aston Villa,Aston Villa Win
7-1,150/1,Chelsea v Aston Villa,Aston Villa Win
8-0,150/1,Chelsea v Aston Villa,Aston Villa Win
9-0,150/1,Chelsea v Aston Villa,Aston Villa Win
1-0,13/2,Sunderland v Leeds,Sunderland Win
2-0,11/1,Sunderland v Leeds,Sunderland Win
2-1,8/1,Sunderland v Leeds,Sunderland Win
3-0,22/1,Sunderland v Leeds,Sunderland Win
3-1,20/1,Sunderland v Leeds,Sunderland Win
3-2,28/1,Sunderland v Leeds,Sunderland Win
4-0,60/1,Sunderland v Leeds,Sunderland Win
4-1,55/1,Sunderland v Leeds,Sunderland Win
4-2,80/1,Sunderland v Leeds,Sunderland Win
4-3,100/1,Sunderland v Leeds,Sunderland Win
5-0,125/1,Sunderland v Leeds,Sunderland Win
5-1,100/1,Sunderland v Leeds,Sunderland Win
5-2,125/1,Sunderland v Leeds,Sunderland Win
6-0,150/1,Sunderland v Leeds,Sunderland Win
6-1,150/1,Sunderland v Leeds,Sunderland Win
6-2,150/1,Sunderland v Leeds,Sunderland Win
7-0,150/1,Sunderland v Leeds,Sunderland Win
7-1,150/1,Sunderland v Leeds,Sunderland Win
8-0,150/1,Sunderland v Leeds,Sunderland Win
9-0,150/1,Sunderland v Leeds,Sunderland Win
10-0,150/1,Sunderland v Leeds,Sunderland Win
0-0,15/2,Sunderland v Leeds,Draw
1-1,5/1,Sunderland v Leeds,Draw
2-2,14/1,Sunderland v Leeds,Draw
3-3,60/1,Sunderland v Leeds,Draw
4-4,150/1,Sunderland v Leeds,Draw
1-0,7/1,Sunderland v Leeds,Leeds Win
2-0,12/1,Sunderland v Leeds,Leeds Win
2-1,9/1,Sunderland v Leeds,Leeds Win
3-0,28/1,Sunderland v Leeds,Leeds Win
3-1,25/1,Sunderland v Leeds,Leeds Win
3-2,33/1,Sunderland v Leeds,Leeds Win
4-0,70/1,Sunderland v Leeds,Leeds Win
4-1,66/1,Sunderland v Leeds,Leeds Win
4-2,80/1,Sunderland v Leeds,Leeds Win
4-3,100/1,Sunderland v Leeds,Leeds Win
5-0,125/1,Sunderland v Leeds,Leeds Win
5-1,125/1,Sunderland v Leeds,Leeds Win
5-2,150/1,Sunderland v Leeds,Leeds Win
6-0,150/1,Sunderland v Leeds,Leeds Win
6-1,150/1,Sunderland v Leeds,Leeds Win
6-2,150/1,Sunderland v Leeds,Leeds Win
7-0,150/1,Sunderland v Leeds,Leeds Win
7-1,150/1,Sunderland v Leeds,Leeds Win
8-0,150/1,Sunderland v Leeds,Leeds Win
9-0,150/1,Sunderland v Leeds,Leeds Win
1-0,13/2,Crystal Palace v Tottenham,Crystal Palace Win
2-0,9/1,Crystal Palace v Tottenham,Crystal Palace Win
2-1,15/2,Crystal Palace v Tottenham,Crystal Palace Win
3-0,20/1,Crystal Palace v Tottenham,Crystal Palace Win
3-1,16/1,Crystal Palace v Tottenham,Crystal Palace Win
3-2,25/1,Crystal Palace v Tottenham,Crystal Palace Win
4-0,45/1,Crystal Palace v Tottenham,Crystal Palace Win
4-1,40/1,Crystal Palace v Tottenham,Crystal Palace Win
4-2,60/1,Crystal Palace v Tottenham,Crystal Palace Win
4-3,100/1,Crystal Palace v Tottenham,Crystal Palace Win
5-0,100/1,Crystal Palace v Tottenham,Crystal Palace Win
5-1,90/1,Crystal Palace v Tottenham,Crystal Palace Win
5-2,100/1,Crystal Palace v Tottenham,Crystal Palace Win
6-0,150/1,Crystal Palace v Tottenham,Crystal Palace Win
6-1,150/1,Crystal Palace v Tottenham,Crystal Palace Win
6-2,150/1,Crystal Palace v Tottenham,Crystal Palace Win
7-0,150/1,Crystal Palace v Tottenham,Crystal Palace Win
7-1,150/1,Crystal Palace v Tottenham,Crystal Palace Win
8-0,150/1,Crystal Palace v Tottenham,Crystal Palace Win
9-0,150/1,Crystal Palace v Tottenham,Crystal Palace Win
10-0,150/1,Crystal Palace v Tottenham,Crystal Palace Win
0-0,17/2,Crystal Palace v Tottenham,Draw
1-1,5/1,Crystal Palace v Tottenham,Draw
2-2,12/1,Crystal Palace v Tottenham,Draw
3-3,50/1,Crystal Palace v Tottenham,Draw
4-4,150/1,Crystal Palace v Tottenham,Draw
1-0,17/2,Crystal Palace v Tottenham,Tottenham Win
2-0,14/1,Crystal Palace v Tottenham,Tottenham Win
2-1,9/1,Crystal Palace v Tottenham,Tottenham Win
3-0,35/1,Crystal Palace v Tottenham,Tottenham Win
3-1,25/1,Crystal Palace v Tottenham,Tottenham Win
3-2,28/1,Crystal Palace v Tottenham,Tottenham Win
4-0,80/1,Crystal Palace v Tottenham,Tottenham Win
4-1,66/1,Crystal Palace v Tottenham,Tottenham Win
4-2,80/1,Crystal Palace v Tottenham,Tottenham Win
4-3,100/1,Crystal Palace v Tottenham,Tottenham Win
5-0,150/1,Crystal Palace v Tottenham,Tottenham Win
5-1,125/1,Crystal Palace v Tottenham,Tottenham Win
5-2,150/1,Crystal Palace v Tottenham,Tottenham Win
6-0,150/1,Crystal Palace v Tottenham,Tottenham Win
6-1,150/1,Crystal Palace v Tottenham,Tottenham Win
6-2,150/1,Crystal Palace v Tottenham,Tottenham Win
7-0,150/1,Crystal Palace v Tottenham,Tottenham Win
7-1,150/1,Crystal Palace v Tottenham,Tottenham Win
8-0,150/1,Crystal Palace v Tottenham,Tottenham Win
9-0,150/1,Crystal Palace v Tottenham,Tottenham Win
