assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team,team_h_difficulty,team_a_difficulty,event,xP,position
0.0,0.0,5.0,1.0,14.8,385.0,0.11,0.11,0.0,0.44,1.0,0.0,0.0,2.7,4.6,2024-08-16,90.0,False,9.0,0.0,0.0,0.0,0.0,1.0,0.0,410469.0,1.0,0.0,1.0,8.0,3.0,0.0,0.0,0.0,70.0,True,0.0,0.0,0.0,0.0,90.0,Manchester United,Fulham,1.0,0.0,26602.0,2024.0,666178.0,0.3805783987045288,0.0,1.0,0.0,0.0,0.505109965801239,0.1245315670967102,Manchester United,3.0,3.0,1.0,2.5,MID
0.0,0.0,4.0,0.0,7.3,385.0,0.01,0.01,0.0,1.33,13.0,1.0,0.0,1.1,0.0,2024-08-24,64.0,False,5.0,0.0,0.0,0.0,0.0,2.0,0.0,412866.0,1.0,1.0,2.0,4.0,2.0,-33984.0,21693.0,55677.0,70.0,False,0.0,0.0,0.0,0.0,66.0,Brighton,Manchester United,2.0,1.0,26612.0,2024.0,667717.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester United,3.0,3.0,2.0,2.5,MID
0.0,0.0,18.0,0.0,33.0,385.0,0.59,0.59,0.0,1.73,27.0,3.0,0.0,5.4,12.8,2024-09-01,90.0,False,12.0,0.0,0.0,0.0,0.0,3.0,0.0,313798.0,1.0,3.0,0.0,8.0,2.0,-106841.0,10846.0,117687.0,69.0,True,0.0,0.0,0.0,0.0,90.0,Manchester United,Liverpool,0.0,3.0,26631.0,2024.0,672621.0,0.9978411197662354,0.0,2.0,0.0,0.0,1.0152345895767212,0.5418434739112854,Manchester United,5.0,3.0,3.0,1.8,MID
0.0,0.0,28.0,1.0,14.1,385.0,0.01,0.41,0.4,1.12,38.0,0.0,1.0,9.5,42.8,2024-09-14,72.0,False,17.0,0.0,0.0,0.0,0.0,4.0,0.0,289386.0,1.0,3.0,0.0,38.0,8.0,-36179.0,23824.0,60003.0,69.0,False,0.0,1.0,4.0,0.2599236965179443,77.0,Southampton,Manchester United,0.0,3.0,26632.0,2024.0,673381.0,0.0183580685406923,0.0,1.0,1.0,0.2599236965179443,0.9512239098548888,0.7125238180160522,Manchester United,3.0,2.0,4.0,4.5,MID
0.0,0.0,4.0,0.0,1.7,385.0,0.05,0.05,0.0,0.84,43.0,0.0,0.0,0.4,2.2,2024-09-21,29.0,False,7.0,0.0,0.0,0.0,0.0,5.0,0.0,405441.0,0.0,0.0,0.0,0.0,1.0,101097.0,118652.0,17555.0,69.0,False,0.0,0.0,0.0,0.0,29.0,Crystal Palace,Manchester United,0.0,0.0,26649.0,2024.0,675955.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester United,3.0,3.0,5.0,3.7,MID
0.0,0.0,12.0,0.0,23.5,385.0,0.05,0.05,0.0,2.86,57.0,2.0,0.0,4.2,14.0,2024-09-29,72.0,False,18.0,0.0,0.0,0.0,0.0,6.0,0.0,360701.0,1.0,3.0,0.0,4.0,2.0,-42506.0,24148.0,66654.0,69.0,True,0.0,0.0,0.0,0.0,78.0,Manchester United,Tottenham,0.0,3.0,26660.0,2024.0,678651.0,0.0529291778802871,0.0,1.0,0.0,0.0,0.1507856994867324,0.1507856994867324,Manchester United,4.0,3.0,6.0,3.2,MID
0.0,0.0,7.0,1.0,11.5,385.0,0.01,0.19,0.18,0.28,62.0,0.0,0.0,4.6,6.8,2024-10-06,63.0,False,2.0,0.0,0.0,0.0,0.0,7.0,0.0,319756.0,1.0,0.0,0.0,28.0,2.0,-45739.0,13357.0,59096.0,69.0,False,1.0,0.0,2.0,0.2084538638591766,67.0,Aston Villa,Manchester United,0.0,0.0,26670.0,2024.0,680096.0,0.0228858683258295,0.0,1.0,0.0,0.2084538638591766,0.2455622851848602,0.0142225567251443,Manchester United,3.0,4.0,7.0,3.2,MID
1.0,1.0,27.0,0.0,56.5,385.0,0.35,0.42,0.07,0.86,75.0,1.0,0.0,11.0,33.4,2024-10-19,90.0,False,4.0,0.0,0.0,0.0,0.0,8.0,0.0,335811.0,1.0,1.0,2.0,20.0,6.0,7733.0,34049.0,26316.0,69.0,True,0.0,0.0,2.0,0.1345402002334594,90.0,Manchester United,Brentford,2.0,1.0,26675.0,2024.0,681295.0,0.387787401676178,1.0,3.0,0.0,0.1345402002334594,0.923031747341156,0.4007041156291961,Manchester United,2.0,3.0,8.0,3.3,MID
0.0,0.0,4.0,0.0,21.8,385.0,0.02,0.02,0.0,0.13,90.0,0.0,0.0,2.9,4.8,2024-10-27,58.0,False,19.0,0.0,0.0,0.0,0.0,9.0,0.0,346907.0,1.0,1.0,2.0,2.0,1.0,8950.0,25367.0,16417.0,69.0,False,0.0,0.0,0.0,0.0,62.0,West Ham,Manchester United,2.0,1.0,26690.0,2024.0,683471.0,0.0363263711333274,0.0,1.0,0.0,0.0,0.364836573600769,0.364836573600769,Manchester United,3.0,2.0,9.0,2.8,MID
0.0,0.0,-5.0,1.0,3.8,385.0,0.01,0.24,0.23,0.92,95.0,0.0,0.0,1.9,0.0,2024-11-03,72.0,False,6.0,0.0,0.0,0.0,0.0,10.0,0.0,341175.0,1.0,1.0,1.0,15.0,2.0,-7454.0,24832.0,32286.0,69.0,True,1.0,0.0,2.0,0.2727145254611969,75.0,Manchester United,Chelsea,1.0,1.0,26697.0,2024.0,685864.0,0.0,0.0,0.0,0.0,0.2727145254611969,0.2995056211948395,0.0480085611343383,Manchester United,4.0,3.0,10.0,2.5,MID
