assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team,team_h_difficulty,team_a_difficulty,event
0,0,14,0,23.3,54,0.08,0.29,0.21,2.46,7,1,0,5.7,17.8,2024-08-17,90,0,0,0,0,0,0,0,False,19,0,0,0,0,1,0,786621,1,2,1,16.0,2,0,0,0,50,False,0,0,2,0.1691761612892151,90,AMC,West Ham,Aston Villa,1,2,26608,2024,666472,0.1924305558204651,0,2,0,0.1691761612892151,0.4786719083786011,0.2397341728210449,Aston Villa,3,2,1
0,0,16,0,23.4,54,0.07,0.18,0.11,0.87,11,2,0,5.3,14.4,2024-08-24,90,0,0,0,0,0,0,0,False,1,0,0,0,0,2,0,831058,1,2,0,15.0,2,8365,54529,46164,50,True,0,0,3,0.2029620558023452,90,FW,Aston Villa,Arsenal,0,2,26618,2024,668268,0.4343551397323608,0,2,0,0.2029620558023452,0.7491747736930847,0.1118575856089592,Aston Villa,5,4,2
0,0,9,0,15.1,54,0.2,0.2,0.0,0.45,26,1,0,2.3,7.4,2024-08-31,90,0,0,0,0,0,0,0,False,11,0,0,0,0,3,0,1402281,1,2,1,0.0,2,527279,610894,83615,51,False,0,0,0,0.0,90,FW,Leicester,Aston Villa,1,2,26626,2024,671836,0.367504358291626,0,1,0,0.0,0.367504358291626,0.0,Aston Villa,3,1,3
0,0,3,0,12.4,54,0.04,0.27,0.23,0.9,31,2,0,8.9,21.2,2024-09-14,90,0,0,0,0,0,0,0,False,8,0,0,0,0,4,0,1625941,1,2,3,55.0,2,213093,366774,153681,51,True,0,0,4,0.5155586004257202,90,AMC,Aston Villa,Everton,3,2,26638,2024,673929,0.1019778847694397,0,1,0,0.5155586004257202,1.6306822299957275,1.0363284349441528,Aston Villa,3,4,4
2,3,34,0,35.3,54,0.6,0.6,0.0,0.51,41,1,0,9.4,42.2,2024-09-21,90,0,0,0,0,0,0,0,False,20,0,0,0,0,5,0,1639922,1,1,3,16.0,10,13611,100954,87343,51,True,1,0,0,0.0,90,AMC,Aston Villa,Wolverhampton Wanderers,3,1,26647,2024,675753,1.1093136072158811,2,3,0,0.0,1.4745535850524902,0.9554225206375122,Aston Villa,3,4,5
0,0,14,0,2.5,54,0.14,0.38,0.24,0.55,56,1,1,6.3,29.6,2024-09-29,63,0,0,0,0,0,0,0,False,10,0,0,0,0,6,0,1942675,1,2,2,31.0,7,284582,388357,103775,52,False,0,1,2,0.3770438432693481,67,AMC,Ipswich,Aston Villa,2,2,26659,2024,678383,0.0,0,0,1,0.3770438432693481,0.944752275943756,0.567708432674408,Aston Villa,3,2,6
0,0,4,1,14.1,54,0.02,0.07,0.05,0.52,62,0,0,2.8,1.4,2024-10-06,90,0,0,0,0,0,0,0,False,14,0,0,0,0,7,0,2198776,1,0,0,12.0,3,248533,309236,60703,53,True,0,0,2,0.1798357814550399,90,AMC,Aston Villa,Manchester United,0,0,26670,2024,680081,0.0324515402317047,0,1,0,0.1798357814550399,0.2921434640884399,0.1652424335479736,Aston Villa,2,4,7
0,0,18,0,15.3,54,0.19,0.84,0.65,1.57,72,1,1,7.2,33.8,2024-10-19,82,0,0,0,0,0,0,0,False,9,0,0,0,0,8,0,2293893,1,3,1,23.0,6,89360,165264,75904,53,False,1,1,3,0.495184063911438,87,AMC,Fulham,Aston Villa,1,3,26673,2024,681341,0.0251479931175708,0,1,1,0.495184063911438,0.8647978901863098,0.3696138560771942,Aston Villa,3,3,8
0,0,-2,0,12.6,54,0.08,0.16,0.08,0.18,82,0,0,1.9,0.6,2024-10-26,56,0,0,0,0,0,0,0,False,3,0,0,0,0,9,0,2501552,1,1,1,6.0,1,194741,221984,27243,54,True,0,0,1,0.1068822219967842,62,AMC,Aston Villa,Bournemouth,1,1,26684,2024,682968,0.0584600865840911,0,1,0,0.1068822219967842,0.2406543344259262,0.0753120258450508,Aston Villa,3,4,9
0,2,33,0,20.9,54,0.02,0.77,0.75,0.96,99,1,1,9.4,38.6,2024-11-03,68,0,0,0,0,0,0,0,False,18,0,0,0,0,10,0,2396567,1,1,4,34.0,9,-94793,84119,178912,54,False,0,1,2,0.9392834901809692,70,AMC,Tottenham,Aston Villa,4,1,26700,2024,685538,0.4321775734424591,0,2,1,0.9392834901809692,0.4561370313167572,0.0,Aston Villa,3,3,10
0,0,-1,0,28.8,54,0.03,0.22,0.19,2.02,105,2,0,4.1,4.0,2024-11-09,90,0,0,0,0,0,0,0,False,12,0,0,0,0,11,0,2332069,1,0,2,8.0,1,-62826,94131,156957,54,False,1,0,1,0.058744627982378,90,AMC,Liverpool,Aston Villa,2,0,26707,2024,686992,0.0738702788949012,0,2,0,0.058744627982378,0.1326149106025695,0.0248513836413621,Aston Villa,3,5,11
0,0,5,0,19.1,54,0.05,0.23,0.18,1.23,112,2,0,4.7,8.2,2024-11-23,81,0,0,0,0,0,0,0,False,7,0,0,0,0,12,0,2423480,1,2,2,20.0,2,69806,177597,107791,54,True,0,0,1,0.0961086004972457,87,AMC,Aston Villa,Crystal Palace,2,2,26716,2024,688430,0.0488728880882263,0,1,0,0.0961086004972457,0.2479932904243469,0.1030117943882942,Aston Villa,3,4,12
0,0,7,0,3.2,54,0.0,0.0,0.0,0.94,123,2,0,0.4,1.2,2024-12-01,65,0,0,0,0,0,0,0,False,6,0,0,0,0,13,0,2286614,1,0,3,0.0,2,-126237,59723,185960,54,False,0,0,0,0.0,71,AMC,Chelsea,Aston Villa,3,0,26724,2024,690698,0.0,0,0,0,0.0,0.299271285533905,0.299271285533905,Aston Villa,3,4,13
0,1,34,0,39.7,54,0.33,0.57,0.24,0.96,132,1,1,10.4,42.8,2024-12-04,86,0,0,0,0,0,0,0,False,4,0,0,0,0,14,0,2205736,1,1,3,21.0,8,-93335,71291,164626,53,True,0,1,3,0.2161572724580764,90,AML,Aston Villa,Brentford,3,1,26734,2024,691547,0.3029485046863556,0,3,1,0.2161572724580764,1.247830510139465,0.8933869004249573,Aston Villa,3,4,14
0,0,7,1,50.3,54,0.56,0.72,0.16,0.33,141,0,0,7.8,14.0,2024-12-07,90,0,0,0,0,0,0,0,False,17,0,0,0,0,15,0,2433903,1,0,1,14.0,2,208876,244718,35842,53,True,1,0,3,0.1263557523488998,90,AML,Aston Villa,Southampton,1,0,26742,2024,692170,0.3293689489364624,0,3,0,0.1263557523488998,0.5920677781105042,0.1363430470228195,Aston Villa,1,4,15
0,0,7,0,12.9,54,0.06,0.08,0.02,1.78,158,2,0,3.5,4.8,2024-12-14,90,0,0,0,0,0,0,0,False,16,0,0,0,0,16,0,2312518,1,1,2,17.0,2,-108680,54654,163334,54,False,0,0,1,0.0454938076436519,90,AMC,Nottingham Forest,Aston Villa,2,1,26761,2024,693899,0.0299912616610527,0,1,0,0.0454938076436519,0.1151951476931572,0.0397100821137428,Aston Villa,3,4,16
1,3,50,1,30.6,54,0.23,0.56,0.33,0.73,161,0,1,12.6,60.0,2024-12-21,90,0,0,0,0,0,0,0,False,13,0,0,0,0,17,0,2006707,1,1,2,35.0,14,-305564,26283,331847,53,True,0,1,4,0.7140070199966431,90,AML,Aston Villa,Manchester City,2,1,26762,2024,695021,0.5055661201477051,1,2,1,0.7140070199966431,1.3165684938430786,0.6025614142417908,Aston Villa,4,4,17
0,0,9,0,0.4,54,0.0,0.0,0.0,2.49,177,2,0,0.6,3.4,2024-12-26,68,0,0,0,0,0,0,0,False,15,0,0,0,0,18,0,2352964,1,0,3,2.0,2,327600,363066,35466,54,False,0,0,0,0.0,73,AML,Newcastle United,Aston Villa,3,0,26778,2024,696230,0.0,0,0,0,0.0,0.0,0.0,Aston Villa,3,4,18
1,2,34,0,14.8,54,0.17,0.29,0.12,1.13,181,2,1,9.4,39.4,2024-12-30,90,0,0,0,0,0,0,0,False,5,0,0,0,0,19,0,2621178,1,2,2,40.0,11,263586,314637,51051,55,True,1,1,2,0.0678399354219436,90,AML,Aston Villa,Brighton,2,2,26782,2024,696988,0.1469765603542328,0,1,1,0.0678399354219436,0.2068012356758117,0.04600365832448,Aston Villa,3,4,19
1,0,16,1,13.4,54,0.06,0.13,0.07,1.14,203,0,0,5.3,26.0,2025-01-15,90,0,0,0,0,0,0,0,False,8,0,0,0,0,21,0,2490604,1,1,0,14.0,6,143638,252067,108429,55,False,0,0,2,0.1274910867214203,90,AMR,Everton,Aston Villa,0,1,26804,2024,699279,0.2104542255401611,1,1,0,0.1274910867214203,0.3379453122615814,0.0,Aston Villa,3,3,21
0,0,-4,0,11.2,54,0.03,0.03,0.0,1.33,211,2,0,1.4,3.2,2025-01-18,90,0,0,0,0,0,0,0,False,1,0,0,0,0,22,0,2490841,1,2,2,0.0,1,2976,102572,99596,55,False,1,0,0,0.0,90,AMR,Arsenal,Aston Villa,2,2,26812,2024,700193,0.0699855759739875,0,1,0,0.0,0.1350548416376114,0.0650692656636238,Aston Villa,3,5,22
