assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position,team_h_difficulty,team_a_difficulty,event
0,0,-2,0,0.4,582,0.0,0.0,0.0,0.72,31,1,0,0.4,4.0,2024-09-14,26,0,0,0,0,0,0,0,False,2,0,0,0,0,4,0,21703,0,2,3,0.0,0,-4090,416,4506,49,False,1,582,,,Jake O'Brien,0,0,0.0,19,Sub,Aston Villa,Everton,3,2,26638,2024,673950,0.0,0,0,0,0.0,0.1042647957801818,0.1042647957801818,26638,Everton,Jake O'Brien,Jake O&#039;Brien,DEF,3,4,4
0,0,3,0,0.1,582,0.0,0.0,0.0,0.1,126,0,0,0.1,1.0,2024-12-01,8,0,0,0,0,0,0,0,False,14,0,0,0,0,13,0,16830,0,0,4,0.0,1,-328,136,464,46,False,0,582,,,Jake O'Brien,0,0,0.0,6,Sub,Manchester United,Everton,4,0,26727,2024,690670,0.0,0,0,0,0.0,0.0,0.0,26727,Everton,Jake O'Brien,Jake O&#039;Brien,DEF,3,3,13
0,0,3,0,0.3,582,0.01,0.01,0.0,0.0,203,0,0,0.5,4.2,2025-01-15,7,0,0,0,0,0,0,0,False,2,0,0,0,0,21,0,16024,0,1,0,0.0,1,-269,150,419,46,True,0,582,,,Jake O'Brien,0,0,0.0,6,Sub,Everton,Aston Villa,0,1,26804,2024,699270,0.0,0,0,0,0.0,0.0,0.0,26804,Everton,Jake O'Brien,Jake O&#039;Brien,DEF,3,3,21
0,0,10,0,16.3,582,0.03,0.03,0.0,0.86,214,1,0,4.1,21.0,2025-01-19,87,0,0,0,0,0,0,0,False,18,0,0,0,0,22,0,15974,1,2,3,4.0,2,-114,69,183,45,True,0,582,,,Jake O'Brien,0,0,0.0,90,DR,Everton,Tottenham,3,2,26815,2024,700441,0.1224970817565918,0,1,0,0.0,0.5232230424880981,0.4007259607315063,26815,Everton,Jake O'Brien,Jake O&#039;Brien,DEF,2,3,22
0,0,28,1,0.4,582,0.0,0.0,0.0,0.73,223,0,0,2.4,23.4,2025-01-25,90,0,0,0,0,0,0,0,False,5,0,0,0,0,23,0,16639,1,1,0,0.0,5,450,736,286,45,False,1,582,,,Jake O'Brien,0,0,0.0,90,DR,Brighton,Everton,0,1,26824,2024,701421,0.0,0,0,0,0.0,0.0,0.0,26824,Everton,Jake O'Brien,Jake O&#039;Brien,DEF,3,3,23
0,0,22,1,0.9,582,0.01,0.01,0.0,0.33,235,0,0,0.9,8.2,2025-02-01,90,0,0,0,0,0,0,0,False,11,0,0,0,0,24,0,24063,1,0,4,0.0,6,6457,6880,423,45,True,0,582,,,Jake O'Brien,0,0,0.0,90,DR,Everton,Leicester,4,0,26836,2024,703324,0.0,0,0,0,0.0,0.917668342590332,0.917668342590332,26836,Everton,Jake O'Brien,Jake O&#039;Brien,DEF,1,3,24
0,0,7,0,2.5,582,0.01,0.01,0.0,1.72,243,1,0,1.8,13.6,2025-02-15,90,0,0,0,0,0,0,0,False,7,0,0,0,0,25,0,24054,1,2,1,2.0,2,311,1490,1179,45,False,0,582,,,Jake O'Brien,0,0,0.0,90,DR,Crystal Palace,Everton,1,2,26844,2024,706409,0.0,0,0,0,0.0,0.1153168901801109,0.1153168901801109,26844,Everton,Jake O'Brien,Jake O&#039;Brien,DEF,3,3,25
0,0,8,0,21.6,582,0.05,0.05,0.0,0.41,254,2,0,4.5,19.2,2025-02-22,90,0,0,0,0,0,0,0,False,14,0,0,0,0,26,0,25024,1,2,2,4.0,0,761,1345,584,45,True,1,582,,,Jake O'Brien,0,0,0.0,90,DR,Everton,Manchester United,2,2,26855,2024,707516,0.3133020401000976,0,1,0,0.0,0.7654145956039429,0.4521125853061676,26855,Everton,Jake O'Brien,Jake O&#039;Brien,DEF,2,3,26
0,2,24,0,2.3,582,0.01,0.25,0.24,1.48,261,1,1,8.6,62.8,2025-02-26,90,0,0,0,0,0,0,0,False,4,0,0,0,0,27,0,24968,1,1,1,21.0,10,-130,834,964,45,False,0,582,,,Jake O'Brien,1,1,0.2715067565441131,90,DR,Brentford,Everton,1,1,26862,2024,709131,0.0,0,0,1,0.2715067565441131,0.2715067565441131,0.0,26862,Everton,Jake O'Brien,Jake O&#039;Brien,DEF,3,3,27
0,0,7,0,11.3,582,0.02,0.02,0.0,0.77,280,1,0,3.1,15.2,2025-03-08,90,0,0,0,0,0,0,0,False,20,0,0,0,0,28,0,31141,1,1,1,4.0,2,5577,6183,606,45,False,0,582,,,Jake O'Brien,0,0,0.0,90,DR,Wolverhampton Wanderers,Everton,1,1,26881,2024,711711,0.0622121915221214,0,1,0,0.0,0.3875848054885864,0.3253726065158844,26881,Everton,Jake O'Brien,Jake O&#039;Brien,DEF,3,3,28
0,2,27,0,44.6,582,0.12,0.44,0.32,0.83,284,1,1,14.5,56.0,2025-03-15,90,0,0,0,0,0,0,0,False,19,0,0,0,0,29,0,42118,1,1,1,44.0,10,3323,4216,893,45,True,0,582,,,Jake O'Brien,1,2,0.5704841613769531,90,DR,Everton,West Ham,1,1,26885,2024,712949,0.1696451157331466,0,3,1,0.5704841613769531,0.2832389771938324,0.233773648738861,26885,Everton,Jake O'Brien,Jake O&#039;Brien,DEF,2,3,29
