assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team,team_h_difficulty,team_a_difficulty,event
0,0,2,0,4.1,625,0.05,0.05,0.0,0.0,17,0,0,0.8,0.0,2024-08-24,19,0,0,0,0,0,0,0,False,10,0,0,0,0,2,0,8404,0,1,4,4.0,1,5879,6488,609,65,True,0,0,0,0.0,14,Sub,Manchester City,Ipswich,4,1,26615,2024,668081,0.0,0,0,0,0.0,0.0,0.0,Manchester City,2,4,2
0,0,6,0,17.8,625,0.14,0.14,0.0,0.44,30,0,0,2.2,4.2,2024-08-31,22,0,0,0,0,0,0,0,False,19,0,0,0,0,3,0,28956,0,3,1,0.0,1,13740,20117,6377,65,False,0,0,0,0.0,20,Sub,West Ham,Manchester City,1,3,26628,2024,672028,0.1531204432249069,0,1,0,0.0,0.4832398593425751,0.4832398593425751,Manchester City,4,2,3
0,0,13,0,55.0,625,0.16,0.24,0.08,0.96,37,1,0,8.6,16.2,2024-09-14,90,0,0,0,0,0,0,0,False,4,0,0,0,0,4,0,31139,1,1,2,15.0,2,-1322,8231,9553,65,True,0,0,2,0.0548128634691238,90,DMC,Manchester City,Brentford,2,1,26637,2024,673678,0.2190131247043609,0,4,0,0.0548128634691238,0.8027090430259705,0.6859424114227295,Manchester City,3,4,4
0,0,9,0,36.2,625,0.16,0.35,0.19,0.65,47,2,0,4.8,3.0,2024-09-22,90,0,0,0,0,0,0,0,False,1,0,0,0,0,5,0,35485,1,2,2,9.0,2,2235,7190,4955,65,True,0,0,2,0.3754572868347168,90,MC,Manchester City,Arsenal,2,2,26651,2024,676589,0.0918989479541778,0,2,0,0.3754572868347168,0.9009043574333192,0.8749908804893494,Manchester City,5,4,5
0,0,15,0,30.0,625,0.25,0.36,0.11,1.37,58,1,0,5.4,13.2,2024-09-28,65,0,0,0,0,0,0,0,False,15,0,0,0,0,6,0,51444,1,1,1,11.0,2,13004,20229,7225,65,False,0,0,2,0.1003891006112098,67,AMC,Newcastle United,Manchester City,1,1,26652,2024,677454,0.0880469158291816,0,2,0,0.1003891006112098,0.6193749308586121,0.4764577150344848,Manchester City,4,4,6
0,0,10,0,24.5,625,0.07,0.53,0.46,2.6,69,2,0,3.6,3.6,2024-10-05,88,0,0,0,0,0,0,0,False,9,0,0,0,0,7,0,62982,1,2,3,8.0,2,8835,18525,9690,65,True,0,0,2,0.440762460231781,90,MC,Manchester City,Fulham,3,2,26664,2024,679458,0.0287301614880561,0,1,0,0.440762460231781,0.6584008932113647,0.2176384031772613,Manchester City,3,4,7
0,0,13,0,50.7,625,0.15,0.56,0.42,0.97,80,1,0,10.3,9.2,2024-10-20,90,0,0,0,0,0,0,0,False,20,0,0,0,0,8,0,70670,1,2,1,43.0,2,5311,13941,8630,65,False,0,0,3,0.3264277577400207,90,MC,Wolverhampton Wanderers,Manchester City,1,2,26681,2024,681896,0.1564395278692245,0,3,0,0.3264277577400207,0.5329199433326721,0.2387695163488388,Manchester City,4,3,8
0,0,5,0,1.2,625,0.0,0.0,0.0,0.04,89,0,0,0.3,2.2,2024-10-26,4,0,0,0,0,0,0,0,False,17,0,0,0,0,9,0,77226,0,0,1,0.0,1,5443,12365,6922,65,True,0,0,0,0.0,3,Sub,Manchester City,Southampton,1,0,26683,2024,682941,0.0,0,0,0,0.0,0.4260247349739074,0.4260247349739074,Manchester City,1,4,9
1,0,25,0,32.8,625,0.23,0.23,0.0,2.04,91,2,0,6.5,26.6,2024-11-02,84,0,0,0,0,0,0,0,False,3,0,0,0,0,10,0,69806,1,1,2,6.0,5,-8252,6717,14969,65,False,0,0,0,0.0,86,MC,Bournemouth,Manchester City,2,1,26692,2024,684985,0.1452018767595291,1,2,0,0.0,0.2513927519321441,0.2513927519321441,Manchester City,4,3,10
0,0,13,1,9.7,625,0.01,0.01,0.0,1.46,102,0,0,2.0,4.6,2024-11-09,71,0,0,0,0,0,0,0,False,5,0,0,0,0,11,0,65989,1,1,2,6.0,3,-5231,5135,10366,65,False,0,0,0,0.0,74,MC,Brighton,Manchester City,2,1,26703,2024,686871,0.0,0,0,0,0.0,0.1470353007316589,0.1470353007316589,Manchester City,4,3,11
0,0,18,0,36.8,625,0.1,0.2,0.1,2.51,118,4,0,7.3,19.0,2024-11-23,90,0,0,0,0,0,0,0,False,18,0,0,0,0,12,0,63345,1,4,0,17.0,2,-4290,4729,9019,65,True,0,0,1,0.2781925201416015,90,MC,Manchester City,Tottenham,0,4,26720,2024,688672,0.0536763407289981,0,2,0,0.2781925201416015,1.2509907484054563,0.972798228263855,Manchester City,2,4,12
0,0,9,0,3.5,625,0.03,0.03,0.0,2.29,125,1,0,0.6,2.0,2024-12-01,57,0,0,0,0,0,0,0,False,12,0,0,0,0,13,0,57920,1,0,2,0.0,1,-6102,2003,8105,65,False,0,0,0,0.0,61,DMC,Liverpool,Manchester City,2,0,26726,2024,690877,0.0,0,0,0,0.0,0.1601980179548263,0.1601980179548263,Manchester City,4,5,13
0,0,17,1,30.8,625,0.13,0.19,0.06,1.04,138,0,0,5.2,15.6,2024-12-04,90,0,0,0,0,0,0,0,False,16,0,0,0,0,14,0,55585,1,0,3,6.0,2,-3107,2665,5772,65,True,1,0,1,0.0213616695255041,90,DMC,Manchester City,Nottingham Forest,3,0,26739,2024,691390,0.0257660057395696,0,1,0,0.0213616695255041,0.1584179997444152,0.1112903207540512,Manchester City,4,4,14
0,0,13,0,12.3,625,0.11,0.24,0.13,1.34,143,2,0,3.1,12.2,2024-12-07,90,0,0,0,0,0,0,0,False,7,0,0,0,0,15,0,53531,1,2,2,6.0,2,-2680,2343,5023,65,False,0,0,2,0.097176544368267,90,DMC,Crystal Palace,Manchester City,2,2,26747,2024,692209,0.0,0,0,0,0.097176544368267,0.936303734779358,0.8986764550209045,Manchester City,4,3,15
0,0,14,0,18.5,625,0.03,0.03,0.0,1.53,156,1,0,3.5,12.2,2024-12-15,88,0,0,0,0,0,0,0,False,14,0,0,0,0,16,0,50283,1,2,1,4.0,2,-3968,1665,5633,65,True,0,0,0,0.0,90,DMC,Manchester City,Manchester United,1,2,26753,2024,694441,0.0789900198578834,0,1,0,0.0,0.1711134016513824,0.1711134016513824,Manchester City,2,4,16
0,0,8,0,17.9,625,0.04,0.04,0.0,1.59,161,2,0,2.6,2.4,2024-12-21,72,0,0,0,0,0,0,0,False,2,0,0,0,0,17,0,48733,1,1,2,6.0,2,-2153,1465,3618,65,False,0,0,0,0.0,74,DMC,Aston Villa,Manchester City,2,1,26762,2024,695031,0.0451616160571575,0,1,0,0.0,0.5406162738800049,0.4954546689987182,Manchester City,4,4,17
0,0,3,0,1.8,625,0.62,0.62,0.0,0.08,176,0,0,0.5,1.0,2024-12-26,5,0,0,0,0,0,0,0,False,8,0,0,0,0,18,0,47316,0,1,1,2.0,1,-1968,2066,4034,65,True,0,0,0,0.0,4,Sub,Manchester City,Everton,1,1,26777,2024,696133,0.0,0,0,0,0.0,0.0803732424974441,0.0803732424974441,Manchester City,3,4,18
0,0,2,0,2.5,625,0.01,0.01,0.0,0.78,197,1,0,0.6,3.8,2025-01-04,29,0,0,0,0,0,0,0,False,19,0,0,0,0,20,0,43883,0,1,4,0.0,1,-2706,1011,3717,64,True,0,0,0,0.0,28,Sub,Manchester City,West Ham,4,1,26798,2024,697287,0.0,0,0,0,0.0,0.0,0.0,Manchester City,2,4,20
0,0,5,0,11.0,625,0.04,0.04,0.0,1.17,202,2,0,2.1,3.6,2025-01-14,14,0,0,0,0,0,0,0,False,4,0,0,0,0,21,0,42243,0,2,2,6.0,1,-2134,595,2729,64,False,0,0,0,0.0,13,Sub,Brentford,Manchester City,2,2,26803,2024,699018,0.1188452839851379,0,1,0,0.0,0.3231436312198639,0.2042983472347259,Manchester City,4,3,21
0,0,19,1,23.4,625,0.33,0.33,0.0,0.58,215,0,0,4.5,13.6,2025-01-19,90,0,0,0,0,0,0,0,False,10,0,0,0,0,22,0,41412,1,6,0,8.0,3,-1086,303,1389,64,False,0,0,0,0.0,90,DMC,Ipswich,Manchester City,0,6,26816,2024,700773,0.0349198579788208,0,1,0,0.0,1.615279197692871,1.5803593397140503,Manchester City,4,2,22
0,0,21,0,19.8,625,0.19,0.23,0.04,1.8,227,1,0,4.0,13.4,2025-01-25,90,0,0,0,0,0,0,0,False,6,0,0,0,0,23,0,40895,1,1,3,7.0,2,-983,612,1595,64,True,0,0,1,0.0285391602665185,90,MC,Manchester City,Chelsea,3,1,26828,2024,701655,0.2789986133575439,0,1,0,0.0285391602665185,1.175902247428894,1.1473631858825684,Manchester City,3,4,23
1,0,25,1,36.3,625,0.1,0.1,0.0,0.48,247,0,0,6.3,26.2,2025-02-15,86,0,0,0,0,0,0,0,False,15,0,0,0,0,25,0,41338,1,0,4,0.0,6,-917,873,1790,63,True,0,0,0,0.0,88,DMC,Manchester City,Newcastle United,4,0,26848,2024,706217,0.1149407550692558,1,2,0,0.0,0.590220034122467,0.5011265873908997,Manchester City,4,4,25
0,0,3,0,2.3,625,0.01,0.01,0.0,0.15,258,0,0,0.5,0.2,2025-02-23,13,0,0,0,0,0,0,0,False,12,0,0,0,0,26,0,42074,0,2,0,2.0,1,367,1245,878,63,True,0,0,0,0.0,11,Sub,Manchester City,Liverpool,0,2,26859,2024,727044,0.0,0,0,0,0.0,0.0,0.0,Manchester City,5,4,26
0,0,3,0,0.0,625,0.0,0.0,0.0,0.24,265,0,0,0.0,0.0,2025-02-26,1,0,0,0,0,0,0,0,False,18,0,0,0,0,27,0,41757,0,1,0,0.0,1,-490,335,825,63,False,0,0,0,0.0,1,Sub,Tottenham,Manchester City,0,1,26865,2024,709200,0.0,0,0,0,0.0,0.0,0.0,Manchester City,4,3,27
1,2,29,0,60.5,625,0.14,0.23,0.09,2.04,288,2,0,9.7,24.4,2025-03-15,90,0,0,0,0,0,0,0,False,5,0,0,0,0,29,0,42149,1,2,2,12.0,7,-80,584,664,63,True,0,0,2,0.1156974509358406,90,DMC,Manchester City,Brighton,2,2,26889,2024,713014,0.4132052361965179,1,4,0,0.1156974509358406,0.8103733062744141,0.663844108581543,Manchester City,3,4,29
0,0,17,1,43.5,625,0.41,0.51,0.1,0.07,298,0,0,6.5,17.4,2025-04-02,90,0,0,0,0,0,0,0,False,11,0,0,0,0,30,0,45478,1,0,2,4.0,3,2955,3908,953,63,True,0,0,1,0.0503969676792621,90,DMC,Manchester City,Leicester,2,0,26898,2024,716116,0.1821373254060745,0,2,0,0.0503969676792621,0.5285899639129639,0.4781929850578308,Manchester City,1,4,30
0,0,7,1,6.9,625,0.03,0.06,0.03,0.51,308,0,0,1.0,2.0,2025-04-06,73,0,0,0,0,0,0,0,False,14,0,0,0,0,31,0,44956,1,0,0,1.0,3,-452,667,1119,63,False,0,0,1,0.0209931675344705,76,MC,Manchester United,Manchester City,0,0,26909,2024,717811,0.0,0,0,0,0.0209931675344705,0.078421339392662,0.0574281699955463,Manchester City,4,3,31
