assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position,team_h_difficulty,team_a_difficulty,event
0,0,-1,0,6.1,267,0.02,0.02,0.0,2.65,4,2,0,2.1,14.8,2024-08-17,90,0,0,0,0,0,0,0,False,12,0,0,0,0,1,0,155392,1,2,0,0.0,1,0,0,0,45,True,0,267,,,0,0,0.0,90,DL,Ipswich,Liverpool,0,2,26603,2024,666236,0.0,0,0,0,0.0,0.0,0.0,26603,Ipswich,Leif Davis,Leif Davis,DEF,5,2,1
0,0,-9,0,0.4,267,0.1,0.1,0.0,3.34,17,4,0,1.0,5.4,2024-08-24,90,0,0,0,0,0,0,0,False,13,0,0,0,0,2,0,157771,1,1,4,4.0,0,-5466,6110,11576,45,False,0,267,,,0,0,0.0,90,DL,Manchester City,Ipswich,4,1,26615,2024,668091,0.0,0,0,0,0.0,0.0,0.0,26615,Ipswich,Leif Davis,Leif Davis,DEF,2,4,2
1,2,31,0,44.6,267,0.21,0.26,0.05,0.95,25,1,0,7.9,30.6,2024-08-31,90,0,0,0,0,0,0,0,False,9,0,0,0,0,3,0,152917,1,1,1,4.0,7,-7185,10245,17430,45,True,0,267,,,0,1,0.0632911771535873,90,DL,Ipswich,Fulham,1,1,26625,2024,671784,0.3391848802566528,1,3,0,0.0632911771535873,0.1278997659683227,0.085615798830986,26625,Ipswich,Leif Davis,Leif Davis,DEF,3,2,3
0,0,23,1,13.8,267,0.15,0.17,0.02,1.66,33,0,0,4.0,21.0,2024-09-14,90,0,0,0,0,0,0,0,False,5,0,0,0,0,4,0,176521,1,0,0,5.0,6,17615,40326,22711,45,False,0,267,,,0,1,0.0420031063258647,90,DL,Brighton,Ipswich,0,0,26633,2024,673660,0.031203418970108,0,1,0,0.0420031063258647,0.0,0.0,26633,Ipswich,Leif Davis,Leif Davis,DEF,2,3,4
0,0,11,0,36.9,267,0.06,0.25,0.19,2.49,48,1,0,7.1,14.6,2024-09-21,90,0,0,0,0,0,0,0,False,17,0,0,0,0,5,0,206391,1,1,1,19.0,2,26129,34960,8831,45,False,0,267,,,0,1,0.0614283345639705,90,DL,Southampton,Ipswich,1,1,26643,2024,675644,0.124955914914608,0,3,0,0.0614283345639705,0.0614283345639705,0.0,26643,Ipswich,Leif Davis,Leif Davis,DEF,2,1,5
0,1,22,0,88.1,267,0.48,0.52,0.04,0.82,56,2,0,11.4,22.0,2024-09-29,90,0,0,0,0,0,0,0,False,2,0,0,0,0,6,0,213675,1,2,2,4.0,2,6145,34985,28840,45,True,0,267,,,0,1,0.0421013236045837,90,DL,Ipswich,Aston Villa,2,2,26659,2024,678363,0.9696796536445618,0,7,0,0.0421013236045837,0.7136860489845276,0.1066927835345268,26659,Ipswich,Leif Davis,Leif Davis,DEF,3,2,6
0,0,6,0,42.2,267,0.34,0.34,0.0,3.79,70,4,0,5.7,14.6,2024-10-05,90,0,0,0,0,0,0,0,False,19,0,0,0,0,7,0,243083,1,1,4,0.0,0,26098,39765,13667,45,False,0,267,,,0,0,0.0,90,DL,West Ham,Ipswich,4,1,26665,2024,679502,0.669628381729126,0,3,0,0.0,0.141984686255455,0.1289764642715454,26665,Ipswich,Leif Davis,Leif Davis,DEF,2,2,7
0,0,9,0,41.0,267,0.23,0.23,0.0,1.74,73,2,0,5.4,12.8,2024-10-19,90,0,0,0,0,0,0,0,False,8,0,0,0,0,8,0,253980,1,2,0,0.0,1,9655,25392,15737,45,True,0,267,,,0,0,0.0,90,DL,Ipswich,Everton,0,2,26674,2024,681416,0.2247985005378723,0,3,0,0.0,0.5103933811187744,0.500211238861084,26674,Ipswich,Leif Davis,Leif Davis,DEF,3,2,8
1,0,5,0,32.8,267,0.16,0.32,0.16,4.11,83,4,0,6.1,23.4,2024-10-26,90,0,0,0,0,0,0,0,False,4,0,0,0,0,9,0,239212,1,3,4,5.0,2,-14073,4481,18554,45,False,1,267,,,0,3,0.0885870456695556,90,DL,Brentford,Ipswich,4,3,26685,2024,683009,0.4651331305503845,1,2,0,0.0885870456695556,0.5395716428756714,0.0,26685,Ipswich,Leif Davis,Leif Davis,DEF,2,3,9
0,2,24,0,40.6,267,0.22,0.31,0.09,1.55,93,1,1,11.6,56.0,2024-11-02,90,0,0,0,0,0,0,0,False,11,0,0,0,0,10,0,243713,1,1,1,19.0,10,942,16479,15537,45,True,0,267,,,1,1,0.064480148255825,90,DL,Ipswich,Leicester,1,1,26695,2024,684995,0.2763595581054687,0,3,1,0.064480148255825,0.2019380778074264,0.1053311750292778,26695,Ipswich,Leif Davis,Leif Davis,DEF,1,2,10
