assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position,team_h_difficulty,team_a_difficulty,event
0,0,11,0,3.2,553,0.02,0.02,0.0,1.24,2,2,0,1.2,8.6,2024-08-17,83,0,0,0,0,0,0,0,False,1,0,0,0,0,1,0,11511,1,0,2,0.0,1,0,0,0,50,False,1,553,,,João Victor Gomes da Silva,0,0,0.0,85,DMC,Arsenal,Wolverhampton Wanderers,2,0,26604,2024,666314,0.0,0,0,0,0.0,0.2483385056257248,0.2483385056257248,26604,Wolverhampton Wanderers,João Victor Gomes da Silva,João Gomes,MID,3,5,1
0,0,7,0,6.2,553,0.02,0.04,0.02,1.56,20,6,0,2.0,13.2,2024-08-25,90,0,0,0,0,0,0,0,False,6,0,0,0,0,2,0,12488,1,6,2,1.0,2,-750,765,1515,50,True,0,553,,,João Victor Gomes da Silva,0,1,0.0159965883940458,90,DMC,Wolverhampton Wanderers,Chelsea,2,6,26619,2024,668737,0.0,0,0,0,0.0159965883940458,0.657800555229187,0.657800555229187,26619,Wolverhampton Wanderers,João Victor Gomes da Silva,João Gomes,MID,3,3,2
0,0,-3,0,3.5,553,0.01,0.07,0.06,0.36,29,1,0,0.8,3.4,2024-08-31,59,0,0,0,0,0,0,0,False,16,0,0,0,0,3,0,12372,1,1,1,1.0,0,-851,956,1807,50,False,1,553,,,João Victor Gomes da Silva,0,1,0.0240380223840475,62,MC,Nottingham Forest,Wolverhampton Wanderers,1,1,26627,2024,671864,0.0,0,0,0,0.0240380223840475,0.0486552864313125,0.024617264047265,26627,Wolverhampton Wanderers,João Victor Gomes da Silva,João Gomes,MID,3,4,3
0,0,17,0,11.0,553,0.02,0.07,0.05,1.21,40,2,0,2.9,12.4,2024-09-15,90,0,0,0,0,0,0,0,False,15,0,0,0,0,4,0,11830,1,2,1,6.0,2,-1100,1051,2151,49,True,0,553,,,João Victor Gomes da Silva,0,1,0.0358638763427734,90,MC,Wolverhampton Wanderers,Newcastle United,1,2,26641,2024,674617,0.0,0,0,0,0.0358638763427734,0.906694233417511,0.906694233417511,26641,Wolverhampton Wanderers,João Victor Gomes da Silva,João Gomes,MID,4,3,4
0,0,10,0,8.9,553,0.02,0.02,0.0,0.58,41,1,0,2.3,14.0,2024-09-21,81,0,0,0,0,0,0,0,False,2,0,0,0,0,5,0,12121,1,1,3,0.0,1,-14,987,1001,49,False,1,553,,,João Victor Gomes da Silva,0,0,0.0,88,MC,Aston Villa,Wolverhampton Wanderers,3,1,26647,2024,675768,0.0,0,0,0,0.0,0.117926575243473,0.117926575243473,26647,Wolverhampton Wanderers,João Victor Gomes da Silva,João Gomes,MID,3,4,5
0,0,8,0,3.7,553,0.01,0.01,0.0,2.54,60,2,0,0.8,1.8,2024-09-28,90,0,0,0,0,0,0,0,False,12,0,0,0,0,6,0,11468,1,2,1,2.0,2,-796,507,1303,49,True,0,553,,,João Victor Gomes da Silva,0,0,0.0,90,MC,Wolverhampton Wanderers,Liverpool,1,2,26658,2024,678057,0.0,0,0,0,0.0,0.0862123593688011,0.0862123593688011,26658,Wolverhampton Wanderers,João Victor Gomes da Silva,João Gomes,MID,5,3,6
0,0,14,0,15.9,553,0.03,0.05,0.02,3.15,63,4,0,2.7,7.4,2024-10-05,76,0,0,0,0,0,0,0,False,4,0,0,0,0,7,0,11569,1,3,5,4.0,2,-131,803,934,49,False,0,553,,,João Victor Gomes da Silva,0,1,0.0193669646978378,81,MC,Brentford,Wolverhampton Wanderers,5,3,26667,2024,679567,0.035907432436943,0,1,0,0.0193669646978378,0.0928790867328643,0.0376046895980834,26667,Wolverhampton Wanderers,João Victor Gomes da Silva,João Gomes,MID,3,3,7
0,0,7,0,0.6,553,0.0,0.0,0.0,1.3,80,1,0,1.5,12.6,2024-10-20,89,0,0,0,0,0,0,0,False,13,0,0,0,0,8,0,11038,1,2,1,2.0,1,-639,299,938,49,True,1,553,,,João Victor Gomes da Silva,0,0,0.0,90,MC,Wolverhampton Wanderers,Manchester City,1,2,26681,2024,681881,0.0,0,0,0,0.0,0.0,0.0,26681,Wolverhampton Wanderers,João Victor Gomes da Silva,João Gomes,MID,4,3,8
0,0,6,0,12.0,553,0.01,0.04,0.03,1.31,84,2,0,2.4,6.8,2024-10-26,90,0,0,0,0,0,0,0,False,5,0,0,0,0,9,0,11218,1,2,2,5.0,2,45,535,490,49,False,0,553,,,João Victor Gomes da Silva,0,1,0.0609717704355716,90,AMC,Brighton,Wolverhampton Wanderers,2,2,26686,2024,683046,0.1588069200515747,0,1,0,0.0609717704355716,0.219778686761856,0.0,26686,Wolverhampton Wanderers,João Victor Gomes da Silva,João Gomes,MID,3,3,9
0,3,41,0,33.6,553,0.02,0.23,0.21,2.51,100,2,1,10.4,53.4,2024-11-02,90,0,0,0,0,0,0,0,False,7,0,0,0,0,10,0,11467,1,2,2,17.0,10,95,885,790,49,True,0,553,,,João Victor Gomes da Silva,1,1,0.3342380821704864,90,MC,Wolverhampton Wanderers,Crystal Palace,2,2,26701,2024,685240,0.1010411754250526,0,3,1,0.3342380821704864,0.8861371874809265,0.5518991351127625,26701,Wolverhampton Wanderers,João Victor Gomes da Silva,João Gomes,MID,3,3,10
0,0,9,1,4.8,553,0.01,0.06,0.05,0.66,110,0,0,2.2,8.6,2024-11-09,90,0,0,0,0,0,0,0,False,17,0,0,0,0,11,0,23462,1,0,2,9.0,3,10917,11981,1064,49,True,0,553,,,João Victor Gomes da Silva,0,1,0.0800203904509544,90,MC,Wolverhampton Wanderers,Southampton,2,0,26711,2024,686667,0.0,0,0,0,0.0800203904509544,0.0800203904509544,0.0,26711,Wolverhampton Wanderers,João Victor Gomes da Silva,João Gomes,MID,1,3,11
1,2,48,0,16.8,553,0.11,0.33,0.22,0.97,115,1,1,11.7,68.2,2024-11-23,90,0,0,0,0,0,0,0,False,9,0,0,0,0,12,0,23807,1,4,1,32.0,12,688,5167,4479,49,False,0,553,,,João Victor Gomes da Silva,1,4,0.2228010296821594,90,MC,Fulham,Wolverhampton Wanderers,1,4,26717,2024,688413,0.0458222404122352,1,1,1,0.2228010296821594,0.761509895324707,0.5625317096710205,26717,Wolverhampton Wanderers,João Victor Gomes da Silva,João Gomes,MID,3,3,12
