assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position,team_h_difficulty,team_a_difficulty,event
0,0,4,0,0.6,501,0.0,0.0,0.0,0.04,15,0,0,0.2,1.8,2024-08-24,19,0,0,0,0,0,0,0,False,9,0,0,0,0,2,0,4283,0,1,2,0.0,1,-332,388,720,50,False,0,501,,,Oliver Skipp,0,0,0.0,15,Sub,Fulham,Leicester,2,1,26614,2024,667972,0.0,0,0,0,0.0,0.0462030470371246,0.0462030470371246,26614,Leicester,Oliver Skipp,Oliver Skipp,MID,1,3,2
0,0,13,0,4.4,501,0.02,0.07,0.05,1.46,26,2,0,2.0,8.8,2024-08-31,67,0,0,0,0,0,0,0,False,2,0,0,0,0,3,0,4224,1,2,1,7.0,1,-442,279,721,50,True,1,501,,,Oliver Skipp,0,1,0.0292144641280174,70,DMC,Leicester,Aston Villa,1,2,26626,2024,671817,0.0,0,0,0,0.0292144641280174,0.0388814322650432,0.0096669672057032,26626,Leicester,Oliver Skipp,Oliver Skipp,MID,3,1,3
0,0,11,0,25.9,501,0.18,0.18,0.0,2.55,34,2,0,3.8,10.4,2024-09-14,90,0,0,0,0,0,0,0,False,7,0,0,0,0,4,0,4673,1,2,2,2.0,2,77,702,625,49,False,0,501,,,Oliver Skipp,0,0,0.0,90,DMC,Crystal Palace,Leicester,2,2,26636,2024,673724,0.1107617691159248,0,2,0,0.0,0.1107617691159248,0.0,26636,Leicester,Oliver Skipp,Oliver Skipp,MID,1,3,4
0,0,1,0,0.3,501,0.0,0.0,0.0,3.68,51,2,0,0.6,5.2,2024-09-28,90,0,0,0,0,0,0,0,False,1,0,0,0,0,6,0,4731,1,2,4,0.0,1,-344,231,575,49,False,1,501,,,Oliver Skipp,0,0,0.0,90,DMC,Arsenal,Leicester,4,2,26655,2024,677852,0.0,0,0,0,0.0,0.135110318660736,0.135110318660736,26655,Leicester,Oliver Skipp,Oliver Skipp,MID,1,5,6
0,0,11,1,14.6,501,0.0,0.0,0.0,2.16,68,0,0,3.5,20.6,2024-10-05,90,0,0,0,0,0,0,0,False,3,0,0,0,0,7,0,4789,1,0,1,0.0,3,-47,345,392,49,True,0,501,,,Oliver Skipp,0,0,0.0,90,DMC,Leicester,Bournemouth,1,0,26663,2024,679426,0.0216130372136831,0,1,0,0.0,0.4484193027019501,0.4268062710762024,26663,Leicester,Oliver Skipp,Oliver Skipp,MID,3,1,7
0,0,7,0,1.9,501,0.01,0.01,0.0,1.68,78,2,0,0.5,3.2,2024-10-19,45,0,0,0,0,0,0,0,False,17,0,0,0,0,8,0,4921,1,3,2,0.0,1,-10,299,309,49,False,0,501,,,Oliver Skipp,0,0,0.0,48,DMC,Southampton,Leicester,2,3,26678,2024,681403,0.0,0,0,0,0.0,0.0468522310256958,0.0468522310256958,26678,Leicester,Oliver Skipp,Oliver Skipp,MID,1,1,8
0,0,6,0,13.0,501,0.02,0.02,0.0,2.74,117,2,0,1.9,5.6,2024-11-23,79,0,0,0,0,0,0,0,False,6,0,0,0,0,12,0,4553,0,2,1,0.0,1,-89,143,232,48,True,1,501,,,Oliver Skipp,0,0,0.0,80,Sub,Leicester,Chelsea,1,2,26719,2024,688088,0.0484539717435836,0,1,0,0.0,0.1155151352286338,0.0670611634850502,26719,Leicester,Oliver Skipp,Oliver Skipp,MID,3,1,12
0,0,4,0,1.8,501,0.01,0.01,0.0,0.1,121,0,0,0.7,5.4,2024-11-30,26,0,0,0,0,0,0,0,False,4,0,0,0,0,13,0,4532,0,1,4,0.0,1,-63,115,178,48,False,0,501,,,Oliver Skipp,0,0,0.0,18,Sub,Brentford,Leicester,4,1,26722,2024,690080,0.0,0,0,0,0.0,0.0421386919915676,0.0421386919915676,26722,Leicester,Oliver Skipp,Oliver Skipp,MID,1,3,13
0,0,3,0,11.8,501,0.01,0.01,0.0,0.82,147,1,0,1.4,1.8,2024-12-08,38,0,0,0,0,0,0,0,False,5,0,0,0,0,15,0,4454,0,2,2,0.0,1,-72,106,178,48,True,0,501,,,Oliver Skipp,0,0,0.0,36,Sub,Leicester,Brighton,2,2,26751,2024,692786,0.0202712547034025,0,1,0,0.0,0.0202712547034025,0.0,26751,Leicester,Oliver Skipp,Oliver Skipp,MID,3,1,15
0,0,7,0,9.4,501,0.01,0.03,0.02,3.79,157,4,0,1.4,0.2,2024-12-14,90,0,0,0,0,0,0,0,False,15,0,0,0,0,16,0,4477,1,0,4,4.0,1,-18,139,157,48,False,1,501,,,Oliver Skipp,0,1,0.0403528325259685,90,DMC,Newcastle United,Leicester,4,0,26760,2024,693650,0.0,0,0,0,0.0403528325259685,0.1464061290025711,0.1464061290025711,26760,Leicester,Oliver Skipp,Oliver Skipp,MID,1,4,16
