assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position,team_h_difficulty,team_a_difficulty,event
0,0,3,0,0.3,585,0.0,0.0,0.0,0.0,8,0,0,0.1,0.2,2024-08-18,6,0,0,0,0,0,0,0,False,4,0,0,0,0,1,0,29330,0,1,2,0.0,1,0,0,0,60,False,0,585,,,0,0,0.0,3,Sub,Brentford,Crystal Palace,2,1,26609,2024,666824,0.0,0,0,0,0.0,0.5140550136566162,0.5140550136566162,26609,Crystal Palace,Ismaïla Sarr,Ismaila Sarr,MID,3,3,1
0,0,6,0,15.0,585,0.17,0.27,0.1,0.36,14,1,0,2.2,1.4,2024-08-24,19,0,0,0,0,0,0,0,False,19,0,0,0,0,2,0,29102,0,2,0,6.0,1,-4332,1726,6058,60,True,0,585,,,0,1,0.0781054720282554,19,Sub,Crystal Palace,West Ham,0,2,26613,2024,667928,0.3185902833938598,0,1,0,0.0781054720282554,0.3966957628726959,0.3185902833938598,26613,Crystal Palace,Ismaïla Sarr,Ismaila Sarr,MID,2,3,2
0,0,5,0,32.3,585,0.45,0.45,0.0,0.41,23,0,0,4.3,7.0,2024-09-01,21,0,0,0,0,0,0,0,False,6,0,0,0,0,3,0,22812,0,1,1,4.0,1,-7383,1244,8627,59,False,0,585,,,0,0,0.0,18,Sub,Chelsea,Crystal Palace,1,1,26630,2024,672454,0.2188027650117874,0,3,0,0.0,0.1150226667523384,0.0,26630,Crystal Palace,Ismaïla Sarr,Ismaila Sarr,MID,3,4,3
1,0,12,0,0.5,585,0.0,0.08,0.08,0.01,34,0,0,1.5,0.2,2024-09-14,9,0,0,0,0,0,0,0,False,11,0,0,0,0,4,0,21168,0,2,2,14.0,4,-2874,1884,4758,59,True,0,585,,,0,1,0.0350209139287471,6,Sub,Crystal Palace,Leicester,2,2,26636,2024,673716,0.0,0,0,0,0.0350209139287471,0.0350209139287471,0.0,26636,Crystal Palace,Ismaïla Sarr,Ismaila Sarr,MID,1,3,4
0,0,8,0,11.8,585,0.12,0.43,0.31,0.28,43,0,0,6.8,9.4,2024-09-21,45,0,0,0,0,0,0,0,False,14,0,0,0,0,5,0,21206,0,0,0,47.0,1,-633,1432,2065,59,True,0,585,,,0,2,0.8406367301940918,44,Sub,Crystal Palace,Manchester United,0,0,26649,2024,675940,0.3995842039585113,0,1,0,0.8406367301940918,1.2402209043502808,0.0,26649,Crystal Palace,Ismaïla Sarr,Ismaila Sarr,MID,2,3,5
0,0,1,0,0.9,585,0.0,0.0,0.0,0.14,55,0,0,0.1,0.4,2024-09-28,28,0,0,0,0,0,0,0,False,8,0,0,0,0,6,0,20896,0,1,2,0.0,1,-792,1817,2609,58,False,0,585,,,0,0,0.0,27,Sub,Everton,Crystal Palace,2,1,26654,2024,677831,0.0,0,0,0,0.0,0.0129672121256589,0.0129672121256589,26654,Crystal Palace,Ismaïla Sarr,Ismaila Sarr,MID,3,3,6
0,0,8,0,0.4,585,0.0,0.08,0.08,1.4,66,1,0,2.3,4.0,2024-10-05,90,0,0,0,0,0,0,0,False,12,0,0,0,0,7,0,19316,1,1,0,19.0,1,-1933,776,2709,58,True,1,585,,,0,1,0.0981369018554687,90,FWR,Crystal Palace,Liverpool,0,1,26662,2024,679179,0.0,0,0,0,0.0981369018554687,0.0981369018554687,0.0,26662,Crystal Palace,Ismaïla Sarr,Ismaila Sarr,MID,5,3,7
0,0,3,0,0.3,585,0.0,0.0,0.0,0.06,77,0,0,0.3,0.2,2024-10-21,16,0,0,0,0,0,0,0,False,16,0,0,0,0,8,0,19577,0,0,1,2.0,1,-323,1219,1542,58,False,0,585,,,0,0,0.0,14,Sub,Nottingham Forest,Crystal Palace,1,0,26677,2024,682463,0.0,0,0,0,0.0,0.0238666459918022,0.0238666459918022,26677,Crystal Palace,Ismaïla Sarr,Ismaila Sarr,MID,3,4,8
0,0,14,1,20.5,585,0.09,0.21,0.12,0.68,86,0,0,7.4,13.4,2024-10-27,66,0,0,0,0,0,0,0,False,18,0,0,0,0,9,0,19123,1,0,1,40.0,3,-629,525,1154,58,True,0,585,,,0,2,0.102112591266632,73,AMC,Crystal Palace,Tottenham,1,0,26689,2024,683486,0.0176585484296083,0,1,0,0.102112591266632,0.0584016814827919,0.0,26689,Crystal Palace,Ismaïla Sarr,Ismaila Sarr,MID,2,3,9
0,0,9,0,29.4,585,0.04,0.5,0.46,1.45,100,2,0,11.0,14.8,2024-11-02,89,0,0,0,0,0,0,0,False,20,0,0,0,0,10,0,20933,1,2,2,66.0,2,1314,2530,1216,57,False,0,585,,,0,4,0.3749499022960663,90,AMC,Wolverhampton Wanderers,Crystal Palace,2,2,26701,2024,685256,0.1041339039802551,0,2,0,0.3749499022960663,0.6076613068580627,0.1285775154829025,26701,Crystal Palace,Ismaïla Sarr,Ismaila Sarr,MID,3,3,10
