assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position,team_h_difficulty,team_a_difficulty,event
0,0,-5,0,12.8,192,0.01,0.47,0.46,0.95,8,1,0,2.0,0.2,2024-08-18,20,0,0,0,0,0,0,0,False,4,0,0,0,0,1,0,40324,0,1,2,7.0,0,0,0,0,55,False,1,192,,,0,1,0.5140550136566162,17,Sub,Brentford,Crystal Palace,2,1,26609,2024,666822,0.0303977578878402,0,1,0,0.5140550136566162,0.6350775361061096,0.6046797633171082,672,Crystal Palace,Jordan Ayew,Jordan Ayew,MID,3,3,1
0,0,7,0,16.7,192,0.04,0.13,0.09,0.22,15,1,0,2.1,3.2,2024-08-24,27,0,0,0,0,0,0,0,False,9,0,0,0,0,2,0,36654,0,1,2,1.0,1,-7156,191,1277,55,False,0,192,,,0,1,0.0585256554186344,23,Sub,Fulham,Leicester,2,1,26614,2024,667971,0.0462030470371246,0,1,0,0.0585256554186344,0.0462030470371246,0.0462030470371246,672,Crystal Palace,Jordan Ayew,Jordan Ayew,MID,1,3,2
0,0,13,0,21.3,192,0.04,0.08,0.04,1.46,26,2,0,3.1,8.4,2024-08-31,66,0,0,0,0,0,0,0,False,2,0,0,0,0,3,0,30593,1,2,1,1.0,2,-6241,1367,7608,54,True,0,192,,,0,1,0.0177099276334047,69,AML,Leicester,Aston Villa,1,2,26626,2024,671820,0.0096669672057032,0,1,0,0.0177099276334047,0.0460767298936843,0.0186998341232538,672,Crystal Palace,Jordan Ayew,Jordan Ayew,MID,3,1,3
0,0,4,0,0.8,192,0.01,0.11,0.1,1.56,34,1,0,3.3,7.2,2024-09-14,82,0,0,0,0,0,0,0,False,7,0,0,0,0,4,0,28054,1,2,2,25.0,1,-3343,1906,5249,54,False,1,192,,,0,2,0.3167288899421692,86,AMR,Crystal Palace,Leicester,2,2,26636,2024,673725,0.0,0,0,0,0.3167288899421692,0.4095207750797272,0.1024636626243591,672,Crystal Palace,Jordan Ayew,Jordan Ayew,MID,1,3,4
0,0,6,0,2.4,192,0.01,0.1,0.09,1.1,45,1,0,1.7,0.0,2024-09-21,90,0,0,0,0,0,0,0,False,8,0,0,0,0,5,0,26910,1,1,1,15.0,2,-1505,1391,2896,53,True,0,192,,,0,2,0.1127530261874198,90,AMR,Leicester,Everton,1,1,26644,2024,675663,0.0,0,0,0,0.1127530261874198,0.1127530261874198,0.0,672,Crystal Palace,Jordan Ayew,Jordan Ayew,MID,3,1,5
0,0,3,0,0.0,192,0.0,0.0,0.0,1.18,51,2,0,0.0,0.0,2024-09-28,5,0,0,0,0,0,0,0,False,1,0,0,0,0,6,0,23796,0,2,4,0.0,1,-3210,480,3690,53,False,0,192,,,0,0,0.0,2,Sub,Arsenal,Leicester,4,2,26655,2024,677861,0.0,0,0,0,0.0,0.0,0.0,672,Crystal Palace,Jordan Ayew,Jordan Ayew,MID,1,5,6
0,0,9,1,6.3,192,0.01,0.01,0.0,1.66,68,0,0,1.0,3.6,2024-10-05,87,0,0,0,0,0,0,0,False,3,0,0,0,0,7,0,22314,1,0,1,0.0,2,-1706,778,2484,52,True,1,192,,,0,0,0.0,90,AMC,Leicester,Bournemouth,1,0,26663,2024,679428,0.0,0,0,0,0.0,0.0,0.0,672,Crystal Palace,Jordan Ayew,Jordan Ayew,MID,3,1,7
0,0,24,0,11.1,192,0.01,0.11,0.1,0.04,78,0,1,6.7,35.0,2024-10-19,22,0,0,0,0,0,0,0,False,17,0,0,0,0,8,0,21557,0,3,2,21.0,6,-961,649,1610,52,False,0,192,,,1,1,0.0571560449898242,19,Sub,Southampton,Leicester,2,3,26678,2024,681409,0.0209212861955165,0,1,1,0.0571560449898242,0.3131335079669952,0.2922122180461883,672,Crystal Palace,Jordan Ayew,Jordan Ayew,MID,1,1,8
0,0,-2,0,1.7,192,0.01,0.01,0.0,0.65,88,0,0,0.2,0.0,2024-10-25,22,0,0,0,0,0,0,0,False,16,0,0,0,0,9,0,23132,0,3,1,2.0,0,1296,2058,762,52,True,1,192,,,0,0,0.0,20,Sub,Leicester,Nottingham Forest,1,3,26682,2024,682634,0.0,0,0,0,0.0,0.0253986343741416,0.0253986343741416,672,Crystal Palace,Jordan Ayew,Jordan Ayew,MID,4,1,9
0,1,21,0,0.3,192,0.04,0.79,0.75,0.0,93,0,1,9.0,32.0,2024-11-02,4,0,0,0,0,0,0,0,False,10,0,0,0,0,10,0,22869,0,1,1,58.0,7,-319,1658,1977,52,False,0,192,,,1,5,1.2973089218139648,2,Sub,Ipswich,Leicester,1,1,26695,2024,685019,0.0,0,0,1,1.2973089218139648,1.2973089218139648,0.0,672,Crystal Palace,Jordan Ayew,Jordan Ayew,MID,1,2,10
0,0,6,0,4.3,192,0.04,0.09,0.05,0.66,106,3,0,3.8,10.2,2024-11-10,87,0,0,0,0,0,0,0,False,14,0,0,0,0,11,0,24342,1,0,3,23.0,2,1181,2763,1582,52,False,0,192,,,0,1,0.0522115752100944,90,FW,Manchester United,Leicester,3,0,26708,2024,687364,0.0,0,0,0,0.0522115752100944,0.0793065801262855,0.0270950067788362,672,Crystal Palace,Jordan Ayew,Jordan Ayew,MID,1,3,11
0,1,23,0,1.2,192,0.0,0.79,0.79,0.9,117,1,1,5.3,34.6,2024-11-23,19,0,0,0,0,0,0,0,False,6,0,0,0,0,12,0,22361,0,2,1,17.0,7,-2035,864,2899,52,True,0,192,,,1,1,0.7611688375473022,15,Sub,Leicester,Chelsea,1,2,26719,2024,688085,0.0,0,0,0,0.0,0.0,0.0,672,Crystal Palace,Jordan Ayew,Jordan Ayew,MID,3,1,12
0,0,3,0,5.6,192,0.13,0.19,0.06,2.34,121,4,0,0.9,0.4,2024-11-30,79,0,0,0,0,0,0,0,False,4,0,0,0,0,13,0,27496,1,1,4,3.0,2,4635,5681,1046,52,False,0,192,,,0,1,0.0441761128604412,88,AMC,Brentford,Leicester,4,1,26722,2024,690075,0.0,0,0,0,0.0441761128604412,0.5748727321624756,0.5748727321624756,672,Crystal Palace,Jordan Ayew,Jordan Ayew,MID,1,3,13
0,0,1,0,0.3,192,0.0,0.0,0.0,0.52,137,1,0,0.0,0.0,2024-12-03,1,0,0,0,0,0,0,0,False,19,0,0,0,0,14,0,26905,0,1,3,0.0,1,-665,1992,2657,52,True,0,192,,,0,0,0.0,1,Sub,Leicester,West Ham,3,1,26738,2024,691365,0.0,0,0,0,0.0,0.0,0.0,672,Crystal Palace,Jordan Ayew,Jordan Ayew,MID,2,1,14
0,0,7,0,12.3,192,0.13,0.15,0.02,0.78,147,1,0,2.0,1.0,2024-12-08,61,0,0,0,0,0,0,0,False,5,0,0,0,0,15,0,25510,1,2,2,7.0,2,-1456,962,2418,52,True,0,192,,,0,1,0.0188080724328756,64,AML,Leicester,Brighton,2,2,26751,2024,692781,0.0415321700274944,0,1,0,0.0188080724328756,0.0,0.0,672,Crystal Palace,Jordan Ayew,Jordan Ayew,MID,3,1,15
0,0,5,0,16.8,192,0.06,0.14,0.08,1.0,167,3,0,2.5,2.8,2024-12-22,83,0,0,0,0,0,0,0,False,20,0,0,0,0,17,0,22766,1,3,0,5.0,2,-2003,386,2389,52,True,0,192,,,0,1,0.0576216727495193,87,AMR,Leicester,Wolverhampton Wanderers,0,3,26770,2024,695667,0.0666711404919624,0,1,0,0.0576216727495193,0.1654110848903656,0.1654110848903656,672,Crystal Palace,Jordan Ayew,Jordan Ayew,MID,3,1,17
0,1,33,0,17.7,192,0.04,0.28,0.24,1.91,175,3,1,8.1,46.0,2024-12-26,90,0,0,0,0,0,0,0,False,12,0,0,0,0,18,0,21285,1,1,3,17.0,7,-1541,202,1743,52,False,1,192,,,1,1,0.0989822298288345,90,AMR,Liverpool,Leicester,3,1,26776,2024,696358,0.0590578652918338,0,1,1,0.0989822298288345,0.1225046887993812,0.0235224533826112,672,Crystal Palace,Jordan Ayew,Jordan Ayew,MID,1,5,18
0,0,11,0,15.2,192,0.18,0.18,0.0,0.71,191,2,0,2.5,9.6,2025-01-04,82,0,0,0,0,0,0,0,False,2,0,0,0,0,20,0,19762,1,1,2,0.0,2,86,1234,1148,52,False,0,192,,,0,0,0.0,86,AMR,Aston Villa,Leicester,2,1,26793,2024,697267,0.4724108576774597,0,1,0,0.0,0.5311647057533264,0.0587538480758667,672,Crystal Palace,Jordan Ayew,Jordan Ayew,MID,1,4,20
0,0,9,0,15.8,192,0.14,0.17,0.03,0.16,205,0,0,3.0,5.4,2025-01-15,10,0,0,0,0,0,0,0,False,7,0,0,0,0,21,0,19490,0,2,0,9.0,1,-412,832,1244,52,True,0,192,,,0,1,0.0343192555010318,7,Sub,Leicester,Crystal Palace,0,2,26806,2024,699295,0.3003852963447571,0,1,0,0.0343192555010318,0.0,0.0,672,Crystal Palace,Jordan Ayew,Jordan Ayew,MID,3,1,21
0,0,-2,0,4.3,192,0.01,0.27,0.26,1.78,216,2,0,3.4,2.8,2025-01-18,70,0,0,0,0,0,0,0,False,9,0,0,0,0,22,0,19198,1,2,0,27.0,2,-337,505,842,52,True,0,192,,,0,3,0.4368241727352142,73,AMR,Leicester,Fulham,0,2,26817,2024,700027,0.0,0,0,0,0.4368241727352142,0.1115097925066948,0.0298949517309665,672,Crystal Palace,Jordan Ayew,Jordan Ayew,MID,3,1,22
0,0,10,0,16.6,192,0.1,0.22,0.12,0.95,229,1,0,3.5,7.8,2025-01-26,86,0,0,0,0,0,0,0,False,18,0,0,0,0,23,0,18695,1,2,1,11.0,2,-608,386,994,52,False,0,192,,,0,2,0.0916846692562103,88,AMR,Tottenham,Leicester,1,2,26830,2024,702038,0.1338091045618057,0,1,0,0.0916846692562103,0.291752815246582,0.0662590265274047,672,Crystal Palace,Jordan Ayew,Jordan Ayew,MID,1,3,23
