assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position,team_h_difficulty,team_a_difficulty,event
0,0,0,0,6.7,71,0.02,0.02,0.0,0.28,6,0,0,1.5,1.8,2024-08-17,26,0,0,0,0,0,0,0,False,16,0,0,0,0,1,0,38451,0,1,1,6.0,0,0,0,0,55,False,1,71,,,Justin Kluivert,0,0,0.0,15,Sub,Nottingham Forest,Bournemouth,1,1,26607,2024,666414,0.0,0,0,0,0.0,0.0,0.0,26607,Bournemouth,Justin Kluivert,Justin Kluivert,MID,3,4,1
0,0,2,1,25.9,71,0.13,0.17,0.04,0.59,12,0,0,3.9,1.8,2024-08-25,71,0,0,0,0,0,0,0,False,15,0,0,0,0,2,0,34210,1,1,1,11.0,3,-7376,1050,8426,54,True,0,71,,,Justin Kluivert,0,1,0.0165975857526063,75,AMC,Bournemouth,Newcastle United,1,1,26620,2024,668708,0.1962842643260955,0,2,0,0.0165975857526063,0.1962842643260955,0.1537725925445556,26620,Bournemouth,Justin Kluivert,Justin Kluivert,MID,4,3,2
1,0,22,0,37.1,71,0.27,0.37,0.1,1.97,24,2,0,7.9,34.0,2024-08-31,90,0,0,0,0,0,0,0,False,8,0,0,0,0,3,0,32016,1,3,2,8.0,5,-3292,2727,6019,54,False,0,71,,,Justin Kluivert,0,1,0.0614266097545623,90,AMC,Everton,Bournemouth,2,3,26624,2024,671772,0.5231102705001831,1,3,0,0.0614266097545623,1.235733151435852,0.6511962413787842,26624,Bournemouth,Justin Kluivert,Justin Kluivert,MID,3,3,3
0,0,7,1,11.3,71,0.02,0.31,0.29,0.47,32,0,0,6.3,9.8,2024-09-14,74,0,0,0,0,0,0,0,False,6,0,0,0,0,4,0,33155,1,1,0,42.0,2,-239,5126,5365,54,True,1,71,,,Justin Kluivert,0,2,0.2144682258367538,76,AMC,Bournemouth,Chelsea,0,1,26639,2024,674154,0.0659646987915039,0,1,0,0.2144682258367538,0.3592922985553741,0.1919736117124557,26639,Bournemouth,Justin Kluivert,Justin Kluivert,MID,3,3,4
0,0,0,0,0.4,71,0.0,0.14,0.14,1.1,46,3,0,2.9,0.0,2024-09-21,45,0,0,0,0,0,0,0,False,12,0,0,0,0,5,0,32056,1,0,3,29.0,0,-1380,2039,3419,54,False,1,71,,,Justin Kluivert,0,3,0.1850106120109558,49,AMC,Liverpool,Bournemouth,3,0,26645,2024,675705,0.0,0,0,0,0.1850106120109558,0.2022617310285568,0.0172511097043752,26645,Bournemouth,Justin Kluivert,Justin Kluivert,MID,3,5,5
0,0,3,0,11.1,71,0.03,0.1,0.07,0.07,52,0,0,2.5,2.6,2024-09-30,29,0,0,0,0,0,0,0,False,17,0,0,0,0,6,0,31818,0,1,3,11.0,1,-723,3814,4537,54,True,0,71,,,Justin Kluivert,0,1,0.0942718908190727,26,Sub,Bournemouth,Southampton,3,1,26661,2024,678934,0.0405413396656513,0,1,0,0.0942718908190727,0.2596054077148437,0.12479218095541,26661,Bournemouth,Justin Kluivert,Justin Kluivert,MID,1,3,6
0,0,4,0,5.1,71,0.03,0.13,0.1,0.76,68,1,0,3.1,3.2,2024-10-05,45,0,0,0,0,0,0,0,False,11,0,0,0,0,7,0,29335,1,0,1,23.0,1,-2646,1788,4434,53,False,0,71,,,Justin Kluivert,0,2,0.0960895270109176,49,AMC,Leicester,Bournemouth,1,0,26663,2024,679443,0.0,0,0,0,0.0960895270109176,0.0509179718792438,0.0,26663,Bournemouth,Justin Kluivert,Justin Kluivert,MID,3,1,7
1,2,33,0,11.7,71,0.06,0.85,0.79,0.42,71,0,1,8.0,49.2,2024-10-19,27,0,0,0,0,0,0,0,False,1,0,0,0,0,8,0,26303,0,0,2,19.0,11,-3242,550,3792,53,True,0,71,,,Justin Kluivert,1,1,0.7611688375473022,23,Sub,Bournemouth,Arsenal,2,0,26680,2024,681575,0.0620528534054756,1,1,0,0.0,0.0,0.0,26680,Bournemouth,Justin Kluivert,Justin Kluivert,MID,5,3,8
0,0,3,1,2.4,71,0.01,0.05,0.04,1.33,82,0,0,1.3,0.8,2024-10-26,63,0,0,0,0,0,0,0,False,2,0,0,0,0,9,0,32652,1,1,1,10.0,2,5509,6855,1346,53,False,1,71,,,Justin Kluivert,0,2,0.0318532474339008,68,AMC,Aston Villa,Bournemouth,1,1,26684,2024,682983,0.0,0,0,0,0.0318532474339008,0.1094351187348365,0.0775818675756454,26684,Bournemouth,Justin Kluivert,Justin Kluivert,MID,3,4,9
0,0,8,1,30.3,71,0.19,0.54,0.35,0.65,91,0,0,6.8,11.0,2024-11-02,77,0,0,0,0,0,0,0,False,13,0,0,0,0,10,0,34755,1,1,2,27.0,3,1895,5348,3453,53,True,0,71,,,Justin Kluivert,0,3,0.3497681319713592,78,AMC,Bournemouth,Manchester City,2,1,26692,2024,684971,0.2076911926269531,0,2,0,0.3497681319713592,1.1419954299926758,0.6263989806175232,26692,Bournemouth,Justin Kluivert,Justin Kluivert,MID,4,3,10
0,0,30,0,18.0,71,0.13,0.26,0.13,1.02,101,3,1,8.5,39.6,2024-11-09,75,0,0,0,0,0,0,0,False,4,0,0,0,0,11,0,48841,1,2,3,27.0,7,12303,15570,3267,53,False,0,71,,,Justin Kluivert,1,1,0.3516671657562256,78,AML,Brentford,Bournemouth,3,2,26702,2024,686595,0.1066159456968307,0,1,1,0.3516671657562256,0.1798961907625198,0.1798961907625198,26702,Bournemouth,Justin Kluivert,Justin Kluivert,MID,3,3,11
0,0,5,0,21.9,71,0.03,0.25,0.22,0.91,113,2,0,5.7,2.6,2024-11-23,74,0,0,0,0,0,0,0,False,5,0,0,0,0,12,0,89120,1,2,1,32.0,2,36464,42099,5635,53,True,0,71,,,Justin Kluivert,0,3,0.1487920582294464,80,AMC,Bournemouth,Brighton,1,2,26712,2024,688367,0.1521699279546737,0,2,0,0.1487920582294464,0.5905280709266663,0.3564120233058929,26712,Bournemouth,Justin Kluivert,Justin Kluivert,MID,3,3,12
0,3,76,0,31.2,71,0.08,2.49,2.41,0.45,130,2,3,21.8,112.8,2024-11-30,76,0,0,0,0,0,0,0,False,20,0,0,0,0,13,0,88039,1,4,2,74.0,20,216,10984,10768,53,False,0,71,,,Justin Kluivert,3,4,2.3219316005706787,85,AMC,Wolverhampton Wanderers,Bournemouth,2,4,26731,2024,689982,0.4576532244682312,0,2,0,0.0384250171482563,0.496078222990036,0.0,26731,Bournemouth,Justin Kluivert,Justin Kluivert,MID,3,3,13
0,0,6,1,0.8,71,0.0,0.16,0.16,0.47,133,0,0,2.7,8.8,2024-12-05,63,0,0,0,0,0,0,0,False,18,0,0,0,0,14,0,271772,1,0,1,17.0,3,174898,187463,12565,54,True,0,71,,,Justin Kluivert,0,1,0.2393746823072433,65,AMC,Bournemouth,Tottenham,1,0,26732,2024,691639,0.0,0,0,0,0.2393746823072433,0.3808737695217132,0.1414990723133087,26732,Bournemouth,Justin Kluivert,Justin Kluivert,MID,2,3,14
0,0,11,0,35.8,71,0.06,0.35,0.29,0.83,146,1,0,8.0,9.6,2024-12-08,62,0,0,0,0,0,0,0,False,10,0,0,0,0,15,0,479844,1,2,1,35.0,2,198764,214533,15769,55,False,0,71,,,Justin Kluivert,0,4,0.5024497509002686,66,AMC,Ipswich,Bournemouth,1,2,26750,2024,692764,0.1226517185568809,0,3,0,0.5024497509002686,0.6251014471054077,0.0,26750,Bournemouth,Justin Kluivert,Justin Kluivert,MID,3,2,15
0,0,7,1,3.4,71,0.03,0.13,0.1,1.25,152,0,0,2.3,5.8,2024-12-16,79,0,0,0,0,0,0,0,False,19,0,0,0,0,16,0,514472,1,1,1,14.0,3,42557,95025,52468,55,True,0,71,,,Justin Kluivert,0,3,0.0992810353636741,82,AMC,Bournemouth,West Ham,1,1,26754,2024,694807,0.0,0,0,0,0.0992810353636741,0.5694435238838196,0.5006022453308105,26754,Bournemouth,Justin Kluivert,Justin Kluivert,MID,2,3,16
0,0,22,1,3.1,71,0.01,0.85,0.84,1.59,168,0,1,5.5,27.6,2024-12-22,77,0,0,0,0,0,0,0,False,14,0,0,0,0,17,0,439729,1,3,0,24.0,8,-72507,24769,97276,55,False,0,71,,,Justin Kluivert,1,2,0.7891191244125366,79,AMC,Manchester United,Bournemouth,0,3,26769,2024,695746,0.0,0,0,0,0.0279502514749765,0.0883178636431694,0.0603676103055477,26769,Bournemouth,Justin Kluivert,Justin Kluivert,MID,3,3,17
0,0,1,1,33.0,71,0.05,0.16,0.11,0.4,172,0,0,5.0,2.6,2024-12-26,71,0,0,0,0,0,0,0,False,7,0,0,0,0,18,0,599765,1,0,0,14.0,2,149018,182469,33451,55,True,1,71,,,Justin Kluivert,0,1,0.0608163774013519,73,AMC,Bournemouth,Crystal Palace,0,0,26772,2024,696157,0.2723691463470459,0,3,0,0.0608163774013519,0.3331855237483978,0.0,26772,Bournemouth,Justin Kluivert,Justin Kluivert,MID,3,3,18
0,0,3,1,2.8,71,0.06,0.42,0.36,0.56,192,0,0,3.1,5.0,2025-01-04,69,0,0,0,0,0,0,0,False,8,0,0,0,0,20,0,416497,1,0,1,23.0,3,8422,71151,62729,55,True,0,71,,,Justin Kluivert,0,1,0.3668163418769836,75,AMC,Bournemouth,Everton,1,0,26792,2024,697139,0.0,0,0,0,0.3668163418769836,0.4042577147483825,0.0374413542449474,26792,Bournemouth,Justin Kluivert,Justin Kluivert,MID,3,3,20
0,1,28,0,1.6,71,0.06,1.18,1.12,1.78,208,1,1,7.6,37.4,2025-01-14,68,0,0,0,0,0,0,0,False,6,0,0,0,0,21,0,356521,0,2,2,37.0,8,-58529,20051,78580,55,False,0,71,,,Justin Kluivert,1,4,0.9938517808914183,68,Sub,Chelsea,Bournemouth,2,2,26809,2024,699136,0.0,0,0,0,0.2326829433441162,0.2326829433441162,0.0,26809,Bournemouth,Justin Kluivert,Justin Kluivert,MID,3,4,21
1,3,79,0,38.5,71,0.11,0.33,0.22,0.79,218,1,3,20.6,122.0,2025-01-18,90,0,0,0,0,0,0,0,False,15,0,0,0,0,22,0,349371,1,4,1,45.0,22,-9728,22257,31985,55,False,1,71,,,Justin Kluivert,3,3,0.7241511344909668,90,AMC,Newcastle United,Bournemouth,1,4,26819,2024,699773,0.2203451544046402,1,3,3,0.7241511344909668,1.3834741115570068,0.5467487573623657,26819,Bournemouth,Justin Kluivert,Justin Kluivert,MID,3,4,22
1,2,45,1,19.0,71,0.43,0.61,0.18,0.92,222,0,1,10.1,58.2,2025-01-25,87,0,0,0,0,0,0,0,False,16,0,0,0,0,23,0,963321,1,0,5,24.0,13,594875,615533,20658,56,True,0,71,,,Justin Kluivert,1,3,0.2535400092601776,90,AMC,Bournemouth,Nottingham Forest,5,0,26822,2024,701535,0.6112751960754395,1,1,1,0.2535400092601776,1.2948386669158936,0.4300234913825989,26822,Bournemouth,Justin Kluivert,Justin Kluivert,MID,4,3,23
0,0,7,0,22.9,71,0.03,0.71,0.68,2.52,232,2,0,9.3,15.0,2025-02-01,90,0,0,0,0,0,0,0,False,12,0,0,0,0,24,0,1819214,1,2,0,55.0,2,841289,869343,28054,58,True,0,71,,,Justin Kluivert,0,3,0.4954510927200317,90,AMC,Bournemouth,Liverpool,0,2,26832,2024,703303,0.0968439131975174,0,2,0,0.4954510927200317,0.9250476956367492,0.4332864582538605,26832,Bournemouth,Justin Kluivert,Justin Kluivert,MID,5,3,24
1,0,22,0,51.9,71,0.08,0.1,0.02,0.46,248,1,0,8.1,26.0,2025-02-15,76,0,0,0,0,0,0,0,False,17,0,0,0,0,25,0,2814361,1,3,1,3.0,5,973070,1016859,43789,59,False,0,71,,,Justin Kluivert,0,1,0.0369301065802574,78,AMC,Southampton,Bournemouth,1,3,26849,2024,706268,0.8845183253288269,1,4,0,0.0369301065802574,0.919011414051056,0.0544946417212486,26849,Bournemouth,Justin Kluivert,Justin Kluivert,MID,3,1,25
0,0,3,0,15.9,71,0.06,0.37,0.31,1.91,253,1,0,4.2,7.2,2025-02-22,72,0,0,0,0,0,0,0,False,20,0,0,0,0,26,0,3332438,1,1,0,19.0,2,533154,562913,29759,60,True,0,71,,,Justin Kluivert,0,1,0.3423517644405365,77,AMC,Bournemouth,Wolverhampton Wanderers,0,1,26852,2024,707892,0.0254715997725725,0,1,0,0.3423517644405365,0.3423517644405365,0.0,26852,Bournemouth,Justin Kluivert,Justin Kluivert,MID,3,3,26
0,3,36,0,85.0,71,0.34,0.48,0.14,2.42,262,2,1,17.0,56.6,2025-02-25,90,0,0,0,0,0,0,0,False,5,0,0,0,0,27,0,3324237,1,1,2,28.0,10,-1145,169892,171037,60,False,0,71,,,Justin Kluivert,1,3,0.0798453018069267,90,AMC,Brighton,Bournemouth,2,1,26863,2024,709080,0.3400827348232269,0,6,1,0.0798453018069267,0.4488230645656585,0.3296497464179992,26863,Bournemouth,Justin Kluivert,Justin Kluivert,MID,3,3,27
1,0,17,0,18.3,71,0.33,0.7,0.37,1.53,278,2,0,5.7,15.6,2025-03-09,90,0,0,0,0,0,0,0,False,18,0,0,0,0,28,0,3550604,1,2,2,23.0,5,215572,280638,65066,61,False,0,71,,,Justin Kluivert,0,2,0.4923765361309051,90,AMC,Tottenham,Bournemouth,2,2,26879,2024,711959,0.4119387865066528,1,1,0,0.4923765361309051,1.0646668672561646,0.1603516042232513,26879,Bournemouth,Justin Kluivert,Justin Kluivert,MID,3,3,28
0,0,14,0,46.5,71,0.48,0.48,0.0,0.78,283,2,0,7.2,13.8,2025-03-15,78,0,0,0,0,0,0,0,False,4,0,0,0,0,29,0,4317159,1,2,1,12.0,2,432770,451013,18243,62,True,0,71,,,Justin Kluivert,0,0,0.0,80,AMC,Bournemouth,Brentford,1,2,26882,2024,713294,0.0,0,3,0,0.0,0.0,0.0,26882,Bournemouth,Justin Kluivert,Justin Kluivert,MID,3,3,29
