assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team,team_h_difficulty,team_a_difficulty,event
0,0,0,0,0.6,572,0.0,0.0,0.0,1.54,131,1,0,1.1,10.8,2024-12-04,31,0,0,0,0,0,0,0,False,1,0,0,0,0,14,0,12750,0,0,2,0.0,1,361,1103,742,43,False,0,0,0,0.0,30,Sub,Arsenal,Manchester United,2,0,26733,2024,691534,0.0,0,0,0,0.0,0.0,0.0,Manchester United,2,5,14
0,0,1,0,0.7,572,0.0,0.0,0.0,0.83,148,3,0,0.9,8.6,2024-12-07,65,0,0,0,0,0,0,0,False,16,0,0,0,0,15,0,19145,1,3,2,0.0,1,5827,6306,479,43,True,0,0,0,0.0,67,DC,Manchester United,Nottingham Forest,2,3,26744,2024,692376,0.0,0,0,0,0.0,0.4379441142082214,0.4379441142082214,Manchester United,4,3,15
0,0,3,0,0.0,572,0.0,0.0,0.0,0.0,156,0,0,0.5,4.6,2024-12-15,11,0,0,0,0,0,0,0,False,13,0,0,0,0,16,0,23133,0,2,1,0.0,1,3815,5326,1511,43,False,0,0,0,0.0,7,Sub,Manchester City,Manchester United,1,2,26753,2024,694462,0.0,0,0,0,0.0,0.4423321187496185,0.4423321187496185,Manchester United,2,4,16
0,0,-9,0,0.1,572,0.0,0.43,0.43,1.06,168,2,0,3.9,9.6,2024-12-22,45,0,0,0,0,0,0,0,False,3,0,0,0,0,17,0,25193,0,3,0,29.0,0,1787,3625,1838,43,True,0,0,2,0.8126104474067688,43,Sub,Manchester United,Bournemouth,0,3,26769,2024,695737,0.0,0,0,0,0.8126104474067688,0.8374173641204834,0.0248069558292627,Manchester United,3,3,17
0,0,5,0,0.8,572,0.0,0.0,0.0,0.31,180,1,0,1.3,12.2,2024-12-26,62,0,0,0,0,0,0,0,False,20,0,0,0,0,18,0,24877,1,0,2,0.0,1,-504,2316,2820,43,False,1,0,0,0.0,64,DC,Wolverhampton Wanderers,Manchester United,2,0,26781,2024,696321,0.0,0,0,0,0.0,0.0682441666722297,0.0682441666722297,Manchester United,2,3,18
0,0,2,0,0.9,572,0.0,0.14,0.14,0.02,188,0,0,0.6,1.0,2024-12-30,25,0,0,0,0,0,0,0,False,15,0,0,0,0,19,0,24162,0,2,0,4.0,1,-902,1400,2302,43,True,0,0,1,0.1171376705169677,22,Sub,Manchester United,Newcastle United,0,2,26789,2024,696963,0.0,0,0,0,0.1171376705169677,0.0,0.0,Manchester United,4,3,19
0,0,3,0,0.1,572,0.0,0.0,0.0,0.63,196,0,0,0.2,1.8,2025-01-05,7,0,0,0,0,0,0,0,False,12,0,0,0,0,20,0,22244,0,2,2,0.0,1,-2140,1426,3566,43,False,0,0,0,0.0,5,Sub,Liverpool,Manchester United,2,2,26797,2024,697734,0.0,0,0,0,0.0,0.0,0.0,Manchester United,2,5,20
0,0,11,0,1.4,572,0.01,0.01,0.0,1.48,209,1,0,1.4,12.6,2025-01-16,82,0,0,0,0,0,0,0,False,17,0,0,0,0,21,0,23929,1,1,3,0.0,2,1075,3169,2094,43,True,0,0,0,0.0,84,DC,Manchester United,Southampton,3,1,26811,2024,699567,0.0,0,0,0,0.0,0.4811611175537109,0.4811611175537109,Manchester United,1,3,21
0,0,-3,0,2.1,572,0.01,0.1,0.09,1.93,217,3,0,1.7,9.4,2025-01-19,90,0,0,0,0,0,0,0,False,5,0,0,0,0,22,0,23770,1,3,1,5.0,0,-286,1556,1842,43,True,1,0,1,0.1222365945577621,90,DC,Manchester United,Brighton,1,3,26818,2024,700468,0.0,0,0,0,0.1222365945577621,0.2838387489318847,0.2838387489318847,Manchester United,3,3,22
0,0,5,0,0.3,572,0.0,0.0,0.0,0.43,225,0,0,1.0,9.4,2025-01-26,32,0,0,0,0,0,0,0,False,9,0,0,0,0,23,0,22331,0,1,0,0.0,1,-1672,1217,2889,43,False,0,0,0,0.0,31,Sub,Fulham,Manchester United,0,1,26826,2024,702352,0.0,0,0,0,0.0,0.0,0.0,Manchester United,2,3,23
0,0,10,0,3.0,572,0.01,0.05,0.04,2.6,237,2,0,2.7,16.4,2025-02-02,90,0,0,0,0,0,0,0,False,7,0,0,0,0,24,0,21522,1,2,0,8.0,1,-926,833,1759,43,True,0,0,1,0.0738002210855484,90,DC,Manchester United,Crystal Palace,0,2,26838,2024,703978,0.0,0,0,0,0.0738002210855484,0.6832513213157654,0.6832513213157654,Manchester United,3,3,24
0,0,4,0,5.1,572,0.03,0.03,0.0,0.15,254,0,0,0.8,3.2,2025-02-22,20,0,0,0,0,0,0,0,False,8,0,0,0,0,26,0,22608,0,2,2,0.0,1,-58,1090,1148,43,False,0,0,0,0.0,14,Sub,Everton,Manchester United,2,2,26855,2024,707541,0.0,0,0,0,0.0,0.0,0.0,Manchester United,2,3,26
