assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team,team_h_difficulty,team_a_difficulty,event
0,0,1,0,1.2,473,0.0,0.0,0.0,0.82,38,1,0,0.1,0.0,2024-09-14,28,0,0,0,0,0,0,0,False,14,0,0,0,0,4,0,79532,0,3,0,0.0,1,19555,37132,17577,45,True,0,0,0,0.0,24,Sub,Southampton,Manchester United,0,3,26632,2024,673369,0,0,0,0,0.0,0.0,0.0,Southampton,2,1,4
0,0,-3,0,1.8,473,0.01,0.05,0.04,0.61,48,1,0,0.6,0.0,2024-09-21,31,0,0,0,0,0,0,0,False,10,0,0,0,0,5,0,209798,0,1,1,5.0,0,116817,134274,17457,45,True,1,0,1,0.0746481269598007,29,Sub,Southampton,Ipswich,1,1,26643,2024,675639,0,0,0,0,0.0746481269598007,0.1378177404403686,0.1378177404403686,Southampton,2,1,5
0,0,3,0,3.7,473,0.01,0.14,0.13,0.41,52,0,0,1.4,5.8,2024-09-30,45,0,0,0,0,0,0,0,False,3,0,0,0,0,6,0,357542,0,1,3,4.0,1,141937,201208,59271,46,False,0,0,1,0.055130336433649,41,Sub,Bournemouth,Southampton,3,1,26661,2024,678952,0,0,0,0,0.055130336433649,0.055130336433649,0.0,Southampton,1,3,6
0,0,4,0,0.0,473,0.0,0.0,0.0,0.72,61,0,0,0.0,0.0,2024-10-05,26,0,0,0,0,0,0,0,False,1,0,0,0,0,7,0,411520,1,1,3,0.0,1,54296,82532,28236,46,False,0,0,0,0.0,26,FW,Arsenal,Southampton,3,1,26666,2024,679540,0,0,0,0,0.0,0.0,0.0,Southampton,1,5,7
0,0,3,0,0.3,473,0.0,0.0,0.0,0.84,309,1,0,0.1,0.2,2025-04-06,7,0,0,0,0,0,0,0,False,18,0,0,0,0,31,0,177472,0,1,3,0.0,1,-4025,2490,6515,44,False,0,0,0,0.0,1,Sub,Tottenham,Southampton,3,1,26910,2024,717508,0,0,0,0,0.0,0.2983310520648956,0.2983310520648956,Southampton,1,3,31
0,0,1,0,1.8,473,0.0,0.0,0.0,2.22,319,3,0,0.1,0.0,2025-04-12,29,0,0,0,0,0,0,0,False,2,0,0,0,0,32,0,177601,0,3,0,0.0,1,-441,5329,5770,44,True,0,0,0,0.0,28,Sub,Southampton,Aston Villa,0,3,26921,2024,718641,0,0,0,0,0.0,0.0,0.0,Southampton,3,1,32
0,0,3,0,0.0,473,0.0,0.0,0.0,0.0,330,0,0,0.2,2.0,2025-04-19,5,0,0,0,0,0,0,0,False,19,0,0,0,0,33,0,216719,0,1,1,0.0,1,11092,16843,5751,44,False,0,0,0,0.0,4,Sub,West Ham,Southampton,1,1,26931,2024,720452,0,0,0,0,0.0,0.0,0.0,Southampton,1,2,33
0,0,7,1,0.5,473,0.0,0.08,0.08,1.15,339,0,0,1.4,4.2,2025-04-26,65,0,0,0,0,0,0,0,False,9,0,0,0,0,34,0,192241,1,2,1,9.0,2,-1114,6111,7225,44,True,0,0,1,0.0770784839987754,68,FW,Southampton,Fulham,1,2,26940,2024,722626,0,0,0,0,0.0770784839987754,0.0770784839987754,0.0,Southampton,3,1,34
0,0,2,0,1.5,473,0.0,0.06,0.06,0.9,348,2,0,0.5,0.0,2025-05-03,45,0,0,0,0,0,0,0,False,11,0,0,0,0,35,0,187842,1,0,2,5.0,1,-31,5293,5324,44,False,0,0,1,0.0650978162884712,58,FW,Leicester,Southampton,2,0,26951,2024,724131,0,0,0,0,0.0650978162884712,0.0,0.0,Southampton,1,1,35
0,0,3,0,0.1,473,0.0,0.0,0.0,0.11,358,0,0,0.0,0.2,2025-05-10,2,0,0,0,0,0,0,0,False,13,0,0,0,0,36,0,188460,0,0,0,0.0,1,287,7141,6854,44,True,0,0,0,0.0,1,Sub,Southampton,Manchester City,0,0,26959,2024,725785,0,0,0,0,0.0,0.0,0.0,Southampton,4,1,36
0,0,4,0,0.4,473,0.0,0.51,0.51,0.03,367,0,0,4.0,6.0,2025-05-18,30,0,0,0,0,0,0,0,False,8,0,0,0,0,37,0,192477,0,0,2,34.0,1,2791,6927,4136,44,False,0,0,3,0.3397215008735657,28,Sub,Everton,Southampton,2,0,26968,2024,728306,0,0,0,0,0.3397215008735657,0.9903321266174316,0.7866973876953125,Southampton,1,3,37
0,3,31,0,4.1,473,0.02,0.35,0.33,1.74,378,1,1,7.9,36.0,2025-05-25,69,0,0,0,0,0,0,0,False,1,0,0,0,0,38,0,204936,1,2,1,39.0,9,9463,16606,7143,44,True,0,1,2,0.2690193951129913,71,FW,Southampton,Arsenal,1,2,26977,2024,730103,0,0,0,1,0.2690193951129913,0.1361303329467773,0.0,Southampton,5,1,38
