assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position,team_h_difficulty,team_a_difficulty,event
0,0,4,0,0.1,27,0.0,0.19,0.19,0.0,5,0,0,2.3,1.0,2024-08-17,19,0,0,0,0,0,0,0,False,15,0,0,0,0,1,0,122810,0,0,1,22.0,1,0,1369,1511,50,False,0,27,,,Cameron Archer,0,2,0.1319699436426162,15,Sub,Newcastle United,Southampton,1,0,26606,2024,666380,0.0,0,0,0,0.1319699436426162,0.0817131176590919,0.0,26606,Southampton,Cameron Archer,Cameron Archer,FWD,1,4,1
0,0,3,0,0.5,27,0.02,0.02,0.0,0.31,18,0,0,0.1,0.2,2024-08-24,18,0,0,0,0,0,0,0,False,16,0,0,0,0,2,0,126495,0,1,0,0.0,1,-1021,12175,13196,50,True,0,27,,,Cameron Archer,0,0,0.0,17,Sub,Southampton,Nottingham Forest,0,1,26616,2024,668052,0.0,0,0,0,0.0,0.0,0.0,26616,Southampton,Cameron Archer,Cameron Archer,FWD,4,1,2
0,0,4,0,0.5,27,0.0,0.0,0.0,1.81,22,2,0,0.5,4.2,2024-08-31,45,0,0,0,0,0,0,0,False,4,0,0,0,0,3,0,142592,0,1,3,0.0,1,10418,37592,27174,50,False,0,27,,,Cameron Archer,0,0,0.0,41,Sub,Brentford,Southampton,3,1,26623,2024,671749,0.0,0,0,0,0.0,0.0224801730364561,0.0224801730364561,26623,Southampton,Cameron Archer,Cameron Archer,FWD,1,3,3
0,0,-5,0,1.7,27,0.0,0.83,0.83,1.85,38,2,0,4.9,4.2,2024-09-14,61,0,0,0,0,0,0,0,False,14,0,1,0,0,4,0,172236,1,3,0,43.0,0,23950,63664,39714,50,True,0,27,,,Cameron Archer,0,3,1.000972032546997,66,FW,Southampton,Manchester United,0,3,26632,2024,673366,0.0,0,0,0,0.2398031651973724,0.0327639877796173,0.0,26632,Southampton,Cameron Archer,Cameron Archer,FWD,2,1,4
0,0,-7,0,3.0,27,0.01,1.27,1.26,1.08,48,0,0,3.8,1.0,2024-09-21,58,0,0,0,0,0,0,0,False,10,0,0,0,0,5,0,179382,1,1,1,34.0,1,6261,25230,18969,50,True,0,27,,,Cameron Archer,0,3,1.8927645683288568,61,FW,Southampton,Ipswich,1,1,26643,2024,675634,0.0,0,0,0,1.8927645683288568,2.371713399887085,0.4789488911628723,26643,Southampton,Cameron Archer,Cameron Archer,FWD,2,1,5
0,0,4,0,3.8,27,0.0,0.0,0.0,0.09,52,0,0,0.7,1.2,2024-09-30,14,0,0,0,0,0,0,0,False,3,0,0,0,0,6,0,181183,0,1,3,2.0,1,748,29146,28398,50,False,0,27,,,Cameron Archer,0,0,0.0,11,Sub,Bournemouth,Southampton,3,1,26661,2024,678950,0.0,0,0,0,0.0,0.0,0.0,26661,Southampton,Cameron Archer,Cameron Archer,FWD,1,3,6
0,1,32,0,1.6,27,0.0,0.06,0.06,2.11,61,3,1,5.3,34.2,2024-10-05,63,0,0,0,0,0,0,0,False,1,0,0,0,0,7,0,178687,0,1,3,17.0,7,-3547,17291,20838,50,False,0,27,,,Cameron Archer,1,1,0.1151286140084266,64,Sub,Arsenal,Southampton,3,1,26666,2024,679544,0.0,0,0,1,0.1151286140084266,0.1835410147905349,0.0684124007821083,26666,Southampton,Cameron Archer,Cameron Archer,FWD,1,5,7
0,3,31,0,1.4,27,0.0,1.02,1.02,1.95,78,1,1,11.2,31.2,2024-10-19,67,0,0,0,0,0,0,0,False,11,0,0,0,0,8,0,212794,1,3,2,79.0,9,29621,44807,15186,50,True,0,27,,,Cameron Archer,1,4,1.004130721092224,70,FW,Southampton,Leicester,2,3,26678,2024,681391,0.0,0,0,1,1.004130721092224,0.9338464736938475,0.068446584045887,26678,Southampton,Cameron Archer,Cameron Archer,FWD,1,1,8
0,0,1,0,1.3,27,0.05,0.15,0.1,2.42,89,1,0,1.2,4.2,2024-10-26,86,0,0,0,0,0,0,0,False,13,0,0,0,0,9,0,245927,1,0,1,6.0,2,31657,45257,13600,50,False,0,27,,,Cameron Archer,0,1,0.2340802550315857,88,FW,Manchester City,Southampton,1,0,26683,2024,682953,0.0,0,0,0,0.2340802550315857,0.2948969006538391,0.0608166456222534,26683,Southampton,Cameron Archer,Cameron Archer,FWD,1,4,9
0,0,7,1,11.2,27,0.03,0.09,0.06,1.56,98,0,0,2.5,3.6,2024-11-02,90,0,0,0,0,0,0,0,False,8,0,0,0,0,10,0,273697,1,0,1,10.0,2,25695,46994,21299,50,True,0,27,,,Cameron Archer,0,1,0.1158898770809173,90,FW,Southampton,Everton,1,0,26699,2024,685122,0.0989528149366378,0,1,0,0.1158898770809173,0.1158898770809173,0.0,26699,Southampton,Cameron Archer,Cameron Archer,FWD,3,1,10
