assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team,team_h_difficulty,team_a_difficulty,event
0,0,-1,0,0.0,677,0.0,0.0,0.0,0.64,152,1,0,0.2,2.4,2024-12-16,15,0,0,0,0,0,0,0,False,3,0,0,0,0,16,0,1265,0,1,1,0.0,1,33,109,76,40,False,0,0,0,0.0,13,Sub,Bournemouth,West Ham,1,1,26754,2024,694827,0.0,0,0,0,0.0,0.0,0.0,West Ham,2,3,16
0,0,2,0,0.3,677,0.0,0.0,0.0,0.5,170,0,0,0.3,0.2,2024-12-21,19,0,0,0,0,0,0,0,False,5,0,0,0,0,17,0,1452,0,1,1,2.0,1,48,145,97,40,True,0,0,0,0.0,15,Sub,West Ham,Brighton,1,1,26767,2024,695305,0.0,0,0,0,0.0,0.0,0.0,West Ham,3,2,17
0,0,6,0,0.0,677,0.0,0.0,0.0,0.78,207,0,0,0.7,7.0,2025-01-14,9,0,0,0,0,0,0,0,False,9,0,0,0,0,21,0,2624,0,2,3,0.0,1,420,626,206,40,True,0,0,0,0.0,5,Sub,West Ham,Fulham,3,2,26808,2024,699151,0.0638335272669792,0,1,0,0.0,0.0638335272669792,0.0,West Ham,3,2,21
0,0,-2,0,1.8,677,0.01,0.01,0.0,1.03,220,1,0,0.5,1.6,2025-01-18,34,0,0,0,0,0,0,0,False,7,0,0,0,0,22,0,2809,0,2,0,2.0,1,124,335,211,40,True,0,0,0,0.0,33,Sub,West Ham,Crystal Palace,0,2,26821,2024,700065,0.0,0,0,0,0.0,0.0603744834661483,0.0603744834661483,West Ham,3,2,22
0,0,9,0,0.6,677,0.0,0.0,0.0,0.07,221,0,0,0.8,7.2,2025-01-26,15,0,0,0,0,0,0,0,False,2,0,0,0,0,23,0,3082,0,1,1,0.0,1,110,330,220,40,False,0,0,0,0.0,6,Sub,Aston Villa,West Ham,1,1,26823,2024,702201,0.0,0,0,0,0.0,0.0,0.0,West Ham,2,4,23
0,0,-2,0,0.5,677,0.0,0.0,0.0,0.27,234,1,0,0.5,4.2,2025-02-03,19,0,0,0,0,0,0,0,False,6,0,0,0,0,24,0,3365,0,1,2,0.0,1,157,284,127,40,False,0,0,0,0.0,16,Sub,Chelsea,West Ham,2,1,26835,2024,704465,0.0,0,0,0,0.0,0.017153400927782,0.017153400927782,West Ham,2,4,24
0,0,2,0,1.9,677,0.01,0.1,0.09,0.2,250,0,0,1.1,1.2,2025-02-15,45,0,0,0,0,0,0,0,False,4,0,0,0,0,25,0,3791,0,1,0,8.0,1,211,402,191,40,True,0,0,2,0.1069729700684547,40,Sub,West Ham,Brentford,0,1,26851,2024,706289,0.0,0,0,0,0.1069729700684547,0.1750346273183822,0.1750346273183822,West Ham,3,2,25
0,2,28,1,5.0,677,0.01,0.01,0.0,1.22,251,0,0,3.1,26.2,2025-02-22,90,0,0,0,0,0,0,0,False,1,0,0,0,0,26,0,4043,1,1,0,0.0,7,185,331,146,40,False,1,0,0,0.0,90,DL,Arsenal,West Ham,0,1,26853,2024,707780,0.0,0,0,0,0.0,0.0,0.0,West Ham,2,5,26
0,0,26,1,6.8,677,0.02,0.04,0.02,0.12,266,0,0,1.1,2.0,2025-02-27,65,0,0,0,0,0,0,0,False,11,0,0,0,0,27,0,12496,1,0,2,2.0,6,8024,8461,437,40,True,0,0,1,0.030363930389285,67,DML,West Ham,Leicester,2,0,26866,2024,709303,0.0,0,0,0,0.030363930389285,0.084865465760231,0.0545015335083007,West Ham,1,2,27
0,0,16,0,19.3,677,0.09,0.09,0.0,1.38,279,1,0,4.1,19.2,2025-03-10,90,0,0,0,0,0,0,0,False,15,0,0,0,0,28,0,17727,1,1,0,2.0,2,5126,6007,881,40,True,0,0,0,0.0,90,DML,West Ham,Newcastle United,0,1,26880,2024,712461,0.0180325098335742,0,1,0,0.0,0.1141572445631027,0.0961247310042381,West Ham,4,2,28
0,0,3,0,3.0,677,0.02,0.02,0.0,0.63,295,1,0,0.9,4.2,2025-04-01,76,0,0,0,0,0,0,0,False,20,0,0,0,0,30,0,20093,1,0,1,2.0,2,-1212,1542,2754,40,False,0,0,0,0.0,80,DML,Wolverhampton Wanderers,West Ham,1,0,26895,2024,715990,0.0,0,0,0,0.0,0.0700343921780586,0.0700343921780586,West Ham,2,3,30
0,0,-1,0,1.8,677,0.01,0.01,0.0,1.13,310,1,0,0.7,3.0,2025-04-05,45,0,0,0,0,0,0,0,False,3,0,0,0,0,31,0,19875,1,2,2,2.0,1,-268,900,1168,40,True,0,0,0,0.0,48,DL,West Ham,Bournemouth,2,2,26911,2024,716861,0.0,0,0,0,0.0,0.0282109323889017,0.0282109323889017,West Ham,3,2,31
0,0,3,0,0.8,677,0.0,0.0,0.0,1.4,315,1,0,1.4,12.8,2025-04-13,56,0,0,0,0,0,0,0,False,12,0,0,0,0,32,0,18621,1,1,2,0.0,1,-1191,466,1657,40,False,0,0,0,0.0,58,DML,Liverpool,West Ham,2,1,26916,2024,719264,0.0,0,0,0,0.0,0.0,0.0,West Ham,2,5,32
