assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position,team_h_difficulty,team_a_difficulty,event
0,0,3,0,0.1,104,0.0,0.01,0.01,1.17,8,1,0,3.6,18.8,2024-08-18,90,0,0,0,0,0,0,0,False,7,1,0,0,0,1,0,37981,1,1,2,17.0,0,0,0,0,45,True,0,104,,,Ethan Pinnock,0,1,0.0112950010225176,90,DC,Brentford,Crystal Palace,2,1,26609,2024,666796,0.0,0,0,0,0.0112950010225176,0.1316772401332855,0.1316772401332855,26609,Brentford,Ethan Pinnock,Ethan Pinnock,DEF,3,3,1
0,0,7,0,0.2,104,0.0,0.0,0.0,2.65,16,2,0,1.6,15.4,2024-08-25,90,0,0,0,0,0,0,0,False,12,0,0,0,0,2,0,37415,1,0,2,0.0,1,-3924,1160,5084,45,False,0,104,,,Ethan Pinnock,0,0,0.0,90,DC,Liverpool,Brentford,2,0,26621,2024,668966,0.0,0,0,0,0.0,0.0345180444419384,0.0345180444419384,26621,Brentford,Ethan Pinnock,Ethan Pinnock,DEF,3,5,2
0,0,9,0,0.8,104,0.01,0.01,0.0,1.57,22,1,0,2.0,17.2,2024-08-31,90,0,0,0,0,0,0,0,False,17,0,0,0,0,3,0,42821,1,1,3,2.0,1,2895,7170,4275,45,True,1,104,,,Ethan Pinnock,0,0,0.0,90,DC,Brentford,Southampton,3,1,26623,2024,671724,0.0,0,0,0,0.0,0.3136757016181946,0.3136757016181946,26623,Brentford,Ethan Pinnock,Ethan Pinnock,DEF,1,3,3
0,0,12,0,0.6,104,0.03,0.25,0.22,2.17,37,2,0,7.5,23.4,2024-09-14,90,0,0,0,0,0,0,0,False,13,0,0,0,0,4,0,38340,1,1,2,51.0,1,-4901,2968,7869,45,False,0,104,,,Ethan Pinnock,0,3,0.1603503078222274,90,DC,Manchester City,Brentford,2,1,26637,2024,673691,0.0,0,0,0,0.1603503078222274,0.013665834441781,0.0,26637,Brentford,Ethan Pinnock,Ethan Pinnock,DEF,3,4,4
0,0,1,0,0.4,104,0.0,0.0,0.0,3.52,49,3,0,3.3,31.0,2024-09-21,90,0,0,0,0,0,0,0,False,18,0,0,0,0,5,0,37771,1,1,3,2.0,1,-1201,1365,2566,45,False,0,104,,,Ethan Pinnock,0,0,0.0,90,DC,Tottenham,Brentford,3,1,26648,2024,675795,0.0,0,0,0,0.0,0.0153518551960587,0.0153518551960587,26648,Brentford,Ethan Pinnock,Ethan Pinnock,DEF,3,3,5
0,0,11,0,1.7,104,0.02,0.02,0.0,0.99,53,1,0,2.0,17.8,2024-09-28,90,0,0,0,0,0,0,0,False,19,0,0,0,0,6,0,43699,1,1,1,0.0,2,5062,12909,7847,45,True,0,104,,,Ethan Pinnock,0,0,0.0,90,DC,Brentford,West Ham,1,1,26656,2024,677866,0.0,0,0,0,0.0,0.0,0.0,26656,Brentford,Ethan Pinnock,Ethan Pinnock,DEF,2,3,6
0,0,17,0,0.5,104,0.0,0.19,0.19,1.05,63,3,1,10.7,50.4,2024-10-05,90,0,0,0,0,0,0,0,False,20,0,0,0,0,7,0,47467,1,3,5,56.0,7,2884,6565,3681,45,True,0,104,,,Ethan Pinnock,1,3,0.13426573574543,90,DC,Brentford,Wolverhampton Wanderers,5,3,26667,2024,679548,0.0,0,0,1,0.13426573574543,0.9808814525604248,0.9808814525604248,26667,Brentford,Ethan Pinnock,Ethan Pinnock,DEF,3,3,7
0,0,26,0,15.3,104,0.13,0.55,0.42,1.33,75,2,1,11.7,69.0,2024-10-19,90,0,0,0,0,0,0,0,False,14,0,0,0,0,8,0,51115,1,1,2,33.0,7,2655,6321,3666,45,False,0,104,,,Ethan Pinnock,1,1,0.4968922138214111,90,DC,Manchester United,Brentford,2,1,26675,2024,681306,0.1228113621473312,0,1,1,0.4968922138214111,0.1562994718551635,0.0334881208837032,26675,Brentford,Ethan Pinnock,Ethan Pinnock,DEF,3,3,8
0,0,11,0,30.8,104,0.2,0.2,0.0,1.3,83,3,0,6.0,27.6,2024-10-26,90,0,0,0,0,0,0,0,False,10,0,0,0,0,9,0,132026,1,3,4,2.0,1,71793,75696,3903,45,True,0,104,,,Ethan Pinnock,0,0,0.0,90,DC,Brentford,Ipswich,4,3,26685,2024,682994,0.5537126064300537,0,3,0,0.0,1.5690748691558838,1.4873055219650269,26685,Brentford,Ethan Pinnock,Ethan Pinnock,DEF,2,3,9
0,0,8,0,0.6,104,0.01,0.01,0.0,1.37,92,2,0,4.0,39.6,2024-11-04,90,0,0,0,0,0,0,0,False,9,0,0,0,0,10,0,133001,1,1,2,0.0,1,6388,23097,16709,45,False,0,104,,,Ethan Pinnock,0,0,0.0,90,DC,Fulham,Brentford,2,1,26693,2024,686124,0.0,0,0,0,0.0,0.5010765194892883,0.5010765194892883,26693,Brentford,Ethan Pinnock,Ethan Pinnock,DEF,3,3,10
0,0,7,0,11.9,104,0.13,0.13,0.0,2.61,101,2,0,3.7,20.6,2024-11-09,90,0,0,0,0,0,0,0,False,3,0,0,0,0,11,0,139077,1,2,3,4.0,1,5431,13750,8319,45,True,0,104,,,Ethan Pinnock,0,0,0.0,90,DC,Brentford,Bournemouth,3,2,26702,2024,686574,0.0969956666231155,0,1,0,0.0,0.4814075231552124,0.4814075231552124,26702,Brentford,Ethan Pinnock,Ethan Pinnock,DEF,3,3,11
0,0,29,1,10.0,104,0.0,0.03,0.03,1.2,114,0,0,4.5,28.8,2024-11-23,90,0,0,0,0,0,0,0,False,8,0,0,0,0,12,0,122980,1,0,0,6.0,6,-15427,4044,19471,45,False,0,104,,,Ethan Pinnock,0,1,0.007271115668118,90,DC,Everton,Brentford,0,0,26715,2024,688469,0.6128354668617249,0,1,0,0.007271115668118,0.92891263961792,0.3088060915470123,26715,Brentford,Ethan Pinnock,Ethan Pinnock,DEF,3,3,12
0,0,7,0,12.2,104,0.02,0.02,0.0,1.06,121,1,0,4.3,24.6,2024-11-30,90,0,0,0,0,0,0,0,False,11,0,0,0,0,13,0,134923,1,1,4,6.0,2,9086,12698,3612,45,True,0,104,,,Ethan Pinnock,0,0,0.0,90,DC,Brentford,Leicester,4,1,26722,2024,690053,0.0648337230086326,0,1,0,0.0,1.4665149450302124,1.4016811847686768,26722,Brentford,Ethan Pinnock,Ethan Pinnock,DEF,1,3,13
0,0,-5,0,11.9,104,0.06,0.06,0.0,2.43,132,3,0,2.5,10.8,2024-12-04,90,0,0,0,0,0,0,0,False,2,0,0,0,0,14,0,123734,1,1,3,2.0,0,-10272,2674,12946,45,False,1,104,,,Ethan Pinnock,0,0,0.0,90,DC,Aston Villa,Brentford,3,1,26734,2024,691557,0.0590953901410102,0,1,0,0.0,0.1110654920339584,0.1110654920339584,26734,Brentford,Ethan Pinnock,Ethan Pinnock,DEF,3,4,14
0,0,8,0,0.4,104,0.0,0.0,0.0,1.48,142,2,0,1.8,17.4,2024-12-07,90,0,0,0,0,0,0,0,False,15,0,0,0,0,15,0,115988,1,2,4,0.0,1,-8235,3925,12160,45,True,0,104,,,Ethan Pinnock,0,0,0.0,90,DC,Brentford,Newcastle United,4,2,26743,2024,692219,0.0,0,0,0,0.0,0.1303858906030655,0.1303858906030655,26743,Brentford,Ethan Pinnock,Ethan Pinnock,DEF,4,3,15
0,0,11,0,0.3,104,0.02,0.02,0.0,2.23,154,2,0,3.1,26.2,2024-12-15,90,0,0,0,0,0,0,0,False,6,0,0,0,0,16,0,103588,1,1,2,4.0,1,-12999,1738,14737,45,False,0,104,,,Ethan Pinnock,0,0,0.0,90,DC,Chelsea,Brentford,2,1,26757,2024,694603,0.0,0,0,0,0.0,0.3993184864521026,0.3993184864521026,26757,Brentford,Ethan Pinnock,Ethan Pinnock,DEF,3,4,16
0,0,2,0,0.2,104,0.0,0.0,0.0,0.25,250,0,0,0.6,5.4,2025-02-15,30,0,0,0,0,0,0,0,False,19,0,0,0,0,25,0,32746,0,1,0,0.0,1,5,729,724,44,False,0,104,,,Ethan Pinnock,0,0,0.0,26,Sub,West Ham,Brentford,0,1,26851,2024,706302,0.0,0,0,0,0.0,0.0,0.0,26851,Brentford,Ethan Pinnock,Ethan Pinnock,DEF,3,2,25
0,0,29,1,1.0,104,0.0,0.0,0.0,0.51,257,0,0,2.3,19.6,2025-02-21,90,0,0,0,0,0,0,0,False,11,0,0,0,0,26,0,33517,1,4,0,2.0,6,656,1100,444,44,False,0,104,,,Ethan Pinnock,0,0,0.0,90,DC,Leicester,Brentford,0,4,26858,2024,707502,0.0,0,0,0,0.0,0.5415465831756592,0.5415465831756592,26858,Brentford,Ethan Pinnock,Ethan Pinnock,DEF,3,1,26
0,0,13,0,0.3,104,0.0,0.0,0.0,1.37,261,1,0,1.9,19.0,2025-02-26,90,0,0,0,0,0,0,0,False,8,0,0,0,0,27,0,34778,1,1,1,0.0,2,1132,1586,454,44,True,0,104,,,Ethan Pinnock,0,0,0.0,90,DC,Brentford,Everton,1,1,26862,2024,709120,0.0,0,0,0,0.0,0.0,0.0,26862,Brentford,Ethan Pinnock,Ethan Pinnock,DEF,3,3,27
0,0,11,0,1.2,104,0.01,0.01,0.0,1.33,271,1,0,1.8,17.0,2025-03-08,90,0,0,0,0,0,0,0,False,2,0,0,0,0,28,0,34507,1,1,0,0.0,2,-276,575,851,44,True,0,104,,,Ethan Pinnock,0,0,0.0,90,DC,Brentford,Aston Villa,0,1,26872,2024,711544,0.0,0,0,0,0.0,0.1215951368212699,0.1215951368212699,26872,Brentford,Ethan Pinnock,Ethan Pinnock,DEF,3,3,28
0,0,11,0,0.0,104,0.0,0.0,0.0,1.67,283,1,0,3.1,29.2,2025-03-15,90,0,0,0,0,0,0,0,False,3,0,0,0,0,29,0,34948,1,2,1,2.0,2,106,710,604,44,False,0,104,,,Ethan Pinnock,0,0,0.0,90,DC,Bournemouth,Brentford,1,2,26882,2024,713305,0.0,0,0,0,0.0,0.0,0.0,26882,Brentford,Ethan Pinnock,Ethan Pinnock,DEF,3,3,29
0,0,5,0,0.8,104,0.0,0.21,0.21,1.07,299,2,0,1.6,11.4,2025-04-02,82,0,0,0,0,0,0,0,False,15,0,0,0,0,30,0,35092,1,1,2,4.0,1,253,1497,1244,44,False,0,104,,,Ethan Pinnock,0,1,0.1275307983160019,86,DC,Newcastle United,Brentford,2,1,26899,2024,716160,0.0,0,0,0,0.1275307983160019,0.2254912853240966,0.0979604870080947,26899,Brentford,Ethan Pinnock,Ethan Pinnock,DEF,3,4,30
