assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position,team_h_difficulty,team_a_difficulty,event
0,0,5,0,1.8,262,0.0,0.0,0.0,0.04,127,0,0,0.4,2.0,2024-11-30,11,0,0,0,0,0,0,0,False,16,0,0,0,0,13,0,984,0,0,1,0.0,1,-25,26,51,49,False,0,262,,,0,0,0.0,9,Sub,Nottingham Forest,Ipswich,1,0,26728,2024,690019,0.0,0,0,0,0.0,0.0150135774165391,0.0150135774165391,26728,Ipswich,Nathan Broadhead,Nathan Broadhead,MID,2,4,13
0,0,7,0,0.4,262,0.0,0.0,0.0,0.4,136,0,0,0.7,4.4,2024-12-03,24,0,0,0,0,0,0,0,False,7,0,0,0,0,14,0,1008,0,1,0,2.0,1,-4,48,52,49,True,0,262,,,0,0,0.0,21,Sub,Ipswich,Crystal Palace,0,1,26737,2024,691337,0.0,0,0,0,0.0,0.0,0.0,26737,Ipswich,Nathan Broadhead,Nathan Broadhead,MID,3,2,14
0,0,3,0,10.8,262,0.02,0.06,0.04,0.0,166,0,0,2.3,5.6,2024-12-21,12,0,0,0,0,0,0,0,False,15,0,0,0,0,17,0,1095,0,4,0,7.0,1,19,76,57,49,True,0,262,,,0,1,0.021355340257287,7,Sub,Ipswich,Newcastle United,0,4,26771,2024,695337,0.0807233899831771,0,1,0,0.021355340257287,0.102078728377819,0.0,26771,Ipswich,Nathan Broadhead,Nathan Broadhead,MID,4,2,17
0,0,4,0,3.7,262,0.01,0.13,0.12,0.0,171,0,0,0.9,3.2,2024-12-27,10,0,0,0,0,0,0,0,False,1,0,0,0,0,18,0,1040,0,0,1,2.0,1,-70,22,92,49,False,0,262,,,0,1,0.0483346581459045,9,Sub,Arsenal,Ipswich,1,0,26773,2024,696424,0.0,0,0,0,0.0483346581459045,0.0628165751695633,0.0144819160923361,26773,Ipswich,Nathan Broadhead,Nathan Broadhead,MID,2,5,18
0,0,6,1,12.5,262,0.01,0.42,0.41,1.85,186,0,0,4.4,7.8,2024-12-30,76,0,0,0,0,0,0,0,False,6,0,0,0,0,19,0,1055,1,0,2,24.0,3,-4,46,50,49,True,0,262,,,0,2,0.2123506963253021,82,AML,Ipswich,Chelsea,2,0,26787,2024,696897,0.1163692101836204,0,1,0,0.2123506963253021,0.2668740749359131,0.0,26787,Ipswich,Nathan Broadhead,Nathan Broadhead,MID,3,2,19
0,0,14,0,15.9,262,0.72,0.8,0.08,1.4,195,1,0,3.7,13.8,2025-01-05,79,0,0,0,0,0,0,0,False,9,0,0,0,0,20,0,1155,1,2,2,7.0,1,65,119,54,49,False,1,262,,,0,1,0.0714042410254478,80,ML,Fulham,Ipswich,2,2,26796,2024,697545,0.3616255223751068,0,1,0,0.0714042410254478,0.512373149394989,0.4409689307212829,26796,Ipswich,Nathan Broadhead,Nathan Broadhead,MID,2,3,20
0,0,11,0,11.8,262,0.0,0.05,0.05,0.97,204,2,0,3.6,7.4,2025-01-16,90,0,0,0,0,0,0,0,False,5,0,0,0,0,21,0,1310,1,2,0,17.0,2,128,204,76,49,True,0,262,,,0,1,0.066580630838871,90,AML,Ipswich,Brighton,0,2,26805,2024,699543,0.0199786648154258,0,1,0,0.066580630838871,0.0865592956542968,0.066580630838871,26805,Ipswich,Nathan Broadhead,Nathan Broadhead,MID,3,2,21
0,0,7,0,0.6,262,0.0,0.0,0.0,0.04,226,0,0,0.8,7.8,2025-01-25,11,0,0,0,0,0,0,0,False,12,0,0,0,0,23,0,1299,0,1,4,0.0,1,-72,42,114,49,False,0,262,,,0,0,0.0,4,Sub,Liverpool,Ipswich,4,1,26827,2024,701526,0.0,0,0,0,0.0,0.2919474244117737,0.2919474244117737,26827,Ipswich,Nathan Broadhead,Nathan Broadhead,MID,2,5,23
0,0,5,0,13.3,262,0.14,0.45,0.31,0.49,236,1,0,5.6,6.6,2025-02-01,61,0,0,0,0,0,0,0,False,17,0,0,0,0,24,0,1342,1,2,1,36.0,2,11,75,64,49,True,0,262,,,0,2,0.6957623362541199,66,AML,Ipswich,Southampton,1,2,26837,2024,703362,0.0998731851577758,0,1,0,0.6957623362541199,1.4082273244857788,0.6125918626785278,26837,Ipswich,Nathan Broadhead,Nathan Broadhead,MID,1,2,24
0,0,5,0,4.5,262,0.11,0.21,0.1,0.15,256,2,0,1.2,0.0,2025-02-22,22,0,0,0,0,0,0,0,False,18,0,0,0,0,26,0,1316,0,4,1,7.0,1,-47,27,74,49,True,0,262,,,0,1,0.0783060565590858,19,Sub,Ipswich,Tottenham,1,4,26857,2024,707803,0.0,0,0,0,0.0783060565590858,0.136478453874588,0.0581724010407924,26857,Ipswich,Nathan Broadhead,Nathan Broadhead,MID,2,2,26
0,0,1,0,2.4,262,0.0,0.0,0.0,0.01,270,0,0,0.7,0.6,2025-02-26,24,0,0,0,0,0,0,0,False,14,0,0,0,0,27,0,1307,0,2,3,4.0,1,-20,18,38,49,False,0,262,,,0,0,0.0,20,Sub,Manchester United,Ipswich,3,2,26871,2024,709235,0.0,0,0,0,0.0,0.0256834868341684,0.0256834868341684,26871,Ipswich,Nathan Broadhead,Nathan Broadhead,MID,2,3,27
