assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position,team_h_difficulty,team_a_difficulty,event
0,0,2,0,0.0,235,0.02,0.02,0.0,1.43,3,3,0,2.4,23.8,2024-08-17,90,0,0,0,0,0,0,0,False,5,0,0,0,0,1,2,1450939,1,3,0,0.0,1,0,0,0,50,True,0,235,,,0,0,0,90,GK,Everton,Brighton,0,3,26605,2024,666325,0.0,0,0,0,0,0.1128760799765586,0.1128760799765586,741,Everton,Jordan Pickford,Jordan Pickford,GK,3,3,1
0,0,-5,0,0.1,235,0.0,0.0,0.0,2.43,19,4,0,2.1,21.2,2024-08-24,90,0,0,0,0,0,0,0,False,18,0,0,0,0,2,3,1338340,1,0,4,0.0,1,-175085,10658,185743,50,False,0,235,,,0,0,0,90,GK,Tottenham,Everton,4,0,26617,2024,667991,0.0,0,0,0,0,0.0729162916541099,0.0729162916541099,741,Everton,Jordan Pickford,Jordan Pickford,GK,3,3,2
0,0,5,0,0.0,235,0.0,0.0,0.0,2.22,24,3,0,2.9,29.0,2024-08-31,90,0,0,0,0,0,0,0,False,3,0,0,0,0,3,4,1184757,1,3,2,0.0,2,-177736,22290,200026,49,True,0,235,,,0,0,0,90,GK,Everton,Bournemouth,2,3,26624,2024,671751,0.0,0,0,0,0,0.1585199981927871,0.1585199981927871,741,Everton,Jordan Pickford,Jordan Pickford,GK,3,3,3
0,0,7,0,0.0,235,0.01,0.01,0.0,2.12,31,3,0,3.2,32.4,2024-09-14,90,0,0,0,0,0,0,0,False,2,0,0,0,0,4,4,1005768,1,2,3,0.0,2,-194859,13052,207911,49,False,0,235,,,0,0,0,90,GK,Aston Villa,Everton,3,2,26638,2024,673937,0.0,0,0,0,0,0.1042647957801818,0.1042647957801818,741,Everton,Jordan Pickford,Jordan Pickford,GK,3,4,4
0,0,7,0,0.0,235,0.01,0.01,0.0,0.66,45,1,0,1.3,13.0,2024-09-21,90,0,0,0,0,0,0,0,False,11,0,0,0,0,5,1,946255,1,1,1,0.0,2,-70544,12415,82959,49,False,0,235,,,0,0,0,90,GK,Leicester,Everton,1,1,26644,2024,675670,0.0,0,0,0,0,0.0976677238941192,0.0976677238941192,741,Everton,Jordan Pickford,Jordan Pickford,GK,3,1,5
0,0,9,0,0.0,235,0.01,0.01,0.0,0.95,55,1,0,2.0,20.2,2024-09-28,90,0,0,0,0,0,0,0,False,7,0,0,0,0,6,3,868060,1,1,2,0.0,2,-83631,17476,101107,48,True,1,235,,,0,0,0,90,GK,Everton,Crystal Palace,2,1,26654,2024,677805,0.0,0,0,0,0,0.3245075941085815,0.3245075941085815,741,Everton,Jordan Pickford,Jordan Pickford,GK,3,3,6
0,3,36,1,0.0,235,0.0,0.0,0.0,2.05,67,0,0,4.3,43.2,2024-10-05,90,0,0,0,0,0,0,0,False,15,0,0,1,0,7,3,828414,1,0,0,0.0,15,-45669,11075,56744,48,True,0,235,,,0,0,0,90,GK,Everton,Newcastle United,0,0,26669,2024,679728,0.0,0,0,0,0,0.0,0.0,741,Everton,Jordan Pickford,Jordan Pickford,GK,4,3,7
0,0,28,1,0.0,235,0.0,0.0,0.0,1.25,73,0,0,1.6,15.8,2024-10-19,90,0,0,0,0,0,0,0,False,10,0,0,0,0,8,2,965800,1,2,0,0.0,6,115903,138254,22351,48,False,0,235,,,0,0,0,90,GK,Ipswich,Everton,0,2,26674,2024,681428,0.0,0,0,0,0,0.0,0.0,741,Everton,Jordan Pickford,Jordan Pickford,GK,3,2,8
0,0,12,0,0.0,235,0.01,0.01,0.0,1.26,87,1,0,2.4,24.4,2024-10-26,90,0,0,0,0,0,0,0,False,9,0,0,0,0,9,2,1031005,1,1,1,0.0,2,62043,84253,22210,48,True,0,235,,,0,0,0,90,GK,Everton,Fulham,1,1,26687,2024,683143,0.0,0,0,0,0,0.1208649352192878,0.1208649352192878,741,Everton,Jordan Pickford,Jordan Pickford,GK,3,3,9
0,0,7,0,0.1,235,0.01,0.01,0.0,0.74,98,1,0,1.3,12.6,2024-11-02,90,0,0,0,0,0,0,0,False,17,0,0,0,0,10,1,1107599,1,0,1,0.0,2,63474,87088,23614,49,False,0,235,,,0,0,0,90,GK,Southampton,Everton,1,0,26699,2024,685128,0.0,0,0,0,0,0.0,0.0,741,Everton,Jordan Pickford,Jordan Pickford,GK,3,1,10
0,3,32,1,0.0,235,0.0,0.0,0.0,0.83,109,0,0,4.8,47.8,2024-11-09,90,0,0,0,0,0,0,0,False,19,0,0,0,0,11,6,1081882,1,0,0,0.0,11,-21830,21761,43591,49,False,0,235,,,0,0,0,90,GK,West Ham,Everton,0,0,26710,2024,686648,0.0,0,0,0,0,0.0270366556942462,0.0270366556942462,741,Everton,Jordan Pickford,Jordan Pickford,GK,3,2,11
0,0,26,1,0.1,235,0.0,0.0,0.0,1.1,114,0,0,1.5,15.2,2024-11-23,90,0,0,0,0,0,0,0,False,4,0,0,0,0,12,2,1120301,1,0,0,0.0,6,24095,55721,31626,49,True,0,235,,,0,0,0,90,GK,Everton,Brentford,0,0,26715,2024,688453,0.0,0,0,0,0,0.1239945441484451,0.1239945441484451,741,Everton,Jordan Pickford,Jordan Pickford,GK,3,3,12
0,0,-4,0,0.0,235,0.01,0.01,0.0,0.73,126,4,0,1.3,13.2,2024-12-01,90,0,0,0,0,0,0,0,False,14,0,0,0,0,13,1,1123898,1,0,4,0.0,0,1464,30649,29185,49,False,0,235,,,0,0,0,90,GK,Manchester United,Everton,4,0,26727,2024,690658,0.0,0,0,0,0,0.0,0.0,741,Everton,Jordan Pickford,Jordan Pickford,GK,3,3,13
0,0,27,1,10.0,235,0.01,0.01,0.0,0.78,134,0,0,3.1,21.0,2024-12-04,90,0,0,0,0,0,0,0,False,20,0,0,0,0,14,2,1115804,1,0,4,0.0,6,-13163,28498,41661,49,True,0,235,,,0,0,0,90,GK,Everton,Wolverhampton Wanderers,4,0,26735,2024,691569,0.0351453982293605,0,1,0,0,0.0529637485742569,0.0178183503448963,741,Everton,Jordan Pickford,Jordan Pickford,GK,3,3,14
0,2,30,1,0.0,235,0.0,0.0,0.0,1.22,151,0,0,4.4,44.4,2024-12-14,90,0,0,0,0,0,0,0,False,1,0,0,0,0,16,5,1031166,1,0,0,0.0,8,-35766,17574,53340,49,False,1,235,,,0,0,0,90,GK,Arsenal,Everton,0,0,26755,2024,693740,0.0,0,0,0,0,0.0,0.0,741,Everton,Jordan Pickford,Jordan Pickford,GK,3,5,16
0,1,26,1,0.0,235,0.0,0.0,0.0,0.86,164,0,0,2.6,26.4,2024-12-22,90,0,0,0,0,0,0,0,False,6,0,0,0,0,17,4,1078706,1,0,0,0.0,7,38310,59752,21442,49,True,1,235,,,0,0,0,90,GK,Everton,Chelsea,0,0,26764,2024,695754,0.0,0,0,0,0,0.0,0.0,741,Everton,Jordan Pickford,Jordan Pickford,GK,3,3,17
0,1,22,0,0.0,235,0.0,0.0,0.0,2.09,176,1,0,5.5,55.0,2024-12-26,90,0,0,0,0,0,0,0,False,13,0,0,1,0,18,4,1175818,1,1,1,0.0,9,86402,110024,23622,49,False,0,235,,,0,0,0,90,GK,Manchester City,Everton,1,1,26777,2024,696135,0.0,0,0,0,0,0.0295382048934698,0.0295382048934698,741,Everton,Jordan Pickford,Jordan Pickford,GK,3,4,18
0,0,9,0,0.0,235,0.01,0.01,0.0,1.48,184,2,0,4.0,40.2,2024-12-29,90,0,0,0,0,0,0,0,False,16,0,0,0,0,19,5,1432774,1,2,0,0.0,1,242693,256168,13475,50,True,1,235,,,0,0,0,90,GK,Everton,Nottingham Forest,0,2,26785,2024,696670,0.0,0,0,0,0,0.0,0.0,741,Everton,Jordan Pickford,Jordan Pickford,GK,4,3,19
0,0,22,0,0.0,235,0.02,0.02,0.0,1.84,192,1,0,5.1,51.4,2025-01-04,90,0,0,0,0,0,0,0,False,3,0,0,0,0,20,7,1491607,1,0,1,0.0,4,55895,115670,59775,50,False,0,235,,,0,0,0,90,GK,Bournemouth,Everton,1,0,26792,2024,697146,0.0,0,0,0,0,0.0,0.0,741,Everton,Jordan Pickford,Jordan Pickford,GK,3,3,20
0,0,9,0,0.0,235,0.01,0.01,0.0,1.21,203,1,0,1.7,16.6,2025-01-15,90,0,0,0,0,0,0,0,False,2,0,0,0,0,21,2,1562126,1,1,0,0.0,1,55425,106088,50663,50,True,1,235,,,0,0,0,90,GK,Everton,Aston Villa,0,1,26804,2024,699258,0.0,0,0,0,0,0.0,0.0,741,Everton,Jordan Pickford,Jordan Pickford,GK,3,3,21
0,0,8,0,0.0,235,0.01,0.01,0.0,1.12,214,2,0,3.0,29.8,2025-01-19,90,0,0,0,0,0,0,0,False,18,0,0,0,0,22,3,1528096,1,2,3,0.0,2,-33463,30539,64002,50,True,0,235,,,0,0,0,90,GK,Everton,Tottenham,3,2,26815,2024,700440,0.0,0,0,0,0,0.4007259607315063,0.4007259607315063,741,Everton,Jordan Pickford,Jordan Pickford,GK,2,3,22
0,0,20,1,0.0,235,0.0,0.0,0.0,0.73,223,0,0,1.2,12.0,2025-01-25,90,0,0,0,0,0,0,0,False,5,0,0,0,0,23,1,1581751,1,1,0,0.0,5,46355,93734,47379,50,False,1,235,,,0,0,0,90,GK,Brighton,Everton,0,1,26824,2024,701420,0.0,0,0,0,0,0.0,0.0,741,Everton,Jordan Pickford,Jordan Pickford,GK,3,3,23
1,0,37,1,10.0,235,0.01,0.01,0.0,0.33,235,0,0,4.1,30.8,2025-02-01,90,0,0,0,0,0,0,0,False,11,0,0,0,0,24,1,2085418,1,0,4,0.0,9,442413,462500,20087,51,True,0,235,,,0,0,0,90,GK,Everton,Leicester,4,0,26836,2024,703323,0.2449958324432373,1,1,0,0,0.8535448908805847,0.6085490584373474,741,Everton,Jordan Pickford,Jordan Pickford,GK,1,3,24
0,0,5,0,0.0,235,0.01,0.01,0.0,0.65,144,2,0,1.1,11.4,2025-02-12,90,0,0,0,0,0,0,0,False,12,0,0,0,0,24,2,2085418,1,2,2,0.0,1,442413,462500,20087,51,True,0,235,,,0,0,0,90,GK,Everton,Liverpool,2,2,26748,2024,705747,0.0,0,0,0,0,0.0,0.0,741,Everton,Jordan Pickford,Jordan Pickford,GK,5,3,24
0,0,17,0,0.0,235,0.0,0.0,0.0,1.72,243,1,0,3.6,35.8,2025-02-15,90,0,0,0,0,0,0,0,False,7,0,0,0,0,25,5,2016101,1,2,1,0.0,3,-20038,57355,77393,51,False,0,235,,,0,0,0,90,GK,Crystal Palace,Everton,1,2,26844,2024,706408,0.0,0,0,0,0,0.2139421999454498,0.2139421999454498,741,Everton,Jordan Pickford,Jordan Pickford,GK,3,3,25
0,0,3,0,0.0,235,0.01,0.01,0.0,0.41,254,2,0,1.0,10.0,2025-02-22,90,0,0,0,0,0,0,0,False,14,0,0,0,0,26,1,2070501,1,2,2,0.0,1,42097,66727,24630,51,True,0,235,,,0,0,0,90,GK,Everton,Manchester United,2,2,26855,2024,707515,0.0,0,0,0,0,0.0,0.0,741,Everton,Jordan Pickford,Jordan Pickford,GK,2,3,26
0,0,10,0,0.0,235,0.0,0.0,0.0,1.48,261,1,0,1.7,16.8,2025-02-26,90,0,0,0,0,0,0,0,False,4,0,0,0,0,27,2,2079962,1,1,1,0.0,2,8254,52708,44454,51,False,0,235,,,0,0,0,90,GK,Brentford,Everton,1,1,26862,2024,709130,0.0,0,0,0,0,0.0146745173260569,0.0146745173260569,741,Everton,Jordan Pickford,Jordan Pickford,GK,3,3,27
0,0,9,0,0.0,235,0.01,0.01,0.0,0.77,280,1,0,2.2,21.8,2025-03-08,90,0,0,0,0,0,0,0,False,20,0,0,0,0,28,2,2114101,1,1,1,0.0,2,27066,62723,35657,51,False,0,235,,,0,0,0,90,GK,Wolverhampton Wanderers,Everton,1,1,26881,2024,711710,0.0,0,0,0,0,0.0143042635172605,0.0143042635172605,741,Everton,Jordan Pickford,Jordan Pickford,GK,3,3,28
0,0,17,0,0.0,235,0.0,0.0,0.0,0.83,284,1,0,4.0,40.4,2025-03-15,90,0,0,0,0,0,0,0,False,19,0,0,0,0,29,5,2279078,1,1,1,0.0,3,23962,61187,37225,51,True,0,235,,,0,0,0,90,GK,Everton,West Ham,1,1,26885,2024,712948,0.0,0,0,0,0,0.0494653172791004,0.0494653172791004,741,Everton,Jordan Pickford,Jordan Pickford,GK,2,3,29
0,0,12,0,0.0,235,0.0,0.0,0.0,1.47,297,1,0,2.0,19.6,2025-04-02,90,0,0,0,0,0,0,0,False,12,0,0,0,0,30,3,1887900,1,0,1,0.0,3,-251760,11287,263047,51,False,0,235,,,0,0,0,90,GK,Liverpool,Everton,1,0,26901,2024,716249,0.0,0,0,0,0,0.0,0.0,741,Everton,Jordan Pickford,Jordan Pickford,GK,3,5,30
