assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position,team_h_difficulty,team_a_difficulty,event
0,0,12,0,15.6,499,0.04,0.05,0.01,0.9,10,1,0,2.9,7.0,2024-08-19,77,0,0,0,0,0,0,0,False,11,0,0,0,0,1,0,23419,1,1,1,6.0,2,0,0,0,50,False,0,499,,,Pape Matar Sarr,0,1,0.0193264540284872,79,MC,Leicester,Tottenham,1,1,26611,2024,667460,0.1183813959360122,0,1,0,0.0193264540284872,0.2736666798591614,0.2543402016162872,26611,Tottenham,Pape Matar Sarr,Pape Sarr,MID,2,1,1
0,0,1,0,0.5,499,0.0,0.0,0.0,0.0,19,0,0,0.6,3.8,2024-08-24,23,0,0,0,0,0,0,0,False,8,0,0,0,0,2,0,25577,0,0,4,2.0,1,-675,2361,3036,50,True,0,499,,,Pape Matar Sarr,0,0,0.0,20,Sub,Tottenham,Everton,4,0,26617,2024,667987,0.0,0,0,0,0.0,0.0,0.0,26617,Tottenham,Pape Matar Sarr,Pape Sarr,MID,3,3,2
0,0,16,0,8.3,499,0.08,0.15,0.07,0.49,28,1,0,3.9,16.8,2024-09-01,45,0,0,0,0,0,0,0,False,15,0,0,0,0,3,0,21449,1,1,2,14.0,0,-4561,1190,5751,49,False,1,499,,,Pape Matar Sarr,0,2,0.0441133975982666,51,MC,Newcastle United,Tottenham,2,1,26629,2024,672476,0.0,0,0,0,0.0441133975982666,0.1885571479797363,0.1444437503814697,26629,Tottenham,Pape Matar Sarr,Pape Sarr,MID,2,4,3
0,0,7,0,12.1,499,0.01,0.06,0.05,0.0,39,0,0,2.8,8.2,2024-09-15,22,0,0,0,0,0,0,0,False,1,0,0,0,0,4,0,22239,0,1,0,8.0,1,-494,4244,4738,49,True,0,499,,,Pape Matar Sarr,0,2,0.0359823703765869,19,Sub,Tottenham,Arsenal,0,1,26640,2024,674317,0.0266771297901868,0,1,0,0.0359823703765869,0.1104426309466362,0.0477831326425075,26640,Tottenham,Pape Matar Sarr,Pape Sarr,MID,5,3,4
0,0,1,0,1.4,499,0.02,0.02,0.0,0.0,49,0,0,0.3,0.0,2024-09-21,20,0,0,0,0,0,0,0,False,4,0,0,0,0,5,0,21457,0,1,3,2.0,1,-1093,1281,2374,49,True,0,499,,,Pape Matar Sarr,0,0,0.0,16,Sub,Tottenham,Brentford,3,1,26648,2024,675788,0.0,0,0,0,0.0,0.0,0.0,26648,Tottenham,Pape Matar Sarr,Pape Sarr,MID,3,3,5
1,0,12,0,10.6,499,0.0,0.47,0.47,0.19,57,0,0,3.8,15.2,2024-09-29,13,0,0,0,0,0,0,0,False,14,0,0,0,0,6,0,19681,0,3,0,12.0,4,-1949,862,2811,49,False,0,499,,,Pape Matar Sarr,0,2,0.509319007396698,8,Sub,Manchester United,Tottenham,0,3,26660,2024,678670,0.9579878449440002,1,2,0,0.509319007396698,0.4888429641723633,0.0,26660,Tottenham,Pape Matar Sarr,Pape Sarr,MID,2,3,6
0,0,4,0,0.1,499,0.0,0.0,0.0,0.02,64,0,0,0.1,0.4,2024-10-06,11,0,0,0,0,0,0,0,False,5,0,0,0,0,7,0,20842,0,2,3,0.0,1,651,2672,2021,49,False,0,499,,,Pape Matar Sarr,0,0,0.0,9,Sub,Brighton,Tottenham,3,2,26671,2024,680446,0.0,0,0,0,0.0,0.0,0.0,26671,Tottenham,Pape Matar Sarr,Pape Sarr,MID,2,3,7
1,0,19,0,13.8,499,0.01,0.01,0.0,0.54,79,0,0,4.2,28.6,2024-10-19,45,0,0,0,0,0,0,0,False,19,0,0,0,0,8,0,20111,0,1,4,0.0,4,-892,1153,2045,49,True,0,499,,,Pape Matar Sarr,0,0,0.0,43,Sub,Tottenham,West Ham,4,1,26672,2024,680953,0.1132320240139961,1,1,0,0.0,0.2050013691186905,0.0917693525552749,26672,Tottenham,Pape Matar Sarr,Pape Sarr,MID,2,3,8
0,0,6,0,4.1,499,0.02,0.02,0.0,0.08,86,0,0,0.8,3.4,2024-10-27,28,0,0,0,0,0,0,0,False,7,0,0,0,0,9,0,20647,0,0,1,0.0,1,294,1383,1089,49,False,0,499,,,Pape Matar Sarr,0,0,0.0,22,Sub,Crystal Palace,Tottenham,1,0,26689,2024,683505,0.0,0,0,0,0.0,0.0,0.0,26689,Tottenham,Pape Matar Sarr,Pape Sarr,MID,2,3,9
0,0,17,0,8.5,499,0.09,0.19,0.1,1.86,99,1,0,3.3,13.6,2024-11-03,90,0,0,0,0,0,0,0,False,2,0,0,0,0,10,0,21294,1,1,4,11.0,2,436,1989,1553,48,True,0,499,,,Pape Matar Sarr,0,4,0.0539264306426048,90,MC,Tottenham,Aston Villa,4,1,26700,2024,685519,0.0,0,0,0,0.0539264306426048,1.1504062414169312,1.1237443685531616,26700,Tottenham,Pape Matar Sarr,Pape Sarr,MID,3,3,10
