fpl_id,fpl_name,fpl_position,team,full_team_name,understat_name,understat_id
365,Antony Matheus dos Santos,3,Man Utd,Manchester United,Antony,11094
378,Kobbie Mainoo,3,Man Utd,Manchester United,Kobbie Mainoo,11174
652,Manuel Ugarte,3,Man Utd,Manchester United,Manuel Ugarte,11766
613,Toby Collyer,3,Man Utd,Manchester United,Toby Collyer,12461
401,Alexander Isak,4,Newcastle,Newcastle United,Alexander Isak,5232
398,Anthony Gordon,3,Newcastle,Newcastle United,Anthony Gordon,8150
392,Harvey Barnes,3,Newcastle,Newcastle United,Harvey Barnes,6681
403,Joelinton Cássio Apolinário de Lira,3,Newcastle,Newcastle United,Joelinton,87
402,Jacob Murphy,3,Newcastle,Newcastle United,Jacob Murphy,6063
415,Fabian Schär,2,Newcastle,Newcastle United,Fabian Schär,76
394,Bruno Guimarães Rodriguez Moura,3,Newcastle,Newcastle United,Bruno Guimarães,8327
417,Sandro Tonali,3,Newcastle,Newcastle United,Sandro Tonali,7958
421,Callum Wilson,4,Newcastle,Newcastle United,Callum Wilson,468
418,Kieran Trippier,2,Newcastle,Newcastle United,Kieran Trippier,652
416,Matt Targett,2,Newcastle,Newcastle United,Matt Targett,884
405,Emil Krafth,2,Newcastle,Newcastle United,Emil Krafth,1545
413,Nick Pope,1,Newcastle,Newcastle United,Nick Pope,5552
396,Martin Dúbravka,1,Newcastle,Newcastle United,Martin Dubravka,6532
420,Joe Willock,3,Newcastle,Newcastle United,Joe Willock,6630
410,Sean Longstaff,3,Newcastle,Newcastle United,Sean Longstaff,7078
395,Dan Burn,2,Newcastle,Newcastle United,Dan Burn,7382
391,Miguel Almirón Rejala,3,Newcastle,Newcastle United,Miguel Almirón,7420
404,Lloyd Kelly,2,Newcastle,Newcastle United,Lloyd Kelly,8090
393,Sven Botman,2,Newcastle,Newcastle United,Sven Botman,8635
409,Tino Livramento,2,Newcastle,Newcastle United,Valentino Livramento,9512
590,William Osula,4,Newcastle,Newcastle United,William Osula,9556
399,Lewis Hall,2,Newcastle,Newcastle United,Lewis Hall,10216
411,Lewis Miley,3,Newcastle,Newcastle United,Lewis Miley,11386
447,Chris Wood,4,Nott'm Forest,Nottingham Forest,Chris Wood,4456
433,Morgan Gibbs-White,3,Nott'm Forest,Nottingham Forest,Morgan Gibbs-White,6857
434,Callum Hudson-Odoi,3,Nott'm Forest,Nottingham Forest,Callum Hudson-Odoi,6456
432,Anthony Elanga,3,Nott'm Forest,Nottingham Forest,Anthony Elanga,9524
422,Ola Aina,2,Nott'm Forest,Nottingham Forest,Ola Aina,725
573,Nikola Milenković,2,Nott'm Forest,Nottingham Forest,Nikola Milenkovic,6174
424,Taiwo Awoniyi,4,Nott'm Forest,Nottingham Forest,Taiwo Awoniyi,7814
437,Neco Williams,2,Nott'm Forest,Nottingham Forest,Neco Williams,8204
423,Elliot Anderson,3,Nott'm Forest,Nottingham Forest,Elliot Anderson,9154
449,Ryan Yates,3,Nott'm Forest,Nottingham Forest,Ryan Yates,11003
436,Murillo Santiago Costa dos Santos,2,Nott'm Forest,Nottingham Forest,Murillo,12123
9,Gabriel Martinelli Silva,3,Arsenal,Arsenal,Jota Silva,12766
620,Ramón Sosa,3,Nott'm Forest,Nottingham Forest,Ramón Sosa,13021
531,James Ward-Prowse,3,West Ham,West Ham,James Ward-Prowse,843
26,Álex Moreno Lopera,2,Nott'm Forest,Nottingham Forest,Álex Moreno,4120
442,Ibrahim Sangaré,3,Nott'm Forest,Nottingham Forest,Ibrahim Sangare,5722
425,Willy Boly,2,Nott'm Forest,Nottingham Forest,Willy Boly,6850
443,Matz Sels,1,Nott'm Forest,Nottingham Forest,Matz Sels,6903
431,Nicolás Domínguez,3,Nott'm Forest,Nottingham Forest,Nicolás Domínguez,8252
444,Harry Toffolo,2,Nott'm Forest,Nottingham Forest,Harry Toffolo,10758
429,Danilo dos Santos de Oliveira,3,Nott'm Forest,Nottingham Forest,Danilo,11317
428,Eric da Silva Moreira,3,Nott'm Forest,Nottingham Forest,Eric da Silva Moreira,12765
653,Felipe Rodrigues da Silva,2,Nott'm Forest,Nottingham Forest,Morato,13068
39,Joe Gauci,1,Aston Villa,Aston Villa,Joe Ayodele-Aribo,10766
453,Adam Armstrong,4,Southampton,Southampton,Adam Armstrong,4419
455,Jan Bednarek,2,Southampton,Southampton,Jan Bednarek,6042
27,Cameron Archer,4,Southampton,Southampton,Cameron Archer,9912
608,Tyler Dibling,3,Southampton,Southampton,Tyler Dibling,10586
470,Paul Onuachu,4,Southampton,Southampton,Paul Onuachu,11360
461,Taylor Harwood-Bellis,2,Southampton,Southampton,Taylor Harwood-Bellis,8495
462,Kamaldeen Sulemana,3,Southampton,Southampton,Kamaldeen Sulemana,9630
518,Flynn Downes,3,Southampton,Southampton,Flynn Downes,10845
474,Sugawara Yukinari,2,Southampton,Southampton,Yukinari Sugawara,12761
634,Gustavo Nunes Fernandes Gomes,3,Brentford,Brentford,Mateus Fernandes,12948
463,Adam Lallana,3,Southampton,Southampton,Adam Lallana,486
469,Alex McCarthy,1,Southampton,Southampton,Alex McCarthy,635
476,Kyle Walker-Peters,2,Southampton,Southampton,Kyle Walker-Peters,885
397,Ryan Fraser,3,Southampton,Southampton,Ryan Fraser,1683
472,Jack Stephens,2,Southampton,Southampton,Jack Stephens,1735
515,Maxwel Cornet,3,Southampton,Southampton,Maxwel Cornet,3278
14,Aaron Ramsdale,1,Southampton,Southampton,Aaron Ramsdale,5603
475,Charlie Taylor,2,Southampton,Southampton,Charlie Taylor,6044
471,Will Smallbone,3,Southampton,Southampton,William Smallbone,8224
188,Lesley Ugochukwu,3,Southampton,Southampton,Chimuanya Ugochukwu,9451
459,Samuel Edozie,3,Southampton,Southampton,Samuel Edozie,10072
450,Carlos Alcaraz Durán,3,Everton,Everton,Carlos Alcaraz,11297
457,James Bree,2,Southampton,Southampton,James Bree,11359
451,Samuel Amo-Ameyaw,3,Southampton,Southampton,Samuel Amo-Ameyaw,11618
584,Ben Brereton Díaz,3,Southampton,Southampton,Ben Brereton Díaz,11815
466,Joe Lumley,1,Southampton,Southampton,Joe Lumley,12762
477,Nathan Wood-Gordon,2,Southampton,Southampton,Nathan Wood,12763
734,Albert Grønbæk,3,Southampton,Southampton,Albert Grønbæk,12880
473,Ross Stewart,4,Southampton,Southampton,Ross Stewart,13060
467,Ryan Manning,2,Southampton,Southampton,Ryan Manning,13134
460,Ronnie Edwards,2,Southampton,Southampton,Ronnie Edwards,13239
718,Welington Damascena Santos,2,Southampton,Southampton,Welington,13403
494,James Maddison,3,Spurs,Tottenham,James Maddison,6818
82,Dominic Solanke-Mitchell,4,Spurs,Tottenham,Dominic Solanke,1679
491,Brennan Johnson,3,Spurs,Tottenham,Brennan Johnson,10760
503,Son Heung-min,3,Spurs,Tottenham,Son Heung-Min,453
492,Dejan Kulusevski,3,Spurs,Tottenham,Dejan Kulusevski,6691
482,Yves Bissouma,3,Spurs,Tottenham,Yves Bissouma,5609
497,Richarlison de Andrade,4,Spurs,Tottenham,Richarlison,6026
480,Rodrigo Bentancur,3,Spurs,Tottenham,Rodrigo Bentancur,6108
495,Pedro Porro,2,Spurs,Tottenham,Pedro Porro,6912
499,Pape Matar Sarr,3,Spurs,Tottenham,Pape Sarr,9021
498,Cristian Romero,2,Spurs,Tottenham,Cristian Romero,7218
509,Timo Werner,3,Spurs,Tottenham,Timo Werner,65
484,Ben Davies,2,Spurs,Tottenham,Ben Davies,660
488,Fraser Forster,1,Spurs,Tottenham,Fraser Forster,831
496,Sergio Reguilón,2,Spurs,Tottenham,Sergio Reguilón,7187
479,Brandon Austin,1,Spurs,Tottenham,Brandon Austin,8093
505,Destiny Udogie,2,Spurs,Tottenham,Iyenoma Destiny Udogie,8831
508,Guglielmo Vicario,1,Spurs,Tottenham,Guglielmo Vicario,8858
486,Radu Drăgușin,2,Spurs,Tottenham,Radu Dragusin,9105
500,Dane Scarlett,4,Spurs,Tottenham,Dane Scarlett,9332
506,Micky van de Ven,2,Spurs,Tottenham,Micky van de Ven,10050
489,Archie Gray,3,Spurs,Tottenham,Archie Gray,10184
504,Djed Spence,2,Spurs,Tottenham,Djed Spence,10764
612,Wilson Odobert,3,Spurs,Tottenham,Wilson Odobert,10822
699,Alfie Dorrington,2,Spurs,Tottenham,Alfie Dorrington,12193
610,Mikey Moore,3,Spurs,Tottenham,Mikey Moore,12603
481,Lucas Bergvall,3,Spurs,Tottenham,Lucas Bergvall,12912
609,Will Lankshear,4,Spurs,Tottenham,Will Lankshear,13127
716,Antonín Kinsky,1,Spurs,Tottenham,Antonín Kinsky,13348
514,Jarrod Bowen,3,West Ham,West Ham,Jarrod Bowen,1776
530,Tomáš Souček,3,West Ham,West Ham,Tomas Soucek,8288
527,Lucas Tolentino Coelho de Lima,3,West Ham,West Ham,Lucas Paquetá,7365
525,Mohammed Kudus,3,West Ham,West Ham,Mohammed Kudus,12027
487,Emerson Leite de Souza Junior,2,Spurs,Tottenham,Emerson,1245
388,Aaron Wan-Bissaka,2,West Ham,West Ham,Aaron Wan-Bissaka,5584
589,Niclas Füllkrug,4,West Ham,West Ham,Niclas Füllkrug,6098
512,Michail Antonio,4,West Ham,West Ham,Michail Antonio,531
523,Danny Ings,4,West Ham,West Ham,Danny Ings,986
654,Carlos Soler,3,West Ham,West Ham,Carlos Soler,2478
587,Crysencio Summerville,3,West Ham,West Ham,Crysencio Summerville,9492
517,Aaron Cresswell,2,West Ham,West Ham,Aaron Cresswell,534
521,Łukasz Fabiański,1,West Ham,West Ham,Lukasz Fabianski,706
531,James Ward-Prowse,3,West Ham,West Ham,James Ward-Prowse,843
513,Alphonse Areola,1,West Ham,West Ham,Alphonse Areola,2310
528,Konstantinos Mavropanos,2,West Ham,West Ham,Konstantinos Mavropanos,6722
591,Jean-Clair Todibo,2,West Ham,West Ham,Jean-Clair Todibo,6816
524,Max Kilman,2,West Ham,West Ham,Max Kilman,7332
588,Guido Rodríguez,3,West Ham,West Ham,Guido Rodríguez,8267
516,Vladimír Coufal,2,West Ham,West Ham,Vladimir Coufal,8965
123,Evan Ferguson,4,West Ham,West Ham,Evan Ferguson,10177
643,Kaelan Casey,2,West Ham,West Ham,Kaelan Casey,11409
511,Edson Álvarez Velázquez,3,West Ham,West Ham,Edson Álvarez,11926
701,Lewis Orford,3,West Ham,West Ham,Lewis Orford,12296
677,Ollie Scarles,2,West Ham,West Ham,Oliver Scarles,12358
576,Andy Irving,3,West Ham,West Ham,Andy Irving,12774
526,Luis Guilherme Lira dos Santos,3,West Ham,West Ham,Luis Guilherme,13026
208,Matheus França de Oliveira,3,Crystal Palace,Crystal Palace,Matheus Cunha,7080
566,Jørgen Strand Larsen,4,Wolves,Wolverhampton Wanderers,Jørgen Strand Larsen,11070
533,Rayan Aït-Nouri,2,Wolves,Wolverhampton Wanderers,Rayan Ait Nouri,6674
623,Mateus Gonçalo Espanha Fernandes,3,Southampton,Southampton,Gonçalo Guedes,5682
543,Matt Doherty,2,Wolves,Wolverhampton Wanderers,Matt Doherty,6852
535,Jean-Ricner Bellegarde,3,Wolves,Wolverhampton Wanderers,Jean-Ricner Bellegarde,7762
550,Hwang Hee-chan,3,Wolves,Wolverhampton Wanderers,Hee-Chan Hwang,8845
634,Gustavo Nunes Fernandes Gomes,3,Brentford,Brentford,João Gomes,11384
557,Mario Lemina,3,Wolves,Wolverhampton Wanderers,Mario Lemina,1299
565,Pablo Sarabia,3,Wolves,Wolverhampton Wanderers,Pablo Sarabia,2199
634,Gustavo Nunes Fernandes Gomes,3,Brentford,Brentford,Rodrigo Gomes,12756
542,Craig Dawson,2,Wolves,Wolverhampton Wanderers,Craig Dawson,804
204,Sam Johnstone,1,Wolves,Wolverhampton Wanderers,Sam Johnstone,978
559,Nélson Cabral Semedo,2,Wolves,Wolverhampton Wanderers,Nélson Semedo,6163
770,Marshall Munetsi,3,Wolves,Wolverhampton Wanderers,Marshall Munetsi,7908
562,Daniel Castelo Podence,3,Wolves,Wolverhampton Wanderers,Daniel Podence,8291
544,Tommy Doyle,3,Wolves,Wolverhampton Wanderers,Tommy Doyle,8496
554,José Malheiro de Sá,1,Wolves,Wolverhampton Wanderers,José Sá,9740
558,Yerson Mosquera,2,Wolves,Wolverhampton Wanderers,Yerson Mosquera,9958
567,Toti António Gomes,2,Wolves,Wolverhampton Wanderers,Toti,10293
537,Francisco Jorge Tomás Oliveira,3,Wolves,Wolverhampton Wanderers,Chiquinho,10327
720,Emmanuel Agbadou,2,Wolves,Wolverhampton Wanderers,Emmanuel Agbadou,10856
564,Santiago Bueno,2,Wolves,Wolverhampton Wanderers,Santiago Bueno,10945
731,Andrés García,2,Aston Villa,Aston Villa,André,13022
35,Diego Carlos Santos Silva,2,Aston Villa,Aston Villa,Carlos Forbs,13092
664,Alfie Pond,2,Wolves,Wolverhampton Wanderers,Alfie Pond,13117
617,Francisco Evanilson de Lima Barbosa,4,Bournemouth,Bournemouth,Pedro Lima,13156
