assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3
0.0,0.0,9.0,0.0,0.9,402.0,0.01,0.01,0.0,0.2,5.0,0.0,0.0,0.6,5.0,2024-08-17,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,17.0,0.0,0.0,0.0,0.0,1.0,0.0,193533.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.5,True,0.0,402.0,0.0,0.0,0.0,29.0,Newcastle United,Southampton,1.0,0.0,26606.0,2024.0,666363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6063.0,Newcastle United,2.0,4.0,1.0,3.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.0,0.0,12.8,402.0,0.01,0.01,0.0,1.16,12.0,1.0,0.0,1.6,3.0,2024-08-25,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,3.0,0.0,0.0,0.0,0.0,2.0,0.0,184726.0,1.0,1.0,1.0,0.0,1.0,-14971.0,6437.0,21408.0,5.5,False,0.0,402.0,0.0,0.0,0.0,61.0,Bournemouth,Newcastle United,1.0,1.0,26620.0,2024.0,668724.0,0.0358997993171215,0.0,1.0,0.0,0.0,0.0358997993171215,0.0,6063.0,Newcastle United,3.0,3.0,2.0,1.5,MID,0.0,0.01,0.01,0.0,0.2,0.0,0.0,0.6,5.0,0.9,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,193533.0
1.0,0.0,16.0,0.0,14.8,402.0,0.67,0.76,0.09,0.27,28.0,0.0,0.0,6.0,23.8,2024-09-01,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,18.0,0.0,0.0,0.0,0.0,3.0,0.0,110889.0,0.0,1.0,2.0,21.0,4.0,-74712.0,3085.0,77797.0,5.4,True,0.0,402.0,0.0,2.0,0.1319728344678878,24.0,Newcastle United,Tottenham,2.0,1.0,26629.0,2024.0,672468.0,0.7756212949752808,1.0,1.0,0.0,0.1319728344678878,0.8897727131843567,0.0,6063.0,Newcastle United,3.0,4.0,3.0,2.5,MID,0.0,0.02,0.02,0.0,1.36,1.0,0.0,2.2,8.0,13.7,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.04,0.0,1.0,0.0,0.0,0.04,0.0,4.5,378259.0
0.0,0.0,-1.0,0.0,13.7,402.0,0.19,0.29,0.1,0.99,40.0,1.0,0.0,3.3,6.4,2024-09-15,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,20.0,0.0,0.0,0.0,0.0,4.0,0.0,83894.0,1.0,2.0,1.0,13.0,1.0,-29329.0,5327.0,34656.0,5.3,False,1.0,402.0,0.0,1.0,0.1131092011928558,90.0,Wolverhampton Wanderers,Newcastle United,1.0,2.0,26641.0,2024.0,674634.0,0.0330638997256755,0.0,1.0,0.0,0.1131092011928558,0.3789944350719452,0.2658852338790893,6063.0,Newcastle United,3.0,2.0,4.0,2.3,MID,0.0,0.69,0.78,0.09,1.63,1.0,0.0,8.2,31.8,28.5,21.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,6.0,0.0,2.0,0.13,0.81,1.0,2.0,0.0,0.13,0.93,0.0,7.0,489148.0
1.0,0.0,11.0,0.0,18.3,402.0,0.1,0.13,0.03,1.01,44.0,1.0,0.0,3.9,16.8,2024-09-21,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,9.0,0.0,0.0,0.0,0.0,5.0,0.0,73320.0,0.0,1.0,3.0,4.0,4.0,-11061.0,2141.0,13202.0,5.3,False,0.0,402.0,0.0,1.0,0.0388423614203929,43.0,Fulham,Newcastle United,3.0,1.0,26646.0,2024.0,675742.0,0.0875868052244186,1.0,1.0,0.0,0.0388423614203929,0.2691668272018432,0.1427376568317413,6063.0,Newcastle United,3.0,3.0,5.0,3.0,MID,0.0,0.87,1.06,0.19,2.42,2.0,0.0,10.9,33.2,41.3,34.0,176.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,4.0,6.0,0.0,3.0,0.25,0.84,1.0,3.0,0.0,0.25,1.3,0.27,6.3,379509.0
0.0,0.0,10.0,0.0,25.0,402.0,0.07,0.07,0.0,0.91,58.0,1.0,0.0,3.8,9.0,2024-09-28,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,13.0,0.0,0.0,0.0,0.0,6.0,0.0,56277.0,1.0,1.0,1.0,4.0,2.0,-17377.0,1843.0,19220.0,5.2,True,0.0,402.0,0.0,0.0,0.0,90.0,Newcastle United,Manchester City,1.0,1.0,26652.0,2024.0,677440.0,0.1345834285020828,0.0,2.0,0.0,0.0,0.2326900511980056,0.1951541900634765,6063.0,Newcastle United,4.0,4.0,6.0,2.3,MID,0.0,0.96,1.18,0.22,2.27,2.0,0.0,13.2,47.0,46.8,38.0,164.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,6.0,9.0,0.0,4.0,0.28,0.9,2.0,3.0,0.0,0.28,1.54,0.41,7.8,268103.0
0.0,0.0,9.0,1.0,6.1,402.0,0.12,0.17,0.05,0.61,67.0,0.0,0.0,4.1,16.2,2024-10-05,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,8.0,0.0,0.0,0.0,0.0,7.0,0.0,54005.0,1.0,0.0,0.0,19.0,3.0,-2986.0,4917.0,7903.0,5.2,False,0.0,402.0,0.0,1.0,0.0681840255856514,75.0,Everton,Newcastle United,0.0,0.0,26669.0,2024.0,679749.0,0.0,0.0,0.0,0.0,0.0681840255856514,0.1870548725128173,0.1188708394765853,6063.0,Newcastle United,3.0,3.0,7.0,3.0,MID,0.0,0.36,0.49,0.13,2.91,3.0,0.0,11.0,32.2,57.0,21.0,225.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,5.0,7.0,0.0,2.0,0.15,0.26,1.0,4.0,0.0,0.15,0.88,0.6,7.6,213491.0
0.0,0.0,9.0,0.0,14.7,402.0,0.03,0.07,0.04,0.57,76.0,1.0,0.0,2.7,3.4,2024-10-19,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,5.0,0.0,0.0,0.0,0.0,8.0,0.0,50768.0,1.0,1.0,0.0,9.0,2.0,-3550.0,2732.0,6282.0,5.2,True,0.0,402.0,0.0,2.0,0.0704520866274833,66.0,Newcastle United,Brighton,0.0,1.0,26676.0,2024.0,681357.0,0.0433338843286037,0.0,1.0,0.0,0.0704520866274833,0.137099951505661,0.0402462556958198,6063.0,Newcastle United,3.0,4.0,8.0,2.3,MID,1.0,0.29,0.37,0.08,2.53,2.0,0.0,11.8,42.0,49.4,27.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,9.0,0.0,2.0,0.11,0.22,1.0,3.0,0.0,0.11,0.69,0.46,8.3,183602.0
0.0,0.0,2.0,0.0,0.8,402.0,0.0,0.0,0.0,0.41,85.0,0.0,0.0,0.4,1.0,2024-10-27,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,6.0,0.0,0.0,0.0,0.0,9.0,0.0,46661.0,0.0,1.0,2.0,2.0,1.0,-4202.0,1022.0,5224.0,5.1,False,0.0,402.0,0.0,0.0,0.0,15.0,Chelsea,Newcastle United,2.0,1.0,26688.0,2024.0,683534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6063.0,Newcastle United,3.0,4.0,9.0,1.5,MID,1.0,0.22,0.31,0.09,2.09,2.0,0.0,10.6,28.6,45.8,32.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,7.0,0.0,3.0,0.14,0.18,0.0,3.0,0.0,0.14,0.56,0.35,7.6,161050.0
0.0,0.0,1.0,0.0,0.8,402.0,0.02,0.02,0.0,0.28,119.0,0.0,0.0,0.2,1.0,2024-11-25,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,19.0,0.0,0.0,0.0,0.0,12.0,0.0,33187.0,0.0,2.0,0.0,0.0,1.0,-2199.0,501.0,2700.0,5.0,True,0.0,402.0,0.0,0.0,0.0,18.0,Newcastle United,West Ham,0.0,2.0,26713.0,2024.0,689564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6063.0,Newcastle United,2.0,4.0,12.0,0.3,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
