assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,pts_bps
0,0,0,0,0.0,112,0.0,0.0,0.0,0.0,8,0,0,0.0,0.0,2024-08-18,0,0,0,0,0,0,0,0,False,7,0,0,0,0,1,0,5300,0,1,2,0.0,0,0,0,0,45,True,0,112,,,Mathias Jorgensen,0,0,0.0,87,MC,Brentford,Crystal Palace,2,1,26609,2024,666799,0.0223731342703104,0,1,0,0.0,0.1586468666791916,0.1362737268209457,26609,Brentford,Mathias Jorgensen,Mathias Jensen,3,3,1,0.0,DEF,0
0,0,0,0,0.0,112,0.0,0.0,0.0,0.0,16,0,0,0.0,0.0,2024-08-25,0,0,0,0,0,0,0,0,False,12,0,0,0,0,2,0,3173,0,0,2,0.0,0,-2084,0,2084,45,False,0,112,,,Mathias Jorgensen,0,1,0.0131001183763146,68,MR,Liverpool,Brentford,2,0,26621,2024,668968,0.0936239212751388,0,2,0,0.0131001183763146,0.030474754050374,0.0,26621,Brentford,Mathias Jorgensen,Mathias Jensen,3,5,2,0.0,DEF,0
0,0,0,0,0.0,112,0.0,0.0,0.0,0.0,22,0,0,0.0,0.0,2024-08-31,0,0,0,0,0,0,0,0,False,17,0,0,0,0,3,0,2486,0,1,3,0.0,0,-722,0,722,45,True,0,112,,,Mathias Jorgensen,0,1,0.1325294375419616,90,MC,Brentford,Southampton,3,1,26623,2024,671727,0.4791211783885956,1,3,0,0.1325294375419616,0.9686577320098876,0.3730749785900116,26623,Brentford,Mathias Jorgensen,Mathias Jensen,1,3,3,0.0,DEF,0
0,0,0,0,0.0,112,0.0,0.0,0.0,0.0,83,0,0,0.0,0.0,2024-10-26,0,0,0,0,0,0,0,0,False,10,0,0,0,0,9,0,1534,0,3,4,0.0,0,-50,0,50,45,True,0,112,,,Mathias Jorgensen,0,0,0.0,4,Sub,Brentford,Ipswich,4,3,26685,2024,683002,0.0185696687549352,0,1,0,0.0,0.072938434779644,0.0543687641620636,26685,Brentford,Mathias Jorgensen,Mathias Jensen,2,3,9,0.0,DEF,0
0,0,0,0,0.0,112,0.0,0.0,0.0,0.0,92,0,0,0.0,0.0,2024-11-04,0,0,0,0,0,0,0,0,False,9,0,0,0,0,10,0,1476,0,1,2,0.0,0,-59,0,59,45,False,0,112,,,Mathias Jorgensen,0,0,0.0,16,Sub,Fulham,Brentford,2,1,26693,2024,686132,0.0,0,0,0,0.0,0.5010765194892883,0.5010765194892883,26693,Brentford,Mathias Jorgensen,Mathias Jensen,3,3,10,0.0,DEF,0
0,0,0,0,0.0,112,0.0,0.0,0.0,0.0,101,0,0,0.0,0.0,2024-11-09,0,0,0,0,0,0,0,0,False,3,0,0,0,0,11,0,1442,0,2,3,0.0,0,-33,0,33,45,True,0,112,,,Mathias Jorgensen,0,1,0.0291833225637674,81,MC,Brentford,Bournemouth,3,2,26702,2024,686577,0.0,0,0,0,0.0291833225637674,0.2556521892547607,0.2264688611030578,26702,Brentford,Mathias Jorgensen,Mathias Jensen,3,3,11,0.0,DEF,0
0,0,0,0,0.0,112,0.0,0.0,0.0,0.0,114,0,0,0.0,0.0,2024-11-23,0,0,0,0,0,0,0,0,False,8,0,0,0,0,12,0,1402,0,0,0,0.0,0,-39,0,39,45,False,0,112,,,Mathias Jorgensen,0,2,0.0826326459646225,90,MC,Everton,Brentford,0,0,26715,2024,688472,0.2116477936506271,0,1,0,0.0826326459646225,0.3138723075389862,0.0195918884128332,26715,Brentford,Mathias Jorgensen,Mathias Jensen,3,3,12,0.0,DEF,0
0,0,0,0,0.0,112,0.0,0.0,0.0,0.0,121,0,0,0.0,0.0,2024-11-30,0,0,0,0,0,0,0,0,False,11,0,0,0,0,13,0,1388,0,1,4,0.0,0,-15,0,15,45,True,0,112,,,Mathias Jorgensen,0,0,0.0,41,DMC,Brentford,Leicester,4,1,26722,2024,690056,0.0,0,0,0,0.0,0.5704169869422913,0.5704169869422913,26722,Brentford,Mathias Jorgensen,Mathias Jensen,1,3,13,0.0,DEF,0
0,0,0,0,0.0,112,0.0,0.0,0.0,0.0,182,0,0,0.0,0.0,2025-01-01,0,0,0,0,0,0,0,0,False,1,0,0,0,0,19,0,1273,0,3,1,0.0,0,-16,0,16,45,True,0,112,,,Mathias Jorgensen,0,0,0.0,11,Sub,Brentford,Arsenal,1,3,26783,2024,697022,0.0,0,0,0,0.0,0.0,0.0,26783,Brentford,Mathias Jorgensen,Mathias Jensen,5,3,19,0.0,DEF,0
0,0,0,0,0.0,112,0.0,0.0,0.0,0.0,198,0,0,0.0,0.0,2025-01-04,0,0,0,0,0,0,0,0,False,17,0,0,0,0,20,0,1256,0,5,0,0.0,0,-16,0,16,45,False,0,112,,,Mathias Jorgensen,0,0,0.0,74,MC,Southampton,Brentford,0,5,26799,2024,697209,0.4226331412792206,0,1,0,0.0,0.5406283736228943,0.5406283736228943,26799,Brentford,Mathias Jorgensen,Mathias Jensen,3,1,20,0.0,DEF,0
