assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position
0,0,10,0,15.1,94,0.03,0.1,0.07,0.5,8,1,0,3.1,11.2,2024-08-18,73,0,0,0,0,0,0,0,False,7,0,0,0,0,1,0,16717,1,1,2,5.0,2,0,0,0,50,True,0,94,,,0,2,0.0615095645189285,77,MC,Brentford,Crystal Palace,2,1,26609,2024,666800,0.0112950010225176,0,1,0,0.0615095645189285,0.0964313894510269,0.0740582570433616,9680,Brentford,Vitaly Janelt,Vitaly Janelt,3,3,1,1.6,MID
0,0,10,0,1.3,94,0.01,0.01,0.0,2.52,16,2,0,0.8,4.2,2024-08-25,72,0,0,0,0,0,0,0,False,12,0,0,0,0,2,0,15913,1,0,2,2.0,2,-1499,337,1836,50,False,0,94,,,0,0,0.0,75,MC,Liverpool,Brentford,2,0,26621,2024,668970,0.0,0,0,0,0.0,0.0465568825602531,0.0465568825602531,9680,Brentford,Vitaly Janelt,Vitaly Janelt,3,5,2,1.5,MID
0,0,14,1,17.1,94,0.11,0.11,0.0,1.04,22,0,0,2.5,7.8,2024-08-31,74,0,0,0,0,0,0,0,False,17,0,0,0,0,3,0,15088,1,1,3,0.0,3,-1290,1064,2354,50,True,0,94,,,0,0,0.0,78,DL,Brentford,Southampton,3,1,26623,2024,671725,0.0362554118037223,0,1,0,0.0,0.7010065913200378,0.6647511720657349,9680,Brentford,Vitaly Janelt,Vitaly Janelt,1,3,3,2.8,MID
0,0,12,0,2.8,94,0.04,0.04,0.0,1.08,37,2,0,0.7,3.8,2024-09-14,71,0,0,0,0,0,0,0,False,13,0,0,0,0,4,0,18917,1,1,2,0.0,2,2721,6483,3762,49,False,0,94,,,0,0,0.0,77,MC,Manchester City,Brentford,2,1,26637,2024,673696,0.0,0,0,0,0.0,0.0,0.0,9680,Brentford,Vitaly Janelt,Vitaly Janelt,3,4,4,1.2,MID
0,0,14,0,4.5,94,0.01,0.01,0.0,3.52,49,3,0,1.6,11.4,2024-09-21,90,0,0,0,0,0,0,0,False,18,0,0,0,0,5,0,22196,1,1,3,0.0,2,2935,5046,2111,49,False,0,94,,,0,0,0.0,90,MC,Tottenham,Brentford,3,1,26648,2024,675799,0.0,0,0,0,0.0,0.0153518551960587,0.0153518551960587,9680,Brentford,Vitaly Janelt,Vitaly Janelt,3,3,5,2.2,MID
0,0,13,0,3.6,94,0.03,0.03,0.0,0.99,53,1,0,1.8,12.0,2024-09-28,90,0,0,0,0,0,0,0,False,19,0,0,0,0,6,0,22338,1,1,1,2.0,2,-7,2828,2835,49,True,0,94,,,0,0,0.0,90,MC,Brentford,West Ham,1,1,26656,2024,677870,0.0,0,0,0,0.0,0.0,0.0,9680,Brentford,Vitaly Janelt,Vitaly Janelt,2,3,6,2.0,MID
1,0,32,0,31.1,94,0.16,0.26,0.1,1.05,63,3,0,8.6,37.2,2024-10-05,90,0,0,0,0,0,0,0,False,20,0,0,0,0,7,0,21972,1,3,5,18.0,4,-607,2141,2748,49,True,1,94,,,0,2,0.0652312189340591,90,DMC,Brentford,Wolverhampton Wanderers,5,3,26667,2024,679551,0.5500304698944092,1,2,0,0.0652312189340591,0.8994907140731812,0.284229040145874,9680,Brentford,Vitaly Janelt,Vitaly Janelt,3,3,7,2.5,MID
0,0,17,0,15.6,94,0.16,0.16,0.0,1.14,75,2,0,2.0,4.0,2024-10-19,74,0,0,0,0,0,0,0,False,14,0,0,0,0,8,0,21870,1,1,2,0.0,2,-310,1679,1989,49,False,0,94,,,0,0,0.0,82,DMC,Manchester United,Brentford,2,1,26675,2024,681309,0.0,0,0,0,0.0,0.0,0.0,9680,Brentford,Vitaly Janelt,Vitaly Janelt,3,3,8,2.7,MID
1,0,30,0,22.9,94,0.17,0.17,0.0,1.3,83,3,0,5.8,29.0,2024-10-26,90,0,0,0,0,0,0,0,False,10,0,0,0,0,9,0,21442,1,3,4,6.0,5,-494,859,1353,49,True,0,94,,,0,0,0.0,90,DMC,Brentford,Ipswich,4,3,26685,2024,682997,0.653279721736908,1,2,0,0.0,1.4538921117782593,0.8006123900413513,9680,Brentford,Vitaly Janelt,Vitaly Janelt,2,3,9,3.7,MID
0,2,28,0,2.3,94,0.02,0.13,0.11,1.27,92,1,1,5.8,44.8,2024-11-04,90,0,0,0,0,0,0,0,False,9,0,0,0,0,10,0,23669,1,1,2,11.0,9,1913,3476,1563,49,False,0,94,,,1,2,0.0861058831214904,90,DMC,Fulham,Brentford,2,1,26693,2024,686127,0.0,0,0,1,0.0861058831214904,0.0861058831214904,0.0,9680,Brentford,Vitaly Janelt,Vitaly Janelt,3,3,10,5.3,MID
