assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position
0,0,5,0,0.8,241,0.03,0.13,0.1,2.43,1,1,0,1.8,9.2,2024-08-16,90,0,0,0,0,0,0,0,False,14,0,0,0,0,1,0,26833,1,0,1,8.0,1,0,0,0,45,False,1,241,,,0,2,0.1159985437989234,90,DC,Manchester United,Fulham,1,0,26602,2024,666188,0.0,0,0,0,0.1159985437989234,0.0364734828472137,0.0364734828472137,11728,Fulham,Calvin Bassey,Calvin Bassey,3,3,1,1.9,DEF
0,0,9,0,1.3,241,0.0,0.0,0.0,0.61,15,1,0,1.5,14.0,2024-08-24,90,0,0,0,0,0,0,0,False,11,0,0,0,0,2,0,36794,1,1,2,0.0,2,2578,6159,3581,45,True,0,241,,,0,0,0.0,90,DC,Fulham,Leicester,2,1,26614,2024,667948,0.0,0,0,0,0.0,0.6553217768669128,0.6553217768669128,11728,Fulham,Calvin Bassey,Calvin Bassey,1,3,2,2.0,DEF
0,0,10,0,1.2,241,0.0,0.0,0.0,0.45,25,1,0,1.5,11.8,2024-08-31,90,0,0,0,0,0,0,0,False,10,0,0,0,0,3,0,43020,1,1,1,2.0,2,3106,7803,4697,45,False,0,241,,,0,0,0.0,90,DC,Ipswich,Fulham,1,1,26625,2024,671798,0.0,0,0,0,0.0,0.4970656633377075,0.4970656633377075,11728,Fulham,Calvin Bassey,Calvin Bassey,3,2,3,2.2,DEF
0,0,12,0,0.5,241,0.0,0.08,0.08,0.76,35,1,0,2.3,18.6,2024-09-14,90,0,0,0,0,0,0,0,False,19,0,0,0,0,4,0,42852,1,1,1,4.0,2,-1611,3828,5439,45,True,0,241,,,0,1,0.0789679586887359,90,DC,Fulham,West Ham,1,1,26634,2024,673735,0.0,0,0,0,0.0789679586887359,0.0896559581160545,0.0896559581160545,11728,Fulham,Calvin Bassey,Calvin Bassey,2,3,4,2.0,DEF
0,0,13,0,0.6,241,0.0,0.0,0.0,1.54,44,1,0,1.8,17.4,2024-09-21,90,0,0,0,0,0,0,0,False,15,0,0,0,0,5,0,42961,1,1,3,0.0,2,-699,2133,2832,45,True,0,241,,,0,0,0.0,90,DC,Fulham,Newcastle United,3,1,26646,2024,675716,0.0,0,0,0,0.0,0.4885226488113403,0.4885226488113403,11728,Fulham,Calvin Bassey,Calvin Bassey,4,3,5,1.5,DEF
0,0,23,1,1.3,241,0.01,0.02,0.01,0.8,59,0,0,1.8,16.0,2024-09-28,90,0,0,0,0,0,0,0,False,16,0,0,0,0,6,0,42626,1,1,0,1.0,6,-1002,2304,3306,45,False,0,241,,,0,1,0.0150469755753874,90,DC,Nottingham Forest,Fulham,0,1,26653,2024,677792,0.0,0,0,0,0.0150469755753874,0.2866170108318329,0.2715700566768646,11728,Fulham,Calvin Bassey,Calvin Bassey,3,4,6,3.3,DEF
0,0,6,0,1.8,241,0.02,0.02,0.0,1.57,69,3,0,3.6,34.4,2024-10-05,90,0,0,0,0,0,0,0,False,13,0,0,0,0,7,0,43386,1,2,3,0.0,0,-255,2912,3167,45,False,1,241,,,0,0,0.0,90,DC,Manchester City,Fulham,3,2,26664,2024,679470,0.0,0,0,0,0.0,1.111205816268921,1.111205816268921,11728,Fulham,Calvin Bassey,Calvin Bassey,3,4,7,1.5,DEF
0,0,-1,0,1.7,241,0.01,0.01,0.0,1.68,72,3,0,1.8,16.4,2024-10-19,90,0,0,0,0,0,0,0,False,2,0,0,0,0,8,0,44515,1,3,1,0.0,0,414,2734,2320,45,True,1,241,,,0,0,0.0,90,DC,Fulham,Aston Villa,1,3,26673,2024,681321,0.0,0,0,0,0.0,0.1129811704158783,0.1129811704158783,11728,Fulham,Calvin Bassey,Calvin Bassey,3,3,8,2.0,DEF
0,0,10,0,1.1,241,0.01,0.01,0.0,0.79,87,1,0,1.3,11.8,2024-10-26,90,0,0,0,0,0,0,0,False,8,0,0,0,0,9,0,43729,1,1,1,0.0,2,-1084,1380,2464,45,False,0,241,,,0,0,0.0,90,DC,Everton,Fulham,1,1,26687,2024,683161,0.0,0,0,0,0.0,0.25124391913414,0.25124391913414,11728,Fulham,Calvin Bassey,Calvin Bassey,3,3,9,0.7,DEF
0,0,14,0,3.7,241,0.02,0.08,0.06,0.59,92,1,0,3.6,18.2,2024-11-04,90,0,0,0,0,0,0,0,False,4,0,0,0,0,10,0,44828,1,1,2,14.0,2,640,2533,1893,45,True,0,241,,,0,2,0.0671096965670585,90,DC,Fulham,Brentford,2,1,26693,2024,686108,0.0,0,0,0,0.0671096965670585,0.2247701436281204,0.20477856695652,11728,Fulham,Calvin Bassey,Calvin Bassey,3,3,10,1.3,DEF
