assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,team_h_difficulty,team_a_difficulty,event,xP,position
0.0,0.0,-1.0,0.0,6.1,267.0,0.02,0.02,0.0,2.65,4.0,2.0,0.0,2.1,14.8,2024-08-17,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,12.0,0.0,0.0,0.0,0.0,1.0,0.0,155392.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,45.0,True,0.0,267.0,0.0,0.0,0.0,90.0,Ipswich,Liverpool,0.0,2.0,26603.0,2024.0,666236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8919.0,Ipswich,5.0,2.0,1.0,0.9,DEF
0.0,0.0,-9.0,0.0,0.4,267.0,0.1,0.1,0.0,3.34,17.0,4.0,0.0,1.0,5.4,2024-08-24,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,13.0,0.0,0.0,0.0,0.0,2.0,0.0,157771.0,1.0,1.0,4.0,4.0,0.0,-5466.0,6110.0,11576.0,45.0,False,0.0,267.0,0.0,0.0,0.0,90.0,Manchester City,Ipswich,4.0,1.0,26615.0,2024.0,668091.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8919.0,Ipswich,2.0,4.0,2.0,-1.0,DEF
1.0,2.0,31.0,0.0,44.6,267.0,0.21,0.26,0.05,0.95,25.0,1.0,0.0,7.9,30.6,2024-08-31,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,9.0,0.0,0.0,0.0,0.0,3.0,0.0,152917.0,1.0,1.0,1.0,4.0,7.0,-7185.0,10245.0,17430.0,45.0,True,0.0,267.0,0.0,1.0,0.0632911771535873,90.0,Ipswich,Fulham,1.0,1.0,26625.0,2024.0,671784.0,0.3391848802566528,1.0,3.0,0.0,0.0632911771535873,0.1278997659683227,0.085615798830986,8919.0,Ipswich,3.0,2.0,3.0,2.2,DEF
0.0,0.0,23.0,1.0,13.8,267.0,0.15,0.17,0.02,1.66,33.0,0.0,0.0,4.0,21.0,2024-09-14,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,5.0,0.0,0.0,0.0,0.0,4.0,0.0,176521.0,1.0,0.0,0.0,5.0,6.0,17615.0,40326.0,22711.0,45.0,False,0.0,267.0,0.0,1.0,0.0420031063258647,90.0,Brighton,Ipswich,0.0,0.0,26633.0,2024.0,673660.0,0.031203418970108,0.0,1.0,0.0,0.0420031063258647,0.0,0.0,8919.0,Ipswich,2.0,3.0,4.0,3.0,DEF
0.0,0.0,11.0,0.0,36.9,267.0,0.06,0.25,0.19,2.49,48.0,1.0,0.0,7.1,14.6,2024-09-21,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,17.0,0.0,0.0,0.0,0.0,5.0,0.0,206391.0,1.0,1.0,1.0,19.0,2.0,26129.0,34960.0,8831.0,45.0,False,0.0,267.0,0.0,1.0,0.0614283345639705,90.0,Southampton,Ipswich,1.0,1.0,26643.0,2024.0,675644.0,0.124955914914608,0.0,3.0,0.0,0.0614283345639705,0.0614283345639705,0.0,8919.0,Ipswich,2.0,1.0,5.0,3.8,DEF
0.0,1.0,22.0,0.0,88.1,267.0,0.48,0.52,0.04,0.82,56.0,2.0,0.0,11.4,22.0,2024-09-29,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2.0,0.0,0.0,0.0,0.0,6.0,0.0,213675.0,1.0,2.0,2.0,4.0,2.0,6145.0,34985.0,28840.0,45.0,True,0.0,267.0,0.0,1.0,0.0421013236045837,90.0,Ipswich,Aston Villa,2.0,2.0,26659.0,2024.0,678363.0,0.9696796536445618,0.0,7.0,0.0,0.0421013236045837,0.7136860489845276,0.1066927835345268,8919.0,Ipswich,3.0,2.0,6.0,2.8,DEF
0.0,0.0,6.0,0.0,42.2,267.0,0.34,0.34,0.0,3.79,70.0,4.0,0.0,5.7,14.6,2024-10-05,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,19.0,0.0,0.0,0.0,0.0,7.0,0.0,243083.0,1.0,1.0,4.0,0.0,0.0,26098.0,39765.0,13667.0,45.0,False,0.0,267.0,0.0,0.0,0.0,90.0,West Ham,Ipswich,4.0,1.0,26665.0,2024.0,679502.0,0.669628381729126,0.0,3.0,0.0,0.0,0.141984686255455,0.1289764642715454,8919.0,Ipswich,2.0,2.0,7.0,2.0,DEF
0.0,0.0,9.0,0.0,41.0,267.0,0.23,0.23,0.0,1.74,73.0,2.0,0.0,5.4,12.8,2024-10-19,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,8.0,0.0,0.0,0.0,0.0,8.0,0.0,253980.0,1.0,2.0,0.0,0.0,1.0,9655.0,25392.0,15737.0,45.0,True,0.0,267.0,0.0,0.0,0.0,90.0,Ipswich,Everton,0.0,2.0,26674.0,2024.0,681416.0,0.2247985005378723,0.0,3.0,0.0,0.0,0.5103933811187744,0.500211238861084,8919.0,Ipswich,3.0,2.0,8.0,1.0,DEF
1.0,0.0,5.0,0.0,32.8,267.0,0.16,0.32,0.16,4.11,83.0,4.0,0.0,6.1,23.4,2024-10-26,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,4.0,0.0,0.0,0.0,0.0,9.0,0.0,239212.0,1.0,3.0,4.0,5.0,2.0,-14073.0,4481.0,18554.0,45.0,False,1.0,267.0,0.0,3.0,0.0885870456695556,90.0,Brentford,Ipswich,4.0,3.0,26685.0,2024.0,683009.0,0.4651331305503845,1.0,2.0,0.0,0.0885870456695556,0.5395716428756714,0.0,8919.0,Ipswich,2.0,3.0,9.0,1.2,DEF
0.0,2.0,24.0,0.0,40.6,267.0,0.22,0.31,0.09,1.55,93.0,1.0,1.0,11.6,56.0,2024-11-02,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,11.0,0.0,0.0,0.0,0.0,10.0,0.0,243713.0,1.0,1.0,1.0,19.0,10.0,942.0,16479.0,15537.0,45.0,True,0.0,267.0,1.0,1.0,0.064480148255825,90.0,Ipswich,Leicester,1.0,1.0,26695.0,2024.0,684995.0,0.2763595581054687,0.0,3.0,1.0,0.064480148255825,0.2019380778074264,0.1053311750292778,8919.0,Ipswich,1.0,2.0,10.0,4.3,DEF
0.0,0.0,6.0,0.0,29.1,267.0,0.15,0.19,0.04,1.82,108.0,1.0,0.0,5.1,15.0,2024-11-10,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,18.0,0.0,0.0,0.0,0.0,11.0,0.0,240854.0,1.0,2.0,1.0,7.0,1.0,-2263.0,11800.0,14063.0,45.0,False,1.0,267.0,0.0,1.0,0.0693291574716568,90.0,Tottenham,Ipswich,1.0,2.0,26709.0,2024.0,687300.0,0.1392981857061386,0.0,2.0,0.0,0.0693291574716568,0.0693291574716568,0.0,8919.0,Ipswich,2.0,3.0,11.0,3.8,DEF
0.0,0.0,3.0,0.0,15.8,267.0,0.29,0.29,0.0,0.8,116.0,1.0,0.0,2.1,3.6,2024-11-24,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,14.0,0.0,0.0,0.0,0.0,12.0,0.0,246121.0,1.0,1.0,1.0,2.0,2.0,4161.0,16368.0,12207.0,45.0,True,0.0,267.0,0.0,0.0,0.0,90.0,Ipswich,Manchester United,1.0,1.0,26718.0,2024.0,689247.0,0.4902198612689972,0.0,1.0,0.0,0.0,0.5557953715324402,0.0655754953622818,8919.0,Ipswich,2.0,2.0,12.0,4.3,DEF
0.0,0.0,10.0,0.0,39.9,267.0,0.37,0.37,0.0,1.68,127.0,1.0,0.0,6.4,16.0,2024-11-30,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,16.0,0.0,0.0,0.0,0.0,13.0,0.0,267607.0,1.0,0.0,1.0,8.0,2.0,19727.0,26406.0,6679.0,45.0,False,0.0,267.0,0.0,0.0,0.0,90.0,Nottingham Forest,Ipswich,1.0,0.0,26728.0,2024.0,690009.0,0.3075595498085022,0.0,3.0,0.0,0.0,0.1753651648759842,0.0,8919.0,Ipswich,2.0,4.0,13.0,3.8,DEF
0.0,0.0,15.0,0.0,48.8,267.0,0.28,0.28,0.0,1.64,136.0,1.0,0.0,6.6,17.4,2024-12-03,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,7.0,0.0,0.0,0.0,0.0,14.0,0.0,294315.0,1.0,1.0,0.0,0.0,2.0,23305.0,32911.0,9606.0,45.0,True,0.0,267.0,0.0,0.0,0.0,90.0,Ipswich,Crystal Palace,0.0,1.0,26737.0,2024.0,691327.0,0.3266157805919647,0.0,3.0,0.0,0.0,0.2974749505519867,0.2974749505519867,8919.0,Ipswich,3.0,2.0,14.0,1.8,DEF
0.0,0.0,7.0,0.0,25.5,267.0,0.12,0.12,0.0,3.28,146.0,2.0,0.0,4.3,13.8,2024-12-08,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,3.0,0.0,0.0,0.0,0.0,15.0,0.0,287435.0,1.0,2.0,1.0,4.0,1.0,-5211.0,7737.0,12948.0,45.0,True,0.0,267.0,0.0,0.0,0.0,90.0,Ipswich,Bournemouth,1.0,2.0,26750.0,2024.0,692745.0,0.0923997014760971,0.0,2.0,0.0,0.0,0.3376792073249817,0.3229533433914184,8919.0,Ipswich,3.0,2.0,15.0,1.8,DEF
0.0,0.0,9.0,0.0,6.5,267.0,0.05,0.09,0.04,1.27,160.0,1.0,0.0,3.3,11.4,2024-12-14,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,20.0,0.0,0.0,0.0,0.0,16.0,0.0,278022.0,1.0,2.0,1.0,15.0,2.0,-10177.0,7508.0,17685.0,45.0,False,0.0,267.0,0.0,1.0,0.0863316431641578,90.0,Wolverhampton Wanderers,Ipswich,1.0,2.0,26758.0,2024.0,693618.0,0.0,0.0,0.0,0.0,0.0863316431641578,0.6584511399269104,0.5721194744110107,8919.0,Ipswich,2.0,3.0,16.0,1.8,DEF
0.0,0.0,-1.0,0.0,17.1,267.0,0.14,0.14,0.0,2.33,166.0,4.0,0.0,2.9,11.8,2024-12-21,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,15.0,0.0,0.0,0.0,0.0,17.0,0.0,264120.0,1.0,4.0,0.0,0.0,0.0,-14463.0,5689.0,20152.0,45.0,True,0.0,267.0,0.0,0.0,0.0,90.0,Ipswich,Newcastle United,0.0,4.0,26771.0,2024.0,695326.0,0.0321251489222049,0.0,1.0,0.0,0.0,0.2818889915943146,0.2818889915943146,8919.0,Ipswich,4.0,2.0,17.0,1.5,DEF
0.0,0.0,-1.0,0.0,1.8,267.0,0.01,0.01,0.0,1.94,171.0,1.0,0.0,2.1,15.6,2024-12-27,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,18.0,0.0,231106.0,1.0,0.0,1.0,4.0,1.0,-32655.0,1217.0,33872.0,45.0,False,1.0,267.0,0.0,0.0,0.0,90.0,Arsenal,Ipswich,1.0,0.0,26773.0,2024.0,696414.0,0.0,0.0,0.0,0.0,0.0,0.0628165751695633,0.0628165751695633,8919.0,Ipswich,2.0,5.0,18.0,0.8,DEF
0.0,0.0,17.0,1.0,8.3,267.0,0.07,0.07,0.0,2.0,186.0,0.0,0.0,2.5,13.0,2024-12-30,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,6.0,0.0,0.0,0.0,0.0,19.0,0.0,212586.0,1.0,0.0,2.0,4.0,5.0,-19491.0,1351.0,20842.0,45.0,True,1.0,267.0,0.0,0.0,0.0,90.0,Ipswich,Chelsea,2.0,0.0,26787.0,2024.0,696892.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8919.0,Ipswich,3.0,2.0,19.0,1.3,DEF
0.0,0.0,-4.0,0.0,29.7,267.0,0.07,0.17,0.1,2.24,195.0,2.0,0.0,4.8,8.6,2025-01-05,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,9.0,0.0,0.0,0.0,0.0,20.0,0.0,200795.0,1.0,2.0,2.0,10.0,0.0,-12562.0,3421.0,15983.0,45.0,False,1.0,267.0,0.0,1.0,0.067770779132843,90.0,Fulham,Ipswich,2.0,2.0,26796.0,2024.0,697541.0,0.1187023445963859,0.0,2.0,0.0,0.067770779132843,0.548098623752594,0.4409689307212829,8919.0,Ipswich,2.0,3.0,20.0,1.5,DEF
0.0,0.0,10.0,0.0,20.5,267.0,0.06,0.06,0.0,0.97,204.0,2.0,0.0,3.5,14.4,2025-01-16,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,5.0,0.0,0.0,0.0,0.0,21.0,0.0,191073.0,1.0,2.0,0.0,0.0,1.0,-10601.0,3220.0,13821.0,45.0,True,0.0,267.0,0.0,0.0,0.0,90.0,Ipswich,Brighton,0.0,2.0,26805.0,2024.0,699538.0,0.0174517333507537,0.0,1.0,0.0,0.0,0.1763642132282257,0.1589124798774719,8919.0,Ipswich,3.0,2.0,21.0,1.4,DEF
0.0,0.0,-15.0,0.0,13.8,267.0,0.06,0.06,0.0,3.03,215.0,6.0,0.0,2.6,8.0,2025-01-19,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,13.0,0.0,0.0,0.0,0.0,22.0,0.0,178631.0,1.0,6.0,0.0,4.0,-1.0,-12628.0,915.0,13543.0,44.0,True,0.0,267.0,0.0,0.0,0.0,90.0,Ipswich,Manchester City,0.0,6.0,26816.0,2024.0,700756.0,0.0770638138055801,0.0,1.0,0.0,0.0,0.0968416407704353,0.0968416407704353,8919.0,Ipswich,4.0,2.0,22.0,0.0,DEF
