assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,pts_bps
0,0,5,0,1.9,301,0.01,0.05,0.04,1.54,26,2,0,2.4,18.8,2024-08-31,90,0,0,0,0,0,0,0,False,2,0,0,0,0,3,0,18675,1,2,1,3.0,0,-1529,791,2320,40,True,1,301,,,0,1,0.0186998341232538,90,DC,Leicester,Aston Villa,1,2,26626,2024,671814,0.0,0,0,0,0.0186998341232538,0.0575812645256519,0.0388814322650432,26626,Leicester,Caleb Okoli,Caleb Okoli,3,1,3,-0.5,DEF,0
0,0,8,0,0.0,301,0.0,0.02,0.02,2.55,34,2,0,4.6,29.4,2024-09-14,90,0,0,0,0,0,0,0,False,7,0,0,0,0,4,0,21516,1,2,2,17.0,1,1393,3918,2525,40,False,0,301,,,0,1,0.0205871574580669,90,DC,Crystal Palace,Leicester,2,2,26636,2024,673721,0.0,0,0,0,0.0205871574580669,0.0,0.0,26636,Leicester,Caleb Okoli,Caleb Okoli,1,3,4,-0.3,DEF,1
0,0,10,0,0.2,301,0.0,0.08,0.08,1.1,45,1,0,2.6,22.0,2024-09-21,90,0,0,0,0,0,0,0,False,8,0,0,0,0,5,0,23759,1,1,1,4.0,2,1458,2669,1211,40,True,0,301,,,0,1,0.2950413525104522,90,DC,Leicester,Everton,1,1,26644,2024,675659,0.0,0,0,0,0.2950413525104522,0.1178654506802558,0.1178654506802558,26644,Leicester,Caleb Okoli,Caleb Okoli,3,1,5,0.3,DEF,2
0,0,2,0,0.0,301,0.0,0.0,0.0,3.7,51,3,0,3.3,31.0,2024-09-28,90,0,0,0,0,0,0,0,False,1,0,0,0,0,6,0,30997,1,2,4,2.0,1,6153,9702,3549,40,False,0,301,,,0,0,0.0,90,DC,Arsenal,Leicester,4,2,26655,2024,677850,0.0,0,0,0,0.0,0.135110318660736,0.135110318660736,26655,Leicester,Caleb Okoli,Caleb Okoli,1,5,6,-0.2,DEF,1
0,1,29,1,0.2,301,0.0,0.0,0.0,2.16,68,0,0,3.1,30.6,2024-10-05,90,0,0,0,0,0,0,0,False,3,0,0,0,0,7,0,36072,1,0,1,0.0,7,3738,7580,3842,40,True,0,301,,,0,0,0.0,90,DC,Leicester,Bournemouth,1,0,26663,2024,679423,0.0,0,0,0,0.0,0.8090820908546448,0.8090820908546448,26663,Leicester,Caleb Okoli,Caleb Okoli,3,1,7,2.3,DEF,6
0,0,6,0,2.0,301,0.02,0.02,0.0,2.15,78,2,0,3.2,26.4,2024-10-19,90,0,0,0,0,0,0,0,False,17,0,0,0,0,8,0,74890,1,3,2,4.0,1,35053,40450,5397,40,False,0,301,,,0,0,0.0,90,DC,Southampton,Leicester,2,3,26678,2024,681400,0.0,0,0,0,0.0,0.8968276381492615,0.8968276381492615,26678,Leicester,Caleb Okoli,Caleb Okoli,1,1,8,3.5,DEF,1
0,0,12,0,2.3,301,0.01,0.01,0.0,1.73,88,3,0,4.5,36.6,2024-10-25,90,0,0,0,0,0,0,0,False,16,0,0,0,0,9,0,103996,1,3,1,6.0,1,27835,32780,4945,40,True,0,301,,,0,0,0.0,90,DC,Leicester,Nottingham Forest,1,3,26682,2024,682624,0.0,0,0,0,0.0,0.0606717728078365,0.0606717728078365,26682,Leicester,Caleb Okoli,Caleb Okoli,4,1,9,3.0,DEF,1
0,0,6,0,0.5,301,0.0,0.0,0.0,2.75,117,2,0,1.8,17.8,2024-11-23,90,0,0,0,0,0,0,0,False,6,0,0,0,0,12,0,131508,1,2,1,0.0,1,-7284,3648,10932,40,True,0,301,,,0,0,0.0,90,DC,Leicester,Chelsea,1,2,26719,2024,688077,0.0,0,0,0,0.0,0.0670611634850502,0.0670611634850502,26719,Leicester,Caleb Okoli,Caleb Okoli,3,1,12,-0.2,DEF,1
0,0,-4,0,0.0,301,0.0,0.0,0.0,1.22,121,2,0,0.5,4.8,2024-11-30,34,0,0,0,0,0,0,0,False,4,0,0,0,0,13,0,129016,1,1,4,0.0,0,-2809,3283,6092,40,False,0,301,,,0,0,0.0,34,DC,Brentford,Leicester,4,1,26722,2024,690068,0.0,0,0,0,0.0,0.0,0.0,26722,Leicester,Caleb Okoli,Caleb Okoli,1,3,13,0.2,DEF,0
0,0,-2,0,0.1,301,0.0,0.0,0.0,0.51,157,1,0,0.4,3.8,2024-12-14,31,0,0,0,0,0,0,0,False,15,0,0,0,0,16,0,110430,0,0,4,0.0,0,-4453,2638,7091,40,False,1,301,,,0,0,0.0,29,Sub,Newcastle United,Leicester,4,0,26760,2024,693658,0.0,0,0,0,0.0,0.0,0.0,26760,Leicester,Caleb Okoli,Caleb Okoli,1,4,16,0.2,DEF,0
