assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,pts_bps
0,0,6,0,15.1,474,0.22,0.22,0.0,0.25,5,1,0,2.3,6.0,2024-08-17,45,0,0,0,0,0,0,0,False,15,0,0,0,0,1,0,13339,1,0,1,2.0,1,0,0,0,45,False,0,474,,,0,0,0.0,50,DMR,Newcastle United,Southampton,1,0,26606,2024,666373,0.4019381701946258,0,1,0,0.0,0.4019381701946258,0.0,26606,Southampton,Sugawara Yukinari,Yukinari Sugawara,1,4,1,0.9,DEF,1
0,0,13,0,6.1,474,0.07,0.09,0.02,2.14,18,1,0,2.5,17.8,2024-08-24,71,0,0,0,0,0,0,0,False,16,0,0,0,0,2,0,14982,1,1,0,1.0,2,-318,851,1169,45,True,0,474,,,0,1,0.0214539505541324,73,DMR,Southampton,Nottingham Forest,0,1,26616,2024,668042,0.0,0,0,0,0.0214539505541324,0.0302197560667991,0.0302197560667991,26616,Southampton,Sugawara Yukinari,Yukinari Sugawara,4,1,2,1.0,DEF,2
0,0,21,0,31.8,474,0.33,0.51,0.18,2.78,22,3,1,11.7,58.6,2024-08-31,90,0,0,0,0,0,0,0,False,4,0,0,0,0,3,0,14874,1,1,3,27.0,7,-919,598,1517,45,False,0,474,,,1,3,0.1060141995549202,90,DMR,Brentford,Southampton,3,1,26623,2024,671740,0.6220018863677979,0,2,1,0.1060141995549202,0.4104843139648437,0.3727852404117584,26623,Southampton,Sugawara Yukinari,Yukinari Sugawara,1,3,3,2.8,DEF,7
0,0,13,0,27.6,474,0.17,0.21,0.04,2.67,38,3,0,5.0,17.8,2024-09-14,90,0,0,0,0,0,0,0,False,14,0,0,0,0,4,0,28080,1,3,0,5.0,1,9169,12616,3447,45,True,0,474,,,0,1,0.0341485179960727,90,DR,Southampton,Manchester United,0,3,26632,2024,673357,0.4784041941165924,0,2,0,0.0341485179960727,0.0734385848045349,0.0,26632,Southampton,Sugawara Yukinari,Yukinari Sugawara,2,1,4,2.3,DEF,1
0,0,9,0,12.8,474,0.03,0.03,0.0,1.69,48,1,0,3.6,19.6,2024-09-21,90,0,0,0,0,0,0,0,False,10,0,0,0,0,5,0,31524,1,1,1,4.0,2,2765,6409,3644,45,True,0,474,,,0,0,0.0,90,DR,Southampton,Ipswich,1,1,26643,2024,675625,0.1315326541662216,0,1,0,0.0,0.2357091456651687,0.1041764914989471,26643,Southampton,Sugawara Yukinari,Yukinari Sugawara,2,1,5,3.0,DEF,2
0,0,0,0,11.5,474,0.03,0.03,0.0,1.38,52,3,0,2.4,10.4,2024-09-30,90,0,0,0,0,0,0,0,False,3,0,0,0,0,6,0,30232,1,1,3,2.0,0,-1302,2209,3511,45,False,1,474,,,0,0,0.0,90,DR,Bournemouth,Southampton,3,1,26661,2024,678938,0.0358436070382595,0,1,0,0.0,0.1244350373744964,0.1244350373744964,26661,Southampton,Sugawara Yukinari,Yukinari Sugawara,1,3,6,0.5,DEF,0
0,0,-5,0,14.4,474,0.14,0.14,0.0,2.3,61,3,0,2.3,6.8,2024-10-05,89,0,0,0,0,0,0,0,False,1,0,0,0,0,7,0,28145,1,1,3,2.0,1,-2403,1359,3762,45,False,0,474,,,0,0,0.0,90,DR,Arsenal,Southampton,3,1,26666,2024,679531,0.5442954301834106,0,1,0,0.0,0.0770623460412025,0.0770623460412025,26666,Southampton,Sugawara Yukinari,Yukinari Sugawara,1,5,7,-0.5,DEF,1
0,0,25,1,12.9,474,0.13,0.13,0.0,1.01,78,0,0,2.9,12.0,2024-10-19,61,0,0,0,0,0,0,0,False,11,0,0,0,0,8,0,27025,1,3,2,4.0,5,-1630,746,2376,45,True,1,474,,,0,0,0.0,64,DR,Southampton,Leicester,2,3,26678,2024,681382,0.0122760739177465,0,1,0,0.0,0.0122760739177465,0.0,26678,Southampton,Sugawara Yukinari,Yukinari Sugawara,1,1,8,1.5,DEF,5
1,0,13,0,10.3,474,0.07,0.07,0.0,1.05,98,0,0,3.0,17.6,2024-11-02,11,0,0,0,0,0,0,0,False,8,0,0,0,0,10,0,24348,0,0,1,2.0,4,-998,628,1626,45,True,0,474,,,0,0,0.0,8,Sub,Southampton,Everton,1,0,26699,2024,685124,0.107665404677391,1,1,0,0.0,0.107665404677391,0.0,26699,Southampton,Sugawara Yukinari,Yukinari Sugawara,3,1,10,2.5,DEF,4
0,0,1,0,1.7,474,0.01,0.06,0.05,0.03,110,0,0,0.5,0.0,2024-11-09,30,0,0,0,0,0,0,0,False,20,0,0,0,0,11,0,25802,0,0,2,4.0,1,1079,2149,1070,45,False,0,474,,,0,1,0.0326011478900909,24,Sub,Wolverhampton Wanderers,Southampton,2,0,26711,2024,686689,0.0,0,0,0,0.0326011478900909,0.0326011478900909,0.0,26711,Southampton,Sugawara Yukinari,Yukinari Sugawara,1,3,11,1.2,DEF,1
