assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,pts_bps
0,0,10,0,14.0,203,0.05,0.05,0.0,1.59,8,2,0,3.2,14.2,2024-08-18,83,0,0,0,0,0,0,0,False,4,0,0,0,0,1,0,4041,1,1,2,4.0,2,0,0,0,50,False,0,203,,,Will Hughes,0,0,0.0,87,MC,Brentford,Crystal Palace,2,1,26609,2024,666816,0.0172790940850973,0,1,0,0.0,0.1554573327302932,0.1554573327302932,26609,Crystal Palace,Will Hughes,Will Hughes,3,3,1,1.6,MID,2
0,0,-3,0,0.8,203,0.01,0.01,0.0,1.87,23,1,0,0.3,0.2,2024-09-01,49,0,0,0,0,0,0,0,False,6,0,0,0,0,3,0,3726,1,1,1,2.0,0,-889,222,1111,49,False,1,203,,,Will Hughes,0,0,0.0,53,MC,Chelsea,Crystal Palace,1,1,26630,2024,672448,0.0,0,0,0,0.0,0.0,0.0,26630,Crystal Palace,Will Hughes,Will Hughes,3,4,3,0.7,MID,0
0,0,9,0,3.6,203,0.02,0.02,0.0,0.33,34,1,0,1.2,8.0,2024-09-14,45,0,0,0,0,0,0,0,False,11,0,0,0,0,4,0,4214,0,2,2,0.0,1,190,742,552,49,True,0,203,,,Will Hughes,0,0,0.0,41,Sub,Crystal Palace,Leicester,2,2,26636,2024,673717,0.0,0,0,0,0.0,0.1044820472598075,0.1044820472598075,26636,Crystal Palace,Will Hughes,Will Hughes,1,3,4,1.3,MID,1
0,0,-1,0,0.4,203,0.0,0.03,0.03,0.06,43,0,0,2.0,2.6,2024-09-21,24,0,0,0,0,0,0,0,False,14,0,0,0,0,5,0,4071,0,0,0,17.0,0,-202,138,340,49,True,1,203,,,Will Hughes,0,1,0.0204666219651699,24,Sub,Crystal Palace,Manchester United,0,0,26649,2024,675941,0.0,0,0,0,0.0204666219651699,0.0204666219651699,0.0,26649,Crystal Palace,Will Hughes,Will Hughes,2,3,5,0.2,MID,0
0,0,3,0,0.1,203,0.0,0.0,0.0,0.0,55,0,0,0.0,0.0,2024-09-28,2,0,0,0,0,0,0,0,False,8,0,0,0,0,6,0,3918,0,1,2,0.0,1,-233,171,404,49,False,0,203,,,Will Hughes,0,0,0.0,1,Sub,Everton,Crystal Palace,2,1,26654,2024,677832,0.0,0,0,0,0.0,0.0,0.0,26654,Crystal Palace,Will Hughes,Will Hughes,3,3,6,0.5,MID,1
0,0,-2,0,0.7,203,0.01,0.03,0.02,0.52,66,0,0,0.0,0.0,2024-10-05,30,0,0,0,0,0,0,0,False,12,0,0,0,0,7,0,3799,0,1,0,1.0,0,-202,126,328,49,True,1,203,,,Will Hughes,0,1,0.0256951991468668,28,Sub,Crystal Palace,Liverpool,0,1,26662,2024,679184,0.0,0,0,0,0.0256951991468668,0.1907610446214676,0.1650658398866653,26662,Crystal Palace,Will Hughes,Will Hughes,5,3,7,0.0,MID,0
0,0,14,0,44.7,203,0.06,0.14,0.08,1.56,77,1,0,7.4,23.8,2024-10-21,73,0,0,0,0,0,0,0,False,16,0,0,0,0,8,0,3779,1,0,1,5.0,2,-101,140,241,49,False,0,203,,,Will Hughes,0,1,0.1090067923069,76,MC,Nottingham Forest,Crystal Palace,1,0,26677,2024,682457,0.1126627847552299,0,4,0,0.1090067923069,0.356046199798584,0.2066441476345062,26677,Crystal Palace,Will Hughes,Will Hughes,3,4,8,1.0,MID,2
0,0,10,1,45.8,203,0.19,0.21,0.02,0.67,86,0,0,6.3,16.4,2024-10-27,68,0,0,0,0,0,0,0,False,18,0,0,0,0,9,0,3773,0,0,1,1.0,2,-51,87,138,49,True,1,203,,,Will Hughes,0,1,0.0176585484296083,69,Sub,Crystal Palace,Tottenham,1,0,26689,2024,683490,0.1371774524450302,0,4,0,0.0176585484296083,0.0810022428631782,0.0,26689,Crystal Palace,Will Hughes,Will Hughes,2,3,9,0.8,MID,2
0,0,5,0,5.8,203,0.03,0.24,0.21,1.38,100,2,0,1.1,0.6,2024-11-02,79,0,0,0,0,0,0,0,False,20,0,0,0,0,10,0,3876,1,2,2,5.0,1,54,226,172,49,False,1,203,,,Will Hughes,0,1,0.1285775154829025,80,MC,Wolverhampton Wanderers,Crystal Palace,2,2,26701,2024,685255,0.0,0,0,0,0.1285775154829025,0.1958602666854858,0.0672827512025833,26701,Crystal Palace,Will Hughes,Will Hughes,3,3,10,1.7,MID,1
0,0,7,0,26.3,203,0.1,0.1,0.0,3.11,112,2,0,3.9,10.6,2024-11-23,89,0,0,0,0,0,0,0,False,2,0,0,0,0,12,0,3630,1,2,2,2.0,2,97,263,166,49,False,0,203,,,Will Hughes,0,0,0.0,90,MC,Aston Villa,Crystal Palace,2,2,26716,2024,688445,0.1000094339251518,0,2,0,0.0,0.068852961063385,0.068852961063385,26716,Crystal Palace,Will Hughes,Will Hughes,3,4,12,1.0,MID,2
0,0,15,0,20.8,203,0.1,0.16,0.06,0.04,124,1,0,3.9,14.6,2024-11-30,76,0,0,0,0,0,0,0,False,15,0,0,0,0,13,0,3704,1,1,1,4.0,2,40,256,216,49,True,0,203,,,Will Hughes,0,2,0.0843357071280479,82,MC,Crystal Palace,Newcastle United,1,1,26725,2024,690089,0.0874976068735122,0,1,0,0.0843357071280479,1.0402182340621948,0.9558825492858888,26725,Crystal Palace,Will Hughes,Will Hughes,4,3,13,1.2,MID,2
0,0,12,1,12.9,203,0.03,0.03,0.0,0.49,136,0,0,2.7,14.4,2024-12-03,90,0,0,0,0,0,0,0,False,10,0,0,0,0,14,0,3611,1,1,0,0.0,2,-135,117,252,49,False,1,203,,,Will Hughes,0,0,0.0,90,MC,Ipswich,Crystal Palace,0,1,26737,2024,691345,0.0385796204209327,0,1,0,0.0,0.5723670125007629,0.5723670125007629,26737,Crystal Palace,Will Hughes,Will Hughes,3,2,14,1.5,MID,2
2,3,36,0,40.3,203,0.33,0.45,0.12,1.45,143,2,0,9.8,51.2,2024-12-07,90,0,0,0,0,0,0,0,False,13,0,0,0,0,15,0,3722,1,2,2,6.0,11,82,259,177,49,True,0,203,,,Will Hughes,0,3,0.1212768033146858,90,MC,Crystal Palace,Manchester City,2,2,26747,2024,692198,0.6740025877952576,2,3,0,0.1212768033146858,0.2543800771236419,0.0320405773818492,26747,Crystal Palace,Will Hughes,Will Hughes,4,3,15,3.2,MID,8
0,0,3,1,15.8,203,0.1,0.1,0.0,0.85,153,0,0,2.5,8.8,2024-12-15,84,0,0,0,0,0,0,0,False,5,0,0,0,0,16,0,5824,1,3,1,0.0,3,1803,2274,471,49,False,0,203,,,Will Hughes,0,0,0.0,89,MC,Brighton,Crystal Palace,1,3,26756,2024,694210,0.0414240546524524,0,1,0,0.0,0.5940571427345276,0.5940571427345276,26756,Crystal Palace,Will Hughes,Will Hughes,3,3,16,4.0,MID,3
0,0,14,0,30.7,203,0.23,0.37,0.14,2.72,163,4,0,4.5,7.8,2024-12-21,67,0,0,0,0,0,0,0,False,1,0,0,0,0,17,0,5937,1,5,1,6.0,2,95,700,605,49,True,0,203,,,Will Hughes,0,1,0.0893841460347175,74,MC,Crystal Palace,Arsenal,1,5,26765,2024,695486,0.0872248113155365,0,2,0,0.0893841460347175,0.2144723683595657,0.1250882297754287,26765,Crystal Palace,Will Hughes,Will Hughes,5,3,17,3.2,MID,2
0,0,8,0,23.5,203,0.02,0.02,0.0,1.2,172,0,0,4.6,20.0,2024-12-26,52,0,0,0,0,0,0,0,False,3,0,0,0,0,18,0,6788,1,0,0,2.0,1,718,1441,723,49,False,0,203,,,Will Hughes,0,0,0.0,54,MC,Bournemouth,Crystal Palace,0,0,26772,2024,696171,0.0503611080348491,0,2,0,0.0,0.0305118113756179,0.0,26772,Crystal Palace,Will Hughes,Will Hughes,3,3,18,3.5,MID,1
1,0,19,0,17.0,203,0.29,0.29,0.0,0.94,183,1,0,4.0,23.0,2024-12-29,85,0,0,0,0,0,0,0,False,17,0,0,0,0,19,0,6073,1,1,2,0.0,4,-698,489,1187,49,True,1,203,,,Will Hughes,0,0,0.0,88,MC,Crystal Palace,Southampton,2,1,26784,2024,696647,0.5475249886512756,1,1,0,0.0,0.510320782661438,0.510320782661438,26784,Crystal Palace,Will Hughes,Will Hughes,1,3,19,3.2,MID,4
0,0,17,1,2.9,203,0.02,0.1,0.08,1.05,205,0,0,1.1,6.6,2025-01-15,61,0,0,0,0,0,0,0,False,11,0,0,0,0,21,0,6204,1,2,0,1.0,3,-1317,144,1461,49,False,0,203,,,Will Hughes,0,1,0.0386186577379703,65,MC,Leicester,Crystal Palace,0,2,26806,2024,699306,0.0,0,0,0,0.0386186577379703,0.435875803232193,0.3972571194171905,26806,Crystal Palace,Will Hughes,Will Hughes,3,1,21,2.0,MID,3
0,0,13,1,13.2,203,0.02,0.02,0.0,0.28,220,0,0,2.5,9.4,2025-01-18,89,0,0,0,0,0,0,0,False,19,0,0,0,0,22,0,6315,1,2,0,2.0,3,19,398,379,49,False,0,203,,,Will Hughes,0,0,0.0,90,MC,West Ham,Crystal Palace,0,2,26821,2024,700074,0.0143748074769973,0,1,0,0.0,0.1434309035539627,0.1434309035539627,26821,Crystal Palace,Will Hughes,Will Hughes,3,2,22,0.0,MID,3
0,0,13,0,12.3,203,0.03,0.07,0.04,1.23,224,2,0,2.7,8.2,2025-01-26,82,0,0,0,0,0,0,0,False,4,0,0,0,0,23,0,6281,1,2,1,6.0,2,-107,447,554,49,True,0,203,,,Will Hughes,0,2,0.0303712710738182,83,MC,Crystal Palace,Brentford,1,2,26825,2024,701932,0.0192135646939277,0,1,0,0.0303712710738182,0.1798510104417801,0.1302661746740341,26825,Crystal Palace,Will Hughes,Will Hughes,3,3,23,2.0,MID,2
0,0,1,1,3.9,203,0.06,0.06,0.0,1.02,237,0,0,0.3,0.0,2025-02-02,87,0,0,0,0,0,0,0,False,14,0,0,0,0,24,0,6145,1,2,0,0.0,2,-180,227,407,49,False,1,203,,,Will Hughes,0,0,0.0,89,MC,Manchester United,Crystal Palace,0,2,26838,2024,703998,0.0,0,0,0,0.0,0.0428360104560852,0.0428360104560852,26838,Crystal Palace,Will Hughes,Will Hughes,3,3,24,2.5,MID,2
0,0,13,0,16.9,203,0.11,0.13,0.02,0.96,243,2,0,3.8,18.8,2025-02-15,85,0,0,0,0,0,0,0,False,8,0,0,0,0,25,0,6083,1,2,1,2.0,2,-116,267,383,49,True,0,203,,,Will Hughes,0,1,0.015839485451579,90,MC,Crystal Palace,Everton,1,2,26844,2024,706399,0.1120906397700309,0,1,0,0.015839485451579,0.191481202840805,0.1756417155265808,26844,Crystal Palace,Will Hughes,Will Hughes,3,3,25,2.0,MID,2
1,0,22,1,36.2,203,0.27,0.31,0.04,0.17,255,0,0,7.2,30.2,2025-02-22,89,0,0,0,0,0,0,0,False,9,0,0,0,0,26,0,6042,1,2,0,6.0,5,-88,185,273,49,False,1,203,,,Will Hughes,0,1,0.0243017207831144,90,MC,Fulham,Crystal Palace,0,2,26856,2024,707844,0.5838437080383301,0,3,0,0.0243017207831144,0.6841101050376892,0.6387264728546143,26856,Crystal Palace,Will Hughes,Will Hughes,3,3,26,2.8,MID,5
0,0,-1,0,1.6,203,0.02,0.04,0.02,0.25,263,1,0,0.3,0.2,2025-02-25,57,0,0,0,0,0,0,0,False,2,0,0,0,0,27,0,6228,1,1,4,1.0,0,153,406,253,49,True,1,203,,,Will Hughes,0,1,0.0269178859889507,62,MC,Crystal Palace,Aston Villa,4,1,26868,2024,709093,0.0,0,0,0,0.0269178859889507,0.744971513748169,0.744971513748169,26868,Crystal Palace,Will Hughes,Will Hughes,3,3,27,2.3,MID,0
0,0,4,0,0.1,203,0.0,0.0,0.0,0.35,303,0,0,0.3,2.4,2025-04-05,8,0,0,0,0,0,0,0,False,5,0,0,0,0,31,0,4755,0,1,2,0.0,1,83,166,83,49,True,0,203,,,Will Hughes,0,0,0.0,7,Sub,Crystal Palace,Brighton,2,1,26904,2024,716837,0.0,0,0,0,0.0,0.0191613547503948,0.0191613547503948,26904,Crystal Palace,Will Hughes,Will Hughes,3,3,31,0.5,MID,1
