assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position
0,0,22,1,4.9,25,0.04,0.04,0.0,0.32,2,0,0,1.8,7.2,2024-08-17,68,0,0,0,0,0,0,0,False,20,0,0,0,0,1,0,230223,1,0,2,6.0,6,0,0,0,50,True,0,25,,,0,0,0.0,70,DL,Arsenal,Wolverhampton Wanderers,2,0,26604,2024,666299,0.0,0,0,0,0.0,0.870730459690094,0.870730459690094,2958,Arsenal,Oleksandr Zinchenko,Oleksandr Zinchenko,3,5,1,3.4,DEF
0,0,3,0,0.0,25,0.0,0.0,0.0,0.28,21,0,0,0.0,0.0,2024-08-31,10,0,0,0,0,0,0,0,False,5,0,0,0,0,3,0,264308,0,1,1,0.0,1,-56048,16584,72632,50,True,0,25,,,0,0,0.0,6,Sub,Arsenal,Brighton,1,1,26622,2024,671521,0.0,0,0,0,0.0,0.0,0.0,2958,Arsenal,Oleksandr Zinchenko,Oleksandr Zinchenko,3,5,3,3.3,DEF
0,0,5,0,2.4,25,0.01,0.01,0.0,0.08,96,0,0,0.9,4.6,2024-11-02,29,0,0,0,0,0,0,0,False,15,0,0,0,0,10,0,110916,0,0,1,2.0,1,-1515,1859,3374,48,False,0,25,,,0,0,0.0,26,Sub,Newcastle United,Arsenal,1,0,26694,2024,684679,0.0,0,0,0,0.0,0.0988922789692878,0.0988922789692878,2958,Arsenal,Oleksandr Zinchenko,Oleksandr Zinchenko,5,4,10,1.3,DEF
0,0,3,0,1.2,25,0.0,0.0,0.0,0.17,111,0,0,0.8,3.0,2024-11-23,23,0,0,0,0,0,0,0,False,16,0,0,0,0,12,0,109888,0,0,3,4.0,1,-928,1706,2634,48,True,0,25,,,0,0,0.0,18,Sub,Arsenal,Nottingham Forest,3,0,26714,2024,688493,0.0,0,0,0,0.0,0.0580930821597576,0.0580930821597576,2958,Arsenal,Oleksandr Zinchenko,Oleksandr Zinchenko,4,5,12,1.7,DEF
0,0,8,0,12.6,25,0.02,0.02,0.0,0.74,129,0,0,2.4,7.0,2024-11-30,34,0,0,0,0,0,0,0,False,19,0,0,0,0,13,0,109626,0,5,2,4.0,1,-807,1086,1893,48,False,0,25,,,0,0,0.0,27,Sub,West Ham,Arsenal,2,5,26730,2024,690387,0.0371711552143096,0,1,0,0.0,0.2319598644971847,0.2319598644971847,2958,Arsenal,Oleksandr Zinchenko,Oleksandr Zinchenko,5,2,13,1.8,DEF
0,0,19,1,2.1,25,0.01,0.07,0.06,0.14,131,0,0,0.8,0.4,2024-12-04,70,0,0,0,0,0,0,0,False,14,0,0,0,0,14,0,108914,1,0,2,5.0,5,-1118,960,2078,48,True,1,25,,,0,1,0.0573156476020813,72,DL,Arsenal,Manchester United,2,0,26733,2024,691512,0.0,0,0,0,0.0573156476020813,0.1300297379493713,0.1300297379493713,2958,Arsenal,Oleksandr Zinchenko,Oleksandr Zinchenko,2,5,14,2.8,DEF
0,0,3,0,0.0,25,0.0,0.0,0.0,0.0,182,0,0,0.0,0.0,2025-01-01,1,0,0,0,0,0,0,0,False,4,0,0,0,0,19,0,98565,0,3,1,0.0,1,-1364,367,1731,48,False,0,25,,,0,0,0.0,1,Sub,Brentford,Arsenal,1,3,26783,2024,697039,0.0,0,0,0,0.0,0.0,0.0,2958,Arsenal,Oleksandr Zinchenko,Oleksandr Zinchenko,5,3,19,1.5,DEF
0,0,3,0,3.3,25,0.0,0.0,0.0,0.09,201,0,0,0.5,0.0,2025-01-15,3,0,0,0,0,0,0,0,False,18,0,0,0,0,21,0,98782,0,1,2,2.0,1,-807,796,1603,48,True,0,25,,,0,0,0.0,1,Sub,Arsenal,Tottenham,2,1,26802,2024,699518,0.0,0,0,0,0.0,0.0,0.0,2958,Arsenal,Oleksandr Zinchenko,Oleksandr Zinchenko,2,5,21,0.4,DEF
0,0,5,0,5.0,25,0.03,0.13,0.1,0.03,251,0,0,2.0,3.0,2025-02-22,34,0,0,0,0,0,0,0,False,19,0,0,0,0,26,0,98604,0,1,0,12.0,1,-333,452,785,48,True,0,25,,,0,2,0.1145594418048858,32,Sub,Arsenal,West Ham,0,1,26853,2024,707771,0.0,0,0,0,0.1145594418048858,0.1551354229450225,0.040575984865427,2958,Arsenal,Oleksandr Zinchenko,Oleksandr Zinchenko,2,5,26,0.7,DEF
0,0,1,0,1.8,25,0.01,0.01,0.0,0.22,264,0,0,0.5,0.0,2025-02-26,20,0,0,0,0,0,0,0,False,16,0,0,0,0,27,0,98604,0,0,0,4.0,1,-238,342,580,48,False,0,25,,,0,0,0.0,19,Sub,Nottingham Forest,Arsenal,0,0,26864,2024,709169,0.0,0,0,0,0.0,0.0,0.0,2958,Arsenal,Oleksandr Zinchenko,Oleksandr Zinchenko,5,4,27,0.7,DEF
